CD38.negative.naive.B.cell,memory.B.cell,CD14.positive..CD16.negative.classical.monocyte,cytotoxic.CD56.dim.natural.killer.cell,mature.neutrophil,memory.CD4.positive.alpha.beta.T.cell,CD4.positive..alpha.beta.T.cell,memory.CD8.positive.alpha.beta.T.cell
mix_1,0.60888276633579,0,0,0.180098697193433,0,0,0.211018536470781,0
mix_2,0.607760809551774,0,0,0.174839866286844,0,0,0.217399324161382,0
mix_3,0.720597594961289,0,0,0.0695362014597333,0,0,0.209866203578979,0
mix_4,0.694650066045322,0,0,0.0979695904558368,0,0,0.207380343498844,0
mix_5,0.675767552659144,0,0,0.120453349867687,0,0,0.203779097473169,0
mix_6,0.672718122320276,0,0,0.115909924570287,0,0,0.21137195310944,0
mix_7,0.728577923193427,0,0,0.0610476544897708,0,0,0.210374422316801,0
mix_8,0.703009452690196,0,0,0.0793721813866352,0,0,0.217618365923172,0
mix_9,0.625250296796336,0,0,0.169054826712116,0,0,0.20569487649155,0
mix_10,0.755511377402847,0,0,0.0286689064125397,0,0,0.215819716184612,0
mix_11,0.614031855646251,0,0,0.169378632945192,0,0,0.216589511408559,0
mix_12,0.626626390121335,0,0,0.160314822157976,0,0,0.213058787720689,0
mix_13,0.74085380466747,0,0,0.0486537685237659,0,0,0.210492426808766,0
mix_14,0.758103150546559,0,0,0.0271168106992838,0,0,0.214780038754154,0
mix_15,0.690127003738492,0,0,0.108213102925019,0,0,0.201659893336497,0
mix_16,0.720199880718214,0,0,0.0666191697490107,0,0,0.213180949532774,0
mix_17,0.78871710662834,0,0,0,0,0,0.211282893371664,0
mix_18,0.637030167086589,0,0,0.140428173621501,0,0,0.222541659291912,0
mix_19,0.690745115381839,0,0,0.0972089695887607,0,0,0.212045915029404,0
mix_20,0.702319998232778,0,0,0.0900258202419564,0,0,0.207654181525266,0
mix_21,0.732766359240896,0,0,0.0543392377239612,0,0,0.212894403035145,0
mix_22,0.661419117864039,0,0,0.135510601158451,0,0,0.203070280977512,0
mix_23,0.712669767789564,0,0,0.074839249867912,0,0,0.212490982342524,0
mix_24,0.613934250203995,0,0,0.164283319583757,0,0,0.221782430212249,0
mix_25,0.680247843137903,0,0,0.106310520203078,0,0,0.21344163665902,0
mix_26,0.647765111178658,0,0,0.152066261322301,0,0,0.200168627499045,0
mix_27,0.647500783898531,0,0,0.138416787968482,0,0,0.214082428132988,0
mix_28,0.705815561612828,0,0,0.0891646349605932,0,0,0.205019803426579,0
mix_29,0.666243270943809,0,0,0.12448180689377,0,0,0.209274922162428,0
mix_30,0.679753117009733,0,0,0.110486125523855,0,0,0.209760757466413,0
mix_31,0.678970727202608,0,0,0.108767840367853,0,0,0.212261432429538,0
mix_32,0.68842772279703,0,0,0.104706007203695,0,0,0.206866269999273,0
mix_33,0.68049535407234,0,0,0.106035798344187,0,0,0.21346884758347,0
mix_34,0.611119426453266,0,0,0.1748273074803,0,0,0.214053266066437,0
mix_35,0.642659977188998,0,0,0.149146164348002,0,0,0.208193858463,0
mix_36,0.742108442925143,0,0,0.0452448923028201,0,0,0.212646664772039,0
mix_37,0.742028564171488,0,0,0.0438594454305513,0,0,0.214111990397963,0
mix_38,0.689139005441293,0,0,0.105199626485276,0,0,0.205661368073432,0
mix_39,0.719868383918422,0,0,0.0745254573525128,0,0,0.205606158729068,0
mix_40,0.688771984738878,0,0,0.0981279139278402,0,0,0.213100101333281,0
mix_41,0.620068318676842,0,0,0.168591435817739,0,0,0.211340245505419,0
mix_42,0.747613192058393,0,0,0.0437385969732235,0,0,0.208648210968386,0
mix_43,0.647075729712057,0,0,0.150454464902486,0,0,0.202469805385459,0
mix_44,0.684500290675181,0,0,0.106019074001506,0,0,0.209480635323312,0
mix_45,0.679635453398556,0,0,0.108198550130452,0,0,0.212165996470997,0
mix_46,0.703787888447175,0,0,0.0887145988160536,0,0,0.207497512736768,0
mix_47,0.693760775713388,0,0,0.0926897236222623,0,0,0.21354950066435,0
mix_48,0.635822776749463,0,0,0.149845769848579,0,0,0.214331453401958,0
mix_49,0.650839708869424,0,0,0.140938597907128,0,0,0.20822169322345,0
