Mixture	B_cells	T_cells_(CD4+)	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage	P-value	Correlation	RMSE
S10001	0.10748480937878	0.690821865526787	0	0	0	0.201693325094433	9999	0.422716266099437	1.01855728462497
S10006	0.149857209324034	0.495252558718928	0.139384009998953	0	0	0.215506221958085	9999	0.423261402308078	1.01340625575133
S1001	0.11170312556629	0.385177581946753	0.264430356248908	0	0	0.238688936238049	9999	0.478853626914582	0.964455349603682
S10010	0.0816530605431277	0.533463122015541	0.0914274870331385	0	0	0.293456330408193	9999	0.454658016105869	0.990655760267764
S10011	0.121579155193022	0.615984082116924	0.065993497442136	0	0	0.196443265247918	9999	0.495619306639599	0.95097144638226
S10014	0.152576769293185	0.519119449659866	0.081416427002417	0	0	0.246887354044532	9999	0.47458028545495	0.969016975635262
S10026	0.0961584742774307	0.43814219543717	0.26143831678733	0	0	0.204261013498069	9999	0.465408142916159	0.97693123793281
S10032	0.133245484522718	0.478703095983832	0.104450360973942	0	0	0.283601058519508	9999	0.481408222242498	0.963926176138634
S10036	0.11330183674878	0.402510132390268	0.280097281788536	0	0	0.204090749072416	9999	0.466687182966575	0.975020975726608
S10042	0.142572257415843	0.42752855833276	0.195742392881807	0	0	0.234156791369591	9999	0.481590089685241	0.961422323169102
S10044	0.117191507677491	0.510087312526415	0.160419679730481	0	0	0.212301500065612	9999	0.471641748055652	0.971601938439288
S10049	0.135830141931968	0.529317845920773	0.137489157858699	0	0	0.19736285428856	9999	0.461497365669863	0.98030999189285
S10057	0.154708278665281	0.56586109869395	0.104176910871088	0	0	0.175253711769681	9999	0.479136778100371	0.964270950065696
S10062	0.140936031390655	0.559841826419811	0.0582170880328164	0	0	0.241005054156718	9999	0.480141407163545	0.964697458628851
S10066	0.0656845907100286	0.640176650208067	0	0	0	0.294138759081905	9999	0.453846995035198	0.994043061142478
S10067	0.10814957262469	0.582005057782955	0.151013761333464	0	0	0.158831608258891	9999	0.487809691508912	0.957758696731301
S1007	0.156484139987307	0.477728905265026	0.131715942873325	0	0	0.234071011874342	9999	0.463098549844578	0.978354228946108
S10073	0.119453268400978	0.554619631071832	0.140161427734612	0	0	0.185765672792578	9999	0.500479273889932	0.945403614702321
S10077	0.134811807597769	0.610784966668539	0	0	0	0.254403225733692	9999	0.470430439266979	0.975079490016217
S10080	0.157801186602253	0.476766229851451	0.111232300256606	0	0	0.254200283289691	9999	0.497249311084746	0.947752252851977
S10082	0.134465589927675	0.564686440937347	0.113019005541433	0	0	0.187828963593545	9999	0.502968533221993	0.942877667323183
S10087	0.0994097405338946	0.607422850055801	0.0637330451305011	0	0	0.229434364279804	9999	0.467070025732626	0.978139009534473
S10089	0.105479752629993	0.669011848831435	0	0	0	0.225508398538572	9999	0.462184066741198	0.98362878737445
S1009	0.194298389710771	0.640243078570721	0.0322700484798477	0	0	0.133188483238661	9999	0.517792672648951	0.928778063695048
S10090	0.0669365960795211	0.718558292910319	0	0	0	0.21450511101016	9999	0.417992207623461	1.02482511839628
S10093	0.140032155178142	0.306500011081127	0.312345783656988	0	0	0.241122050083743	9999	0.469246864373252	0.972114546268022
S10094	0.155062742592116	0.493603432278502	0.0973171906513956	0	0	0.254016634477986	9999	0.474660534085937	0.968737539232547
S1010	0.156006215657541	0.621419087163582	0.0039122945276409	0	0	0.218662402651236	9999	0.487325651355854	0.958362667663789
S10111	0.103879109136216	0.552501500639886	0.149268178206487	0	0	0.19435121201741	9999	0.488696142146135	0.956754619598219
S10116	0.132222885674484	0.706547552630689	0	0	0	0.161229561694827	9999	0.4929530424839	0.954740948593842
S10119	0.156702357798206	0.525956064938315	0.156441564450119	0	0	0.16090001281336	9999	0.494968920522714	0.949129739299147
S10121	0.0890259043526601	0.613578404633293	0.0967217730494261	0	0	0.20067391796462	9999	0.470675030640678	0.974716611378919
S10130	0.085497232593075	0.651159300732516	0	0	0	0.263343466674409	9999	0.459587436774344	0.987273862646603
S10140	0.174309784272986	0.509726249555536	0.0232560953705199	0	0	0.292707870800958	9999	0.463394347382271	0.980346217261598
S10142	0.147211478441309	0.523210829833023	0.144506100471508	0	0	0.18507159125416	9999	0.476585690016538	0.966221724408067
S10150	0.121185776499887	0.510090372872969	0.00360393410934682	0	0	0.365119916517797	9999	0.444401026020813	1.00285919554796
