Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells	otherCells
mix_1	0.0345217168841365	1.12779366164973e-08	0.0836384137118099	0.162698027666192	0.00165869432503794	0.0300161010916303	0.0497718417523435	0.637695193290913
mix_2	0.0183615040789936	3.94643096860647e-09	0.0596568303348256	0.179012146728447	0.0013687941471094	0.036348394829946	0.0193829983908117	0.685869327543435
mix_3	0.139889740052621	5.19961989903134e-10	0.308835161264315	0.146450890665698	5.12581619561682e-10	0.00818593916058246	0.0275354984353165	0.369102769388924
mix_4	0.181168464291083	1.18618987897776e-06	0.158509686542365	0.170907290247477	1.50149232771639e-08	0.0168699638812132	0.0335731936145118	0.438970200218548
mix_5	0.125624427025572	2.41418643576963e-09	0.104754567719865	0.282248944569331	4.62241526675363e-08	0.0142797307088544	0.0582282180283033	0.414864063309736
mix_6	0.107394288233647	9.78188164265958e-07	0.0986254997255786	0.240385461180404	4.38634063010084e-08	0.0230879352027419	0.028002197167399	0.502503596438659
mix_7	0.241678508335639	1.93849401151301e-06	0.159113067980495	0.161772741567524	2.36171661112774e-09	0.0117370614068141	0.0481170585637587	0.377579621290041
mix_8	0.203203703370867	2.87270245169459e-05	0.114429905136743	0.104629051659431	6.40411160349233e-08	0.0264319719723255	5.24213668752689e-10	0.551276576270787
mix_9	0.0458399659740678	1.39699830213415e-05	0.135864790122471	0.174287163575664	1.16709795546011e-05	0.0240374502065818	0.0578858815355651	0.562059107623074
mix_10	0.287193358587938	1.60207253435805e-06	0.0985441152806881	0.225427691401745	1.33433009052872e-06	0.0155620673343456	4.3982931765007e-09	0.373269826594365
mix_11	0.0421359779376144	7.49104794521643e-09	0.10965665701666	0.116672017484051	0.00403555033290481	0.0348740791213619	0.0254290253516348	0.667196685264725
mix_12	0.0116411659012619	3.09953703658315e-08	0.108566032477848	0.230308780351574	1.06145225835221e-07	0.0291429963070084	0.0143331363057518	0.60600775151596
mix_13	0.32619962631035	1.91274797047625e-07	0.105153177063193	0.13498700327396	4.19419080897287e-08	0.0120611373013954	0.055026692817591	0.366572130016805
mix_14	0.325601778007113	1.2955439688696e-08	0.0714403800213798	0.266706748166983	2.25937250294456e-08	0.01455171941241	0.00636858860205978	0.31533075024089
mix_15	0.260536962548054	8.66227378971157e-08	0.0446861720682609	0.258457276061536	2.8173616068972e-08	0.0069551937759809	0.11418027482292	0.315184005926894
mix_16	0.154064250668002	7.29115074349067e-10	0.220385086024384	0.176749071462608	5.48977376172788e-07	0.0146354678316731	0.0192782436304812	0.41488733067636
mix_17	0.461822857745267	9.79434027298769e-10	0.144083372219408	0.269706129138146	8.55951330220627e-08	0.00124158945998218	0.00830582254384379	0.114840142318785
mix_18	0.043104896980739	2.42138371434039e-09	0.0438653757555038	0.159709374051627	0.0032466062672069	0.0391238173922786	0.00753966764352854	0.703410259487732
mix_19	0.170032595230669	1.44704366195975e-09	0.0736230343163016	0.236144993340147	2.68750629226884e-07	0.0219072111125623	0.0242665567547148	0.474025339047933
mix_20	0.0799709753061999	1.67105578099279e-08	0.16033571993106	0.489149679057971	2.59921673687511e-08	0.00117654039258069	0.0464823052254906	0.222884737383973
mix_21	0.206231186295714	4.47497160150879e-07	0.117349163375623	0.30321621928265	3.79173667671962e-09	0.0124109830252466	0.0179272246080631	0.342864772123805
mix_22	0.211602222047777	3.1866774112579e-05	0.0519143538598337	0.198265717298231	9.23549228689187e-08	0.0197834283590453	0.0583954307209486	0.46000688858513
mix_23	0.221811312366972	3.78063171160591e-08	0.154490278144069	0.130072393224155	2.17065759535128e-08	0.0219728576464269	0.0031857901941432	0.468467308911341
mix_24	0.0129169124365063	1.18818606231905e-08	0.0333640705107443	0.139672563190132	0.00603203304248513	0.0412085657706905	0.0275088161561813	0.7392970270114
mix_25	0.0390568108302793	0.000183971121803897	0.185547067637737	0.221113445066419	3.32309272863376e-07	0.0235594050074947	9.6768229962962e-09	0.53053895835017
mix_26	0.0362596897601824	1.43216598868342e-08	0.296009764598765	0.197031395704864	1.9663882058436e-07	0.00253186648865816	0.124556467495337	0.343610604991713
mix_27	0.232225934472026	2.25409914551778e-08	0.00314695229135289	0.0795539649425391	0.00455739599125378	0.0308827133438037	0.0502434800286767	0.599389536389357
mix_28	0.153934647755837	2.38498155020194e-05	0.245322997451745	0.309595963062498	1.58199510146243e-09	0.00163774196671422	0.051186952992695	0.238297845373014
mix_29	0.0943002471221968	2.31479194249801e-08	0.150807041190068	0.179705815521668	1.18056534749263e-07	0.0214033631791202	0.0443191672081664	0.509464224574326
mix_30	0.133576596218758	2.73190208017728e-08	0.129520091302967	0.199328739985597	2.31805281295933e-08	0.0212659015137059	0.030816163096366	0.485492457383057
mix_31	0.0874818836396364	1.06362509524894e-08	0.212845382505154	0.122555569619379	1.52068556241919e-08	0.0225992707372006	0.0168454901642556	0.537672377491268
mix_32	0.128736371795785	4.07763871932767e-08	0.175298402254979	0.208162553069844	1.73137261551472e-08	0.0168807037782959	0.0322870752638419	0.43863483574714
mix_33	0.144695666078975	1.49303545844047e-07	0.165041273169138	0.0948858107940229	2.64673605408744e-06	0.0241869645619083	0.026108824825614	0.545078664530741
mix_34	0.019294298739115	1.02263873522595e-08	0.0979031177764475	0.157532810403839	0.000990055724048459	0.0335833813962355	0.0315822312280407	0.659114094505887
mix_35	0.0809965999523153	4.95055447172037e-08	0.0638659540009146	0.270516236252105	6.38592182289636e-08	0.0243300159071738	0.033912988523952	0.526378091998776
mix_36	0.254212049348891	4.09275264873276e-07	0.270742993858531	0.0529322359371102	1.79636272674173e-08	0.0122807519568636	0.0190149949710304	0.390816546688682
mix_37	0.230367248443503	7.25955945895373e-08	0.246687448337377	0.0942351141738134	1.11091589798042e-08	0.0141396208552951	0.0103742737897754	0.404196210695483
mix_38	0.0813041029446662	3.49541947603877e-08	0.346536376011107	0.128506196487226	4.27103964491157e-08	0.00527675884537585	0.0760807726479187	0.362295715399115
mix_39	0.290146629385201	8.98471795354848e-06	0.0905476280918684	0.239635259563997	1.03500487634994e-09	0.00686167670279672	0.0907112973823115	0.282088523120867
mix_40	0.148286605074642	4.15624415751664e-08	0.213289294767537	0.0643808622833624	4.95036902405379e-08	0.0243273063673536	0.0135526049538176	0.536163235487155
mix_41	0.045872512337896	6.61976155645371e-09	0.0626407100836209	0.216217199977595	7.47425820321029e-07	0.0285793196114064	0.0421456399334966	0.604543864010403
mix_42	0.290878618276647	1.37239710740064e-05	0.204901216432618	0.241573389401568	2.061545747274e-09	0.00320341548732081	0.0304316747783036	0.228997959590922
mix_43	0.0187530218233994	1.90788624341522e-05	0.153635472868514	0.280343251604849	7.94572405911371e-08	0.0136574550340594	0.0733195416716189	0.460272098677885
mix_44	0.052073631146607	7.73759844968194e-06	0.301505695822687	0.115597860210905	1.54723564795349e-08	0.0132683722649174	0.0573942605035469	0.46015242698053
mix_45	0.00868901048211549	1.71089299914831e-09	0.238650905383958	0.196432992759299	1.23988122440483e-09	0.0214424923971535	1.51177103117471e-10	0.534784595875523
mix_46	0.133074416594345	3.77632690725065e-06	0.0932119062234078	0.416912843930498	2.13417928308632e-08	0.00760590759029176	0.05202598322174	0.297165144771017
mix_47	0.157500857332049	8.40099761892378e-07	0.151413781970527	0.159129605118753	5.29066842794723e-07	0.0240499421696505	0.00535516432164657	0.50254927992077
mix_48	0.215804594336729	1.36098337537942e-07	6.65497301185074e-08	0.0569636262139439	0.00590304292024018	0.0329958782116612	0.0580349092286392	0.630297746440719
mix_49	0.177845096356882	3.57097473610295e-08	0.0435873690120623	0.165798079478246	2.02594069484258e-06	0.0246266819301828	0.0460068060695812	0.542133905502603
mix_50	0.214737220966163	1.10662936461111e-05	0.27485175637286	0.199605505909792	2.66873576395637e-09	0.00806089180945754	0.000116936905961488	0.302616619073384
mix_51	0.202091329880006	1.33239788164515e-09	0.0586953008450696	0.0592054007592049	0.00363414770281024	0.0287197245255134	0.051034586001619	0.596619508953379
mix_52	0.333781019309995	5.41259316504934e-05	0.195607534255202	0.124791401247275	6.15156818012253e-08	0.00442198331303979	0.0627515346898423	0.278592339737314
mix_53	0.190513747110218	7.80027029008981e-09	0.0706697027239022	0.11039768420931	3.07435726275126e-07	0.0262607083667514	0.0404840202789066	0.561673822074916
mix_54	0.288215831209459	0.000111702351408961	0.0636181811192433	0.453759742540834	1.0039848475079e-08	0.00356896419036405	0.017390954740639	0.173334613808203
mix_55	0.1750945965591	1.63548524184041e-08	0.0823929409653316	0.128398220801253	3.22112174277343e-07	0.0261359964049779	0.0352250996459935	0.552752807156317
mix_56	0.101938519096458	8.22217232226494e-06	0.223651094489648	0.196320774977642	1.83673653950758e-08	0.0160158674492506	3.89497548372983e-11	0.462065503408363
mix_57	0.011687692641247	4.75548805040517e-08	0.202624291596469	0.128704157350434	6.59079488871398e-08	0.0246981785901308	0.0406664980298574	0.591619068329032
mix_58	0.137509780722151	2.80284432628965e-08	0.174750326292667	0.196563807872819	1.36640088789723e-07	0.0138597073411507	0.0532402085442156	0.424076004558465
mix_59	0.0185295666022729	7.66097283452557e-09	0.0497766046667858	0.279715900063273	4.989810621677e-07	0.0277844237309341	0.0399779554052334	0.584215042889466
mix_60	0.246817140573538	0.000347290256404682	0.0823915356321048	0.242463407097294	1.41757369979553e-09	0.0181844617797326	1.65501433504145e-09	0.409796161588338
mix_61	0.210379492064837	1.54447571243145e-08	0.392541609239593	0.136749920455645	8.29400394818545e-09	0.00244531581886615	0.00376478217439936	0.254118856507899
mix_62	0.179499351061186	3.05817453779967e-08	0.331481013524524	0.0887398172008049	1.10209041205244e-08	0.00567025562077096	0.0534912623071555	0.341118258682909
mix_63	0.0299572170637416	4.00603288441094e-06	0.15100553802733	0.182936455313182	2.72864975547375e-07	0.0270894732710644	0.0237617430297009	0.585245294397121
mix_64	0.166588504998368	3.39618284584751e-07	0.153788828024476	0.0983406008460227	1.06713733974712e-07	0.0260220580324986	6.10315236563668e-10	0.555259561156301
mix_65	0.126373076399971	2.62281019338177e-07	0.141332894892484	0.136963060165414	8.93634178689403e-07	0.0156826546284237	0.100130742907488	0.479516415091022
mix_66	0.192461579957677	1.07116599303652e-08	0.0266370110524827	0.109542816559753	0.00349675692141097	0.0291824879006741	0.0515065309343308	0.587172805962011
mix_67	0.283350695103531	1.43218226081768e-07	0.186631455059881	0.184067964269952	2.27954286041066e-05	0.0039707514830154	0.0726731276183197	0.269283067818472
mix_68	0.0654285836069003	3.4897736474331e-08	0.116714675076659	0.369518281739388	7.57296890949013e-08	0.00771357790236749	0.0884999411705876	0.352124829876672
mix_69	0.155049888010578	1.482393055828e-06	0.139248899011469	0.128734870202973	3.34427603368947e-08	0.0263175773322593	0.00181744453072431	0.54882980507618
mix_70	0.339036279344362	1.280437854325e-05	1.38062462395532e-07	0.0434954612391671	0.00420476836551581	0.0200425669376492	0.129622127019154	0.463585854653146
mix_71	0.232022771395605	1.5129723169729e-07	0.0325051887193379	0.113132314243124	5.27263883937615e-08	0.0326130749657165	0.000492795474639175	0.589233651177958
mix_72	0.416836416390458	1.29474564012665e-08	0.208806648703521	0.0664195127578886	5.06434451568296e-08	0.00828006709921093	0.0107615666561386	0.288895724801882
mix_73	0.285340132756827	4.11371677551206e-06	0.0454974057454814	0.158637822461973	8.76619400274882e-07	0.0148975624562933	0.0964885320200944	0.399133554223155
mix_74	0.200559123482902	3.69709710001877e-08	0.193197054808267	0.0718991208897138	4.83956653237551e-09	0.0189812080121183	0.0275205192750182	0.487842931721443
mix_75	0.176820066641148	2.06285861354999e-08	0.0749680545148175	0.0599736729571719	0.00168884196647791	0.0314490252685434	0.0351615033592272	0.619938814664028
mix_76	0.0595790178965585	6.87038587926036e-05	0.185982156989579	0.271010261525206	2.36396380989674e-08	0.0126721901935376	0.0637297847953156	0.406957861101373
mix_77	0.0764483296578067	1.99097933926071e-06	0.289589282810464	0.302136815225221	9.89656105095259e-09	0.00317593847909003	0.0437336589727356	0.284913973978783
mix_78	0.141768688462061	2.82700167567986e-09	0.059558492794443	0.191638847887114	7.93583007685033e-08	0.0258011530285608	0.0356847175396291	0.545548018102889
mix_79	0.0381460784898393	1.98738670351331e-06	0.131234566481695	0.183079844907537	6.40321703473879e-08	0.0291873306291013	0.012692074203192	0.605658053869763
mix_80	0.220827003778354	7.57843517122352e-05	0.115149197468992	0.259011032861757	6.14944973602809e-09	0.0152686305662343	8.05582698026955e-10	0.389668344017918
mix_81	0.105648076421565	9.48874957465229e-05	0.259217845168307	0.200893954201572	1.24144767872569e-09	0.0137166688331624	7.23658281964766e-10	0.420428565914541
mix_82	0.173994653763245	1.49072485499352e-05	0.07318638379291	0.228453577821916	4.29165932491952e-07	0.0234264668568547	0.0174257910508964	0.483497790299696
mix_83	0.146724569444252	3.0001354004638e-10	0.0904750045140859	0.0920018562884508	0.00222208870126857	0.0306897886158889	0.0304758269826709	0.607410865153369
mix_84	0.1538324279863	5.36553463128856e-05	0.186924685974374	0.223375216300599	1.52588683915501e-08	0.0165082922087041	0.00331170322741022	0.415994003697433
mix_85	0.106018747245352	1.48318839789224e-09	0.205248512116788	0.252708241222286	8.69702298163817e-08	0.0163638865557928	0.00120958469083668	0.418450939715527
mix_86	0.0567409018566872	0.0001091854451882	0.30151272480804	0.203951923109371	2.23412114922277e-09	0.00841080980573298	0.0465025987692865	0.382771853971573
mix_87	0.0786083082283499	8.14164215348253e-06	0.17583854862417	0.193726107116639	2.92048616863848e-08	0.0212502146070323	4.5057545815662e-11	0.530568650531736
mix_88	0.151863208061209	5.9603910227974e-08	0.188610523681692	0.208790288755633	1.71459244724892e-08	0.0123917999518093	0.046304626760703	0.392039476039118
mix_89	0.125278880628673	1.35653461123205e-05	0.230136608006789	0.31130234596017	1.6417695834759e-09	0.0054267344582944	0.0385863368727077	0.289255527085485
mix_90	0.0611611171825071	5.82895691686887e-06	0.163635332662694	0.25098065299527	2.38247004869099e-08	0.0235412054042505	0.00105756590470368	0.499618273068957
mix_91	0.137194244628176	1.40684872299911e-08	0.0754212111059992	0.106947227883798	0.00268497532316048	0.0286547927097221	0.0500269918613152	0.599070542419342
mix_92	0.119647239128069	1.03052918780659e-07	0.197280310166107	0.146568408181846	2.81194681904908e-08	0.0231801543020354	0.00586476813033554	0.50745898891922
mix_93	0.0162770258325559	1.24291203077778e-08	0.0602547776458816	0.113170831852358	0.0052013610534537	0.0420527917228206	0.00952705641816856	0.753516143045641
mix_94	0.014562158373281	6.44004433751001e-08	0.0362195298583981	0.201498406088186	0.00291065186813358	0.0333930776562093	0.0541967965467218	0.657219315208627
mix_95	0.209191116221061	1.69989874572234e-08	0.0351351651571332	0.0832209581478227	0.00548858599300685	0.0283209075373765	0.0625323578900216	0.57611089205459
mix_96	0.172549360346893	2.20843089200846e-09	0.0288886159801149	0.108383144865714	0.00487839150588054	0.024974804628362	0.0952558028860565	0.565069877578548
mix_97	0.103391828092078	2.18545459954631e-08	0.110874539129643	0.201878951614605	6.80174273954645e-08	0.0257137366787741	0.0162774441814738	0.541863410431453
mix_98	0.154494352318717	1.2420378806078e-08	0.158270254207251	0.12329308257074	1.15073469087857e-07	0.0246543672382772	0.00956316605626416	0.529724650114903
mix_99	0.0920612964299348	2.07845211996399e-05	0.408385089893526	0.242487046098049	2.58904227232106e-09	0.00129537918437544	0.0166270161637655	0.239123385120107
mix_100	0.131190169929925	2.78285232917252e-08	0.186273007196189	0.16149340156441	7.34207284069598e-09	0.0212510372212353	0.00799532263798187	0.491797026279663
