Mixture	B_cells	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	T_cells_(CD8+)	P-value	Correlation	RMSE	Absolute score (sig.score)
Mix_1	0.318350386732509	0.367576733204588	0.0765674219440104	0.0316006627790275	0	0.105780336045522	0.246057072213746	9999	0.647818351816103	0.813026371288812	1.1459326129194
Mix_2	0.40014310958985	0.23137157730722	0.0868605118558154	0.0176711027711842	0	0.187146267518817	0.223045378195295	9999	0.654386165399761	0.804275674708304	1.14623794723818
Mix_3	0.264154656316913	0.174881541943445	0.120397086030276	0.0411695393346331	0	0.190530561520154	0.342984152847895	9999	0.652875762625077	0.807966805769658	1.13411753799332
Mix_4	0.346005706226115	0.171932946240066	0.0794983941709014	0.0165017008494584	0	0.185643314235065	0.34477961713358	9999	0.659005457269727	0.800227518806221	1.14436167885519
Mix_5	0.544125221138911	0.092088842368921	0.0940543700702481	0.0468917295406239	0	0.145844810012179	0.205773926204594	9999	0.652958034761201	0.805584601067319	1.12877889933548
Mix_6	0.35073009605076	0.381360313912685	0.0875942683756136	0.0357652257901561	0	0.0813973416153788	0.209390701493589	9999	0.643719390288905	0.817521876645816	1.14623794723818
Mix_7	0.340776423314512	0.133433635591382	0.0804945017189278	0	0	0.232474678237808	0.350303127614346	9999	0.663606560254928	0.795345645659655	1.13748236647698
Mix_8	0.395467122957894	0.307342454804759	0.0729828120661643	0	0	0.21172699385005	0.163770004298767	9999	0.656644374673432	0.801720611867814	1.15128938797763
Mix_9	0.397228549666845	0.185358547228138	0.101107670619844	0.0191875850784926	0	0.156787702517897	0.278638767852733	9999	0.65612190483272	0.802509728156701	1.13830882296395
Mix_10	0.434372521988467	0.282785407441386	0.0758696634069261	0.0331551697635849	0	0.10481601076291	0.215086506715518	9999	0.649298626102176	0.809831059591645	1.14608528007879
Mix_11	0.35367793777674	0.184199936471481	0.0711105484032945	0.00229290334014781	0	0.258541486660236	0.278115139263238	9999	0.661644450798581	0.79691742816819	1.14793795191514
Mix_12	0.233712878080322	0.342440361568071	0.0752806604241331	0.0055745058349465	0	0.157621187281644	0.337610226199991	9999	0.65104302222262	0.810360949358329	1.15223981938911
Mix_13	0.487587236685763	0.147057058293629	0.0872856920371885	0.026933805324567	0	0.169969397051775	0.215284348600394	9999	0.657480188430449	0.800353972844708	1.13411753799332
Mix_14	0.311874034617761	0.0767537364434693	0.0893171401100741	0.00386059584549551	0	0.204034466203594	0.445467311424823	9999	0.661714160180634	0.798989048600257	1.13130728464522
Mix_15	0.281396028938532	0.210365961900021	0.0709007526956904	0	0	0.256380037317308	0.31754088932037	9999	0.661938614883688	0.797312651244254	1.13658367017192
Mix_16	0.370376530810568	0.234062668146931	0.0882209780795174	0.00398045403407028	0	0.210552608758959	0.236812325635586	9999	0.658657696441273	0.799661519769833	1.14400556546563
Mix_17	0.307215179876052	0.185207053703581	0.077660811406622	0	0	0.242572455681442	0.331018731939312	9999	0.662864921966248	0.796082793097172	1.14367423260701
Mix_18	0.283332887453704	0.228725975576663	0.0651003224097692	0	0	0.282388409856841	0.275376448709462	9999	0.664376484895539	0.794291743592111	1.13492404400644
Mix_19	0.288586143848297	0.345785911377898	0.0717102505161493	0.0255534245519606	0	0.100980084515334	0.307661566412401	9999	0.647640374453596	0.813542172144893	1.14027738122204
Mix_20	0.383252723967576	0.290584778822263	0.081651853650367	0.0184340697811655	0	0.142781793846976	0.219666315841829	9999	0.653009558357501	0.805987250206315	1.13637153591018
Mix_21	0.375183274659878	0.33586409101054	0.0835348715799153	0.0120021614621469	0	0.146458314410673	0.199373093154433	9999	0.650923017315346	0.808641999313402	1.15241580627759
Mix_22	0.282102232041239	0.380808194245792	0.0689700795308866	0.0239469616472817	0	0.0882852617233168	0.294196093775434	9999	0.648034663574788	0.813355632883769	1.13830882296395
Mix_23	0.474646382487066	0.195886698778373	0.0851712200878912	0.0159830882143	0	0.203527521751612	0.166010701848058	9999	0.656351970897872	0.801393114561942	1.1412256131673
Mix_24	0.21109735874274	0.269148591689897	0.0838537396487405	0	0	0.320557135988291	0.243055763006545	9999	0.662325154261882	0.797519116933695	1.12771258907621
Mix_25	0.486526461877266	0.106285401647928	0.0844249114521994	0.0208104516600643	0	0.204857994155546	0.231212317200312	9999	0.661063077147407	0.796716351126218	1.13411753799332
Mix_26	0.379204199808927	0.154032114472703	0.08263823080962	0	0	0.245900572607754	0.270431937804057	9999	0.663790589144903	0.794182514904267	1.13220705550306
Mix_27	0.399501411904993	0.287675345818023	0.0846412315695835	0	0	0.166847575812974	0.202560048061727	9999	0.653911672702457	0.804806533230584	1.1412256131673
Mix_28	0.349777316753611	0.326830691882068	0.0805686650732751	0.0221746684886368	0	0.155255462708405	0.215610392558789	9999	0.651841094998641	0.807787554536549	1.15021719746479
Mix_29	0.422700002225581	0.149538973587978	0.0824579818914745	0	0	0.248976089864104	0.240138157232448	9999	0.66325302900205	0.79440506380437	1.14381120480158
Mix_30	0.369739066055889	0.0953007587784917	0.0904019155191485	0.0220729379950068	0	0.179550431129975	0.369876407595145	9999	0.656435239842047	0.803733898159483	1.12694151707366
Mix_31	0.383998753145825	0.222069144567444	0.0870518956585468	0.0127436123005526	0	0.21071796849364	0.229816795520332	9999	0.658251947609508	0.800019026864934	1.14639816968634
Mix_32	0.270953659688432	0.235889455399716	0.112690194297118	0	0	0.308674940791655	0.216360215828597	9999	0.661408959303995	0.797678347579413	1.14456846600552
Mix_33	0.240785400602094	0.273227088593608	0.0947190705410345	0.00967131050368311	0	0.264544194157717	0.26141461445705	9999	0.658683052682079	0.801241666460744	1.14436167885519
Mix_34	0.381934368825528	0.351062872540337	0.0852109289098514	0.0366188483274136	0	0.094708947572539	0.201753421801965	9999	0.64674375432368	0.813484264403991	1.15128938797763
Mix_35	0.377927684511279	0.17217908683978	0.0886611856829676	0.0154742164859563	0	0.191243150069196	0.299083142416339	9999	0.656994889355284	0.801972899861728	1.14456846600552
Mix_36	0.381822416854084	0.188801338913668	0.094660110800925	0.0174284950112287	0	0.178778097919538	0.282515105966187	9999	0.657094580578898	0.801595743452998	1.14400556546563
Mix_37	0.269558704223845	0.181724626937245	0.120871139204617	0.0429807000687618	0	0.181766380283351	0.330811038358395	9999	0.651784120395047	0.809038029830681	1.12771258907621
Mix_38	0.232323962772583	0.332251483807416	0.0643818048253503	0	0	0.177638024875487	0.337410289184795	9999	0.654350871773622	0.806525172035687	1.14400556546563
Mix_39	0.452626490458973	0.342714510091551	0.0883338858852358	0.0145881167978005	0	0.142550597993216	0.105424346011407	9999	0.648982994334734	0.810222093981214	1.14623794723818
Mix_40	0.384578586860534	0.156732702621981	0.0897686436245059	0.0300123873971071	0	0.119693480364887	0.346460375842257	9999	0.651810421295062	0.808115001420866	1.12724617671127
Mix_41	0.346954635576203	0.21374419326384	0.0998769280551839	0.0299017585642033	0	0.144021518577277	0.318599053355308	9999	0.650626597795495	0.809401363904362	1.15309808739202
Mix_42	0.402986399104226	0.151287026725003	0.0814766978591858	0	0	0.25697177079627	0.238585390160532	9999	0.664723233643735	0.792810974530015	1.13130728464522
Mix_43	0.359243615812426	0.259029660948085	0.103084791603742	0.0559392064266835	0	0.175412234109985	0.187025119292487	9999	0.649090824841223	0.810611621111231	1.13973462819341
Mix_44	0.28709061862198	0.31551070757559	0.0777370955830292	0.0136088999353717	0	0.147456574467978	0.302601669281683	9999	0.651432057908093	0.809067094599644	1.14400556546563
Mix_45	0.281201673406204	0.24799846609217	0.0996086383517912	0.0244557451197021	0	0.220469135819888	0.258699792599523	9999	0.655451514671069	0.804350333721467	1.13243345138928
Mix_46	0.396020500046428	0.225874080096202	0.0950616166119002	0	0	0.220521627171063	0.215113969240473	9999	0.658704805210262	0.799352521748435	1.15259179316607
Mix_47	0.340513479994001	0.337137580077061	0.0769600952195972	0.0328445362955361	0	0.103695103875508	0.255561151295894	9999	0.647416092298768	0.813086921177857	1.1467119467576
Mix_48	0.383501317276432	0.198479299633983	0.0862426686891502	0.0124603316838436	0	0.188872057695331	0.276682272259443	9999	0.657856961064434	0.800702518631153	1.14623794723818
Mix_49	0.341734779138745	0.125666138084952	0.0821220706492004	0.0207328988817002	0	0.180665501836111	0.386560977886266	9999	0.655560273883668	0.804892680441045	1.13748236647697
Mix_50	0.26819533555941	0.227781457289044	0.100958807752692	0	0	0.281615029604492	0.269734129157348	9999	0.662272493285373	0.796791219938748	1.14828475936299
Mix_51	0.352980520126662	0.226315524619078	0.0927946552201588	0.00357375191513034	0	0.223532394045411	0.24545312598469	9999	0.65804899631923	0.800579511970562	1.14464997191113
Mix_52	0.261301983106409	0.167620557938512	0.116405165282038	0.0225386535850623	0	0.245740970935107	0.329010198465277	9999	0.660095832989549	0.799732485156456	1.14261752931241
Mix_53	0.348209678248978	0.324707306024631	0.0730656754856343	0.00983109370813719	0	0.154608671649803	0.236495896027392	9999	0.652761033038446	0.806768241407036	1.14691832114458
Mix_54	0.295984617122446	0.349423592215495	0.0748012565246969	0.052306552084601	0	0.0582742017579345	0.299717952320098	9999	0.641054930186842	0.821044620969673	1.13050817202527
Mix_55	0.264448265458973	0.18433983103522	0.112229799999926	0.0470866036802801	0	0.19085120475676	0.350913100816263	9999	0.653300252475545	0.807566034242022	1.14986880574742
Mix_56	0.273822756051327	0.26977510603059	0.0944006722475194	0.00592531391650137	0	0.252631541665461	0.257351506728247	9999	0.658945087196646	0.800482441429764	1.15390689663965
Mix_57	0.246975372470813	0.256010721463221	0.0736314573516332	0.0157147458459957	0	0.146726438866902	0.393796554404973	9999	0.648005860474199	0.813811449625283	1.13285529040354
Mix_58	0.314226018286361	0.199443544249122	0.071442011884209	0	0	0.244502516220302	0.316623856598189	9999	0.663500487063698	0.795166854010862	1.14623794723818
Mix_59	0.320501999212098	0.184374303634163	0.0931393546540399	0.0279349564449194	0	0.118773917791778	0.382216985336659	9999	0.650389381867585	0.810333131269095	1.12694151707366
Mix_60	0.540933493193242	0.0493819684829484	0.0891352261708714	0.0106120392615231	0	0.211597317593217	0.238160436391869	9999	0.663964635350338	0.79377453594687	1.13982048109367
Mix_61	0.434545134567788	0.224052720490815	0.0953782269339957	0.0414583005652106	0	0.117248811870747	0.21862409021666	9999	0.649630473462246	0.809345567157212	1.13130728464522
