Mixture	Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages	P-value	Correlation	RMSE
Mix_1	0.23284158675311	0.650742066747205	0	0.00747822509811864	0.0482757052545071	0.0606624161470594	9999	0.766796129657199	0.667434929756903
Mix_2	0.31191828027364	0.627134911665223	0	0.00761970739787291	0.0338800222830469	0.0194470783802174	9999	0.766605854237069	0.668966277673851
Mix_3	0.212896259434937	0.739086325078763	0	0.00741142010766993	0.0318242239910742	0.0087817713875556	9999	0.756166427900716	0.686895140677286
Mix_4	0.226903712051615	0.730914728818932	0	0.008495856092654	0.030930411810708	0.00275529122609105	9999	0.760284776330607	0.680954237231643
Mix_5	0.349494421262243	0.612902931015	0	0.00649407442189115	0.0210547908415132	0.0100537824593529	9999	0.759860263273312	0.679874675265107
Mix_6	0.280945531299348	0.598051528997006	0	0.00747259810027192	0.0391923531914809	0.0743379884118928	9999	0.759899272949418	0.677050238890163
Mix_7	0.269861523405168	0.690885666548113	0	0.00887054345913588	0.0303822665875834	0	9999	0.755818308705054	0.686205713947027
Mix_8	0.317130380986638	0.614727511871141	0	0.00499583121903655	0.0354774666510298	0.0276688092721547	9999	0.758646827909999	0.679953868128714
Mix_9	0.307415852211395	0.640574178391126	0	0.00950579704825396	0.0315174887213669	0.0109866836278585	9999	0.764263906469219	0.672765461746298
Mix_10	0.332649506612633	0.595029867840115	0	0.0033465038598072	0.0360707965048668	0.0329033251825774	9999	0.756974984531483	0.682007456174531
Mix_11	0.283054093968275	0.676096720432029	0	0.00868090968817949	0.0321682759115173	0	9999	0.763526727549977	0.674809976140336
Mix_12	0.209774654071506	0.68800736684636	0	0.00862774874228139	0.0466836210484801	0.0469066092913717	9999	0.758916058528483	0.679559530465432
Mix_13	0.344029165305375	0.613202489113716	0	0.0058711402454271	0.0272316885241444	0.00966551681133762	9999	0.760017271024241	0.679080929079803
Mix_14	0.211046366052736	0.743235985367775	0	0.0132898025989018	0.0324278459805865	0	9999	0.758332557222305	0.683618057287433
Mix_15	0.252671305928828	0.700020118009217	0	0.0113674719037003	0.0346623771534859	0.00127872700476788	9999	0.760946476713023	0.678568519028223
Mix_16	0.317076694222123	0.625708490848614	0	0.00755723459017428	0.0330794303589771	0.0165781499801113	9999	0.757892810696874	0.681390066220183
Mix_17	0.264237468595362	0.69495697887669	0	0.00784211467323393	0.0329634378547134	0	9999	0.756077402882571	0.685784213257507
Mix_18	0.248164580761581	0.701127091907444	0	0.0106476027318149	0.0325991875204217	0.00746153707873828	9999	0.758750837142389	0.681821432937772
Mix_19	0.226921238374527	0.665894616453952	0	0.0136542673576184	0.0400540577364166	0.0534758200774857	9999	0.75778113661623	0.680758972241123
Mix_20	0.322675089134381	0.605680832086284	0	0.0039237729500349	0.0336327013833755	0.0340876044459251	9999	0.759288523307338	0.679105800903663
Mix_21	0.305833411266522	0.611038274648684	0	0.0020879400633136	0.041919683720487	0.0391206903009936	9999	0.758290872441092	0.679867896375581
Mix_22	0.234089137347667	0.650959442965182	0	0.00904608827804949	0.0461169133858163	0.0597884180232854	9999	0.760436306818038	0.676498220939186
Mix_23	0.354883420804266	0.593717249291762	0	0.00970197364074158	0.0250326405238801	0.0166647157393496	9999	0.764228246011824	0.672581493126159
Mix_24	0.204415019907135	0.73741031267282	0	0.00769268345346708	0.04366708519864	0.00681489876793814	9999	0.752979783516301	0.690194382960733
Mix_25	0.330020594370768	0.638550927003402	0	0.00554990132570252	0.0256153400814697	0.000263237218658285	9999	0.758674873425101	0.681813966635554
Mix_26	0.297173958902361	0.668077304986586	0	0.00296185570353326	0.0317868804075201	0	9999	0.757621608258527	0.683512568778297
Mix_27	0.332887994887833	0.609781231474492	0	0	0.0308964412271411	0.0264343324105337	9999	0.749227572534333	0.693914044962305
Mix_28	0.290984556278165	0.625959989121545	0	0.0067710797114621	0.0357217969391824	0.0405625779496453	9999	0.758740477794125	0.679679013239676
Mix_29	0.325280843946312	0.641861509347215	0	0.00334428485352386	0.0295133618529486	0	9999	0.756014358228518	0.685416989565361
Mix_30	0.25790083347007	0.704865812085469	0	0.0123674112310831	0.0248659432133775	0	9999	0.755133110470109	0.687774393696669
Mix_31	0.323641059148829	0.624736123590479	0	0.00673967870729409	0.0332673332693448	0.0116158052840536	9999	0.75948606485895	0.679285788864646
Mix_32	0.272360235406836	0.670667675279854	0	0.00815361633369727	0.0350485693143778	0.0137699036652348	9999	0.758313955047904	0.681524765992519
Mix_33	0.251775000168986	0.682926200523299	0	0.0134241592228619	0.0408232058410249	0.0110514342438276	9999	0.755884382264451	0.68427004515222
Mix_34	0.294884757626147	0.594881948645237	0	0.0102211069893511	0.0390616741404779	0.0609505125987863	9999	0.760921803496054	0.675353966591526
Mix_35	0.272054184476162	0.681605347882023	0	0.0106614667792999	0.027396015319224	0.00828298554329123	9999	0.761429128219336	0.678027971620254
Mix_36	0.300647854861721	0.64985779952001	0	0.0111889170565535	0.0302047037450806	0.00810072481663499	9999	0.75794113942861	0.681914642845665
Mix_37	0.20913321723044	0.734187330871634	0	0.0124093075811262	0.0316202799335794	0.0126498643832202	9999	0.760184978678881	0.680600270782294
Mix_38	0.212003533362418	0.704186082872123	0	0.00764862901212137	0.0421193644237785	0.0340423903295594	9999	0.759507612655355	0.679775848880051
Mix_39	0.343752947104918	0.557372279338695	0	0.012246325905203	0.0342350423618654	0.0523934052893188	9999	0.760759151823243	0.675446859424154
Mix_40	0.273681202519585	0.677204745441789	0	0.0127090572723839	0.0282779309355898	0.00812706383065244	9999	0.755585404855707	0.6858803687501
Mix_41	0.251570241600768	0.679272285699032	0	0.00917578570640061	0.0293296600768004	0.0306520269169989	9999	0.769844116553363	0.665529155278031
Mix_42	0.313067763098915	0.650725568077751	0	0.00283303858641898	0.0333736302369153	0	9999	0.754629043215829	0.687179233196296
Mix_43	0.320788839391412	0.606137121550141	0	0.00436581561501795	0.0313406299687806	0.0373675934746482	9999	0.755885680205876	0.684027300364742
Mix_44	0.214534613970831	0.689226928374539	0	0.0108078313547674	0.0446512786442732	0.0407793476555893	9999	0.766604558330729	0.668773783801653
Mix_45	0.261356020744768	0.672684386884594	0	0.00652408049566343	0.0392216834065358	0.0202138284684392	9999	0.752074713823386	0.689895661916044
Mix_46	0.326399921604263	0.624196626100672	0	0.00611752576212569	0.0280734976127588	0.0152124289201809	9999	0.747485662513324	0.696471830682991
Mix_47	0.279485169835755	0.621919899999727	0	0.0105631953720536	0.0384011126295166	0.049630622162948	9999	0.758139808615698	0.679782610518073
Mix_48	0.298860770640825	0.653108127948808	0	0.0110524405107283	0.0288443820925685	0.00813427880707032	9999	0.759238351643794	0.680306428606112
Mix_49	0.214485367687471	0.748364293199365	0	0.0104273647638371	0.0267229743493269	0	9999	0.77048212389409	0.667182347856887
Mix_50	0.237348648764694	0.711138797139191	0	0.00569055388529169	0.0355741196142543	0.01024788059657	9999	0.75196669005642	0.691672165173349
Mix_51	0.310576568108791	0.633476115271345	0	0.00905097560359553	0.0337300877513771	0.0131662532648922	9999	0.760045143077156	0.678375406247174
Mix_52	0.211261740045421	0.737014991526907	0	0.0130904049379415	0.0386328634897311	0	9999	0.754887004806608	0.687689335484002
Mix_53	0.298193514553676	0.620169050935291	0	0.00556544072339841	0.0359422051040204	0.0401297886836139	9999	0.755670233177665	0.683954818782444
Mix_54	0.192837231046752	0.675242806813145	0	0.00518648673213346	0.0445196946367076	0.0822137807712618	9999	0.773322394052856	0.659168901978104
Mix_55	0.193169505006915	0.757727441639661	0	0.00880605302213703	0.0300754425904464	0.0102215577408408	9999	0.76652771268768	0.672802725644
Mix_56	0.241828028127209	0.691158781094858	0	0.00690843566694844	0.0394610320249337	0.0206437230860516	9999	0.751829021772434	0.69064023156912
Mix_57	0.156735727110631	0.780424919924279	0	0.00634307098267364	0.0363779708815094	0.0201183111009072	9999	0.776030720427527	0.659247180509215
Mix_58	0.247316325329136	0.705958750802303	0	0.0106659817604337	0.0360589421081267	0	9999	0.755860053969011	0.685841655943279
Mix_59	0.189602221048201	0.752059441880756	0	0.00852384109205736	0.0332625649683391	0.0165519310106459	9999	0.767951179218505	0.670185486228448
Mix_60	0.365711033188535	0.61083062171072	0	0.00304566783286536	0.0204126772678793	0	9999	0.745377400563358	0.700619132963691
Mix_61	0.337647959129285	0.599440292668091	0	0.00565430468064319	0.0268746532884198	0.0303827902335613	9999	0.757113061789412	0.68264535618129
Mix_62	0.347535174422016	0.626008380097104	0	0.00810470687124359	0.0183517386096366	0	9999	0.756931866094099	0.684571007107061
Mix_63	0.201049130349871	0.681672994369737	0	0.0112184585413055	0.0448983089352484	0.0611611078038381	9999	0.775317847117872	0.655897867278931
Mix_64	0.297335595949065	0.600497420935312	0	0.00980230630943096	0.0372537000763463	0.0551109767298462	9999	0.757741472545146	0.680126539432287
Mix_65	0.294276217658207	0.618426156276483	0	0.00652630589915658	0.037771523644521	0.0429997965216328	9999	0.756361457441289	0.682667223031292
Mix_66	0.301798575844674	0.665028369788358	0	0.00859367859974365	0.0245793757672241	0	9999	0.757864037817822	0.683326222907262
Mix_67	0.356743511645484	0.55697828615764	0	0.00805822902972871	0.0306685347211032	0.0475514384460446	9999	0.764414553440866	0.671061715210217
Mix_68	0.267751683238151	0.670826538591237	0	0.00559744153196573	0.0363538073004523	0.0194705293381945	9999	0.752740710056211	0.689303175744164
Mix_69	0.346402084178441	0.607275260404355	0	0.00564105945590761	0.0269472727425097	0.0137343232187872	9999	0.759474272872622	0.679722593312056
Mix_70	0.27263361872499	0.679084298731006	0	0.00427919479682433	0.0346690423098357	0.00933384543734355	9999	0.755642569811051	0.685930703734695
Mix_71	0.266434126573082	0.674836801743537	0	0.0127236266921338	0.0335983224209147	0.0124071225703321	9999	0.756001318588556	0.68463357011146
Mix_72	0.255996553455312	0.651177180990616	0	0.0124779250333624	0.0353948192798439	0.0449535212408664	9999	0.755453746412862	0.684266766089707
Mix_73	0.19294610689166	0.762718211580244	0	0.00949349451715259	0.0308399192689252	0.00400226774201878	9999	0.767177841763584	0.672035399571821
Mix_74	0.321143098332208	0.598528854464258	0	0.00851810763641145	0.0298729694830232	0.0419369700840993	9999	0.759825354786116	0.67812450127223
Mix_75	0.232890365125973	0.722908742454708	0	0.00854033087480611	0.0297610563085485	0.00589950523596418	9999	0.77183168862082	0.664207017462253
Mix_76	0.244976074283951	0.717345336711603	0	0.0112964124269635	0.0235812744160137	0.00280090216146919	9999	0.76762556001343	0.670544464414379
Mix_77	0.260908534568992	0.641004275286358	0	0.00684760070261199	0.0414246568884228	0.0498149325536154	9999	0.765463144829329	0.669852834728912
Mix_78	0.211346562638393	0.748396669660894	0	0.00880898820022629	0.0314477795004864	0	9999	0.755079545437413	0.688833493789812
Mix_79	0.179842007277693	0.720591017792135	0	0.0107319510848188	0.0399173046611961	0.0489177191841577	9999	0.771166074307282	0.663455549567902
Mix_80	0.285712830286383	0.657472374971352	0	0.0082513025040699	0.0350387368266222	0.013524755411573	9999	0.763551717486391	0.673835752083592
Mix_81	0.273068008085744	0.6477191692876	0	0.00766712716355575	0.034764823504744	0.036780871958356	9999	0.759262559544505	0.679420630656829
Mix_82	0.290086891459204	0.677857175237638	0	0.00748318435386871	0.0245727489492897	0	9999	0.754372388738365	0.688614598381776
Mix_83	0.322049003093448	0.620211166477544	0	0.00299131304387029	0.0308258040394741	0.0239227133456629	9999	0.758216643136834	0.681356292724235
Mix_84	0.282619030865389	0.651823960850613	0	0.00499294620332539	0.0367334158791281	0.0238306462015444	9999	0.75450445340981	0.686370420041757
Mix_85	0.264424586365755	0.698263802140862	0	0.0102346001854714	0.0270770113079121	0	9999	0.762418213436999	0.677292849539504
Mix_86	0.223932594174315	0.685014581172458	0	0.010328858243229	0.0412799714367239	0.0394439949732749	9999	0.757910189630455	0.68130758068735
Mix_87	0.383470598751887	0.544809430469227	0	0.00617129700253087	0.0271158011436274	0.0384328726327276	9999	0.764181647901741	0.671914379786356
Mix_88	0.349070538604326	0.606702420165739	0	0.00544354645520843	0.0328690612616401	0.00591443351308607	9999	0.751872287225221	0.689887816362465
Mix_89	0.190060671109691	0.699739464811364	0	0.0102061485338285	0.0470066489997539	0.0529870665453627	9999	0.767851264668018	0.667035325301203
Mix_90	0.250725541010284	0.712106338931451	0	0.00798238119658385	0.0250527379708582	0.00413300089082218	9999	0.770739548393086	0.666017510129519
Mix_91	0.376343830770173	0.585574002137367	0	0.00754607654206505	0.0230731060788581	0.00746298447153684	9999	0.764525419920505	0.672642225897937
Mix_92	0.278711527941264	0.652166416281539	0	0.00708054847029741	0.0303178488053305	0.0317236585015687	9999	0.772742976533829	0.660827510405963
Mix_93	0.252816567173857	0.668298005821645	0	0.00740942864300291	0.0389273443050575	0.0325486540564378	9999	0.753690919919793	0.68732404392381
Mix_94	0.341840446425036	0.610502597484358	0	0.00789084135665784	0.0261114231208641	0.0136546916130847	9999	0.759404385127993	0.679750923743001
Mix_95	0.252705157148995	0.696724745477376	0	0.00791894798553975	0.032771437129756	0.00987971225833317	9999	0.769034416557462	0.667234431401665
Mix_96	0.229801201181333	0.717636025044766	0	0.0134253163635138	0.0351126298850371	0.0040248275253497	9999	0.758961605708261	0.681587512764681
Mix_97	0.294128724855721	0.616103956984055	0	0.0104088136727303	0.03287442581777	0.0464840786697244	9999	0.761855517641773	0.675038041331254
Mix_98	0.36488496594414	0.498410616477875	0	0.0113078359103051	0.0322863754412854	0.0931102062263947	9999	0.754351312092148	0.684237665306092
Mix_99	0.18240632927431	0.774132017220902	0	0.0106777477964098	0.0327839057083779	0	9999	0.757664150971157	0.685811396256779
Mix_100	0.284836623590696	0.608479794210474	0	0.00939758794217844	0.0415628138562832	0.0557231804003674	9999	0.766517671990184	0.667513388281522
