B_cells	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	NK_cells	Neutrophils	T_cells_.CD4..	T_cells_.CD8..
S10001	0.194114474061439	0.111212878149134	0.117814006184618	0.120733581767355	0.0699458359736088	0.16923068312067	0.216948540743175
S10006	0.198169332654312	0.109504113628704	0.114022838186576	0.12359755786916	0.0695815861319712	0.164747619618266	0.220376951911012
S1001	0.19624384822353	0.111572306279658	0.113267536227442	0.123448996489493	0.0684985302135967	0.163397286041423	0.223571496524857
S10010	0.193187659617355	0.112414147194233	0.116144717292859	0.121992455157358	0.0723431194774938	0.164500454950606	0.219417446310096
S10011	0.194465151035868	0.111907304803921	0.114984719189875	0.120498523563182	0.0688589485699879	0.168938214265611	0.220347138571555
S10014	0.196573428220728	0.110996318204582	0.11520588753153	0.123363449562516	0.069760230735701	0.164842765937833	0.21925791980711
S10026	0.196244054560101	0.111022263272159	0.110962294032133	0.12180613718789	0.0696241593765776	0.164435451591864	0.225905639979276
S10032	0.19700210871821	0.114091811740138	0.116649425862388	0.122175495227423	0.0690117767360241	0.162792286205587	0.21827709551023
S10036	0.197137925699873	0.110016630225462	0.11206869047314	0.123351096193157	0.0703061980957539	0.164774471971691	0.222344987340924
S10042	0.195393904995102	0.110996158892612	0.114087052317862	0.122521305600023	0.0696166572079548	0.164173189887849	0.223211731098598
S10044	0.196098590121087	0.109122193153469	0.111866416245071	0.122300721433648	0.0700755959872195	0.165364415853613	0.225172067205892
S10049	0.196767010946288	0.110259738760505	0.112473425715871	0.122426654336031	0.0690866047498094	0.166490431798585	0.222496133692911
S10057	0.19613794612097	0.110164021139914	0.115811009524946	0.123861435661696	0.0665674036525646	0.167102607576009	0.220355576323901
S10062	0.195598517091694	0.112288350869652	0.115337508597281	0.121795095651858	0.0692585106877753	0.166135176596007	0.219586840505734
S10066	0.191801275992437	0.11374940043988	0.116593807164178	0.12044397639323	0.072880479949666	0.166618653983283	0.217912406077326
S10067	0.195759294783282	0.108691240740088	0.111932588329735	0.123529216088421	0.0675647977565801	0.167851429094688	0.224671433207206
S1007	0.197129728689182	0.110457147343636	0.115659561928644	0.122731016036845	0.0685126627714324	0.166497318121971	0.21901256510829
S10073	0.194660932841873	0.108295911211995	0.11287258108106	0.121557283639067	0.068263353138614	0.168962161014461	0.22538777707293
S10077	0.195507397768894	0.112122376867062	0.118956494577874	0.122032625125662	0.0686556625276076	0.167043568349989	0.215681874782911
S10080	0.196556121846983	0.1129620324143	0.115960488127622	0.122359018821371	0.0694239774992261	0.164929626707783	0.217808734582715
S10082	0.196397533271503	0.109634376233745	0.112708367665103	0.121216202657014	0.0689115243306326	0.167914868381296	0.223217127460707
S10087	0.197288138348771	0.111509642799587	0.112760793259729	0.121692041303489	0.0680745824908618	0.166262488143957	0.222412313653605
S10089	0.195749817406083	0.110520146114185	0.116097017167902	0.122896532902515	0.0703916302699986	0.167660665841511	0.216684190297806
S1009	0.199539998473155	0.108959737465279	0.11244405946914	0.12178357484876	0.0660551252603607	0.169505542112034	0.221711962371271
S10090	0.1949486178447	0.110335482769431	0.115674060631013	0.122304104791771	0.0699055646319316	0.16829343507127	0.218538734259884
S10093	0.196628274295351	0.111582498602661	0.114675177198645	0.122783060475888	0.0692366970293969	0.162934494177608	0.22215979822045
S10094	0.194940782373588	0.111966889223668	0.11611703245082	0.122656442868706	0.070271984722967	0.165214733878121	0.21883213448213
S1010	0.194685370563119	0.111927295553522	0.116870500533778	0.120743396795099	0.0684022586586933	0.166384779736566	0.220986398159222
S10111	0.196273689356645	0.109042015430363	0.112601976601968	0.122493345886261	0.0682270121492202	0.168495485459081	0.222866475116461
S10116	0.194404757114321	0.108907721109593	0.115271859632822	0.122807711168876	0.0643369659284519	0.17063150565497	0.223639479390966
S10119	0.197505124784702	0.109390119435903	0.112430889232369	0.121888077555277	0.0677648071034783	0.167882735731558	0.223138246156712
S10121	0.19492997749052	0.110094830536174	0.115348679245465	0.123556622000704	0.0695971074098098	0.165789848007227	0.2206829353101
S10130	0.193979061063393	0.111878505998201	0.116676882860809	0.123031624135539	0.0704989669886385	0.165884973581336	0.218049985372082
S10140	0.197501888921633	0.112275174718685	0.114930648589119	0.121913997338168	0.0717628954608768	0.162365260648756	0.219250134322761
S10142	0.198218067343424	0.11054764695918	0.114059475470933	0.124946731876084	0.0667614361527543	0.163616780570496	0.221849861627129
S10150	0.194850029926265	0.113495673294529	0.117161448783747	0.122805768016158	0.0728251324700599	0.161685542724378	0.217176404784864
S10155	0.195907411328556	0.110857360541716	0.113663860743306	0.121727492760128	0.0684301413338266	0.1671235276152	0.222290205677267
S1016	0.195472097854103	0.111422974734279	0.115205665083302	0.123234835774901	0.0696991584805545	0.164697572321291	0.220267695751569
S10163	0.193986986485522	0.11166112411202	0.117308362839563	0.120802992210686	0.0690965013171481	0.167705956347357	0.219438076687703
S10167	0.196732692258799	0.109971928944236	0.113517054397278	0.123814594674947	0.0683611596649423	0.163378554246427	0.224224015813371
S10168	0.196136515468023	0.108736006477209	0.113045421890065	0.125021650835957	0.0676366737998464	0.167164691237962	0.222259040290937
S10173	0.199714335493671	0.107634389799104	0.110760977030242	0.121698857928443	0.066947837744103	0.169417932189601	0.223825669814835
S10175	0.195967492105587	0.109970638672574	0.115969589872179	0.122600044278571	0.0701016782650754	0.165326916138854	0.22006364066716
S10179	0.195848402612529	0.108039379686022	0.112639080348883	0.124239408487561	0.0666481913338134	0.165291497754804	0.227294039776388
S10186	0.199195235808882	0.109668819283025	0.11364155135172	0.123388931043762	0.0637649659612896	0.168040332592325	0.222300163958996
S1019	0.195957529953111	0.110786792031455	0.115455748984825	0.123326749730052	0.0675176749990715	0.167645649144086	0.2193098551574
S10190	0.198695192634781	0.109407236193137	0.111969315415419	0.121178386378735	0.0679891412140698	0.16670713987357	0.224053588290288
S10195	0.195434165187325	0.112308560691532	0.115890997599959	0.12175481738836	0.0707336623591445	0.165010661869872	0.218867134903807
S10196	0.194391899247071	0.110786031288432	0.114312391880321	0.122259111297683	0.0693575715068995	0.166295915233261	0.222597079546332
