B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils
S10001	0	0	0.1283	0.0027	0	0.4725	0.2134	0.0118	0.0114	0.0269	0.0084	0.0134	0	0	0	0.0121	0	0.0677	0	0	0	0.0312
S10006	0	0	0.1195	0.0582	0	0.4573	0.0974	0	0.0299	0.0466	0.0102	5e-04	0.026	0.0251	0.0052	0.0633	0	0.0544	2e-04	0	0.0026	0.0036
S1001	0	0	0.1755	0.0419	0.0354	0.375	0.0455	0.0412	0	0.0748	0.0128	0	0.0476	0.0204	0	0.0171	0	0	0.0756	0.0077	0.018	0.0115
S10010	0	0	0.1831	0.0318	0	0.591	0.0802	0.0046	0.0265	0.0554	0.0052	0	0.0162	0.006	0	0	0	0	0	0	0	0
S10011	0	0	0.1836	0.0214	0	0.4235	0.1617	0.0439	0.0182	0.087	0	0.004	0.0018	0	0	0	0	0.0549	0	0	0	0
S10014	0	0	0.1289	0.0591	0	0.4278	0.0744	0.014	0.0187	0.055	0	0	0.0163	0	0	0.0242	0	0.0186	0.0544	0.0254	0	0.0833
S10026	0	0	0.1425	0.0107	0.0244	0.4804	0.0886	0.0652	0.0112	0.02	0.0156	0	0.0456	0.0201	0	0.0087	0	0	0.0222	0.0218	0.023	0
S10032	0	0	0.2702	0.0219	0.0083	0.415	0.0974	0.0206	0.016	0.0198	0	0.0051	0.0307	0	0	0.0233	0	0.0202	0.027	0.0022	0.0222	0
S10036	0	0	0.139	0.0381	0	0.4442	0.0668	0.0856	0.0342	0	0.0042	0	0.0293	0.0167	0	0.0348	0	0.0186	0.0195	0.0089	0.006	0.0542
S10042	0	0	0.1716	0.0654	0	0.4729	0.0727	0.0501	0.0142	0.0643	0.0034	0.0075	0.0149	0.0165	0	0	0	0	0.0312	0.0056	0.0017	0.0081
S10044	0	0	0.1029	0.0186	0	0.5185	0.1078	0.0703	0.0344	0.0333	0.0198	0	0.0369	0.0134	0	0.013	0	0	0.0095	0	0.0078	0.0136
