Mixture	B_cells	T_cells_(CD4+)	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage	P-value	Correlation	RMSE
mix_59	0	0.212357231055297	0.156105805996815	0.149594592796999	0.219372702143071	0.262569668007818	9999	0.702946549704967	0.742441231643117
mix_60	0	0.297039278242653	0.192305293202106	0.157018316650169	0.146405346204986	0.207231765700087	9999	0.693161817375351	0.75460210638823
mix_61	0	0.241864435116788	0.255377910198847	0.0507123254410615	0.235421757246602	0.216623571996701	9999	0.689193833954844	0.757557574484675
mix_62	0	0.183691033417034	0.215913197802002	0.133555126901252	0.246135070621034	0.220705571258679	9999	0.70185041812742	0.743561922506351
mix_63	0	0.256580008125008	0.258522987947512	0.0883149962642246	0.215025564307223	0.181556443356032	9999	0.685874492704113	0.762509636272696
mix_64	0.0337385472158529	0.0453142252717289	0.140011470206314	0.319753625909753	0.328889331824041	0.13229279957231	9999	0.706680197282978	0.745851225999399
mix_65	0	0.18156494622103	0.200236954164794	0.174123703413558	0.206382856228675	0.237691539971944	9999	0.703665778656271	0.741815307504916
mix_66	0	0.228995231516283	0.199424054398374	0.191663061075071	0.111629189384757	0.268288463625515	9999	0.695419536744675	0.751836698526551
mix_67	0	0.231185262964382	0.273572179479703	0.108850390866004	0.157874200966588	0.228517965723323	9999	0.68710876593554	0.760712225223963
mix_68	0	0.230364867799436	0.202588867104843	0.156177595547654	0.227452840761898	0.18341582878617	9999	0.698423037847078	0.748446642554162
mix_69	0	0.296777102901061	0.262265785340312	0.0926745560284087	0.173967336519596	0.174315219210623	9999	0.680389931330346	0.769574570370288
mix_70	0	0.221060942531888	0.149230752170724	0.157713208991094	0.28339825109675	0.188596845209543	9999	0.702204422445917	0.744650642402847
mix_71	0	0.212962506146652	0.209041091701805	0.169264543449773	0.216805930102636	0.191925928599134	9999	0.698067631251628	0.7489459638283
mix_72	0	0.171074470908273	0.221466000549345	0.123799227181746	0.270652544430201	0.213007756930436	9999	0.701327291050373	0.744295964915015
mix_73	0	0.212427180943507	0.181688681981736	0.0849624649005893	0.356122321364653	0.164799350809515	9999	0.69991572970052	0.746990334904851
mix_74	0	0.361466195891425	0.31789957003738	0.119172818538225	0.0130934345872196	0.18836798094575	9999	0.664236467833311	0.791997188676326
mix_75	0	0.31580994491676	0.182943530649187	0.133868302934349	0.153246011541605	0.214132209958099	9999	0.690907419997554	0.756990806114863
mix_76	0	0.166236951333959	0.278405888650188	0.0585203933190437	0.261457310116369	0.23537945658044	9999	0.691709086161366	0.754430940159465
mix_77	0	0.30546926617377	0.239865594578105	0.0933304845766795	0.150938528987568	0.210396125683877	9999	0.683227788848987	0.765759896392822
mix_78	0	0.238011500832928	0.200054101419629	0.162385635286891	0.22388475951743	0.175664002943123	9999	0.696940371789318	0.750471743036612
mix_79	0.00608678476434393	0.121861493089779	0.206261078133561	0.122714534689704	0.304608247032166	0.238467862290446	9999	0.704585835876394	0.740695692002947
mix_80	0	0.306882787957925	0.145706524938739	0.156659356135188	0.109247999225666	0.281503331742482	9999	0.696893496261238	0.749755405282921
mix_81	0	0.152415577789622	0.181996646736681	0.286904540902445	0.0874899682495992	0.291193266321653	9999	0.700883838618358	0.747316557325797
mix_82	0	0.0715764585862659	0.118149156004637	0.211504018551591	0.412866661580967	0.18590370527654	9999	0.708010656786806	0.743646421214764
mix_83	0	0.270174286330113	0.171433196268395	0.0708137050440003	0.319637656592798	0.167941155764693	9999	0.696251543838547	0.750681157292054
mix_84	0	0.207259230510048	0.245886899684755	0.112439678703865	0.24095293915279	0.193461251948542	9999	0.693342403714726	0.753662917099461
mix_85	0	0.135155685785357	0.227042253226045	0.161466311334106	0.24165189344366	0.234683856210832	9999	0.703340439616472	0.742252564670758
mix_86	0	0.253137909789427	0.257428627428948	0.0792582051128031	0.231317749716829	0.178857507951992	9999	0.68724762206077	0.760779533539698
mix_87	0	0.435168238195729	0.289299997654685	0.0292580610546948	0.0154199848785633	0.230853718216327	9999	0.650356321771384	0.807985037820344
mix_88	0	0.301101263283466	0.263147868290387	0.111956852932481	0.0920283381052088	0.231765677388458	9999	0.679663283102138	0.770479283178832
mix_89	0.0411261758686039	0.140439724862595	0.126731588911646	0.283444030642543	0.165217708947591	0.24304077076702	9999	0.703443710487839	0.743900536901287
mix_90	0	0.349952959871799	0.312924929811261	0.0662686300904293	0.0753051241228443	0.195548356103667	9999	0.659166119196424	0.795958278436616
mix_91	0	0.264688359103635	0.270636317562219	0.056153771833806	0.188648043462007	0.219873508038333	9999	0.681140566697963	0.767370498926589
mix_92	0	0.304772781853529	0.241728097662484	0.151511343178779	0.116038524210664	0.185949253094544	9999	0.682399460860936	0.768034882588425
mix_93	0	0.154210470492072	0.150275023236193	0.0784060605879463	0.476807540494068	0.140300905189721	9999	0.706237614491748	0.742631515099248
mix_94	0	0.338330795644025	0.289670181478165	0.0442547319218923	0.127236679856025	0.200507611099892	9999	0.669920207069109	0.782044129342736
mix_95	0	0.327330759567749	0.242206244277391	0.116246252917241	0.134233851467155	0.179982891770466	9999	0.679192648560469	0.771584283283129
mix_96	0	0.272369389899564	0.217452877441353	0.177902901296775	0.0886982396806324	0.243576591681675	9999	0.68951263942461	0.759099624062327
mix_97	0	0.362399474559824	0.275755546324711	0.025702189352693	0.072149805665605	0.263992984097167	9999	0.667891028526813	0.78452154877698
mix_98	0	0.32108923357778	0.221088054363731	0.0568500800677111	0.155429026551841	0.245543605438936	9999	0.68453942825501	0.763482738281832
mix_99	0.000324644594678869	0.118314513252311	0.148181425220139	0.0803159142183816	0.417287413912283	0.235576088802207	9999	0.703184087597518	0.744582543966879
mix_100	0	0.259419004385409	0.252780214485155	0.0342533267095417	0.262427612449962	0.191119841969933	9999	0.685523051442875	0.762181039174925
