Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells	otherCells
Mix_37	0.133205082034681	0.0209273628115755	8.90562522228323e-08	0.162608255321903	0.353199078978786	0.00526243528617245	0.317543041865986	0.00725465464464428
Mix_38	0.0864685552367533	0.0218813918251973	0.015810976393315	0.115223142473951	0.392236900309098	0.00967754549666816	0.234895350865036	0.12380613739998
Mix_39	0.417508219371131	2.17030539610419e-08	0.0122862166673975	0.0763489131471109	1.83288945664713e-08	0.0146754938488685	0.0479796924605297	0.431201424473014
Mix_40	0.281869615458295	0.0156500769131994	7.39493710828616e-09	0.134232964093395	0.257224078411282	0.00270865111007824	0.308257389769893	5.72168489195869e-05
Mix_41	0.234996686576677	0.0261907200153239	4.30193585926515e-09	0.0333556353567885	0.354223501498738	0.00566963605812812	0.345563809834083	6.35832618909065e-09
Mix_42	0.301598234547845	1.16348963805446e-07	0.0576716661241644	0.190963292763713	2.61776700344089e-08	0.0035184264226824	0.0613957186706593	0.384852518944302
Mix_43	0.361580762909818	1.19873164214295e-07	6.50654840895593e-08	0.113604460318429	0.0776702478305976	0.00939220527996543	0.216610439068777	0.221141699653765
Mix_44	0.136821850273638	0.0211778419286858	1.67302357183443e-07	0.0415369558442486	0.481852512008056	0.00957073262556163	0.309039908487335	3.15301178724581e-08
Mix_45	0.1584936098894	2.19106591959907e-07	1.34416492732467e-05	0.272786712241401	3.00373970172745e-08	0.00759104920624008	0.154770876071381	0.406344061798316
Mix_46	0.314957761289898	2.51458466837072e-08	1.58525010455816e-05	0.258561961257341	2.55763266261565e-07	0.00635566005729157	0.0313150801948943	0.388793403790417
Mix_47	0.254624904681721	1.61963742588199e-08	8.60706354318256e-07	0.106445307293308	0.207475828468476	0.0108604710930279	0.207936865765303	0.212655745795435
Mix_48	0.314833126392763	2.13333761532228e-08	0.0175217706184564	0.0897738454857782	0.0824818881295857	0.00435375270993504	0.18987940536146	0.301156189968646
Mix_49	0.154856165581352	0.0252215585227632	1.5026723455235e-08	0.0796608597779207	0.377411840972377	2.50432982101497e-09	0.362848772609709	7.85004824639693e-07
Mix_50	0.123829430921483	1.51596662101039e-07	0.0439887399235825	0.291201914310099	2.75064830991305e-07	0.00718020092523998	0.0656429419880914	0.468156345270011
Mix_51	0.305053270027892	7.18443363921705e-08	0.0651165316535804	0.0849059437540226	1.38928187234134e-07	0.00611936324004704	0.140858868037689	0.397945812514244
Mix_52	0.0650967641689914	0.0294065180649135	8.8971279944274e-07	0.274930986155247	0.171817658411678	0.004285481665936	0.233580967467393	0.220880734353041
Mix_53	0.27295112525036	3.88431249306627e-07	4.31132197838746e-05	0.178979875733435	1.41416353491541e-07	0.0109268759805738	0.114311297054484	0.42278718291376
Mix_54	0.131895535738995	0.0602330173710566	9.00865675242553e-10	5.01227832478825e-08	0.34888480183247	0.0119337224011915	0.447052511581584	3.60051054286871e-07
Mix_55	0.080473875172104	0.0455587489124921	1.10081754746239e-07	0.138422439280722	0.359147686015327	0.00385340361705231	0.372543736841688	7.88604642281449e-11
Mix_56	0.140596596619026	1.32043358075619e-08	0.000628044582744375	0.286815607796722	1.78044936210376e-07	0.00905542455754719	0.106566960085814	0.456337175108875
Mix_57	0.0159435939757923	0.0989867627699375	1.72520681320826e-08	1.33342402909612e-07	0.415043763584167	0.00430322029221969	0.46572187496217	6.33821242673363e-07
Mix_58	0.183442558616892	1.79419965956063e-07	0.0964084502086493	0.132712202621937	6.51062133707842e-08	0.00461486919556282	0.150810485235921	0.432011189594859
Mix_59	0.134690546549584	0.189585237624065	2.33564986339972e-08	0.0771601002089162	0.150762151517887	0.00411006433720215	0.443691866301458	1.01043890214592e-08
Mix_60	0.431436081221627	2.95349529234848e-07	3.83104304880513e-08	0.258552825223708	1.22889843986838e-07	0.000198406677019817	0.0675867068387197	0.242225523489121
Mix_61	0.422930314709595	6.39409528645809e-07	1.14565872043299e-08	0.0610121434999357	0.0918006705238229	0.00681351113439826	0.23664505243334	0.180797656832793
Mix_62	0.489239223786462	1.09980801925244e-08	3.20301095277344e-08	0.0275699987182874	0.131737837129621	6.8149010764218e-06	0.302772966931325	0.0486731155050388
Mix_63	0.0848292931533742	0.10143443299507	6.10787761681007e-10	0.0433423575855988	0.348351893541928	0.0112905209750525	0.410749376330842	2.12480734651081e-06
Mix_64	0.280004820096859	3.76834941974714e-08	8.24934446193999e-09	0.149811352565503	1.45790133013068e-05	0.0143465279946333	0.150627697009444	0.405194977387421
Mix_65	0.284411964552727	9.46904759038188e-09	1.86097169263005e-07	0.169138999832807	1.49680374188164e-08	0.0111851966405226	0.128880387629358	0.406383240810331
Mix_66	0.330866980714521	1.26739662819668e-07	0.00216331989822647	0.120463651209443	0.0860476405560284	0.00156128737264155	0.205359313134877	0.2535376803746
Mix_67	0.529049459201098	2.81658097019274e-07	3.82855325144329e-05	4.92210663342718e-08	0.00184000135906229	0.0115831526259603	0.164452741847156	0.293036028555046
Mix_68	0.193868908105396	1.78433701141563e-08	0.0262455911661646	0.259203492262704	9.11886515943098e-08	0.00791700521597356	0.0699825926475249	0.442782301570214
Mix_69	0.449326929871355	7.33867658029913e-07	1.08244422118522e-07	0.117530787630642	2.73261800657578e-07	0.00416336505320402	0.191099706079524	0.237878095991394
Mix_70	0.175121693441091	3.67549150274711e-08	0.0606984170602466	0.224988821250025	2.46785278794497e-08	0.00590322907909549	0.0889973462694942	0.444290431466605
Mix_71	0.223780793614059	0.00846966012021156	9.90890032404027e-09	0.183212994815148	0.136904852649336	0.00443368296597089	0.280294028450087	0.162903977476287
Mix_72	0.155299619838893	5.43152811349953e-09	0.13147952221403	0.124643648384571	1.34414629458569e-08	0.012519466357751	0.0379474966784361	0.538110227653327
Mix_73	0.0630730231520199	0.00460180919166962	4.95843512434992e-09	0.13173852689616	0.425327522749632	0.00208699543406685	0.373172066824778	5.07932384692643e-08
Mix_74	0.404340495694969	1.15302035554747e-07	2.30247216884288e-08	0.0546455716145924	0.184020823474375	0.00784791992032377	0.254203442227377	0.0949416087416053
Mix_75	0.231219639454302	0.0104061916717369	1.66077763068574e-07	0.024536982786447	0.362975472984193	0.00147836009951813	0.369383174211716	1.27143236710094e-08
Mix_76	0.224820481006353	0.0109074522484342	1.04826943460083e-07	0.0884955855302645	0.317707582616647	0.000822704426650547	0.357246088557184	7.87524032678724e-10
Mix_77	0.215067843564439	0.00187614748975466	1.7937355930396e-07	0.0382696680117834	0.430813069819663	0.0114382210867383	0.237820056336548	0.0647148143175137
Mix_78	0.0978750272465344	0.0291456378632504	0.0148136259807886	0.196782728499038	0.235291621878765	2.57451355563766e-09	0.263307485529536	0.162783870427574
Mix_79	0.106857794925805	0.0350507258074022	1.25045156647603e-08	4.93564633189497e-06	0.343324722012711	0.00859343466555389	0.50616826348494	1.10952740902233e-07
Mix_80	0.256369252860037	1.67910154421748e-07	0.0983214365477883	0.0433861874189435	0.103520656010669	0.00613939338836799	0.164199621063577	0.328063284800463
Mix_81	0.242769331349965	0.00185358215748858	2.60436834125185e-09	0.128239664295986	0.241768303826731	0.00788620437972196	0.266512804486162	0.110970106899577
Mix_82	0.309404989167313	1.06901752575921e-07	3.51924938183738e-09	0.163836035231832	0.0656667126457612	2.00237003032298e-07	0.253189997923605	0.207901954373484
Mix_83	0.364968318899958	2.34372294817823e-07	1.10385077749258e-08	0.0982462201739406	0.0453822558739719	0.00721066532919189	0.210028365134719	0.274163929177415
Mix_84	0.230894828453626	3.94804623002162e-07	0.0178986688401186	0.1959820234188	1.9081554530582e-08	0.00859347222781743	0.11570706417753	0.430923528995929
Mix_85	0.256631544233393	0.0320850357324713	1.45122012476411e-05	0.075201517229587	0.340927389923976	0.00105683814425566	0.294076836688278	6.32584679082835e-06
Mix_86	0.171368098145299	0.0196687117515177	9.93213883624393e-09	0.138918184641964	0.357026107008639	0.00812793376742191	0.304798176167591	9.27785854284296e-05
Mix_87	0.613584515369401	8.76291155482467e-08	6.4819347445276e-05	3.03231640333397e-07	2.4674857517289e-07	0.00864734909563408	0.187664500721842	0.190038177856347
Mix_88	0.344946569356943	5.60316985306478e-10	0.0576833345234071	0.180848575138469	1.50434737819785e-08	0.00473958659136994	0.0214653316953714	0.390316587090649
Mix_89	0.0383242513819331	0.0565655025800741	4.46062377876111e-06	0.0927548119213576	0.484687162467672	0.012466877894935	0.315196394639149	5.38491100848737e-07
Mix_90	0.260118379275165	0.0417337973667131	3.80874463666609e-05	5.25510114795757e-05	0.238150081610913	0.000610944402176864	0.459281227027328	1.49318598576824e-05
Mix_91	0.595682279387224	6.92658021315054e-06	0.000737174004726334	2.71150265191034e-07	1.79609685899312e-05	0.00198861195052095	0.169110755655776	0.232456020302684
Mix_92	0.296578126774709	6.43566283696312e-05	5.70459837138037e-09	9.40339694545407e-06	0.360666631148718	0.00660528438460879	0.336076175969979	1.59920722014457e-08
Mix_93	0.173104475234838	4.99025486006684e-09	0.139372284592753	0.139807086438082	2.650969303347e-09	0.0115432930196351	0.00468992879551429	0.531482924277953
Mix_94	0.401051500443771	9.81275855222673e-09	0.0434537440669564	0.134992605549192	5.22742015790036e-08	0.00540148019867782	0.0566901862228925	0.35841042143155
Mix_95	0.223273842871648	0.00480491431103764	0.0480769455755671	0.00903953975735657	0.403334707914198	0.00358343261980098	0.254675330690796	0.0532112862595954
Mix_96	0.117392900873575	2.93147540266457e-07	0.102873265426327	0.156508931269811	2.68837155057222e-07	0.00593155008782744	0.157628088854044	0.459664701503719
Mix_97	0.312257633889953	8.3289521536257e-08	5.81446080052989e-09	0.0673287888381708	0.287772309709941	0.00954428158430321	0.264289216471271	0.0588076804023794
Mix_98	0.449801124355645	3.0882589122901e-08	6.94599356601399e-07	0.0515441718235853	3.5584750284176e-05	0.0214335648952191	0.00281064612223736	0.474374182571083
Mix_99	0.0181488568734637	5.83572922288339e-07	0.198116980014355	0.131326618553892	3.20854612743721e-08	0.0025926297860507	0.14666821137768	0.503146087736175
Mix_100	0.278744869095759	1.88314213259461e-06	9.35733956179196e-08	5.35476149934839e-08	0.434892603760727	0.0121530761504014	0.231245846436673	0.0429615742932959
