B_cells	T_cells_.CD4..	T_cells_.CD8..	Endothelial_cells	Fibroblasts	Macrophage	otherCells
Mix_17	0.617923240747412	0.0248012585347596	0.357275227396512	1.75251525632426e-07	6.89905948599261e-08	9.69449327750527e-09	1.93847022877947e-08
Mix_18	0.343141681084307	0.271351548887824	0.381229443540652	0.00162303031559249	0.0026542576193743	3.55317307490308e-08	3.02051994527375e-09
Mix_19	0.670454002989843	0.00124788042663397	0.328289153893672	9.20409947357821e-09	3.38865824548134e-08	8.91838800722491e-06	1.21116161544421e-09
Mix_20	0.674082737457447	0.0590809145432689	0.193735728847807	0.0730993903004463	1.95192021005853e-07	1.03206559514449e-06	1.59341484451403e-09
Mix_21	0.783096635362053	0.0866535335035548	0.130040202409645	2.516292843507e-08	1.60731619805435e-07	0.000209441140425287	1.68977420944572e-09
Mix_22	0.699964435943047	0.0778279366711234	0.222207184605301	2.85250805805267e-09	4.36144343982593e-07	2.4982276942505e-09	1.28544919153484e-09
Mix_23	0.710228358000968	0.0376191124770635	0.252152075777148	1.41006546965301e-08	3.37817217790633e-07	9.86236739623856e-08	3.20327453451341e-09
Mix_24	0.594579179157329	1.50298513125418e-06	0.405418834423671	7.61646241035216e-08	2.42065488056125e-08	3.46728503024575e-07	3.63341923215188e-08
Mix_25	0.604530967896546	0.147399296185093	0.218750939991111	0.0293179549912256	2.50739097798581e-07	5.74469634195733e-07	1.57272918022144e-08
Mix_26	0.506834991217294	0.224498295597177	0.268666261616308	2.69408597090369e-08	6.51232080568212e-09	8.2966010109936e-08	3.35150030728038e-07
Mix_27	0.875015518497724	0.0664861544372742	0.057452986804604	8.74920482339325e-08	2.10003800558933e-08	0.00104522940959992	2.3583691666218e-09
Mix_28	0.405195180808833	0.179035721721619	0.415210451935808	0.000556699700665985	1.7865295988274e-06	1.47044380922361e-07	1.22590955164981e-08
Mix_29	0.814309078106772	0.0337975480665948	0.151591600430785	0.000174009496521076	1.63168905252711e-07	0.000127588367638088	1.2362783352593e-08
Mix_30	0.579032979453995	0.172819007003818	0.24814763325999	8.49110463004194e-08	2.65261548332353e-07	9.6657084518871e-09	2.04438930229145e-08
Mix_31	0.644939584249339	0.0827968981631755	0.205191292752554	0.0670689972027701	1.09506692796112e-06	2.12696412469483e-06	5.60110902103617e-09
Mix_32	0.552926335849517	0.0023960960116528	0.444060907700642	0.00050126724904171	7.67248918868798e-06	0.000107717304487894	3.39547057137679e-09
Mix_33	0.65100612696246	0.0118918979935554	0.336666185664565	1.06578110866114e-07	0.000435584109515867	8.31317614706933e-08	1.55600315965287e-08
Mix_34	0.378221151166765	0.200181598915091	0.421593421341829	3.81793195471088e-06	7.37167239966421e-09	2.89409672739142e-09	3.78590825356184e-10
Mix_35	0.699178336654504	0.0738386800811276	0.226982021512232	3.53906676562833e-09	6.84336696022871e-07	9.24037751399399e-09	2.64635995894658e-07
Mix_36	0.595050900593803	0.159349931371474	0.244959333726655	5.86268834821293e-09	0.00063981363906133	8.5936529558965e-09	6.21266660338904e-09
Mix_37	0.701224792843069	0.0704654776751982	0.228309515812978	5.84761230858137e-08	9.62973385792092e-09	1.38674013245097e-09	1.44176157568232e-07
Mix_38	0.362724855411301	0.196964078048116	0.440278369452621	4.32115133104369e-06	2.83651541157352e-05	9.14093317630898e-09	1.64158087123667e-09
Mix_39	0.420262565387083	0.202122451088518	0.376707713608632	0.000890963505205038	1.61913736306663e-05	1.13751234019989e-07	1.28569832558156e-09
Mix_40	0.578200526181621	0.174141103863606	0.247651701200256	2.80562360504559e-07	8.04995814464018e-09	5.6075585049284e-06	7.72583694130802e-07
Mix_41	0.672722752771693	0.0347510433382942	0.266574300541307	0.0259512375148098	2.2380473641511e-07	4.35192558234889e-07	6.83660084099813e-09
Mix_42	0.630865499406672	0.12964695281408	0.225015911377769	5.5403516543375e-06	0.0144659783595715	1.13258367038637e-07	4.43188630239177e-09
Mix_43	0.774882743216949	0.000934204382959237	0.224182958333361	4.70501605032342e-08	3.85011171933404e-08	3.47161853686501e-09	5.04383501631622e-09
Mix_44	0.426565179989401	0.258864738549195	0.281659243900422	0.0329099943139393	8.37944442334298e-07	4.22468362082157e-09	1.07791631176468e-09
Mix_45	0.458243503705495	0.234276537419543	0.271964315367475	0.0355146716828159	3.09555918051019e-07	6.61262016506532e-07	1.00673669400919e-09
Mix_46	0.702820536288858	0.0237704680968614	0.27339620921915	6.1488232782552e-08	6.92861269651028e-08	1.26422694766881e-05	1.33512935152069e-08
Mix_47	0.738814784109451	0.0103896848681522	0.250394003317463	0.000400680233658036	8.28771291196398e-07	7.22724137710575e-09	1.14727431999029e-08
Mix_48	0.536009538382211	0.172991795641214	0.290997506817541	1.08253107764991e-06	4.95519544730255e-08	2.63819138994623e-08	6.94088120312131e-10
Mix_49	0.688180524859669	0.132401560146792	0.178613766978627	0.000293913784456969	0.000510224320046051	9.09143320344868e-09	8.18975443017678e-10
Mix_50	0.657867338360898	2.83771612814037e-05	0.338968408343058	0.0010728514364761	0.00180803957650252	0.000249720230652394	5.26489113095163e-06
Mix_51	0.470169960874942	0.255516072743935	0.274313848663718	1.83902937800727e-08	3.8213810202086e-08	6.08966412007542e-08	2.16661133478624e-10
Mix_52	0.609501532457979	0.152709859373329	0.237616967538762	3.42971963260285e-08	1.7007930406042e-07	0.000171417917742527	1.83356869687401e-08
Mix_53	0.66709774609689	0.0507076430543376	0.282054509379283	1.59793784558935e-07	1.22444152340569e-06	0.00013871502492982	2.20925178151532e-09
Mix_54	0.625857846263361	0.0963257622572341	0.277722641597573	3.92799951490867e-05	5.43394139964025e-05	1.26949899647571e-07	3.52278672899331e-09
Mix_55	0.595768937517589	0.138415018187011	0.26581584032877	7.13525779120217e-08	6.011248525208e-08	4.34521443306128e-10	7.20670451093142e-08
Mix_56	0.459416401045765	0.257783201788297	0.280514989160728	2.48887923919748e-06	0.00227110760386334	1.18086006645339e-05	2.92144297642238e-09
Mix_57	0.522776627556025	0.161603796637304	0.31561922633203	3.69111584077957e-08	9.47006829930602e-08	1.04371932323723e-07	1.13490867037491e-07
Mix_58	0.65209948743041	0.0339589219864709	0.313938350515999	2.42129594782841e-08	1.90094115555955e-08	1.15799450844853e-06	2.0388502408597e-06
Mix_59	0.575216840651445	0.175402949148661	0.249328755184971	1.58002257472327e-09	5.13177660334805e-05	1.24900568908295e-07	1.07682988081947e-08
Mix_60	0.815978753843242	8.23851569414459e-08	0.183803303472078	0.000217662119887335	3.45063290724321e-09	1.36387160920762e-08	1.81090285988894e-07
Mix_61	0.748904557802169	0.00242319720113246	0.248649928126554	7.58579117088273e-08	3.4266347087092e-08	2.22056466800172e-05	1.09920594848489e-09
Mix_62	0.78679434578279	0.02141182296536	0.166664261519955	0.0251294732832993	6.36002660886566e-08	3.03871625502786e-08	2.46116682589559e-09
Mix_63	0.498958022017457	0.185137004793451	0.31572540123295	4.89903402302711e-06	4.02863948231493e-07	0.000174267754156193	2.30401386858148e-09
Mix_64	0.350963583543335	0.222913138298598	0.426123223812994	1.20807321647506e-08	2.41716623658934e-08	1.65607286900683e-08	1.53195023333552e-09
Mix_65	0.677513262463924	0.0390171494293673	0.225678882615561	0.0575190879909581	2.69557904898615e-06	0.000268921462259111	4.58881377340958e-10
Mix_66	0.867818259838026	0.0411071920427531	0.0908183434188867	4.00542124077699e-05	0.000100563947162305	0.000107984252459815	7.60228830432031e-06
Mix_67	0.725631966636569	2.1556110247618e-06	0.272353706463401	0.00190748015970744	0.00010290541807263	1.48424861277998e-06	3.01462612650738e-07
Mix_68	0.782800574762056	0.0505023760756428	0.166696797575963	1.94315132748083e-07	4.50869230510389e-08	2.49927373071776e-10	1.19343551707729e-08
Mix_69	0.914359059003042	0.00334893230987468	0.0822915459135385	1.36055311934816e-07	3.13511243743299e-07	1.25261427709983e-08	6.80846712342031e-10
Mix_70	0.637267010017266	0.000388755507401342	0.362344038224581	4.85684202353057e-08	6.92108484608595e-08	7.83707163767731e-08	1.00766728294843e-10
Mix_71	0.824565018053744	0.0564708368039563	0.118801967155242	2.8983565989536e-08	4.35373830909098e-06	0.00015779450989235	7.55289608633802e-10
Mix_72	0.709822855574899	0.00201681677156433	0.28815986641966	1.26290373650034e-07	3.30788341695567e-07	1.48009844637025e-09	2.67506317097599e-09
Mix_73	0.657245722411921	0.0106945024553919	0.332036694344709	2.43042421351462e-07	2.24695397958284e-05	3.6818358168773e-07	2.21792584298441e-11
Mix_74	0.718522434680152	0.0272937482501709	0.254182856270509	8.84851869881663e-07	4.03766733099879e-08	2.8739907525027e-08	6.83071754714604e-09
Mix_75	0.575261389358365	0.17538447857698	0.249321348609188	2.51915364660941e-06	3.02016874371844e-05	2.44552904046201e-08	3.81590925524478e-08
Mix_76	0.579162860780806	0.172727224849021	0.248099173171432	1.07166198168789e-05	1.55916658035017e-08	7.0203797543752e-09	1.9668788819871e-09
Mix_77	0.665133748563843	4.35879511030937e-07	0.334284523762647	0.000543276130285602	2.95073179753245e-06	3.50606872137483e-05	4.24470192328386e-09
Mix_78	0.671177380795397	0.138427485063835	0.190388952014081	5.43829461583906e-06	1.49942955812568e-08	7.27637003019621e-07	1.20077314758049e-09
Mix_79	0.55128596030147	0.139580001315424	0.309133622928335	1.36219281874164e-08	2.24896125684152e-07	1.55417631644142e-07	2.15190861796444e-08
Mix_80	0.480984017673974	0.250484120854014	0.268514321265181	4.08870057184695e-06	1.32886890605456e-05	1.59455676540751e-07	3.36152250479671e-09
Mix_81	0.658952269616893	0.0469795508570267	0.29273391873663	3.52546822226767e-07	0.00133382928490962	7.86419696375025e-08	3.15748538426419e-10
Mix_82	0.579578448483275	0.171938666705435	0.248474003514174	1.64859943665072e-06	3.27821429821042e-08	7.19966819898928e-06	2.47337594849739e-10
Mix_83	0.684158869499151	0.0666126535221484	0.249225892561264	1.86913077606579e-06	7.09232555837662e-07	2.14533524642138e-09	3.90876908618054e-09
Mix_84	0.698857935505963	0.0386243279496924	0.262516934981331	5.27567174846538e-08	1.0764582656709e-07	6.38405716996977e-07	2.75475275923753e-09
Mix_85	0.577633888203563	0.173091193883761	0.248512524755307	2.61959548958698e-07	0.000755869614142147	6.24256794719899e-06	1.90157302126792e-08
Mix_86	0.624275583857955	0.0992624669856411	0.211911591169754	0.0645416070239581	8.67387717024169e-06	2.00189541241716e-09	7.50836266494304e-08
Mix_87	0.83760475524516	0.0605709774627843	0.101811926061694	3.20160380488335e-06	9.12404358368591e-06	1.42151444631301e-08	1.36782840609584e-09
Mix_88	0.756621974963573	0.000151273388961201	0.243101175120724	0.000106452277058709	1.9011434324742e-07	1.89340800558063e-05	5.52834444889072e-11
Mix_89	0.408485328850305	0.176816276348956	0.414676742333374	2.0724181953555e-05	7.75481082842445e-07	1.48270470815866e-07	4.53385773369064e-09
Mix_90	0.575045220125874	0.17494703756939	0.249993051888805	3.10239851958021e-07	1.42311961805757e-05	1.44677769866188e-07	4.30212887536641e-09
Mix_91	0.877423599617049	0.0110576475649968	0.111484368238875	3.3407818651766e-07	3.40404872364195e-05	3.09633252923334e-09	6.91732371382869e-09
Mix_92	0.647363305879236	0.0335691785425143	0.319059066326753	7.84172800385537e-06	6.32692769753135e-08	5.35567183855979e-07	8.68703176060137e-09
Mix_93	0.679247451243135	0.0343558554678532	0.286392525624549	2.64044545779844e-06	4.01646170562563e-08	8.37217990703346e-07	6.49836396915404e-07
Mix_94	0.703443908666588	0.0366888415051386	0.259863889660085	1.19877235944675e-07	2.92431105097796e-06	3.13934116507332e-07	2.04578520790477e-09
Mix_95	0.603474614413505	0.0600635803037418	0.33644541435574	1.48024153140412e-05	1.57998866149916e-06	7.71421211671289e-09	8.08824784925832e-10
Mix_96	0.693504343898656	0.0275320978211081	0.278690391805244	0.000224522153914475	2.19073496694185e-06	4.63381835893564e-05	1.15402520872721e-07
Mix_97	0.7254506036735	0.0221055274807735	0.252394049419828	2.24002193642324e-08	5.21215243985291e-08	4.97448647886108e-05	3.93661769848563e-11
Mix_98	0.700595913323019	0.163398401944382	0.135932907683952	3.71471327105268e-05	2.25324814670305e-05	1.30968690249831e-05	5.65444802091974e-10
Mix_99	0.713967134910216	0.0288316057135126	0.251493353322218	7.65762472278394e-06	0.00566978753252222	2.94847140695695e-05	9.76182738865461e-07
Mix_100	0.809051894056364	0.0792610098753366	0.1116866991846	1.12045309234584e-08	1.72608256995606e-07	6.2483477399375e-08	1.50587434299965e-07
