B_cells	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	NK_cells	Neutrophils	T_cells_.CD4..	T_cells_.CD8..	otherCells
mix_16	0.963407235341813	3.36042441012726e-06	0.000315735690265107	1.63079126175423e-05	3.72857198626769e-05	4.42453344873327e-05	0.036173580079681	2.24949686315613e-06
mix_17	0.89801992167074	0.00320167414227312	7.58719644468611e-06	0.00406482351390699	1.00252493243038e-07	0.0866347426793841	0.00807108900819953	6.15365586811487e-08
mix_18	0.595971546042694	0.351117790406424	0.000400900740606678	0.00219161352535095	5.98572388482763e-08	4.58335373600292e-07	0.0503176305192481	5.73064683645289e-10
mix_19	0.344121976158953	0.091025125860351	0.000721416117360586	0.0138462556185461	0.00887850175479337	7.3005384081114e-05	0.541333716482513	2.62340203480505e-09
mix_20	0.470654273978905	7.59442056022324e-06	2.37661068855257e-05	3.48863415932011e-05	0.000233701172797181	0.0142753967657923	0.514769534198374	8.47015092235318e-07
mix_21	0.346603573443857	4.10163505853027e-06	2.66567177263131e-08	0.00392741252323139	1.90739105849322e-07	0.319139405735134	0.330325283058558	6.20833737756624e-09
mix_22	0.379067794353964	0.000968662547062191	2.34111841470394e-05	0.0133256936099013	1.98812200062182e-07	0.000229851639998953	0.60638438082299	7.02973640440732e-09
mix_23	0.736280349017146	0.000521756716412585	1.89133593137286e-07	0.0238407568739171	1.39780459987515e-05	0.218037400638489	0.0213055682770221	1.29742147449675e-09
mix_24	0.798704092424556	0.165781935568367	0.000813052919316222	5.64469651749474e-06	1.68040642457203e-05	5.44603894518471e-06	0.0346710966210814	1.9276669709432e-06
mix_25	0.515898871265628	0.00539656328591064	1.42149899612381e-05	0.000773181816703857	1.62131061776463e-05	0.11404695304146	0.363853980598961	2.1895196732594e-08
mix_26	0.614663303011327	4.70694573371613e-07	3.5642049004123e-09	0.00451479625937601	9.43448269023572e-06	0.0122089327540454	0.368602366648065	6.92585718531614e-07
mix_27	0.789620196125503	0.200201260072698	0.00294527359609335	2.72842074239199e-06	0.000590002902584188	2.43120950652001e-05	0.00661561042900968	6.16358304265977e-07
mix_28	0.265617812835413	4.23369011534375e-06	8.49837871379506e-06	0.196331747471185	0.0396044448598555	0.181518216870932	0.316914692510838	3.53382946626754e-07
mix_29	0.567091658876111	0.00112369741334504	0.0022992778945733	0.000295181181164104	8.07793051334118e-08	7.27434479212676e-07	0.429189372180764	4.24025780237875e-09
mix_30	0.596845113711736	3.03832614900459e-08	3.16166966871404e-06	0.000147424476001448	1.01967387951027e-06	2.09888988405952e-05	0.402981853052222	4.08134390259524e-07
mix_31	0.466266433522222	0.00432566202738404	5.5055681435443e-05	2.91552184353099e-05	0.000828177724497598	0.0375386354764528	0.490948461040196	8.41930937736953e-06
mix_32	0.63592725584751	5.96271905052699e-05	1.46618728904857e-08	1.86040490483524e-09	1.22329079440308e-07	0.0885470581235196	0.275465856780001	6.3207106436604e-08
mix_33	0.479591399670593	1.88739528739574e-05	1.21976516941927e-07	7.62184052413686e-09	1.96319446836994e-05	0.00435130000279069	0.516017966244654	6.98586046681051e-07
mix_34	0.36936670232857	0.0633230905665888	0.00541757384675397	2.18983076285286e-05	2.07788480659334e-05	0.00104920876371413	0.560800747259767	7.89115473819268e-11
mix_35	0.328853882620592	0.0205771803252673	0.00636934604591644	0.00394714158359606	7.76913756144644e-08	0.237696694946443	0.402555669291609	7.4952006223341e-09
mix_36	0.292883943220969	1.33937239479276e-07	0.0250922007919163	6.73635730664899e-05	3.59275427174215e-07	0.322268994333841	0.359686973417117	3.14504235211994e-08
mix_37	0.467927182821371	5.06682775548788e-06	0.000691742632780074	0.00233263714890863	1.1414157141598e-05	0.0237632279354723	0.505268060115427	6.68361144177945e-07
mix_38	0.29705100137176	0.00604337627281161	2.92966514881485e-05	2.95168751786048e-05	9.52770601605254e-05	0.304907179716487	0.391833261902416	1.10901496987083e-05
mix_39	0.268782749998237	1.82583544357641e-06	3.03616793488715e-08	2.87392508272362e-07	5.03889412553299e-07	0.314510409458182	0.416700713440231	3.47962430612414e-06
mix_40	0.294644848995323	0.0221027797219682	1.70882289804545e-05	0.0035777493378358	1.4959516940312e-07	6.01800933698638e-05	0.679597190545866	1.34814875638987e-08
mix_41	0.378851872156792	0.123247907551468	5.70430369366201e-07	4.0459572574579e-07	2.45386294946681e-07	0.21941752741376	0.2784712628233	1.02096422896033e-05
mix_42	0.321364595336779	1.29975741982612e-06	4.52966961300479e-05	0.19334077249827	1.1516275525081e-06	0.03495251786739	0.450294321935971	4.42804883826276e-08
mix_43	0.600110718367127	0.0100802803146038	1.08350582453549e-05	5.25905638040685e-05	0.000138563172652629	0.000246361637905001	0.389356410564183	4.24032147914697e-06
mix_44	0.481100604848581	0.00560823037699711	0.100654025240561	6.73500996589363e-05	0.000340054192005717	0.0134046413023082	0.398813615775547	1.14781643400861e-05
mix_45	0.639063978852901	0.000119329783791144	0.00115464559441916	0.00235084333935567	3.60133847306029e-06	0.117206911807984	0.240100455947507	2.3333556875092e-07
mix_46	0.351824014351889	0.00187165146598426	4.49276060860419e-05	0.00321273230906722	8.84168985298026e-05	0.242747301291807	0.400202716287778	8.23978885884528e-06
mix_47	0.332822249647649	0.0996933624919238	2.10533672072136e-05	0.000119358526825345	9.1401860507753e-05	0.0105730177636708	0.556673287210375	6.26913184119096e-06
mix_48	0.786964487243247	0.121863545723558	0.0074399120749293	1.06643932091395e-05	8.90807096699079e-09	7.48819870604687e-06	0.0837115065331641	2.38692511486389e-06
mix_49	0.701549360757546	0.00014819429459066	0.00159235833275987	0.00231592429445685	0.0087328964058351	4.59211650292934e-05	0.285608902000684	6.44274909796487e-06
mix_50	0.942357799253737	3.43190372527121e-07	2.89936192127837e-08	3.08007928224266e-08	1.10772164109572e-06	0.00229867372835747	0.0553418805281359	1.35783343960443e-07
mix_51	0.326214903720331	0.215813023281795	1.69271008691592e-08	1.05523201978633e-06	6.63477169151041e-06	0.170995732756866	0.286968617885447	1.54247481216979e-08
mix_52	0.451700582816815	9.88584240948054e-09	0.00594143178824227	0.00067947101575959	1.44066430543049e-06	0.0478676217369581	0.493809436701039	5.39103792492399e-09
mix_53	0.998745245502636	1.54610228937175e-05	1.60075363543481e-07	0.000131025217018648	5.86941767695592e-08	9.53810271072395e-05	0.00101257378081723	9.46799868743157e-08
mix_54	0.388795619472388	3.49064861795098e-05	0.000252503658649066	0.000224613886501048	0.000116926285430401	1.90002798679833e-05	0.610546241386796	1.01885441876879e-05
mix_55	0.549575087843362	1.74793885428092e-05	0.0360140063811486	5.35416522666898e-06	0.087212707182957	0.0772225750882081	0.249951860983195	9.28967359785899e-07
mix_56	0.671244135658613	2.81630032430616e-08	1.9572630348517e-05	1.8806321933369e-05	3.88003461617453e-06	0.00188028277095218	0.326833282638981	1.17815528523825e-08
mix_57	0.538159244786921	0.000301050434783375	0.00170687287873973	3.67681119167463e-06	0.000175259960412594	0.0797391863704311	0.379913071938307	1.63681921441417e-06
mix_58	0.386236164166595	0.0684115436244235	5.25945639645956e-05	0.0875513408512854	5.2250491047059e-05	1.65774186532547e-05	0.45767287845965	6.65042438059824e-06
mix_59	0.326649380859368	1.20701635548027e-06	0.000120071815329964	1.22554968043678e-06	0.108651754649192	0.2282073604489	0.336368741831133	2.57830040753022e-07
mix_60	0.577158747987096	0.0767164066205575	7.56892445052786e-07	0.00258991144208729	1.63982783760377e-07	0.00974345815185196	0.333788062835998	2.49208718088401e-06
mix_61	0.798979617645476	0.00843893217298823	7.43581394726515e-06	0.0057733815814142	2.20566434469215e-05	0.169841343744551	0.0169327767082759	4.45568990040962e-06
mix_62	0.476311521912775	0.00129685310900331	0.000105904073722366	5.20093931116731e-05	0.000945623816907614	0.0157489858894622	0.505519588966335	1.95128386823549e-05
mix_63	0.583632934818833	0.00542505685494481	0.000120591242543337	2.84332993378078e-07	0.000193690108513017	3.69533113854815e-05	0.410590488977771	3.53015420410214e-10
mix_64	0.241465115971091	0.0424695729337942	5.35389382634237e-06	9.2572934477365e-06	0.068881542348135	0.144424905874694	0.502741536889801	2.71479521070161e-06
mix_65	0.813996917658083	6.91893906263716e-06	0.00781361908122685	0.015636884988535	0.00840417229793193	0.00377705866838701	0.150362274570745	2.15379602812645e-06
mix_66	0.304554708812761	0.119059224701426	0.000713525729958108	0.0171624269989217	0.000266471498249531	0.197451601746083	0.360792023371621	1.71409801622854e-08
mix_67	0.426928801153947	7.12620374371621e-05	0.000296186151088028	0.000223759674291842	0.0343966567071856	0.113205019945603	0.424865495549957	1.28187804902682e-05
mix_68	0.357398307420416	1.44714695830251e-06	1.49834189220222e-05	1.45036990957147e-06	5.92581323496503e-06	0.229396899361899	0.413180609948796	3.76519863248379e-07
mix_69	0.394066903488129	0.0235994758874902	0.0124381232449749	0.000313182653135415	3.74232138593915e-06	0.172020041420183	0.39755851767571	1.33089920398352e-08
mix_70	0.316803076045447	0.00327610446978033	1.40915928850861e-05	0.000117553335401627	0.094928439732408	0.233197432194653	0.351661859154339	1.44347508567116e-06
mix_71	0.285336019783488	0.282012976411382	4.11377926293436e-07	1.11346123734739e-05	5.72096527953913e-05	0.201309512783997	0.231272695309091	4.00689462070521e-08
mix_72	0.260182963147502	9.09893662336289e-05	0.00129662440961698	0.000210130666252265	0.000258514715536653	0.362078970007327	0.375832112615396	4.96950721362461e-05
mix_73	0.985567558767985	2.54680749153929e-05	0.000109056763857317	0.0033832234330923	7.90248491544867e-06	0.00390619536420667	0.00700057996841705	1.5142610660299e-08
mix_74	0.594553851377395	0.0240182271686728	5.13162170352551e-05	0.00833328861061766	1.23311368560313e-06	0.144229493563208	0.228812556540896	3.34084903664891e-08
mix_75	0.333655765747971	0.25637637089964	6.56534791801441e-07	8.99096042745406e-07	1.4172913220574e-06	0.212108952607273	0.197855936989287	8.33672221955539e-10
mix_76	0.430234650396805	7.38774453227659e-06	5.67387576848899e-06	0.0931363119264006	2.05067543668869e-05	0.0106417519621568	0.46595284334443	8.73995539420339e-07
mix_77	0.340257293565735	0.00874476859484395	0.000944489205120491	1.19196478891967e-06	0.00671318131527105	1.03505933922257e-06	0.643338021897942	1.83969593377568e-08
mix_78	0.605809721392263	0.0177655685452273	7.06622066773159e-07	0.00267356403108624	8.52497807997526e-05	0.0838577094899409	0.289807444437446	3.57011701068562e-08
mix_79	0.310124032416179	0.018822975545116	1.66271420300368e-05	1.60887167680672e-06	0.115618837360026	0.230345381484296	0.325070403390589	1.33790087086149e-07
mix_80	0.891943820511371	3.90302271487769e-06	0.00027299461194293	0.000252325115626302	1.60758849506266e-06	0.00360302769146422	0.1039223213934	6.49863901389703e-11
mix_81	0.679261219685321	4.73493348104679e-05	3.89314079943839e-05	0.00966409499711698	6.82489502380897e-08	3.11536001723983e-05	0.310956901166911	2.81558722577833e-07
mix_82	0.279933963056604	2.23321732358925e-06	0.0781629378892268	0.00028160837713871	1.65486415757534e-05	0.0108864635109272	0.630715121937052	1.12337015174873e-06
mix_83	0.501659990297868	0.0219413708881184	0.0258708677890132	3.09817918875314e-05	6.35437184191729e-06	0.000279966773053467	0.450210188721589	2.79366628718251e-07
mix_84	0.491837269955268	9.34377164478493e-08	0.0215051633400395	8.71037769837032e-08	0.000109701473243835	0.000549311254452664	0.485998366686568	6.74893389321891e-09
mix_85	0.44661501861197	0.00251703972733791	1.04062199203015e-05	5.86847903807987e-05	2.93903121787049e-05	0.0174321085920618	0.533334761839047	2.58990710277793e-06
mix_86	0.335088505828058	2.89420680685514e-05	0.0252057642651989	0.00229855558967183	8.43731115655414e-05	0.243900955303318	0.393383231123707	9.67271041204314e-06
mix_87	0.457512601138045	0.000364962397437205	1.73343312272338e-07	0.007673660143426	3.99377359123677e-06	0.14501025985105	0.389434286296772	6.30563663381349e-08
mix_88	0.289030165703562	3.55484181663197e-06	0.0338468654837959	8.59037507193577e-08	3.56919863469672e-07	0.307274306698857	0.369844603307767	6.11405869625505e-08
mix_89	0.50954925471347	0.00370777189882633	2.5483964052603e-06	0.00020569811376369	3.26711572100589e-07	1.97508586581935e-05	0.48651464889532	4.11984910814099e-10
mix_90	0.599993041754737	0.00682692741902193	0.0010238251443712	6.79652148759477e-07	1.04116834952904e-06	0.00137165172450017	0.39078281839693	1.47399414555978e-08
mix_91	0.662564001149033	0.0183159303488322	3.68261204474603e-06	3.46318652904472e-07	0.000134046058779351	7.57097247810283e-07	0.318981235886314	5.29095518295552e-10
mix_92	0.618706277645109	1.47461415017965e-07	1.67937826088812e-07	4.85618735691004e-05	2.40407680770827e-07	0.000180892610042227	0.381063710817973	1.24638390477705e-09
mix_93	0.481360546492888	0.367671701465376	0.0240330612726803	6.85077314352348e-05	4.43333121618633e-06	0.00026818393290514	0.126593541623483	2.41500163264703e-08
mix_94	0.44010862378028	7.43891194248184e-05	0.0845967859541669	2.4416376678605e-05	0.000871033253434751	0.138894039517698	0.335430687028741	2.49695755554092e-08
mix_95	0.934742653360827	0.0371762635952947	0.0137388930984902	1.54851335222502e-07	3.15433062184516e-07	0.000137828777200971	0.0142038793630446	1.15207454582533e-08
mix_96	0.628175347315453	0.0522542531267619	0.101135823712981	2.17864771086971e-05	6.94064547725514e-05	3.1876219835684e-05	0.218305866327335	5.64036575218251e-06
mix_97	0.2726504887901	2.25033455635189e-05	0.000161356519951828	0.000400684865563615	0.115972392055524	0.227559251852729	0.383221900554468	1.14220160996917e-05
mix_98	0.973808767202859	0.000683269853023239	0.000820705276049382	0.0160997162267974	0.000579683341170958	0.00361730359605332	0.00439052590977963	2.85942670773945e-08
mix_99	0.364334048060079	1.33177982729534e-07	1.41499190420458e-05	6.9051679733997e-07	5.45456540682479e-06	0.263898265864536	0.371747166870709	9.10254467703972e-08
mix_100	0.573346591514418	0.0199377022545181	8.19052048104136e-05	1.1822894555174e-07	1.51436898753863e-05	0.152661770492835	0.253956750864928	1.7749670149716e-08
