B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	otherCells
Mix_11	0.0461429186582211	0.046238710042133	0.046237524490748	0.046207536395805	0.046191736283538	0.0462000550387833	0.0461760660565314	0.01301633806243	0.0130459306964218	0.0462354403170012	0.142092895657933	0.0462485084704179	0.0462198872439298	0.0460120015407902	0.0462533724881228	0.0462670559666546	0.0462573655687571	0.046318532024953	0.0461978955973051	0.0462320617537586	0.046203815511484	4.35213428079727e-06
Mix_12	0.0462447649804931	0.0462057240411069	0.0461508846296042	0.046187473908893	0.0462255106615644	0.0462390925795844	0.046214330582473	0.013016620701434	0.013032239538712	0.0462504319038652	0.142044976730302	0.0461493016586681	0.0461735749275062	0.0460198923127396	0.0462719918578423	0.0462649304486604	0.0463102438146577	0.0462703759191407	0.0462897071368633	0.0462150097997073	0.0462183240657975	4.59780038440037e-06
Mix_13	0.0462427644040763	0.04623416620307	0.0461959177095219	0.046206582157968	0.046220476134738	0.0461985072480574	0.0461732143467549	0.0130196694718541	0.0130252657975478	0.0462949777275913	0.142152281334255	0.0462442528078639	0.046236071627696	0.0459580014712852	0.046132565681843	0.0462522952805166	0.0462435959081963	0.0463036219874565	0.0462277069893972	0.046224423809792	0.0462101118037074	3.53009681110619e-06
Mix_14	0.0462240678377564	0.0462409378962425	0.0461940905528719	0.0462287066607702	0.0461898395159157	0.0462149953122284	0.0461807761310706	0.0130155458595605	0.0130209950154215	0.0462455690739176	0.142045387497715	0.0462777160159118	0.0462535480655485	0.0460018025754286	0.0461404882938998	0.0462645909180638	0.0462269292417433	0.0463252137087349	0.0462054618054005	0.0462976999333422	0.0462023377168717	3.30037158432535e-06
Mix_15	0.0462451195594309	0.0462306568657059	0.0462415532165991	0.0461592038677642	0.0461946112190608	0.0462040321193642	0.046217492853043	0.013016328034576	0.0130244859056814	0.04629189464849	0.14209424821688	0.0462401646889533	0.0461768600269139	0.0460192724969093	0.0461348136806288	0.0462538304724128	0.046248989796153	0.0463109760104199	0.0462483526238817	0.0462272315769967	0.0462172903032075	2.59181692712241e-06
Mix_16	0.0462444938237711	0.0462921280577752	0.0462447069234545	0.0461985612554675	0.0461956478911742	0.0462060523874875	0.0462307589578312	0.013018860391079	0.0130271099683402	0.0461675117151292	0.142052738158627	0.0462527580228599	0.0461768247218844	0.0460247612216405	0.0461391836954128	0.0462620294541695	0.0462504217838712	0.0463133793929351	0.0462738554538825	0.0462120912196971	0.0462137466698423	2.37883366823143e-06
Mix_17	0.0461440504762437	0.046227577788781	0.0462184739727843	0.0462201747831713	0.0462712165655937	0.0462241138530192	0.0462120119307669	0.0130189971963059	0.0130397292106043	0.0462283702707801	0.14214568851648	0.0462531412643008	0.0462071561854314	0.0459731701976743	0.0462169461552526	0.0462924803377797	0.0462382231530279	0.0462537783312595	0.0462199049235069	0.0462099021337221	0.0461843946485511	4.98104962882314e-07
Mix_18	0.0462438909342547	0.0462271778556617	0.0462511168583279	0.0461596750099705	0.0462815075473387	0.0461962811811054	0.0462219424997534	0.0130197514505582	0.0130431201107269	0.0462114670865932	0.142133719518931	0.0462475813801447	0.0461833477320322	0.045999775025301	0.0461356433962845	0.0462559597832919	0.0462518002238016	0.0463015466369823	0.0462177624254949	0.0462263402607569	0.0461865870916651	4.0059910233093e-06
Mix_19	0.0462547994758965	0.0461891026156712	0.0461514961317697	0.0462210092391656	0.046204846858236	0.0462325856588055	0.0462118460126634	0.0130152785252516	0.0130327922192915	0.0462507586409661	0.142076453526484	0.0461433007666854	0.0461728587826249	0.0460206201700847	0.0462727618174459	0.046265659924709	0.0462969500961608	0.0462724253865315	0.0462694868735586	0.0462230601632448	0.0462167902287824	5.11688597086513e-06
Mix_20	0.0462547355176201	0.0462306032378723	0.0462349612290956	0.0462182714598366	0.0462867291168726	0.046169456139849	0.0462385667316822	0.0130205098396858	0.0130211799668684	0.0463140586623877	0.142084952341478	0.0461514729484659	0.0462007546406307	0.0459742310442705	0.0462399710698482	0.0462535870529729	0.0462192014527211	0.0462480674182551	0.0461984895297464	0.0462128397715087	0.0462259680728319	1.39275550043284e-06
Mix_21	0.0461443823954041	0.0462497230581992	0.0461483240757505	0.0462006115325356	0.0462179211536029	0.0461809420658428	0.046230939409571	0.0130236333384775	0.0130276378412416	0.046208373374544	0.14229723159795	0.0462526082202211	0.0461645333355871	0.0459709166374013	0.04626067409976	0.0462530837910568	0.0462990971092528	0.0462653895840285	0.0462116276740551	0.0461819984270708	0.0462050195551764	5.33172327060111e-06
Mix_22	0.0462428677599667	0.0461842611335693	0.0462531123167087	0.0462146662932234	0.0462604974368035	0.0461875829220791	0.0462064856589576	0.0130032878382623	0.0130017564437877	0.0462485617604866	0.142032015413035	0.0462453474438133	0.0461693373288278	0.046014012184749	0.0462613918086579	0.0462608629411999	0.0463057102884921	0.0462645308307338	0.0462086733536233	0.0462168992566782	0.0462130505331525	5.08905319299669e-06
Mix_23	0.046255286159865	0.0462945875707757	0.0462128593908489	0.0461866408258609	0.0462191921244804	0.0462001142026738	0.0461690505127351	0.0130272942395131	0.0130248167174869	0.0462139002958703	0.142084774282244	0.0462399298483359	0.0461860100411744	0.0460078780419682	0.0461371062830245	0.0462572704955054	0.0462435510414734	0.0463095082469919	0.0462355639579256	0.0462202454967037	0.0462726292215116	1.7910030314328e-06
Mix_24	0.0462499739941857	0.0462355107720559	0.0462485843436642	0.0462212045968274	0.0461949018056916	0.0462099842192154	0.0462967507922087	0.0130183671274902	0.0130258535189528	0.0461729301943652	0.142054584539929	0.0462538443723103	0.046181570768593	0.0460168781740118	0.046139664085271	0.0462586852254276	0.0462450189426765	0.0463158328512917	0.0462169910500542	0.0462320853581979	0.0462044679030773	6.3153645029267e-06
Mix_25	0.0462421861900999	0.0462946643593554	0.0461962758212785	0.0461657855176946	0.0462037465225592	0.0462149927436903	0.0462227504262076	0.013018316815394	0.0130273061431652	0.0462240586272402	0.142154027102191	0.0462437060775731	0.0462366329710124	0.0459596735481703	0.046243140306313	0.0462468680460843	0.0461322516332997	0.0463038670479903	0.0462286815972034	0.046226255863691	0.0462112657725388	3.54686724752059e-06
Mix_26	0.0461321060375067	0.0462864881173321	0.0462472865475754	0.0462090281215182	0.0462779628222603	0.0462062729420531	0.0462236358742944	0.0130186651072086	0.0130229362588835	0.0462079258986373	0.14212600587333	0.0462440383683752	0.046180751451861	0.0459989148145515	0.0462403481088582	0.0462524163484049	0.0462482569989779	0.0462980008999087	0.046197673973018	0.0462227983216899	0.0461561364375707	2.35067618418785e-06
Mix_27	0.0462141634374742	0.0462287735908154	0.0462299784117116	0.0462273854725004	0.0462237226946786	0.0462133076103803	0.046306881852555	0.0129978544239328	0.0130209658889639	0.0462307189132031	0.142109987652172	0.046251870780023	0.0461639005630893	0.0460075565323933	0.0461521925666671	0.046263842682584	0.0462198543814931	0.04625518423024	0.046275710072227	0.0462094830878482	0.0461955750014304	1.090153617273e-06
Mix_28	0.0462497045010474	0.046191156958125	0.0461527487570205	0.0462403911902509	0.0462181918546523	0.0462399931731548	0.0462115272703247	0.0130152682060276	0.0130310135720737	0.04625255029519	0.142044461172521	0.0461482858084681	0.0461730874994803	0.0460177185781364	0.0462658572379761	0.0462643345202813	0.0463103790756147	0.0462698807745631	0.04621403478126	0.0462196803264501	0.0462655061467176	4.22830066480501e-06
Mix_29	0.0462463556005682	0.0462833542587526	0.0462245093865968	0.0461842570493599	0.0462838353378415	0.046215374883865	0.0462215826991607	0.0130208154131092	0.0130221178408944	0.0462070138173484	0.142162004243261	0.0462362559636678	0.0461898227324381	0.0459705059818762	0.0462353084172544	0.0462445435518289	0.0461267355373246	0.0462900447544906	0.0462045951102513	0.0462183292370727	0.0462116072273051	1.0309557322813e-06
Mix_30	0.0461322039660805	0.0462363488237083	0.0461944900337881	0.0461965564364755	0.0461821789920265	0.0461894569155364	0.0462066253922922	0.0130118216003999	0.0130106172352055	0.0462316302127676	0.142190868840692	0.0462679218874318	0.0462148142308896	0.0459892404975673	0.0462344283183371	0.0462558918181608	0.0462456436016581	0.0463112954524369	0.0462010259125859	0.0462939527385517	0.0461979839013799	5.00319202881293e-06
Mix_31	0.046250324146317	0.0462083101553743	0.0462173620150531	0.0462134468692518	0.0462816230736551	0.0462235134567081	0.046233877116547	0.0130062392671943	0.013019876162903	0.0463095088422894	0.142159287530689	0.0462354844935776	0.0461723696552154	0.0459717651870219	0.0461469110633582	0.0462491515264306	0.0462149688657641	0.0462436519797197	0.0462215990659265	0.0462261134221887	0.046193317853511	1.29825130354834e-06
Mix_32	0.046219137169932	0.0462133465750699	0.0462107230849162	0.0462226639734174	0.0462332981247253	0.0462402007599475	0.0463291564466618	0.013007110512607	0.0130201345902024	0.046244865821973	0.14212436060042	0.0462598811552602	0.0461821194892499	0.045927137898953	0.0461192134971335	0.0462608856399976	0.0462484426122416	0.046252773905174	0.0463023065052969	0.0462370164060005	0.0461412732068574	3.95202396234542e-06
Mix_33	0.0462145679920577	0.0463094163826518	0.0462175361329617	0.0462136380856333	0.0462213339830589	0.0462237359728317	0.0462339314705843	0.0130064114501818	0.0130198745831759	0.0462082069023026	0.142160452563446	0.0462353356781888	0.046172463004701	0.0459705215354035	0.046146845784659	0.0462489503954078	0.0462500987532805	0.0462434312738608	0.04628208937802	0.0462259687171583	0.0461938579947113	1.33196572329926e-06
Mix_34	0.0462446528629082	0.0462189163033782	0.0462905965678656	0.0462105067697916	0.0462184249075602	0.0462132539669356	0.0462050092818914	0.013020365891622	0.01300224903279	0.0461927691611556	0.142085608603592	0.0463084886292947	0.0461218108125195	0.0460208678562488	0.0462724087412152	0.0462270649845865	0.0462408981270635	0.046264852474614	0.0462048323247413	0.0462304048499385	0.0462019742379024	4.04361238575021e-06
Mix_35	0.0462422560111675	0.046182337565509	0.0462063281441751	0.046201839859309	0.0462039938473472	0.0461791203211403	0.0462078064822743	0.0130139135980567	0.0130229755137512	0.0462396602470722	0.142079137839959	0.0462724370858919	0.0462331653393073	0.0460190328130934	0.0461476709253196	0.0462691167368418	0.0462255721388398	0.0463219231852198	0.0462266778897872	0.0462994166670702	0.0462025550105482	3.0627783193031e-06
Mix_36	0.0462445223707132	0.0462347244215006	0.0462338625966427	0.0462035522993317	0.046206406199654	0.0461808165879397	0.0461720834987215	0.0130153155240805	0.0130266144987975	0.0462280764581758	0.142086388653283	0.0462533790360083	0.0462176080932683	0.0460120959592103	0.0462493861506044	0.0462630689601151	0.0461389377210717	0.0463145425016174	0.0462201324292201	0.0462960194239494	0.0461998315969329	2.63501916162476e-06
Mix_37	0.0462256650184654	0.0461798699775938	0.0461785498569698	0.046202562955766	0.0462081335975431	0.0462041852821008	0.0462122009277861	0.0129967911051766	0.0130426525352143	0.0462452343975621	0.142282707808055	0.0461459879349651	0.0461758043134877	0.0459940638579233	0.0462754338059502	0.0462663720260331	0.0462214076985632	0.0462716845396172	0.0462299396201701	0.0462418539636796	0.0461950697980465	3.82897933131944e-06
Mix_38	0.0462550065664628	0.0462020213841944	0.0462250464256254	0.0461900896667571	0.0462147806469888	0.0462043732562105	0.0462130730237796	0.0130211006624041	0.0130480818919941	0.0462357866727238	0.142174938414668	0.0461416213352588	0.0461362498538736	0.0459962264834364	0.0462271351135322	0.0462650960768135	0.0462549924464543	0.0462752521759403	0.0462880382670354	0.0461934857264731	0.0462309427934132	6.66111596053898e-06
Mix_39	0.0461462416988396	0.0462486288371961	0.0462057115145987	0.0462070670217003	0.046210860935031	0.0462203507056907	0.0462297830862336	0.0130122078516635	0.0130323106235618	0.0461992152129869	0.142295304244644	0.0462341080527566	0.046163944562043	0.0459698832735012	0.0462594206904871	0.0462519017065651	0.0462980139888513	0.0462642594572888	0.0461476410050786	0.0461807723012359	0.046217084048118	5.28918192820034e-06
Mix_40	0.0462468932216256	0.0461821347019523	0.0461878806241913	0.0462036800008302	0.0461919202934134	0.0461995610967975	0.0462139990483449	0.0130149848879815	0.0130461584345	0.04622651870564	0.142123684427705	0.0462781088929798	0.0462480145063769	0.0460022971857767	0.0461494782542739	0.0462702806582948	0.0462247006094239	0.0463263000961209	0.0462073976615666	0.0462448096133478	0.0462065319159375	4.66516291947317e-06
Mix_41	0.0462555981264418	0.0461866158400891	0.0462313181775802	0.0462130445357506	0.0462354577147657	0.0461696906685981	0.0462055605098576	0.0130169602398311	0.0130284237111285	0.0463026447863595	0.14210168303089	0.0462561766368711	0.0461866722910195	0.0459850461846139	0.0462202320599801	0.046268314452723	0.0461442411663199	0.0462734435704739	0.0462326606036117	0.0462439287752788	0.0462331074116029	9.17950621364439e-06
Mix_42	0.0461284092862236	0.0462850283525419	0.0462261833508042	0.0462855094326887	0.046213281163102	0.0462170488279588	0.0462232566569241	0.0130212870767264	0.0130225895073808	0.0462086877430277	0.142162400667638	0.0462379299537384	0.0461900858967336	0.0459685729476732	0.0462369824052412	0.0462462175601535	0.0462480296128825	0.0462917188630111	0.0462062690306057	0.0462200031876745	0.0461576523305426	2.85614672727644e-06
Mix_43	0.0462350515479649	0.0462268329206242	0.0461976998618701	0.0461815978875893	0.0461918531580517	0.046187639708564	0.0461934659286346	0.0130228759684571	0.0130234609826403	0.0462855245445551	0.142281480698681	0.0461288406081883	0.0461713599708462	0.0459931026582917	0.0462520623417928	0.0462565109158852	0.046237700475456	0.0463215200617866	0.0462317668672548	0.0461747263713032	0.0462032662452166	1.66027634599301e-06
Mix_44	0.0462475775764329	0.0462085760143184	0.0461509421859599	0.0461903055275329	0.0462287774700895	0.0462388933032416	0.0462361544224637	0.0130164864069714	0.0130330279022822	0.0462532526436032	0.142088181116679	0.046152125169826	0.0461720594121946	0.0460131870590534	0.046274774560159	0.0462649182382482	0.046313046973287	0.046276447404007	0.0462111667478613	0.0462178505996789	0.0462034241927736	8.82507333624625e-06
Mix_45	0.0462421433827726	0.0462170301286949	0.0462446210723249	0.0461925821508727	0.0462755406678025	0.0461947283905195	0.046166975897143	0.0130173825910299	0.0130246219416082	0.0462897359681646	0.142121887325579	0.0462456519431992	0.0461808771073687	0.0459971278716426	0.0462503686329103	0.0462497770322781	0.0461359062690123	0.0463020140525641	0.0462163102534243	0.0462210200211066	0.0462111078201159	2.58947986574616e-06
Mix_46	0.046252397176043	0.0462374173194131	0.0462278354044112	0.046194844863281	0.0462771982246321	0.0462227077318761	0.0462397216286948	0.0130203180562246	0.0130259271151007	0.0462215524272267	0.142137618712012	0.0462428204393982	0.0461827339315969	0.0459769661233486	0.0460966454884369	0.0462484286009127	0.0462102844198246	0.0462935009589637	0.0462224105617277	0.0463082470256538	0.0461573471341334	3.07665708829625e-06
Mix_47	0.0462920058053275	0.0462133851118445	0.0462427690247529	0.0462186453785021	0.0461974883985123	0.0461976403534506	0.0462145517222524	0.0130196410463811	0.0129988134349836	0.0462319653425781	0.142099319142431	0.046239416298379	0.0461157762397031	0.046012767316482	0.0462574309538694	0.0462620610527033	0.04623821797786	0.046264867083104	0.0462606370228716	0.0462072598215185	0.0462098732965215	5.46817597196745e-06
Mix_48	0.0462445223707132	0.0462347244215006	0.0462338625966427	0.0462035522993317	0.046206406199654	0.0461808165879397	0.0461720834987215	0.0130153155240805	0.0130266144987975	0.0462280764581758	0.142086388653283	0.0462533790360083	0.0462176080932683	0.0460120959592103	0.0462493861506044	0.0462630689601151	0.0461389377210717	0.0463145425016174	0.0462201324292201	0.0462960194239494	0.0461998315969329	2.63501916162476e-06
Mix_49	0.0462315103464747	0.0461839142660004	0.0461900762037794	0.0461910076321103	0.046208347238954	0.0461837203057306	0.0462028042977345	0.0130118778562848	0.0130253067049519	0.0462452542947848	0.142190360911748	0.0461374511188326	0.0462393650411708	0.045988502019741	0.0462493643632526	0.0462652055187338	0.0462617855826831	0.0463130048940017	0.0461782604518886	0.0463012731474564	0.0461961491787974	5.45862488830657e-06
Mix_50	0.0462454529976681	0.0462256390396871	0.0462381469572955	0.0462217497045625	0.0461943970996655	0.0462287078223884	0.0462317260616018	0.0130247514846045	0.013044097802923	0.0462171558870027	0.142132297824993	0.0462464006281597	0.0461978753089163	0.045967246798425	0.0461368704833842	0.0462546889517316	0.0462565011612645	0.0463001941919982	0.046232246411993	0.0462284723108152	0.0461661160582185	9.26501270184771e-06
Mix_51	0.0462461413825374	0.0462111850359723	0.0462941548819807	0.046220481670964	0.046208575890438	0.0462035738882622	0.0462426935455855	0.013004930026076	0.0130194612572502	0.0463269289333198	0.142162957493986	0.0462576342944307	0.0461762419542029	0.0459254341873549	0.0462168128237853	0.0462586604908331	0.0461171531588492	0.0462505607071763	0.0461894478507464	0.0462351566490502	0.0462309981991177	8.15678081280114e-07
Mix_52	0.0462418615926021	0.0461820790645057	0.0462210641044504	0.0462016735935366	0.0462739906424843	0.0462076033076569	0.0462075929166533	0.0130174381926554	0.0130456819033449	0.0462392959093516	0.142096880089798	0.0462719805512144	0.0461788237175751	0.0460280257841202	0.0461473703417872	0.0462652418954687	0.0462250909042768	0.0463220239642641	0.0461998637609206	0.0462182076725692	0.0462037019168828	4.50817388165117e-06
Mix_53	0.0461514729484659	0.0462306032378722	0.0462349612290959	0.0462182714598354	0.0462259680728319	0.0461694561398488	0.0463140586623896	0.0130205098396859	0.0130211799668683	0.046238566731681	0.142084952341474	0.0462547355176191	0.0462007546406312	0.0459742310442708	0.04623997106985	0.0462535870529745	0.0462192014527233	0.0462480674182541	0.0462867291168726	0.0462128397715102	0.0461984895297471	1.39275549827796e-06
Mix_54	0.0462367990861979	0.0461831733133365	0.0462921653743424	0.0462430997885548	0.0462304120779214	0.0461976937449029	0.0462113617925029	0.0130239853553174	0.0130031481705418	0.0462568509428092	0.141994022786351	0.0462402054737999	0.046189029141457	0.0459931269020852	0.0462196163353366	0.0462624262732298	0.0463013316044303	0.0462742339051941	0.0462310089635785	0.0462038767630984	0.0462083035570732	4.12864793872151e-06
Mix_55	0.0462417258595548	0.0461866923155775	0.0461449941162217	0.0462099291687079	0.0462167210838911	0.0461940535149829	0.0462192767739207	0.013017090688537	0.0130471173700781	0.0462763465046831	0.142236597842325	0.0462441611028682	0.0461621475245826	0.0459897625466989	0.0461469391615811	0.0462638905974884	0.0462538937693591	0.0462395478895095	0.0462376525492811	0.046248485358451	0.0462185642105615	4.41005113882646e-06
Mix_56	0.0462391800692934	0.0462194999383171	0.0462316346978908	0.0461601546440596	0.0462882447677997	0.0462231633981453	0.0462256395438392	0.0130215332679762	0.0130240182055658	0.0462111281445165	0.142124458273287	0.0462400132098192	0.0461949667376546	0.045970076878278	0.046250142563801	0.0462437753274226	0.0461307357846008	0.0462945721288967	0.046226601743693	0.0462873118976937	0.0461885036386759	4.64513877424334e-06
Mix_57	0.0462033691861047	0.0462401375330487	0.0462259789800763	0.0462298161892049	0.0462394785809943	0.0461598483311179	0.0462136009575214	0.0130116793231818	0.0130323118570497	0.0462525822611271	0.142080958657021	0.0462691019368232	0.0461761171518682	0.0460093045378551	0.0463159216153378	0.0462725644868194	0.0461541278612515	0.0462450857360422	0.0462199123742119	0.0462216363483054	0.046216918294226	9.54780081141865e-06
Mix_58	0.0462154845637391	0.0462380864396599	0.046246890880284	0.0461582708940123	0.0462668070643496	0.046207308777871	0.0462185277023623	0.0130185742779123	0.0130488453972062	0.0462152639303401	0.142152341406126	0.0462549730576891	0.0461773534339553	0.0460072911822727	0.0461014953625243	0.0462558940671959	0.0462502806747847	0.0463218497446611	0.0462186926975788	0.0462337787253227	0.0461892208177178	2.7689024348332e-06
Mix_59	0.0462401822335089	0.0462122038957036	0.0461578338363048	0.0461929751927206	0.046208531487139	0.0462279791046286	0.0462005142329531	0.0130189872150822	0.013048801302089	0.046268723095161	0.142093218046035	0.0462577609662874	0.0462085005283544	0.0459987386055134	0.0461465531235401	0.0462722884724934	0.0462531290666331	0.0462744493967432	0.0461906883408535	0.0462359524299748	0.0462858216240785	6.16780420187454e-06
Mix_60	0.0462787653030812	0.0462177696779581	0.0461237762843426	0.0461979943765594	0.0461473672564402	0.04620352663026	0.0462460714718268	0.0130176735288305	0.0130279485763709	0.0462244284507793	0.142148700302064	0.046280822643285	0.0461711595546724	0.0459886188912699	0.0462475736156278	0.0462803887865378	0.0462170212027271	0.046264302963223	0.046303679352738	0.046106916164468	0.0462994705031585	6.024463779755e-06
Mix_61	0.0462531144675613	0.0462278849176443	0.0461812477289645	0.0461826496537722	0.0462043181219739	0.0461855023744172	0.0461945177553799	0.013022188195834	0.0130237573938814	0.0462865768410862	0.142272666782068	0.0461298921051445	0.0461856260623517	0.0459919076258463	0.046236103586926	0.0462575630643555	0.0462387525279328	0.0463225725420063	0.0462328188894526	0.046175778102419	0.0461929049765663	1.65628441587221e-06
Mix_62	0.0462523947511026	0.0462319921136295	0.0462354177698612	0.0461992321669689	0.046206549791916	0.0461823681552899	0.0461738025267249	0.0130147780136078	0.0130252907820011	0.0462311545551361	0.142110114167026	0.0461404616335626	0.0462527285843469	0.0459858890049539	0.0462487044656509	0.0462607727900126	0.0462566134113534	0.0463063576618906	0.0461906660155472	0.0462948447984026	0.0461957195351284	4.14730588657291e-06
Mix_63	0.0461995855562579	0.0462193425327073	0.0462117945937024	0.0462282876598039	0.0462357934870081	0.0461880863486835	0.0462105358770372	0.0130179795411843	0.0130046319975438	0.0463166814116235	0.142063925546114	0.0462708470088977	0.0461679192036585	0.0460105489028763	0.0462739023042416	0.0462631824564427	0.0462522452025506	0.0462407668572181	0.0462168220314359	0.0462386952590073	0.0461588810286774	9.54519332743323e-06
Mix_64	0.0462519199205953	0.0462284367231407	0.0462854468998654	0.0462336470265583	0.0462226928306317	0.0462197418384201	0.0461740932593237	0.0130017334361583	0.0130001397398298	0.0462346680139295	0.142119099330519	0.0462347858386996	0.0461618499382865	0.0459862668062198	0.0462477105155822	0.0462506062973386	0.0462982894991283	0.0462547334809451	0.0462001383025319	0.0462046125028276	0.0461860858553784	3.30194408972714e-06
Mix_65	0.0461514729484659	0.0462306032378722	0.0462349612290959	0.0462182714598354	0.0462259680728319	0.0461694561398491	0.046238566731681	0.0130205098396859	0.0130211799668683	0.0463140586623896	0.142084952341474	0.0462547355176191	0.0462007546406309	0.0459742310442705	0.04623997106985	0.0462535870529745	0.0462192014527233	0.0462480674182541	0.0462867291168735	0.0462128397715102	0.0461984895297471	1.39275549763149e-06
Mix_66	0.046138927996168	0.0462304582915532	0.0462338839408724	0.0461976984109931	0.0462050160211737	0.0461808344333426	0.0461722688220584	0.013014345853497	0.0130248586006784	0.0462933108495067	0.142109751039063	0.0462550795395978	0.0462524873272784	0.0459876601595465	0.0462471706098547	0.0462592389098657	0.0462508608878615	0.0463048236897656	0.046215043168639	0.0462296207347519	0.0461941857862388	2.47492769317962e-06
Mix_67	0.0462586435030898	0.0462206712672426	0.0462866786646801	0.046215101496035	0.0462096976846656	0.0462060312956328	0.0462153594554435	0.0130200687656749	0.0130255013711091	0.0462253567626064	0.142110779287733	0.0463064415205829	0.0461128737550706	0.0460132748399499	0.046186285982279	0.046228809735016	0.0462409315934496	0.0462732016541991	0.0462057874067941	0.0462055721234549	0.0462277863255434	5.14550974773014e-06
