B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	otherCells
Mix_1	0.0462401401468419	0.0462168082063145	0.0462652982768247	0.0461843426158593	0.0462001934329782	0.0461759731940348	0.0462080919515668	0.0130278537475163	0.013002263963855	0.0462456630902568	0.142136436891921	0.0462425618255879	0.0461733513664821	0.0459898697600185	0.0462628913938701	0.0462541897921811	0.0463027849668082	0.0462640813818699	0.0462141147555019	0.0462352960824976	0.046153381624949	4.41153226475009e-06
Mix_2	0.0462219561291736	0.0462277880996438	0.0461745122160768	0.0462145770808905	0.0462353339006239	0.0462076155197478	0.0462210628853243	0.0130160620681601	0.0130356054028834	0.0462471535449552	0.142137815527102	0.0461108111609047	0.0461787613125693	0.045988397231095	0.0462532892259862	0.0462651473199403	0.046334507314735	0.0462764423939152	0.0462127601629112	0.0461996690859128	0.0462316654072032	9.06701024535279e-06
Mix_3	0.0462321424308485	0.0461791011780631	0.0461891208190155	0.0461875116536778	0.0462059297361771	0.0461981881064794	0.0461970766883942	0.0130136338777571	0.0130202989390073	0.0462359340005293	0.142243387191211	0.0462689492818233	0.0461851770777429	0.0459923441550524	0.0461420658777718	0.0462619381680759	0.0462267294577832	0.0463206638905755	0.0462059505250015	0.0462972188374785	0.046190397964777	6.24014275776565e-06
Mix_4	0.0462447130362238	0.0461799550734545	0.0461975298372109	0.0462015001870519	0.0461897405807637	0.0461973813184387	0.0462118191458268	0.0130164590646642	0.0130297631574721	0.0462243386954553	0.142079702279104	0.0462759284391371	0.0462503728504732	0.0460044526185223	0.0461472989066116	0.046268100271772	0.0462225206148721	0.0463241192278502	0.0462280984413812	0.0462986356349222	0.0462043520776306	3.21854116140769e-06
Mix_5	0.0462551203149879	0.0462349856477109	0.0461855419536054	0.0462024966866781	0.0462096617629601	0.0462374767437774	0.0461769222531648	0.0130139792472332	0.0130452706259963	0.0462338241833227	0.142116413290831	0.0462594353378073	0.0462548260686758	0.0459885476715327	0.0462512933450461	0.0462589190917335	0.0461403638751454	0.0463097665818988	0.0461940901606534	0.0462296346839708	0.0461972011382711	4.2293349975382e-06
Mix_6	0.0462328899567296	0.0462414624885551	0.046194214708344	0.046309242806612	0.046278360465168	0.0462001065075045	0.0461702878832125	0.0130029972363295	0.0130281292681049	0.046239914407076	0.142176908366857	0.0462144394000019	0.0461954505120367	0.0459562433908543	0.0461486637763294	0.0462535454646165	0.0462331060634884	0.0462576506495709	0.0462214043669363	0.0462057071166331	0.0462354898982784	3.78526676080545e-06
Mix_7	0.0461062932744256	0.046246617716849	0.0462318374182353	0.0461709001456912	0.046204167076791	0.0462003827082108	0.0462216579677335	0.0130153507131574	0.0130256420707435	0.0463207732154838	0.142096100669162	0.0462585067206845	0.0462468712643277	0.045994241639499	0.046219025367821	0.0462613759842671	0.046252797844944	0.0463074790401146	0.0461879356380245	0.0462375763264986	0.0461913038962907	3.16330104529725e-06
Mix_8	0.046261494337926	0.046254352018485	0.0461585459634674	0.0462476207247656	0.0462113867148502	0.0461776910100093	0.0462270364719105	0.0130060891173286	0.0130489130384772	0.0462186906781503	0.142212967638527	0.0461473011192467	0.0461861459547996	0.0459790025093541	0.0462515108209763	0.0462387943592261	0.0462493735351905	0.0462752132679851	0.0462223190244055	0.0461952511179395	0.046225225032112	5.07554486733336e-06
Mix_9	0.0462461208749715	0.0462372623072346	0.046193771725959	0.046206503176267	0.0461876540898227	0.0461932192542853	0.0461745464716942	0.0130255136720456	0.0130272405802042	0.0462304346577751	0.142088596438847	0.0462552584435983	0.0462202948711075	0.0460112620350158	0.0461390345154369	0.0462650391960528	0.0462526240792934	0.0463163753071577	0.0462241566568391	0.0462978671458751	0.0462044390828271	2.78541769031602e-06
Mix_10	0.0462366357391456	0.0462907227383787	0.0462025643607249	0.0461846535849807	0.0462082344627555	0.0461952680571316	0.0461661839147677	0.0130167426119746	0.013023233236024	0.0462151480417878	0.142306134277788	0.0461306440159983	0.0461768098863726	0.0459650793033916	0.0462469207806882	0.0462525962770044	0.0462374675802416	0.0463003433542761	0.0462356840277413	0.0462102432562013	0.0461964350824491	2.25541017593446e-06
