CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
mix_1	5.61326199052376e-07	1.37314921953973e-07	0	0	0	0	4.6575857433277e-06	0	0
mix_2	1.35117891465955e-06	4.84892033990529e-06	3.29284694139794e-06	4.1390984792226e-06	3.09458827684035e-06	3.00662802459371e-06	6.04184711738656e-06	5.28622864606812e-06	4.26595920591248e-06
mix_3	3.73557325059236e-06	3.56675035106347e-06	3.80566808257926e-06	5.26071532570448e-06	3.5088049946396e-06	3.47636280990737e-06	2.92675752416631e-06	5.04753819700917e-06	5.2665748895758e-06
mix_4	1.65837988326308e-07	2.08894867841749e-06	3.32111343366607e-06	3.56179729420792e-06	2.79505674090677e-06	3.04567415332713e-06	4.40035540050075e-06	4.13245572132293e-06	3.0951406223575e-06
mix_5	9.05181632794555e-07	1.01522313547192e-06	2.24662029729463e-06	2.69862114331661e-06	1.93072779486128e-06	2.19655203321295e-06	3.35359832757331e-06	2.96523425750266e-06	2.44249646583995e-06
mix_6	0	1.35179674800575e-06	2.39099355751738e-06	2.42325757506396e-06	1.93026237235956e-06	2.19595230345436e-06	4.46468798613671e-06	3.14572919130182e-06	2.04296995851657e-06
mix_7	2.06070914487773e-06	2.98688860747713e-06	3.76756193076463e-06	4.946785939237e-06	3.55395833930903e-06	3.59917172679666e-06	4.3190814561487e-06	5.36565831435899e-06	4.87895379284486e-06
mix_8	8.42866971125544e-07	7.51720410795047e-07	1.23008187217142e-06	1.50313715887454e-06	9.0997609658807e-07	1.17829275661146e-06	3.33138247562472e-06	1.83179322607292e-06	1.28295899794518e-06
mix_9	0	1.83848528281452e-06	2.65230876427221e-06	2.31324101240404e-06	2.0797373653923e-06	2.38945459431753e-06	5.49251393308795e-06	3.33407853959798e-06	1.82883822128729e-06
mix_10	3.06702393654309e-06	3.88575951681368e-06	4.05290825597166e-06	4.5126630866862e-06	3.52602482764525e-06	3.6867859038709e-06	2.2449352775469e-06	4.25991715115404e-06	4.16905534327281e-06
mix_11	6.04572182018621e-07	1.81795320945373e-06	0	0	0	0	5.26343837415143e-06	0	0
mix_12	6.65251248152362e-07	1.30547666772056e-06	3.09757889948531e-06	3.4284887254772e-06	2.63734859627983e-06	2.88043264315726e-06	3.84745862145287e-06	3.77271695651557e-06	3.00658528276388e-06
mix_13	5.56380446917914e-07	3.39828103065428e-06	4.1528157553998e-06	4.3641311781332e-06	3.5685750057284e-06	3.65932872730404e-06	3.81421820440352e-06	4.89474342336039e-06	3.94528145412351e-06
mix_14	1.09594475376889e-06	2.15519869244054e-06	2.23095599301563e-06	1.76015119819959e-06	1.56894346616868e-06	1.97630670639514e-06	3.94291266203372e-06	2.26602452760766e-06	1.04361802707832e-06
