Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils	P-value	Correlation	RMSE	Absolute score (sig.score)
mix_1	0.0572887239017173	0	0.777037291900798	0.0172924769003569	0.0235816115720637	0	0.0141413724269139	0.105494954640641	0.0100841289859259	0.299247132957929	0	0	0	0	0.00525980592582918	0.00822187972575349	0.000574495552408387	0	0	0	0.0136300463517846	0	9999	0.727718450251894	0.699833897848064	1.33185392084212
mix_2	0.0210789192838355	0	0.827873829136897	0	0.0300236186113004	0	0.0412632885306673	0.0183821993629492	0	0.198062657478224	0	0	0	0	0.0137288594293917	0.00754466203438612	0.00339730985362923	0.00684559020992631	0.00291329995073878	0	0.0154551480177669	0	9999	0.757877525620841	0.66168566757232	1.18656938189971
mix_3	0.198760215501395	0	0.2220182460803	0	0.0206318226392584	0	0.19467090664831	0.228772238020383	0.022277324647618	0.22899514601232	0.00178556989804378	0	0	0	0	0.0294650425133086	0.00595507658398175	0.0292166363726551	0.00100847834904508	0	0.021381258693518	0	9999	0.75945149870208	0.681069829387281	1.20493796196014
mix_4	0.322526215859985	0	0.446940132028186	0	0.0368597575645815	0	0.115865565843738	0.101898130899005	0.000992395993440726	0.365338576404544	0	0	0.0140121438081779	0	0	0.0530965278196109	0.0128983098978186	0	0.046092319042546	0	0.0218082229249725	0	9999	0.742320347770287	0.70255423246525	1.53832829808661
mix_5	0.240634208999585	0	0.402120479231934	0	0.0701982021784412	0	0.0572093460017832	0.096378070974729	0	0.517643772658377	0	0	0.00963475724961917	0	0	0.0310010898407289	0.0136129613135626	0	0	0	0.0143091359104334	0	9999	0.722296753488722	0.71273308160405	1.45274202435919
mix_6	0.205910633262107	0	0.626407985569332	0	0.040885120100563	0	0.085360922438376	0.116223750771385	0	0.35735331424302	0	0	0.00609393798193569	0	0.00375497893414192	0.0330318966112067	0.00321457087694195	0	0.0202265960999519	0	0.0206288086443004	0	9999	0.737177501306278	0.706442549669913	1.51909251553326
mix_7	0.385361102227906	0	0.329802623065883	0	0.0547901734474532	0	0.0354945168727273	0.156540867013506	0	0.428267442648529	0	0	0.0174436289028406	0	0	0.0615035294325574	0.0162368547320908	0	0.00253076948779858	0	0.0194183342709702	0	9999	0.750522509587778	0.68977920250139	1.50738984210226
mix_8	0.312787137266217	0	0.627899574122671	0	0	0	0.0521369189180449	0.103035584439105	0	0.148030495710802	0	0	0.00833142488100545	0	0.0035157057089895	0.0384423239719487	0.0103113929414094	0.0208467936418591	0	0	0.0221174736843866	0	9999	0.766442322175194	0.677202805535526	1.34745482528644
mix_9	0.081040388946512	0	0.659610932235706	0.0106065142473266	0.033264978590447	0	0.0641962230100228	0.128123089155126	0.0174567740827054	0.397208747722866	0	0	0.00321365535983153	0	0.0014781315257683	0.013248935461938	0	0	0	0	0.0220498530746976	0	9999	0.704792549645663	0.725704247859578	1.43149822341295
mix_10	0.352148751204297	0	0.384456747954546	0	0	0	0.0807471051592477	0.127938393609054	0.00530289819190334	0.261481584179893	0	0	0.00271940963722452	0	0.0067977840573458	0.089828296697889	0.00232179976520874	0.0110255076523224	0	0	0.0153765089856356	0	9999	0.769014797094108	0.677945551299092	1.34014478709457
mix_11	0.0445190550739616	0.00499033624997408	0.844381106017363	0	0.029809363437455	0	0.0687506510274192	0.0535900555119202	0	0.189983996237673	0	0	0	0	0.0131732862690681	0.0150498207153213	8.1779732730859e-05	0.00228532644040544	0.00487653275500081	0	0.0208752564934396	0	9999	0.746454798769296	0.67788025710281	1.29236656596173
mix_12	0.0106642509553876	0.00358429454523424	0.644653745471513	0	0.0366771601210981	0	0.105093280616117	0.042713100826717	0	0.26093096723034	0	0	0	0	0.00773617825382401	0.00568309143534704	0.00763343330548693	0.0103464888436981	0	0	0.01562642417361	0	9999	0.741667967087486	0.688701289887741	1.15134241577837
mix_13	0.496137550841853	0	0.333681977844559	0	0.0716307702751169	0	0	0.177640463096163	0	0.310835283653969	0	0	0.00763303876948101	0	0	0.0785457992955652	0.0271238467957843	0	0	0	0.0202070177791771	0	9999	0.76537318687289	0.67261107971609	1.52343574835167
