B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
S10001	0.0534112534253935	0.0583473864725611	0.0421212604736937	0.0484693181963947	0.0340035286279124	0.0323323053405926	0.0409716398280237	0.0408240324245081	0.0481388324112179	0.0467023934876238	0.0505881554855726	0.0498788920332714	0.03954710096582	0.0672972191208664	0.0309633114907462	0.057062030108816	0.0667542828702378	0.0578251535085743	0.0427841666736785	0.0571089745562467	0.0348687624982485
S10006	0.054437488679762	0.0584658549072611	0.0420355850202123	0.0461868869618818	0.0337209997866125	0.0322161511979459	0.0401901337767428	0.0403834187015032	0.046053310247356	0.0489707038498488	0.0505606981972924	0.0506634536895248	0.0415158058446239	0.0672296893084719	0.0307585979317179	0.0571738430467001	0.0668885673724127	0.0581810273390026	0.0439495438258332	0.0557300190157697	0.0346882212995244
S1001	0.0528491684722299	0.0577981014247923	0.042869653360656	0.047121021398768	0.0327683226823086	0.0314932892374081	0.0392421401439707	0.0403440275066457	0.0473302809794245	0.0512834775999489	0.0504700773869755	0.0498645016479034	0.0398244600109042	0.0651837992137074	0.0300204108010903	0.0578200432744138	0.0680856420311956	0.0607821603340306	0.0439770536824982	0.0567194970072565	0.0341528718038716
S10010	0.0515265863050055	0.0577174921895312	0.0425434919508012	0.0478997134185707	0.0329106721801451	0.0315314223505592	0.0390820482402204	0.0408792169492383	0.0495553817764155	0.0496046825669984	0.0540885168229637	0.0497550586096161	0.0384470861205048	0.0650351839598581	0.0300957679638398	0.0578296768750339	0.0663299306004618	0.060840804726662	0.0431869174993162	0.057134429912018	0.03400591898224
S10011	0.0530686904107358	0.0578584167076713	0.041796528013888	0.0460074876734104	0.0335817964789254	0.0318164324654718	0.0398779394496823	0.0408017149921381	0.0487747132621034	0.0476808145405557	0.0509865669976238	0.0494997654720621	0.0380485605719092	0.0660134107979686	0.0303199572582588	0.060184168281195	0.0686044181104235	0.0611517293652566	0.0424566591975471	0.0573027646170649	0.0341674653361082
S10014	0.0525973230116561	0.0589534685282555	0.0428318665583421	0.0486168064283138	0.0337246104652938	0.0322568310599823	0.0399416742052239	0.0409505074759949	0.0471106210627168	0.0493887038868546	0.0503656628022884	0.05058658405201	0.0396256746277436	0.0660336459717939	0.0307580975213577	0.0570287867824796	0.0655221814730697	0.0595127210813643	0.0436103143126244	0.0560596027450464	0.0345243159475885
S10026	0.0538350981382629	0.0573217538006118	0.0434810384328962	0.0467723450353806	0.0323351154122812	0.0309455863454772	0.0386567537662264	0.0406094196827842	0.0477864470755684	0.0495907804746809	0.0523116380187909	0.0491142977270233	0.0386900640643363	0.0638889329620274	0.0295388444500503	0.0607065089304028	0.0694092890253529	0.0608578186523512	0.0433796739669907	0.0571261761249574	0.033642417913547
S10032	0.0557781231998599	0.0582612804907491	0.04296480097147	0.046385316698737	0.0325283980991392	0.0312069471366498	0.0388655336552193	0.0416386706475329	0.0510993921450787	0.0498001537698858	0.0515672255130229	0.0498923822860337	0.0388924056221972	0.0646512644049586	0.0297568609468334	0.0576610719328416	0.0672336075544985	0.057878107390158	0.0429164788366894	0.0572054983066738	0.0338164803917713
S10036	0.0523274252627664	0.0591205327749685	0.0425757786319472	0.0475548670481494	0.0337030417831647	0.0320109091884299	0.0401778502669211	0.0402126122807867	0.0459869968975251	0.0489497605762757	0.0514909006405314	0.0498457523956969	0.0395721759872115	0.0658172772155603	0.0306097348987322	0.0567008816568146	0.0684685999082657	0.0606095788892003	0.0433841477500618	0.0559456878368259	0.0349354881101648
S10042	0.0535475964132888	0.0585415770393743	0.0414907957721025	0.0476294583267916	0.0328064316469152	0.0313101591318839	0.0389385774176886	0.0404211051948722	0.0494171250847183	0.0503563069604987	0.0518157382182552	0.0497981070805637	0.0394793502210293	0.0647102162572456	0.0300342209721412	0.0583240367317817	0.066934552683459	0.0600426302279316	0.0435411792894215	0.0568141032693986	0.0340467320606385
