Mixture	B_cells	T_cells_(CD4+)	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage	P-value	Correlation	RMSE
mix_1	0.381342278112887	0.264950419540637	0.255373957005374	0.00356727022119605	0	0.0947660751199061	9999	0.543244264936803	0.925063616354429
mix_2	0.412879738074626	0.228148021159247	0.230390288200988	0	0	0.128581952565139	9999	0.532514254053061	0.932840705877488
mix_3	0.353106385535256	0.405600876866847	0.241292737597896	0	0	0	9999	0.574925637792442	0.901892973540824
mix_4	0.417485240720119	0.323204896824523	0.22475758972661	0.00130875956265319	0	0.0332435131660948	9999	0.569160120054017	0.90323448059878
mix_5	0.366719111345673	0.32565350373154	0.282793485113149	0.000837900686236897	0	0.0239959991234004	9999	0.571868615979432	0.902349822224458
mix_6	0.405502092190602	0.294198336256051	0.237000964253884	0.00796768009435959	0	0.0553309272051042	9999	0.55894924824265	0.911729678821984
mix_7	0.434424980664656	0.324193147594105	0.230850101030781	0	0	0.0105317707104585	9999	0.570209938355616	0.904066893793446
mix_8	0.509650262324853	0.298902861429418	0.117138045077241	0.00309567547182453	0	0.0712131556966635	9999	0.551362103836513	0.916702941410156
mix_9	0.352397510186813	0.298793215821284	0.275249968334126	0.0087610537415444	0	0.0647982519162323	9999	0.556884898110288	0.914058707487711
mix_10	0.515296750905575	0.349540694294546	0.114360483695879	0.000287365336660187	0	0.0205147057673391	9999	0.5664669753667	0.905687561985159
mix_11	0.418027893181656	0.246774189664518	0.219193252274029	0.000979619117722459	0	0.115025045762075	9999	0.535544897292459	0.930655946927116
mix_12	0.381989175977499	0.289935055300648	0.233084339069692	0.00915040185840645	0	0.0858410277937552	9999	0.54684154233997	0.921868752456928
mix_13	0.501446429223891	0.320914251595649	0.160956713259817	0	0	0.0166826059206419	9999	0.56737840876245	0.905308359580991
mix_14	0.518623079538839	0.319632845348043	0.143266086168173	0	0	0.018477988944945	9999	0.566477893066639	0.905833935711884
mix_15	0.434905627498654	0.317421694693	0.243397063128872	0.00427561467947455	0	0	9999	0.571731615952251	0.903310837080548
mix_16	0.392665279164818	0.347559273532629	0.237106408967223	0.00406114934853766	0	0.0186078889867916	9999	0.568509758106479	0.905644681169623
mix_17	0.538475150575112	0.349805113508545	0.111719735916344	0	0	0	9999	0.574585170020268	0.898880988411415
mix_18	0.455299101176837	0.21552723062765	0.194417261697172	0.000618655116773171	0	0.134137751381568	9999	0.530652539218443	0.933632430766615
mix_19	0.446360074931056	0.28825326640554	0.20814665587006	0.00536697212403469	0	0.0518730306693098	9999	0.559132280521475	0.911243771885801
mix_20	0.274483581298436	0.387887099532415	0.337629319169149	0	0	0	9999	0.577533984384203	0.901148582005267
mix_21	0.442499492514864	0.337730582297599	0.207980354581329	0	0	0.011789570606209	9999	0.570380441795745	0.903602940557903
mix_22	0.457622266874626	0.269472406268927	0.224757388843248	0	0	0.0481479380131989	9999	0.564876638894666	0.905771755510367
mix_23	0.500534779976847	0.312539385169175	0.140022626561288	0	0	0.0469032082926899	9999	0.562743690863902	0.907372668071807
mix_24	0.425206384687692	0.197147994148367	0.226486644520639	0	0	0.151158976643302	9999	0.525591749419497	0.937990105385193
mix_25	0.369835902089258	0.362912349926599	0.208030843022602	0.00661937447357643	0	0.0526015304879649	9999	0.562101046407311	0.90948612078687
mix_26	0.248349374295593	0.413958940254914	0.334013982873166	0.00367770257632637	0	0	9999	0.575013180465464	0.904393074448149
mix_27	0.535495951514923	0.215232839922057	0.143633582279126	0	0	0.105637626283894	9999	0.536266418276695	0.929146356816849
mix_28	0.337396674400064	0.387398136710745	0.275205188889191	0	0	0	9999	0.57703143543588	0.900026399262281
mix_29	0.381476475600848	0.298310827202718	0.264045320502648	0.00518199750246327	0	0.0509853791913233	9999	0.561263583509393	0.910339534920496
mix_30	0.403914520143271	0.30061695848899	0.24512207658426	0.00171246154765817	0	0.0486339832358202	9999	0.562688499803983	0.908795861326217
mix_31	0.394856783892122	0.323501161043527	0.223258027620996	0.00489852041548321	0	0.0534855070278715	9999	0.56039864445949	0.91072217000465
mix_32	0.38566823709097	0.337549270518779	0.246186631944242	0.000917332636252314	0	0.0296785278097564	9999	0.569620098009178	0.903728157699927
mix_33	0.434956815398442	0.286300743068846	0.21377224481733	0.00276651242157892	0	0.0622036842938037	9999	0.555386184513147	0.914493303581113
mix_34	0.394009955784965	0.267742283631253	0.235441759639827	0	0	0.102806000943955	9999	0.539079769974393	0.928501039485354
mix_35	0.393144450688046	0.288830302239551	0.245326507525016	0.00824862039588539	0	0.0644501191515013	9999	0.555691701501466	0.91450248617786
mix_36	0.448661605014702	0.360048817779848	0.179196749182396	0	0	0.0120928280230545	9999	0.569912139412711	0.903950238993964
mix_37	0.456746155406403	0.352391620206778	0.171340570902481	0	0	0.0195216534843379	9999	0.568583016235429	0.904480457346285
mix_38	0.290179863921231	0.410187742524984	0.299632393553785	0	0	0	9999	0.57541328977122	0.902972511487766
mix_39	0.437715622054822	0.322791815691417	0.239492562253761	0	0	0	9999	0.57357387720151	0.901541634219694
mix_40	0.44604117790503	0.305526423773729	0.18692169945501	0.00158912286091222	0	0.0599215760053191	9999	0.558607090185959	0.911242315655895
mix_41	0.394453272889721	0.257059048601759	0.25343331619326	0.00580385742620552	0	0.0892505048890547	9999	0.545333067440312	0.923075528694573
mix_42	0.429079202635419	0.378605506334077	0.192315291030504	0	0	0	9999	0.576142540762732	0.898978533193292
mix_43	0.28196020512966	0.352765005602471	0.339990324085807	0.00435735384582467	0	0.0209271113362366	9999	0.57146663136099	0.904959710427499
mix_44	0.301494938298604	0.369708326204077	0.309229742479204	0.00766652105273901	0	0.011900471965377	9999	0.569704782383131	0.907022582962165
mix_45	0.34594557327168	0.380752500397411	0.222701872726556	0.00650018804225696	0	0.0440998655620958	9999	0.565094654589146	0.907697487701186
mix_46	0.339582587745052	0.361713881645571	0.298703530609377	0	0	0	9999	0.574249725398779	0.902914651789255
mix_47	0.452701612419862	0.299600628570465	0.188622109192674	0.00224421806653553	0	0.0568314317504629	9999	0.559340969652377	0.910622913846679
mix_48	0.532064752329738	0.193097026198594	0.161574650108281	0	0	0.113263571363387	9999	0.532506618939477	0.932421495638142
mix_49	0.473480640586949	0.252895716369105	0.202503252103558	0	0	0.0711203909403876	9999	0.55398513163186	0.91474447607931
mix_50	0.423638614649532	0.395670275308073	0.180691110042394	0	0	0	9999	0.574990251750568	0.90031447745846
mix_51	0.49719682172675	0.224254225194823	0.185426795946932	0	0	0.093122157131495	9999	0.542186541594257	0.924619405084711
mix_52	0.448997395789483	0.350476589393354	0.200526014817163	0	0	0	9999	0.574705771435827	0.900117520700465
mix_53	0.474383214087951	0.245243056099898	0.200859399547804	0	0	0.0795143302643467	9999	0.551764625125935	0.916314569097457
mix_54	0.444709751171341	0.359438487781754	0.195851761046905	0	0	0	9999	0.576966463592478	0.897814381581607
mix_55	0.463184041975166	0.254193969386282	0.205506392578794	0	0	0.0771155960597582	9999	0.553326563414573	0.91506988390026
mix_56	0.387569893598489	0.398545999738045	0.192610805542678	0	0	0.0212733011207885	9999	0.568160332880161	0.906099360313074
mix_57	0.343033286803442	0.309884324861505	0.272484792259221	0.00872535656986557	0	0.0658722395059665	9999	0.554771194371677	0.916321867597084
mix_58	0.359518086600889	0.341002530435141	0.276800735542445	0.000377258582264768	0	0.022301388839259	9999	0.568418000254784	0.906289121390456
mix_59	0.371555318938677	0.26564499378806	0.269264267158149	0.0141235725534302	0	0.0794118475616838	9999	0.547256375973056	0.922016865844131
mix_60	0.509147345378305	0.325445103907916	0.134020028385186	0	0	0.0313875223285933	9999	0.563807694024946	0.907531434580343
mix_61	0.396926041414765	0.442280163864723	0.160793794720512	0	0	0	9999	0.577426279602387	0.898385714787141
mix_62	0.359755006743505	0.393655223907072	0.246589769349422	0	0	0	9999	0.576182659706029	0.90039854989305
mix_63	0.37890594316389	0.302283178044299	0.239001426412468	0.0102051706697867	0	0.069604281709556	9999	0.552271769066515	0.917722981498352
mix_64	0.483722908874043	0.313473253670125	0.136807290001147	0.00343713312498451	0	0.0625594143296999	9999	0.554531586941801	0.91451980050587
mix_65	0.367680033859176	0.310916112250762	0.288222853725215	0	0	0.0331810001648467	9999	0.57012081877311	0.903336299556505
mix_66	0.495545302152996	0.226863015946522	0.186200971244443	0	0	0.0913907106560387	9999	0.542116732030413	0.924837972895444
mix_67	0.418826007676444	0.359806487818151	0.221367504505404	0	0	0	9999	0.575338528262126	0.900016897813396
mix_68	0.294421489377932	0.360136966770701	0.344247847577322	0	0	0.0011936962740451	9999	0.573250243705866	0.905016230616529
mix_69	0.471529508025154	0.292908336638983	0.163156459697164	0.00467415015604032	0	0.0677315454826589	9999	0.552673720309791	0.916107097179648
mix_70	0.544374018844642	0.240031584494521	0.159946443747777	0	0	0.0556479529130599	9999	0.551994036408481	0.917177575317066
mix_71	0.577640754674193	0.234358937523042	0.0866399943787318	0	0	0.101360313424034	9999	0.53801688185733	0.927291448528789
mix_72	0.536583002195984	0.338443085533886	0.12497391227013	0	0	0	9999	0.57150512716536	0.902125878930511
mix_73	0.482462386063903	0.285993722109893	0.201387826750483	0	0	0.0301560650757206	9999	0.567450839650632	0.90430714077174
mix_74	0.442893413091511	0.306676913561286	0.204515360899324	0	0	0.0459143124478783	9999	0.564662004851446	0.906367210958811
mix_75	0.492665271217304	0.227638979812535	0.181766293635415	0	0	0.0979294553347456	9999	0.54025900884637	0.926222363557874
mix_76	0.307918725599933	0.367066479455013	0.311028131105549	0.000441880140061741	0	0.0135447836994429	9999	0.569416847224948	0.907364514268327
mix_77	0.29283892522067	0.429488273334938	0.277672801444392	0	0	0	9999	0.576401035231584	0.901884633762514
mix_78	0.448171507954878	0.256384703385111	0.215681591490202	0.00523392950641254	0	0.0745282676633963	9999	0.553800041941187	0.91479799873686
mix_79	0.398250646756894	0.292538006672046	0.222112649234638	0.000203062376842848	0	0.0868956349595791	9999	0.546764848396808	0.921936100665502
mix_80	0.482010780241607	0.360862829701706	0.138623137741522	0	0	0.0185032523151648	9999	0.568113901976534	0.904664681486042
mix_81	0.377581703847021	0.409124805458859	0.201193787386512	0.000190614218877916	0	0.0119090890887298	9999	0.569841123018451	0.905479769664273
mix_82	0.462761876980099	0.292899155255263	0.190364066321331	0	0	0.0539749014433071	9999	0.55939273505894	0.910769009548252
mix_83	0.473835625668636	0.243599552981289	0.190173604209131	0	0	0.0923912171409447	9999	0.542121948194377	0.925006533131652
mix_84	0.411303448877385	0.360108712101041	0.201071877617015	0	0	0.0275159614045595	9999	0.566839074958868	0.906359019055497
mix_85	0.377769787165339	0.366842005031316	0.229027089034694	0.00403873003889367	0	0.0223223887297565	9999	0.56809004359516	0.906038126761016
mix_86	0.287387572060961	0.400123983950312	0.311689722609394	0.00079872137933256	0	0	9999	0.57443521943399	0.904031717290874
mix_87	0.40145803449163	0.376488691723459	0.174435765216795	0.00366457344355626	0	0.0439529351245587	9999	0.564904894431498	0.90688588841583
mix_88	0.37879887056389	0.369468124092363	0.23773116716553	0	0	0.0140018381782169	9999	0.570307954832967	0.904719258223234
mix_89	0.328965206842409	0.400456379138358	0.270578414019233	0	0	0	9999	0.57586814343965	0.90147302297913
mix_90	0.384110959887247	0.337849730985268	0.215479115980985	0.00823691016295337	0	0.0543232829835464	9999	0.561215226218239	0.909865778725962
mix_91	0.464137313653856	0.238851267120979	0.204639297957602	0	0	0.0923721212675633	9999	0.543594272421068	0.923688187961623
mix_92	0.422799772798381	0.32632668902641	0.194908278563793	0.00377528032317872	0	0.0521899792882375	9999	0.562053366956652	0.908662503293104
mix_93	0.458443982439254	0.193513033516718	0.185756193630281	0	0	0.162286790413747	9999	0.522221717554699	0.940096045914331
mix_94	0.39825709884391	0.237596873352288	0.259335500828961	2.40612622176381e-05	0	0.104786465712624	9999	0.536040817612378	0.931368739903068
mix_95	0.494347742205528	0.218492494841148	0.196842806511162	0	0	0.0903169564421622	9999	0.542668805781383	0.924413980568379
mix_96	0.466869684515387	0.242465619275319	0.214581082719694	0	0	0.0760836134896007	9999	0.547703828187341	0.920822183564101
mix_97	0.416112215413196	0.294508515716925	0.213307935787355	0.0110946353432614	0	0.0649766977392629	9999	0.554412291733845	0.915194135140941
mix_98	0.453889247132129	0.298481150333433	0.185009524343935	0.00221897728960105	0	0.0604011009009028	9999	0.557233408068743	0.912456445684298
mix_99	0.29646781577769	0.453248081823905	0.250284102398405	0	0	0	9999	0.576958957777419	0.901257314898835
mix_100	0.415059934346861	0.327217451858419	0.209977774207901	0.00263441866153482	0	0.0451104209252844	9999	0.564949652481042	0.906496195381931
