Mixture	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	P-value	Correlation	RMSE
S10001	0.273933071406494	0	0.0549417727911688	0.180658722263832	0.112953236795854	0.287407640151295	0	0.0901055565913565	9999	0.328680231759698	0.952675907795029
S10006	0.286640806780354	0	0.0501800299229747	0.0654871446977956	0.113852237090637	0.338562650638691	0	0.145277130869547	9999	0.329281363274136	0.951828822741661
S1001	0.319087617293435	0	0.0694993491773844	0.0575583993455387	0.0806929487804321	0.263458898132371	0	0.209702787270839	9999	0.352487858853673	0.938051373355916
S10010	0.266785569026256	0	0.0836343337319565	0.0968896062842993	0.122729714889079	0.2867798944333	0	0.143180881635109	9999	0.372180229619385	0.934790503344152
S10011	0.134481426547499	0.0754579218836064	0.0509915627830559	0.0804642744767752	0.101758607958973	0.307091889826745	0	0.249754316523345	9999	0.363658191621474	0.93472149190731
S10014	0.272960645357437	0	0.0567489568661852	0.147819261782845	0.0989781932553185	0.215465022622996	0	0.208027920115218	9999	0.353213916491737	0.939321608421068
S10026	0.388493479947027	0	0.0507858063412484	0.0328894796997962	0.0852170955962222	0.299904630761058	0	0.142709507654647	9999	0.341086242962299	0.942291458541205
S10032	0.331630978548631	0	0.0751832698549721	0.083583960276536	0.0912892879265629	0.288562839982843	0	0.129749663410455	9999	0.354056622511463	0.938480928203616
S10036	0.324494264031264	0	0.0565992150659646	0.0311538914738735	0.113271153200396	0.388666799821681	0	0.0858146764068211	9999	0.357982370157514	0.938096670874583
S10042	0.258624163885608	0	0.058597729643217	0.112193699893269	0.105310094839648	0.299394126096006	0	0.165880185642252	9999	0.361773578447903	0.936103691766888
S10044	0.350187178562869	0	0.0467571340476327	0.0355736752272765	0.0929652526745115	0.297983194676265	0	0.176533564811446	9999	0.345560616073355	0.941064722099559
S10049	0.418896811241837	0	0.0366444646316832	0.0253729205989912	0.077477809095792	0.22112927237499	0	0.220478722056706	9999	0.339732878947626	0.941779824318588
S10057	0.13912643499498	0.0627407310863189	0.0411967990899338	0.233867193759559	0.107418470406296	0.109121755565157	0	0.306528615097756	9999	0.36053716838146	0.936788995680407
S10062	0.312352483346684	0	0.0658515068858429	0.0816349714388632	0.0942172985699463	0.290736172478786	0	0.155207567279879	9999	0.35519849680165	0.937937801579244
S10066	0.187495901585354	0	0.0849672729202785	0.103859134532216	0.118679470222522	0.435174145616659	0	0.0698240751229705	9999	0.367600169526616	0.937289761633342
S10067	0.399149121040021	0	0.0296383109924461	0.0450203409098128	0.0746363682328775	0.173842218078528	0	0.277713640746314	9999	0.361009205459753	0.932864451266666
S1007	0.194484848349273	0.0259898117111416	0.0406634876625021	0.151521161087251	0.117221342752857	0.442042822204338	0	0.0280765262326383	9999	0.337110032122876	0.948652603306072
S10073	0.250339921824968	0	0.0353084074732612	0.106968845784386	0.0847792041016852	0.212882873645544	0	0.309720747170155	9999	0.358326404218533	0.93505708748598
S10077	0.207646979011119	0.0739197868089841	0.0390967164460736	0.243916735950177	0.0975557303154072	0.167707046434999	0	0.17015700503324	9999	0.347220883825441	0.941091055334139
S10080	0.135895323702201	0.0928828703354727	0.0465819824289294	0.203285324829928	0.10635523333944	0.270022862387322	0	0.144976402976707	9999	0.362653858070891	0.935458942908107
S10082	0.339488416156931	0	0.0318907199181704	0.0534163964494037	0.0936480655237278	0.326394116643641	0	0.155162285308127	9999	0.356743788607235	0.935735481649745
S10087	0.385332357316298	0	0.0461856000313159	0.0503930349169489	0.0762508667132278	0.214754882165877	0	0.227083258856333	9999	0.348374746853546	0.938495813522677
S10089	0.319892919849322	0	0.0644774039670792	0.135250926781597	0.122800199930397	0.206669090979556	0	0.150909458492048	9999	0.381040716388264	0.928691141706934
S1009	0.238237706620189	0.0811025821386632	0.0477394730281323	0.105652616723857	0.0901453091534831	0.217820980379367	0	0.219301331956308	9999	0.373439366763291	0.928643689975585
S10090	0.319935398256623	0	0.0548736218267128	0.136725239025967	0.119840316810678	0.14275874140422	0	0.225866682675798	9999	0.347081208214196	0.944580006897278
