T cells	CD8 T cells	Cytotoxic lymphocytes	NK cells	B lineage	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
Mix_1	269.117436428571	370.055195	3249.47698144286	135.407354166667	421.9467875125	76.7017141666667	93.300035	38.4382166666667	6.28989	31.44945
Mix_2	338.463327607857	83.70380498	2530.97606888357	109.240559025	924.2886261045	46.6991567238333	38.48246967425	33.1031997083333	6.384188515	31.566265435
Mix_3	400.925370524286	1485.564257	4078.38137686429	174.533505636667	332.4783868515	38.471490636	46.589328103	32.4713498883333	6.353090196	43.942207185
Mix_4	421.789554281429	964.5705344	3682.94059481143	156.952766393333	490.771471411375	32.7124966383333	28.735463656	32.71249664	6.049571296	39.322213425
Mix_5	213.435120616786	499.3658313	3543.60180859571	156.157333993333	1359.7083323325	30.7250105833333	15.44691465925	36.633666465	7.090387057	33.426110415
Mix_6	185.132497666357	788.6589709	2777.26092524171	122.297440201667	738.5701932105	85.501862535	100.177555353	39.135180865	2.552294404	41.47478407
Mix_7	523.776726911429	1342.121904	2570.91873332471	102.367759141667	641.73840851425	21.7867242538333	15.892370773	28.5018104966667	8.953448323	36.26146571
Mix_8	471.226366955714	685.3378671	660.247180817429	25.3493530746667	879.305684743	57.036044415	62.4680486385	33.195581406	7.242672307	23.538685
Mix_9	353.563819311429	697.2266636	2975.83706287843	127.524558751667	832.80814084525	43.2012545096667	40.197958741	33.1517648183333	9.702955557	33.96034445
Mix_10	249.834679341143	1137.223143	2466.78600526129	102.464770978333	1043.39770678887	57.7967706695	58.4003922975	36.0663921483333	12.67605414	38.02816243
Mix_11	459.647755699286	163.0634931	2579.70457187757	105.82928693	747.149366261125	33.4766111741667	22.947677015	31.1368480283333	6.479344098	28.617103105
Mix_12	376.656151175857	858.5091839	3462.77344462143	143.683545425	205.7967447155	63.8593535146667	77.52924638875	36.320007315	5.986814392	41.90770075
Mix_13	342.283833338571	1066.761312	2367.38903883886	102.909695661667	1188.8738976235	36.9229311488333	30.2501122695	32.622670095	6.22796429	35.14351278
Mix_14	507.5403643	1466.227719	3946.88647328571	169.9380969	347.228555725125	16.3722698161667	10.23266863375	30.9253985416667	7.276564362	37.2923923555
Mix_15	571.732964669286	864.1822539	2003.33158822643	84.6052556338333	507.253831760125	33.7413817093333	39.532812907	28.2017518763333	4.028821697	29.712560015
Mix_16	473.084171201429	1101.672241	1502.45917119029	57.3787625415	819.603460386375	47.2592353268333	47.728697921	30.0456065651667	8.137351778	28.793706295
Mix_17	547.316283954286	1267.740853	2115.73926214971	89.3919832123333	597.865322075375	32.506175716	31.37748906075	28.2924121966667	7.223594603	32.506175715
Mix_18	644.121489428571	433.7839448	1139.04036927114	43.1003278485	523.043333434375	37.2609285923333	40.45869484375	22.8014637646667	3.336799575	23.3575970255
Mix_19	309.644868091643	1356.300192	3472.82911251071	143.360391688333	367.11348927	67.1655315681667	81.501570753	37.8598161483333	5.702733813	44.671414865
Mix_20	356.338671289286	882.6051782	1844.62329795014	75.5990059858333	937.520190379	59.7390746616667	64.62922013375	33.9666862516667	9.515958795	33.702354065
Mix_21	349.975339752143	986.0995813	1462.84656394957	56.1051593778333	865.590986483625	69.4705245716667	86.14051303	33.6337211996667	10.57479444	33.48684905
Mix_22	314.777560653571	1163.530639	2869.09212591429	118.919409801667	367.87303745175	75.5445490866667	93.798136297	39.0373746483333	8.674972144	40.663931925
Mix_23	346.968510106429	232.6974439	1727.97999031043	78.7410542516667	1248.545186835	46.7157747331667	44.51220044	33.49432905	7.051437695	32.61289934
Mix_24	733.108157585714	1502.168513	935.688546783286	35.8590573865	59.493436126125	38.6843164526667	53.7885860825	26.0793144626667	9.127760062	31.29517736
Mix_25	418.784920080714	1112.759931	2224.49132780314	92.9299870296667	1151.558533788	27.3323491293333	16.9993878735	29.0656200516667	10.39962552	35.99870373
Mix_26	558.026138974286	1309.328308	1534.78817134886	54.706748608	819.0872046715	32.2991873721667	20.2879270675	27.8580491086667	8.478536685	30.28048816
Mix_27	438.171395300786	1972.147931	560.959826386429	13.671059134	1019.90983670912	62.1056686316667	65.62108385775	29.6857284081667	14.06166082	35.740054595
Mix_28	349.186925676429	740.5369268	2272.42550013414	97.2306075383333	690.32453680725	64.1389815783333	73.9770325455	34.36929491	7.666013735	32.197257685
Mix_29	525.3562126	1284.037013	1392.42974833971	57.2490421955	962.310153644125	32.8504253298333	33.0098934255	27.5879785543333	8.611276543	30.617872155
Mix_30	394.260730255929	1554.885662	4113.21819918	168.833698733333	647.545899157875	22.7804320805	10.663180974	34.4129931433333	10.66318097	41.19865376
Mix_31	435.589886089286	924.5088065	1830.96351285786	71.2905493988333	875.050987776625	46.0148091548333	48.85022873525	30.7845554183333	7.777150843	26.73395602
Mix_32	614.311471164286	653.0008264	889.181141904571	39.9475457365	508.859386725125	48.12578345	49.54124767925	23.5910703195	7.549142502	31.14021282
Mix_33	549.646673131429	1197.254355	1970.08130341229	83.1631672933333	326.71683662925	47.1175933033333	56.28276484725	30.26351946	9.595750072	35.799529115
Mix_34	217.907804411429	872.4053129	2499.16641835929	108.147553026667	835.1519804475	79.2479981283333	101.5999976175	41.9946656833333	9.482666445	39.96266573
Mix_35	387.931466272857	498.2408109	3329.30857251714	140.916592976667	667.19693009675	34.6300130703333	25.34341787225	33.1920886516667	4.313773255	32.35329941
Mix_36	396.838248773571	1028.010195	2592.78323605914	109.417953518333	824.212774116375	40.9669115085	34.22552100125	33.6032388066667	7.467386401	37.959214205
Mix_37	355.4922282345	1353.7008	4175.40897356286	176.1568357	379.5591675195	40.5316613135	47.61761607125	33.5874256316667	8.503145729	41.665414075
Mix_38	421.647374537857	746.2094654	2987.83168096271	129.607428031667	230.991871855	55.8846272948333	65.302683915	35.052634535	5.987638639	35.177377005
Mix_39	302.689578102714	557.586065	691.774359765571	25.5560279783333	1117.71879707	81.8507749216667	94.36071869075	37.708544778	10.72280894	25.198601015
Mix_40	309.616974260571	1275.356834	4110.67802690571	172.877813755	761.1000458585	37.0556664096667	24.94692502425	35.742670355	8.753307026	41.140543025
