Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells
Mix_1	0.0928	0.4059	0.3569	0	0.1443	0
Mix_2	0.2809	0.1517	0.2765	0	0.2909	0
Mix_3	0.0478	0.1377	0.4574	0	0.095	0.2621
Mix_4	0.0974	0.0758	0.449	0	0.2571	0.1207
Mix_5	0.4745	0.018	0.4355	0	0.0719	0
Mix_6	0.1875	0.4651	0.2776	0	0.0154	0.0543
Mix_7	0.1455	0.0336	0.2391	0	0.2866	0.2952
Mix_8	0.253	0.2587	0.0061	0	0.3885	0.0936
Mix_9	0.2404	0.1341	0.3454	0	0.2251	0.0551
Mix_10	0.3272	0.2698	0.2407	0	0	0.1623
Mix_11	0.1836	0.0735	0.2801	0	0.4628	0
Mix_12	0.0176	0.3254	0.3756	0	0.202	0.0795
Mix_13	0.3931	0.0851	0.2366	0	0.1154	0.1698
Mix_14	0.0369	0.0054	0.4457	0	0.216	0.296
Mix_15	0.0906	0.1142	0.159	0	0.4824	0.1538
Mix_16	0.2242	0.1877	0.1039	0	0.2838	0.2004
Mix_17	0.127	0.0928	0.1677	0	0.3294	0.2832
Mix_18	0.1016	0.127	0.0564	0	0.6856	0.0294
Mix_19	0.0709	0.3453	0.3604	0	0.0192	0.2042
Mix_20	0.2712	0.2661	0.1599	0	0.1785	0.1243
Mix_21	0.2403	0.3748	0.0911	0	0.1331	0.1608
Mix_22	0.0742	0.4165	0.2806	0	0.0677	0.161
Mix_23	0.4059	0.1357	0.163	0	0.2954	0
Mix_24	0	0.2023	0	0	0.4987	0.299
Mix_25	0.3718	0.0261	0.2094	0	0.1969	0.1958
Mix_26	0.2094	0.0732	0.0988	0	0.3259	0.2928
Mix_27	0.2769	0.2931	0	0	0.0224	0.4075
Mix_28	0.1791	0.3254	0.2275	0	0.2134	0.0546
Mix_29	0.2709	0.0768	0.072	0	0.3082	0.2721
Mix_30	0.1429	0.0103	0.4748	0	0.06	0.3121
Mix_31	0.2558	0.1666	0.1527	0	0.2928	0.1322
Mix_32	0.0966	0.198	0.0277	0	0.5882	0.0895
Mix_33	0.0438	0.2223	0.1547	0	0.3343	0.2449
Mix_34	0.2313	0.4192	0.2388	0	0.026	0.0846
Mix_35	0.1694	0.08	0.4122	0	0.3214	0.017
Mix_36	0.2306	0.1205	0.2776	0	0.2165	0.1549
Mix_37	0.0608	0.1538	0.4898	0	0.0653	0.2303
Mix_38	0.0273	0.2851	0.3276	0	0.288	0.072
Mix_39	0.3335	0.4144	0.0252	0	0.1904	0.0364
Mix_40	0.2034	0.0744	0.5035	0	0.0349	0.1837
Mix_41	0.1482	0.1519	0.5494	0	0.1504	0
Mix_42	0.2272	0.081	0.0141	0	0.3396	0.3382
Mix_43	0.2909	0.2549	0.3103	0	0.0179	0.1261
Mix_44	0.0624	0.2754	0.4492	0	0.213	0
Mix_45	0.0877	0.2345	0.1691	0	0.0351	0.4736
Mix_46	0.2368	0.1836	0	0	0.1055	0.4742
Mix_47	0.1799	0.3534	0.2768	0	0.0606	0.1293
Mix_48	0.2381	0.1152	0.2752	0	0.2972	0.0743
Mix_49	0.0636	0.0227	0.5994	0	0.2967	0.0177
Mix_50	0.0509	0.1964	0.0161	0	0.2357	0.5009
Mix_51	0.2257	0.1599	0.1744	0	0.3731	0.0669
Mix_52	0.0021	0.1293	0.3023	0	0.1186	0.4478
Mix_53	0.1839	0.3299	0.1194	0	0.1364	0.2304
Mix_54	0.0735	0.3083	0.618	0	3e-04	0
Mix_55	0.0167	0.1267	0.5777	0	0.0916	0.1873
Mix_56	0.0628	0.2438	0.0792	0	0.1853	0.4288
Mix_57	0	0.1374	0.6526	0	0.2101	0
Mix_58	0.103	0.1095	0.1469	0	0.4095	0.2311
Mix_59	0.058	0.0941	0.7139	0	0.062	0.072
Mix_60	0.393	0.0081	0	1e-04	0	0.5987
Mix_61	0.3569	0.1962	0.3466	0	0.0474	0.0528
Mix_62	0.432	0	0.4924	0	0.0527	0.0229
Mix_63	0.0338	0.3041	0.5816	0	0.0761	0.0044
Mix_64	0.2024	0.4219	0.1797	0	0.0304	0.1656
Mix_65	0.2093	0.3302	0.1465	0	0.1041	0.2099
Mix_66	0.2583	0.0333	0.307	0	0.2728	0.1285
Mix_67	0.4429	0.3039	0.1981	0	0.0551	0
Mix_68	0.1074	0.2307	0.0235	0	0.2262	0.4122
Mix_69	0.4109	0.109	0.2703	0	0.0633	0.1465
Mix_70	0.0946	0.1673	0.056	0	0.3261	0.356
Mix_71	0.1458	0.1134	0.4515	0	0.0175	0.2718
Mix_72	0.0723	0.3674	0	0	0.443	0.1174
Mix_73	0	0.0817	0.5952	0	0.1813	0.1418
Mix_74	0.3192	0.2366	0.3815	0	0.0215	0.0412
Mix_75	0.1323	0.0446	0.6017	0	0.2214	0
Mix_76	0.1381	0.03	0.5947	0	0.1441	0.0931
Mix_77	0.1349	0.3437	0.3298	0	0.1915	0
Mix_78	0.0176	0.0056	0.3778	0	0.3242	0.2747
Mix_79	0.0422	0.2033	0.734	0	0.0205	0
Mix_80	0.1532	0.1583	0.2267	0	0.4499	0.0119
Mix_81	0.1654	0.2349	0.3998	0	0.046	0.1539
Mix_82	0.2153	0	0.3852	0	0.1351	0.2644
Mix_83	0.2927	0.1992	0.3048	0	0.1082	0.0951
Mix_84	0.1499	0.2511	0.1231	0	0.2088	0.2671
Mix_85	0.1606	0.0185	0.4775	0	0.3015	0.0419
Mix_86	0.0983	0.2554	0.4478	0	0.0288	0.1698
Mix_87	0.5421	0.2241	0.2338	0	0	0
Mix_88	0.2781	0.1256	0	0	0.3102	0.2861
Mix_89	0.0059	0.3506	0.4279	0	0.1917	0.024
Mix_90	0.1603	0.013	0.7302	0	0.0965	0
Mix_91	0.5598	0.0405	0.227	0	0.1726	0
Mix_92	0.1994	0.1653	0.5059	0	0.1295	0
Mix_93	0.0752	0.32	0	0	0.4318	0.173
Mix_94	0.3556	0.1299	0.0236	0	0.3006	0.1903
Mix_95	0.13	0.1125	0.365	0	0.3925	0
Mix_96	0.039	0.1533	0.1845	0	0.4199	0.2033
Mix_97	0.2337	0.2719	0.3901	0	0.0476	0.0568
Mix_98	0.3297	0.5601	0	0	0.1103	0
Mix_99	0	0.0462	0.1494	0	0.6587	0.1456
Mix_100	0.187	0.3641	0.2974	0	0.1515	0
