naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
mix_1	0.00367365533950294	0.00274171512616829	0.013206070920922	0.0142584277584801	0.0113797068833051	0.199991974575339	0.0026241268622979	0.0506783911806331	0.176874590116858	0.0621559110475813	0.0202789646365996	0.0336233392986108	0.0168616415568314	0.0250495937823407	0.00299626100941742	0.194158306518136	0.00330575234556417	0.125449409478189	0.014880869319628	0.0258112922435948
mix_2	0.0028087496923495	0.0370031305155093	0.00569459815614771	0.0114686692125698	0.0114598247708442	0.143341210379288	0.0014150010167195	0.024058539796615	0.126605667636453	0.0455710494787687	0.0106949580214637	0.0478581332930704	0.0456907480800455	0.0432426000534916	0.00182073105021833	0.150856389088017	0.000724767220714662	0.187300595802887	0.0627040910522613	0.0396805456825657
mix_3	0.0054399709643646	0.0181244059059433	0.0171057295118822	0.0226055776307502	0.00826657656015683	0.10472227924271	0.00279606575668529	0.0357191058937541	0.0617714068811001	0.167852195733425	0.0427483985345256	0.0453526935034571	0.0439184640759113	0.0447279800850912	0.00170060786430007	0.114542971555762	0.00379040556839739	0.14110067691898	0.0655528638986206	0.0521616239141837
mix_4	0.00452556603628915	0.0271584171064148	0.00684437145568333	0.00464252588945215	0.0101984717935657	0.146761320184408	0.00119685037226204	0.0898043918493481	0.121206422814791	0.0752306427235767	0.0146916343040651	0.019170454760081	0.0243539258229949	0.021147895715556	0.00203056572992452	0.225872740460063	0.000902246969424042	0.116064107396871	0.0519500440841115	0.0362474045311185
mix_5	0.00378393951065319	0.0268009536595345	0.00982621218302136	0.010870398270153	0.00977545268848493	0.138715519383358	0.00121668258710653	0.063658419125142	0.123526017375989	0.119354746235665	0.0254997632859242	0.0194715852278147	0.0278985695683375	0.026155321339452	0.00220161437567144	0.185718392479209	0.00187678834391083	0.0966076484376172	0.0661562460346108	0.0408857298883451
mix_6	0.00345395292850205	0.0269638732351874	0.00435640591834387	0.00466645984116882	0.0121673080807119	0.159706001496091	0.00121916927847503	0.0802640178679352	0.134743781045697	0.0760911966781273	0.013297795494948	0.0227075029376167	0.0121441646149518	0.0129720955141009	0.00224619597286894	0.21970204081924	0.001398451907743	0.115718568705703	0.0504615694192407	0.045719448243347
mix_7	0.00498844281218118	0.0270231070272575	0.010219054819536	0.0077612378530541	0.00862485308505504	0.134619004928768	0.00161043500498174	0.056475770215908	0.104955798861585	0.140337803992891	0.0248061095474275	0.0264937130987149	0.043191491334292	0.0376159718576987	0.00181628348391041	0.147846851728917	0.00235561868982815	0.101734311964159	0.0676968867914356	0.0498272529023988
mix_8	0.00302416732412683	0.00846200760795828	0.00621009600146039	0.0072856876536514	0.00886326238756427	0.161071654023015	0.00153632324363737	0.0325663711076976	0.135380285391472	0.10475408903558	0.0199692684919701	0.0399089659262922	0.0378348895621911	0.0411476438063123	0.0014345502382483	0.167357072636995	0.00149823954899877	0.132387402186972	0.0421423209450089	0.0471657028808473
mix_9	0.0048889858306797	0.0321717096471255	0.00568372186866148	0.00862169373937264	0.0106426100283874	0.171022790803534	0.00132357334321823	0.0937675921087035	0.145227511988591	0.0519548317823928	0.0102027864306684	0.0149194572572767	0.00551020236561479	0.008943163297788	0.00181647980117921	0.233846367291536	0.00178046543786977	0.114763793870057	0.0440924448852855	0.0388198182220579
mix_10	0.00542273667726898	0.0400238738894748	0.0204506046388393	0.0202893665729452	0.0077598217054464	0.0718730764785673	0.00207894887703167	0.0914854239512983	0.0531739023209845	0.0867685569137927	0.027469697847223	0.0283329025258448	0.0424927764458585	0.0339675722741646	0.00202719077686622	0.193918646019437	0.00355533361052611	0.152154270510328	0.0622047263259235	0.0545505716381798
