naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
Mix_1	0.0167	0	0.0276	0.1325	0	0.0437	0	0.1042	0.5239	0	0	0.0232	0	0	0	0	0	0.0365	0.0151	0.0767
Mix_2	0.1252	0	0	0.0768	0	0.0205	0	0.2337	0.4904	0	0	0.008	0	0	0	0	0	0	0	0.0455
Mix_3	0.0222	0	0	0.0684	0	0.0818	0	0	0.7932	0	0	0.0286	0	0	0	0	0	0	0	0.0058
Mix_4	0.0521	0	0	0.0364	0	0.0844	0	0.0616	0.7462	0	0	0.0133	0	0	0	0	0	0	0	0.0059
Mix_5	0.2462	0	0	0.0468	0	0.1309	0	0	0.5268	0	0	0	0	0	0	0	0	0	0	0.0493
Mix_6	0.112	0	0.0642	0.1408	0	0	0	0	0.461	0	0	0.0367	0	0	0	0	0	0.0615	0.0116	0.1122
Mix_7	0.0638	0	0	0.03	0	0	0	0.1193	0.7848	0	0	0	0	0	0	0	0	0	0	0.002
Mix_8	0.0911	0	0	0.0935	0	0	0	0.3582	0.4072	0	0	0.0214	0	0	0	0	0	0	0	0.0288
Mix_9	0.121	0	0	0.0708	0	0.0345	0	0.0835	0.6298	0	0	0.0173	0	0	0	0	0	0	0	0.0431
Mix_10	0.1682	0	0	0.1208	0	0	0	0	0.5625	0	0	0.0231	0	0	0	0	0	0.0285	0.0069	0.09
Mix_11	0.0834	0	0	0.0397	0	0.021	0	0.3208	0.5137	0	0	0	0	0	0	0	0	0	0	0.0214
Mix_12	0	0	0	0.1229	0	0.043	0	0.0647	0.6723	0	0	0.0542	0	0	0	0	0	0	0	0.0429
Mix_13	0.1876	0	0	0.0755	0	0	0	0.0011	0.6604	0	0	0.0082	0	0	0	0	0	0	0	0.0672
Mix_14	0.0103	0	0	0.0076	0	0.0787	0	0	0.9034	0	0	0	0	0	0	0	0	0	0	0
Mix_15	0.0192	0	0	0.0376	0	0	0	0.3359	0.5994	0	0	0.0079	0	0	0	0	0	0	0	0
Mix_16	0.0899	0	0	0.0725	0	0	0	0.2154	0.5674	0	0	0.0224	0	0	0	0	0	0	0	0.0324
Mix_17	0.0414	0	0	0.0423	0	0	0	0.2181	0.6923	0	0	0.0059	0	0	0	0	0	0	0	0
Mix_18	0	0	0	0.031	0	0	0	0.5173	0.4517	0	0	0	0	0	0	0	0	0	0	0
Mix_19	0.0266	0	0.0077	0.1278	0	0.0391	0	0	0.6408	0	0	0.036	0	0	0	0	0	0.0368	0.0132	0.0719
Mix_20	0.1251	0	0	0.1096	0	0	0	0.1207	0.5451	0	0	0.0318	0	0	0	0	0	0.0058	0	0.062
Mix_21	0.1058	0	0.0087	0.1254	0	0	0	0.1273	0.4872	0	0	0.0394	0	0	0	0	0	0.0234	0.0088	0.0741
