B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils	otherCells
mix_15	0.141393875259587	0.213708984551614	0.0113703077845268	0.177013080852989	0.124396146351946	0.000871885237844991	0.00616161941405933	0.0516416990486916	5.37529754058969e-07	0.155388815352193	2.69719694334631e-06	1.43694444487182e-06	0.00248070234498107	3.76119999941639e-06	6.25054892043611e-08	0.0984768159506131	0.00286364190195757	0.00602265942016148	0.00544256073026785	0.000208336189119333	2.39662393245415e-06	0.002539633810468	8.34379841758419e-06
mix_16	0.138775162880119	0.183054744738273	0.0514458240768553	0.00577910721782378	0.012262493749299	0.037191232271463	0.079872582138252	0.0744323832674863	0.00164216999295567	0.17638071323766	7.97634629957623e-05	2.09900276488019e-05	0.0168947109855154	0.00122907949318023	0.000945354305781076	0.0452106752033486	0.0604277128426489	0.103633600816918	0.00122022065602806	0.00443879912132393	6.79542422827099e-05	0.00498771659380288	7.00867833856852e-06
mix_17	0.219524800148085	0.323529149113172	1.52693134637893e-05	0.000520950349208057	0.00112361187272695	0.00227507882570864	0.0392299970771515	0.156952990747688	0.000320681645213544	0.014472145462418	9.1723178928314e-06	7.71929481980008e-05	3.58020007957462e-05	2.5574260360097e-05	4.23640154443877e-05	0.164581507189114	0.00280381074481592	0.0740649752329392	0.000246481561734783	4.06251328959439e-05	1.05848716115514e-05	9.44981935699678e-05	2.73697579222623e-06
mix_18	0.0468934874576199	0.0807441912382543	0.40393902732485	0.000201483455086157	0.01507354699524	2.66492755214477e-05	0.0196837711105864	0.15924355553407	1.53871872132755e-05	0.0916851944420487	1.17064601619703e-07	4.30715904667973e-06	0.0691536644034991	0.00933639342537246	7.64433473526722e-06	0.0265819388595089	0.022355078603166	0.0546039990534175	0.000401483985326936	2.62215166739896e-05	1.37599596302278e-05	4.06710878916422e-06	5.03050574201811e-06
mix_19	0.120692274869168	0.249025404517496	0.137551941956317	0.0080247958602913	0.0348844400385767	1.71138977958433e-05	0.0621386552968398	0.0112555833087149	0.00288734280132745	0.202140260061278	1.68066248912323e-07	1.00676997298091e-06	0.00118101470950836	5.96291963845961e-06	1.68022727425325e-06	0.0935266517837789	0.0145262992430286	0.061097422020099	0.000683925683690973	0.000351382908657293	4.95403274177417e-08	1.06950545702781e-06	5.55401451255995e-06
mix_20	0.0277787184995455	0.173824650130809	0.00504671616424032	0.0304796523059461	0.0970466116784593	0.000603686890765966	0.12798166046808	0.120076761583008	6.29225102281605e-07	0.219783780800539	5.83216760389497e-07	4.26148523197485e-07	4.4873472711236e-06	7.82797410379378e-07	1.69739617906068e-08	0.010333055925027	0.000355427930389097	0.185713864062707	9.49402017492613e-07	9.97062545905553e-07	5.01987638353028e-07	0.000964443279370554	1.59611988210577e-06
mix_21	0.176139071434752	0.227376497990003	0.059281827710746	8.55912562684511e-05	0.00408698960744778	0.000328960158636964	0.0688899300755321	0.0573894937543611	4.17394222076045e-05	0.200919687143249	9.58644237695058e-07	8.87970792159369e-07	1.37477441508569e-05	5.50720760881817e-06	4.75664961759433e-06	0.0880305490308045	0.00282051895683027	0.114388088025409	3.18240999626611e-06	0.000187911429781512	1.40690658483871e-06	2.81451678171982e-07	2.41501930493874e-06
mix_22	0.12153076054895	0.258731643995884	0.0921238576937229	0.118296129121289	0.0954867577664996	0.000520807831400993	0.044727539949826	0.0522503064881953	4.27774303248599e-06	0.0951528982299953	1.51942190704386e-05	1.84849963993615e-05	1.47996980046944e-05	1.45633488352246e-05	2.39684137134978e-06	0.0964720408541793	0.0193987337356765	0.00442446209544233	0.000717864839014083	7.66246482963635e-05	2.66563596747057e-06	1.40698853635892e-05	3.11983358393499e-06
mix_23	0.152467770122751	0.318867976570249	0.104895434116788	5.28197640435627e-06	0.00146778022699623	0.000864253216987094	0.0993517064804782	0.0107092805604834	0.000596546849817195	0.154625947013335	1.36885623302847e-05	8.85720280866494e-06	0.00196956832001838	4.05788451081292e-05	3.60844239171513e-05	0.0961103099891251	0.000103614724408656	0.057668403035719	6.99388445002457e-06	3.04838093290538e-05	5.2367105775013e-06	0.000153537650859626	6.65707059826457e-07
mix_24	0.00143851868438166	0.00924817357188121	0.465661231525241	0.180086274871529	0.0368014131102658	1.79305395812192e-06	0.0557472105189486	0.0511432447316142	2.5829365732056e-06	0.122203634404636	2.32040182337893e-06	3.93352152587308e-06	0.025089947518136	0.0140325433680316	3.38015722282904e-06	0.0136094091686152	0.00152748381119531	0.0223029024433751	0.000132467271364327	0.00092798186754221	1.46144240081206e-05	2.97836022717668e-07	1.86408021087988e-05
mix_25	0.0189952884713006	0.133751559589338	0.188661893178169	6.01209400239848e-06	0.000327108483535601	0.000258934857648458	0.215945256923387	0.120447074744887	1.33078995033535e-06	0.0747892834797435	5.10142952946857e-07	1.46923655605192e-06	0.000295711767975767	2.68161297174339e-06	2.23988223124799e-06	0.000599557937008537	0.0011946471665437	0.244709639292278	7.20996432882565e-07	3.07320726129893e-06	7.88602265419965e-07	1.25108466034376e-06	3.96645889924981e-06
mix_26	0.0494332198205984	0.0358266601080613	0.00717167159342833	0.117338658766142	0.218922944665237	0.000740609584416497	0.0225967181433411	0.133662476371749	3.85226079829434e-07	0.29956848812134	1.49838679565767e-06	1.14832641055539e-06	3.22732421517164e-06	1.49729216165919e-06	2.30956595537427e-07	0.000355752846824576	0.000818784301139862	0.113544238850643	7.71090796536344e-07	5.33392322766453e-06	6.32082783796764e-07	8.99858921754713e-07	4.15235909039816e-06
mix_27	0.0965750140064478	0.259077821574389	0.159552613535681	0.164217437633699	0.0149570746077899	0.000195934991313543	0.00746552537258203	0.000860311233308182	9.82086964884818e-07	0.0589901762078318	7.67883599615821e-07	9.56706387345644e-07	0.000119288368459447	3.95465212718867e-06	1.11771759082297e-05	0.202737411004345	1.82906366054026e-06	9.68097917061546e-06	0.0177376790249551	0.0174366326581552	4.46385122705234e-05	9.93375300522917e-07	2.09934565383271e-06
mix_28	0.0918712298640875	0.204910148011922	0.00201394493371609	7.81592992588341e-05	0.104489971375476	0.00223764563790157	0.0747694465372586	0.106517407960427	6.99759031813345e-07	0.187446548115695	6.41348279986534e-07	3.5565571024443e-07	1.0596132577208e-06	6.43786973513499e-07	4.56271404150607e-07	0.036082131151134	0.0575767587785899	0.131916308732163	5.01290789515746e-06	8.22232010484777e-07	5.23544909642746e-07	7.81146517443161e-05	1.96983115426079e-06
mix_29	0.0432563797386391	0.202181344782012	0.125476728610144	0.0960961094195681	0.0735202965351085	0.00288690076509078	0.131714354836344	0.0536970850249951	1.48580249784243e-06	0.154857714153622	2.95782638062232e-07	5.27449150335436e-07	0.0107352842860047	4.99808332027107e-06	5.83892002179078e-07	0.0291630968564514	0.000570966431812524	0.0690254764863095	0.00680067755623369	4.45739322170302e-06	1.2729002112794e-06	6.52423050539198e-07	3.31079157141386e-06
mix_30	0.145885692101455	0.171958481110758	0.131351023628989	0.0211309623527893	0.0580002243935725	0.00268579151448934	0.0740447049612279	0.0540437192509268	1.70327003115421e-06	0.180118865419322	1.66340002087806e-07	1.49894571089664e-06	0.00113606732648905	7.40213093565737e-08	5.41877915185803e-06	0.0573971509686191	0.00151098814792881	0.100686395680289	3.28049321461469e-05	2.94274499976934e-06	1.81401425576991e-06	7.23782789458586e-07	2.7863127479694e-06
mix_31	0.0765904686148862	0.166356008025808	0.163229797017441	4.21654790086627e-06	0.0377530291808238	3.651423961753e-06	0.088938756774626	0.141825288147669	2.68784315524246e-06	0.133122500024948	4.83220483128872e-07	3.16066192127576e-06	5.30498083140224e-05	6.06242524173881e-06	1.68693762264039e-06	0.0272448972987998	0.000301938923203721	0.164549596427067	3.86167759610836e-06	2.37921893044847e-06	1.2680086820134e-06	1.20743186181551e-06	4.00435905656266e-06
mix_32	0.155708374348148	0.140386943106815	0.0934947280910286	1.74920372251434e-05	0.0931743614733531	2.17272208429819e-05	0.0604357259498973	0.0663558816398019	2.98711409392262e-06	0.19109042808092	6.08875440992097e-07	1.50087894713209e-06	4.52223792080156e-06	6.83421410911434e-06	1.43408738833778e-06	0.0481968759816344	0.00534003655210398	0.139934041914627	0.00579939142093948	1.21121056906922e-05	6.30160591195199e-06	5.71378523360595e-08	7.63392530762214e-06
mix_33	0.151780849246946	0.162107360400486	0.154901862351697	0.00033673322939902	0.0596725526969291	8.95316885214106e-05	0.0596312642758917	0.0668555066583315	3.66275032111699e-06	0.126022030550606	1.44146639636277e-06	1.74839317367203e-06	0.00056933760533076	8.8676417207325e-05	1.58745657016404e-06	0.0869734201716162	0.000273413473766044	0.121175535240824	0.00943455436271934	7.05951916933911e-05	1.03514594995953e-06	1.49128804458656e-06	5.80993758036257e-06
mix_34	0.00383366513929508	0.0670981008587401	0.28571892150961	0.0375776040177365	0.116326556738659	0.0283369810670795	0.00322983889480611	0.133900080515861	1.7439429305974e-06	0.171205032621083	7.86391782862857e-07	1.85404842230136e-06	0.0330990592639165	0.00451228963435924	1.3578371816329e-06	6.36704449212895e-06	0.0495652935363508	0.055720364426413	0.0080233908873094	0.00182803951463048	3.6525450793887e-06	2.61440712693137e-07	8.75812354812737e-06
mix_35	0.0759707980483967	0.107208056449859	0.189719728603175	0.00826883188316451	0.116885061357326	2.92961118499971e-05	0.0238222802529507	0.101093379531306	2.21632856586174e-06	0.167497467868897	1.24882787782215e-06	3.53865374354601e-07	0.000696686639031115	1.5652448401812e-05	4.70832611047953e-06	0.0623235931160845	0.0633817542405019	0.0830224979232625	3.85976631625042e-05	3.74848269911822e-06	1.99131305754671e-06	1.16461206916343e-06	1.08861068757744e-05
mix_36	0.187220350965204	0.271157741031562	0.0423968225420007	0.00101208289918743	0.028477892739711	0.000714540572840579	0.0176953380675188	0.152067457292145	0.00122638424358831	0.0894877599616298	1.144525112689e-06	5.0472081724548e-07	0.0030082732924083	0.000207563035555604	5.30058954842867e-07	0.0898108992730243	0.00363927593163623	0.111685465647471	9.31920660177374e-05	2.12035545767036e-05	7.10842020297382e-07	7.30176915610441e-05	1.84904545538774e-06
mix_37	0.193567212087916	0.279959184638626	0.054140898674439	2.41202902062533e-06	0.0135247276791585	0.00222134791559274	0.0851536931274213	0.0699136519631303	0.000983471747438499	0.0662742276730292	3.83404446805933e-06	5.68370678808574e-07	0.00210312550736188	4.05017720698887e-06	6.05413292498829e-07	0.0692670769063624	0.0238327449918387	0.125837687748645	0.00110544878245844	4.43252511802146e-05	0.00622330858307316	0.00583630189839684	9.47892650405024e-08
mix_38	0.0930742564618504	0.107934509194876	0.0136223388162788	0.0729184875036941	0.117102696553912	0.0342574952111594	0.0696231597073033	0.131738103178662	8.78136657473539e-08	0.229905715577481	7.52835799151729e-07	5.87797990247975e-07	6.49710858583378e-06	1.73159445012636e-06	5.70127148130332e-07	0.00117732124560701	0.0141160757027318	0.114510212571951	6.48575327563387e-07	8.75472330785774e-07	6.73027443398518e-07	3.34663742332411e-06	3.85728432885236e-06
mix_39	0.164552562817681	0.172484391556496	0.0095763979297408	0.0834605630648433	0.108392331984961	0.110718120693078	0.0121254551024037	0.110983590001664	8.22994453896507e-07	0.111897365278564	5.92911182462873e-07	5.79246493629569e-07	1.56951984385423e-06	1.76777487238297e-06	6.67492507124304e-07	0.0956667687487878	0.000456629165992395	0.0191410868122366	0.000359377166430813	9.49830986865954e-06	3.08296109614965e-07	0.000166157854780703	3.39527700885306e-06
mix_40	0.130385552468004	0.205317074344153	0.127442105037266	7.63409003841731e-05	0.0317462439559132	0.109805936952717	0.0578818171429623	0.0864453986647123	0.000365940509877213	0.0485451983691104	1.65769761653147e-07	5.76778701572269e-06	0.00413621979523318	3.99077217448929e-06	7.93551102784978e-07	0.066804614057759	0.0408620945658772	0.086446201732185	0.00372448864435715	1.34403037488419e-06	8.52194213894154e-07	1.27433767903284e-06	5.84417166555961e-07
mix_41	0.0368609946953585	0.0912946615007838	0.229635457073661	0.108373012332398	0.0978579466681634	1.14448326158251e-05	0.0835307025609413	0.0406232899452385	1.19793444787999e-06	0.208832388996359	4.31070225522853e-07	1.26671662957905e-06	0.0266714942487046	7.47326054316744e-05	3.68776591943428e-07	0.0263058302754292	0.000844383300192281	0.0490590132129201	6.84681253504722e-06	3.97894983324076e-06	2.14694854652706e-06	4.06988091628255e-07	8.00355490047441e-06
mix_42	0.152774174406771	0.252582129900442	0.000304134208596356	0.00779495611910254	0.0391237718165239	0.0226803972784374	0.0845368591507547	0.0292228286813193	0.00522746737513363	0.179151657704549	2.28493429132007e-06	1.33982468165977e-06	0.000276545422157016	0.00017146885580667	1.73168417509649e-06	0.0990984819143248	0.00711182573476802	0.110686780984698	0.00141494360824407	0.000582347128674401	0.000175488153321449	0.00707828892770763	9.61855193190339e-08
mix_43	0.00313143284128089	0.0632851739224286	0.0886661808689869	0.103197518056003	0.168654377287419	9.23415940763873e-05	0.00607360570553719	0.150313378304215	1.70893315977203e-06	0.287513672744563	3.54254331620411e-07	6.00191089536064e-07	3.36079564823099e-06	6.54881089635981e-05	2.95087788356727e-07	3.40441872434978e-06	0.039288172903531	0.0896929361255113	4.38632468083319e-06	3.60399806992226e-06	9.7203486886776e-07	1.34586627316209e-06	5.68963284850748e-06
mix_44	0.049191921341037	0.0987062173863093	0.0654132508110657	0.00465475916380888	0.154442003016102	0.000755995658346316	0.0906027516475038	0.149328413722008	4.29883843171952e-07	0.163480882415621	7.04913981490516e-07	1.1778170421625e-07	1.45723179687745e-05	2.59337703430038e-06	9.39577062055595e-08	0.0032183875699356	0.0338935062004959	0.115874890702056	0.0704099230316364	3.78260093671015e-06	3.34565065664459e-07	6.18309748206404e-07	3.84962608621895e-06
mix_45	0.0342616646745073	0.0397151210071079	0.170754566462029	1.56432736690245e-06	8.0983352738856e-05	2.39316310124979e-06	0.223103389952212	0.216684530266323	0.00106929596332445	0.0623220402416263	5.26561114717231e-07	1.43107722688886e-06	8.13030995956769e-05	2.89156130874281e-06	2.1812862307609e-06	1.07628878215817e-06	0.00605919006113425	0.245840194761039	1.91049442642299e-06	2.74153827932687e-06	8.81382017784392e-07	9.36483173847566e-07	9.18599533268861e-06
mix_46	0.0696825317218645	0.192828369642328	0.0311327393837396	0.0347638219204325	0.104817908010521	2.7986433464829e-05	0.0973710030221554	0.0637786419465199	9.63177841752934e-07	0.234720958095374	1.20421250404413e-06	7.458703068613e-07	4.15611600582707e-06	1.63440065607041e-06	2.89429984889769e-07	0.053068192571232	0.00920761708610512	0.107822857387155	1.25861193160489e-06	1.95627501670934e-06	1.15885186707316e-09	0.000761051726564544	4.11179944349645e-06
mix_47	0.129173781904716	0.228882138718908	0.14614313542621	0.000189856686359421	0.00787423357586166	0.000784127255024195	0.172198807554308	0.00529120310437508	9.04308703575765e-08	0.084447227846964	5.83424556860631e-07	4.4017117161853e-07	0.00826914531013855	0.00139884030219251	1.28356296417323e-05	0.0915705798610837	0.00980086728506666	0.109642487718345	0.00430465345726465	9.64254552959167e-06	1.43614033064571e-06	9.71260604404818e-07	2.91439047793532e-06
mix_48	0.148252881193131	0.271996208252641	0.182387463420156	0.154083263306941	0.0633320444737171	3.28257949032846e-05	6.77945825191714e-06	0.00111827320248268	1.40047137524288e-06	0.015257260361615	3.22395786704698e-07	1.52942401321883e-06	0.00291117657379556	6.91224609163884e-05	8.24331022563401e-07	0.145237127768575	0.0010846103275599	4.50504299639035e-06	0.014203095120488	9.82730568069227e-06	3.2125721857064e-06	6.06058165090567e-07	5.6406836007531e-06
mix_49	0.11443182962454	0.220860055346269	0.144615051637351	0.0454299837979485	0.0737232319624775	0.0028993693064886	0.00378714581022414	0.0107779569448886	1.32511679727654e-06	0.150590931684781	1.74113429053737e-06	1.1756561724849e-06	0.0105485214234565	0.000509201873450121	8.34081456219827e-07	0.114442922990341	1.26405804878532e-05	0.0499410924876087	0.0560176162652486	0.000157484550813661	0.001245467955463	9.97718077192964e-07	3.42205136713704e-06
mix_50	0.192292691937455	0.220411205246307	0.0268166013076583	6.77363481443303e-07	0.00142205045401001	0.00556764241250204	0.185615110942128	0.095380904954772	2.28411200585755e-05	0.0465915403912635	5.23259140483028e-06	2.938669426845e-07	4.13760499325887e-06	1.1993024987025e-06	7.96467076036805e-07	0.0755366084454678	0.00580064511480206	0.144227691967006	0.000102050458598767	2.10733054820625e-07	4.43857836794409e-07	0.000198427014135731	9.96446547345815e-07
mix_51	0.0579741050893766	0.337170992986589	0.155070812544067	0.0546075153411405	0.0837108607570553	0.0234369470802813	0.00681354776352597	0.0198835711752694	2.04148560391575e-06	0.0302433898428012	1.01943727813051e-07	1.42766295761586e-06	0.00454684010863676	0.00119721289127515	2.86767834396048e-06	0.102148294936745	0.0184228042620099	0.0107292094686228	0.0863726779922221	0.00765946547531046	2.77486398195897e-06	5.86131673081962e-07	1.95251878290941e-06
mix_52	0.180049911336755	0.276911589081802	0.00633069280472798	0.00093426472681858	0.0772384121465461	0.0116852916797991	0.0705700257897832	0.080790696304231	1.10528731586335e-06	0.0992149941876934	3.94635416900435e-06	2.8390722507236e-06	6.94556658432727e-07	1.25218473270455e-06	3.99075002681676e-07	0.0986971764253156	0.00163132358100066	0.0166679347653755	0.0791525316379522	0.00011174254179603	3.86079543106002e-07	1.48518248698998e-06	1.30519824397045e-06
mix_53	0.153616071985065	0.241260408615552	0.160687659007718	0.0621172791935303	0.0629349437494723	0.000134444780688315	0.0130395478293382	0.00735480194525336	0.00072616734138677	0.121414299500001	4.8605674209184e-07	8.602743576578e-06	0.00113064666094552	1.73064209515438e-05	3.40137603154905e-05	0.110362184873851	0.00104941416331788	0.051991764078292	0.0118157993285991	0.000277340683943132	2.57197435991504e-05	3.93642411084839e-07	7.03895450131487e-07
mix_54	0.181183919636099	0.274823767706822	0.00701583016979708	5.27441690389916e-06	0.0223324054300925	0.00269849561016731	0.0929533465241933	0.0482642379075685	0.000931499744237506	0.161375985453899	4.81194439024131e-06	5.02980739867662e-07	2.87840960521553e-06	7.11747677505285e-07	1.44585859313093e-07	0.0932079529868312	8.70116948558554e-05	0.114802599407364	7.68600747979324e-06	4.68081024141104e-07	9.3430163073323e-07	0.000297045262101807	2.4899906603831e-06
mix_55	0.165284160955502	0.123518990217465	0.0962775493999824	0.0576866652492921	0.0184359707749963	0.141189104583838	0.0376141130687681	0.0586969010206984	5.0839975023069e-06	0.0179180222509588	5.65544614925211e-07	6.99660999011798e-07	0.0512611277273514	0.0195475945599952	7.64626936545506e-07	0.0937411241827582	0.0217342544737421	0.0134278925439063	0.0657336138050186	0.017922701913587	7.17514473731915e-07	4.58205622808344e-07	1.92372199071928e-06
mix_56	0.0768866116119634	0.194657713500515	0.0931303516974825	6.14779884327235e-07	3.50680920296895e-06	0.0320124382540169	0.135221912936407	0.128728211816623	0.00271835704175779	0.0693589265769166	2.86582943353099e-07	9.04619759044085e-07	0.000122267185986253	2.14099475635166e-06	6.50820738789265e-07	0.0315210190830455	0.0181812570361959	0.216806591406068	7.56224127281248e-07	9.2696776912786e-06	4.33109755664286e-07	0.000633558131020334	2.22010314262792e-06
mix_57	0.0066607185699475	0.0436710725268439	0.20062786017427	0.0467882789701134	0.120379258822633	0.00114283068037261	0.0264655896228664	0.15988544626542	2.66189520060288e-06	0.243229103375421	5.64960494165214e-07	3.87078857817178e-06	0.00275984777452093	9.88804538513398e-06	2.05649664247647e-06	1.2104462590261e-05	0.0259516531858224	0.122213599162353	0.000167890378099844	1.25326231882361e-05	3.67413962728839e-06	9.78301574059628e-07	8.51877803620055e-06
mix_58	0.117833419058227	0.174257530257388	0.0615783122481364	0.0656749884017693	0.120105572970328	0.00293106693642159	0.0709508398750676	0.0661843510194531	3.64835455816291e-07	0.150994093158529	3.99106423997285e-07	2.12426194458226e-07	2.8084757659421e-06	1.25343507461056e-06	1.46412899159385e-07	0.045546218065901	0.00366599792459557	0.119064775203855	0.0012007537514336	3.36866852915758e-06	3.56181919480866e-07	1.53251166785053e-06	1.63907496390774e-06
mix_59	0.00689663071156157	0.0517406407259383	0.239171456735786	0.0723208403604241	0.0930281091867178	6.82508428418173e-06	1.55758038991273e-05	0.105712124437505	2.28921908621427e-06	0.331343386057679	3.52464895343096e-07	1.80158336773699e-06	0.00977710616029323	0.000134232359714509	3.17144242468993e-07	0.000514376781031111	0.00497735564549547	0.0843243050404743	9.13654500059963e-07	9.17086549621495e-06	2.39303409427954e-06	6.18402559392974e-07	1.91785409541787e-05
