Gene,Chondrocyte.articular,B.cell.naive,B.cell.memory,Monocyte.CD14,NK.cell.CD56,Endothelial.large.blood.vessel,Endothelial.microvascular.mammary.or.endometrial,Endothelial.microvascular.non.reproductive,Epithelial.cell.mammary,Epithelial.renal.cortical,Epithelial.respiratory,Fibroblast.cardiac.ventricle,Fibroblast.of.arm,Fibroblast.of.lung,Fibroblast.of.the.aortic.adventitia,Fibroblast.or.papilla.dermal.cell,Hair.follicular.keratinocyte,Macrophage,Mature.neutrophil,Melanocyte.of.skin,Myometrial.cell,Osteoblast,MSC.like.pluripotent.cell,Myocyte.regular.cardiac,Smooth.muscle.cell.aortic,Smooth.muscle.cell.bronchial,Smooth.muscle.cell.of.bladder,Smooth.muscle.cell.coronary.artery,Smooth.muscle.cell.pulmonary.artery,Smooth.muscle.cell.of.trachea,Smooth.muscle.cell.uterine,T.Cell.CD4,T.cell.CD4.memory,T.cell.CD8.memory
Mix_61,116.786046911,107.457724449,276.709897261,226.996764108,276.937417309,145.157798431,357.843550747,154.554376923,127.616001787,137.877156506,194.802675566,139.765573001,1156.52997017,108.549820741,197.441908269,118.901983472,363.076512134,219.784378192,116.94531096,1477.69728729,372.541346642,154.486120893,355.295326062,225.01733957,209.636983505,305.309168841,1147.49742381,145.726598581,196.850356121,4069.15077347,132.166402995,144.702758307,403.438570824,279.32637794
Mix_62,125.582654299,116.203855472,277.562233806,144.465780818,303.582572416,150.867752489,357.703442151,163.510301572,126.102702409,138.171405317,185.459918708,111.344095467,1111.1276372,111.469624321,195.771217618,115.235490024,339.914209951,204.002324057,114.231259154,1529.92776703,354.565220751,157.969099202,342.729642864,208.431699413,208.377901342,302.757668507,1192.16548026,142.062799855,196.434727287,4077.08758716,138.673520726,156.104099065,410.586956002,293.540263935
Mix_63,113.03244614,82.6983373629,215.305996558,293.521460722,325.968924001,150.987439385,395.81635815,167.275212079,134.443502505,138.670211551,201.451783609,155.214148426,1264.46910578,98.6445578132,191.333298353,121.998192581,357.413077587,224.015578819,120.610636576,1546.16432,385.88999601,144.796804962,353.805431978,253.794665195,237.528239527,314.462882734,1056.07954217,147.443834842,176.603857781,3761.08793586,133.867133105,133.632315919,395.688276024,285.964617273
Mix_64,111.441459609,96.0457428627,268.68466946,319.841451631,256.027321311,144.038187981,375.643318277,144.038187966,131.928513524,137.587808621,203.186949583,167.060768361,1237.68175127,103.124932782,200.631138879,119.514575911,382.803645016,232.659909323,114.788354562,1439.93562718,392.479214095,152.374999032,360.166464677,247.791931317,218.704371603,311.991461669,1113.92777511,146.553430243,197.588507123,4078.18134954,126.999450068,137.66894546,408.747151936,316.109156664
Mix_65,113.485321025,95.8833252236,268.457719839,271.466741276,254.628693914,148.315133803,377.094306875,145.228158448,129.98037113,137.463947713,202.025386707,153.631591348,1207.84926366,108.059727987,201.370573742,118.053420903,372.76006873,228.046406192,113.656819655,1487.09580649,383.283848348,155.736347266,356.296200223,244.338776088,209.602508039,310.303385689,1132.56136485,146.288331797,203.506511245,4045.18496985,128.608382082,143.014267034,425.207468125,358.837498111
Mix_66,122.535020093,100.436480357,261.801073398,153.608734652,286.451378521,155.356002595,374.141602167,154.199537492,128.895578169,135.683525529,192.551440058,115.985907918,1145.90607626,114.552896811,198.006938497,115.156269901,337.097007982,205.850788781,106.570773524,1562.0198197,354.079446659,160.358971211,341.773149486,219.590097043,197.692681677,303.018998171,1137.44628255,145.337495108,209.40817601,3910.69988581,131.19593811,154.777770037,445.213925084,382.739668802
Mix_67,115.601335179,115.41244411,302.546827716,270.076452674,249.600660631,144.803894695,376.894353097,145.257233259,128.332593339,142.480534524,197.712283557,150.168401091,1196.53048637,103.380082916,198.27895677,119.964718914,389.814502311,236.378285719,118.113586423,1433.43766709,381.843299157,156.288471786,363.823091011,247.82508458,210.122426899,306.645763951,1063.32450356,149.242834849,205.740154053,3916.10856298,125.442559967,139.836059547,393.365654469,224.213700755
Mix_68,118.1349614,91.0797548321,256.423914167,228.778338129,251.782388864,155.938963352,383.088696122,143.724423147,131.855961585,134.604233117,208.257910576,147.42950034,1198.57211572,116.384210638,203.351736937,118.053531128,350.862667565,212.207278602,103.660731252,1552.30520025,374.049936346,163.654481249,352.796636409,236.432783341,201.580628606,308.82429167,1172.16835112,146.594840092,217.194882499,4136.90190942,127.173721156,153.14997667,463.093934486,470.89088267
Mix_69,121.027820497,111.852549992,287.297442111,191.08572709,269.873003161,150.851737159,358.41865105,150.988937447,129.07118846,135.794003491,195.115986065,126.395782492,1141.14640052,114.01345482,200.603998358,116.877511219,357.835549766,212.952025948,111.440949071,1505.68761517,364.849915441,156.545549879,350.615383612,215.027180576,204.994408141,304.413180356,1193.72841814,141.041915228,205.491759264,4182.12259648,132.929947107,152.978341903,421.376441763,326.759680284
Mix_70,121.473916969,88.8989442948,253.125976351,205.775487765,261.583176788,162.776523839,390.850502338,147.460140453,130.963682584,134.602245583,204.841262136,136.421527082,1223.34387935,118.81874939,205.80007265,117.466580719,353.506061957,213.052613747,105.542911467,1591.67462709,367.666955714,165.751294934,349.916668742,240.882703609,199.063814151,309.892475895,1164.36474033,149.451516147,219.665947812,4050.33522441,129.759023236,155.892756012,472.91484859,478.471032597
Mix_71,118.098644707,95.3548700874,244.249861632,208.108124256,304.601045219,154.343841257,373.935933568,165.948511708,131.841471376,133.703736476,197.538045521,129.530883198,1192.43592883,112.632551794,198.089827778,116.9950802,342.070508648,208.556447343,114.080980199,1551.05990493,367.711140061,154.878380312,344.72596071,221.10949352,218.523014201,308.756655305,1218.97320645,144.497976733,189.261311774,4179.54362568,138.618047134,153.37822232,426.803570446,380.988400471
Mix_72,115.26279288,83.1565501128,257.185409965,278.51721601,246.785907851,156.900268134,414.302745564,134.97646008,134.581792072,138.804739786,212.666858225,160.846948271,1281.9803697,108.07983506,202.997491923,120.551344248,375.250345718,230.782119972,107.231298836,1552.99889354,380.874364877,160.866681662,364.239108179,264.348634384,202.089755497,313.978136859,1027.91283702,150.68424695,222.829559518,3729.02071061,118.00573557,139.732209619,463.182378794,423.952378391
Mix_73,120.768256427,82.0684629124,212.900740717,199.537380354,334.706525114,159.094539866,395.360410591,176.587261533,135.231396404,140.128528455,198.520602975,130.894529474,1232.06447162,110.890990088,195.57402351,119.253465583,330.286655939,205.243784251,112.530284295,1639.91671913,364.62883194,154.570917893,343.525512899,233.589048552,224.562555139,315.014244132,1149.33199083,146.166941276,185.219494305,3886.87030742,138.55148594,150.773565481,446.240782549,397.912729427
Mix_74,113.668436714,105.67836826,271.577865484,246.509659213,278.30100975,143.297569998,366.563393738,152.098469927,129.716142888,136.084548382,191.05216512,141.52387617,1177.68203334,105.205383239,195.309030339,118.7361334,365.245792617,222.31985369,116.877977943,1453.1620253,372.610845116,150.30788374,348.370362622,229.684906209,217.100126102,304.078693587,1121.05896903,142.638769433,189.008194128,4001.41951997,132.520268388,142.875261954,392.898524203,266.527061132
Mix_75,123.304588399,93.0981776923,236.124155214,176.923262731,325.696721426,158.505615348,386.733869901,172.240810004,131.586102819,138.674050868,194.000443254,120.219678368,1202.19678366,108.963429273,194.992021473,119.375000619,336.016479986,209.388268275,117.263306266,1624.44384402,360.457046941,155.861406756,341.929224217,231.955854158,218.955161883,309.280593053,1107.97848986,149.324335498,193.174128079,3779.16168685,137.021420501,152.152169682,435.780266836,337.246771504
Mix_76,124.442244266,95.5048829032,237.139551484,171.692435133,327.390120425,155.697685317,382.425195564,172.387859018,132.091907228,138.852972971,190.391611226,120.636730125,1186.10342126,113.914299048,194.216442701,116.502821352,331.23426924,207.062467616,115.730128137,1607.95528887,360.403438556,157.24307177,341.646310473,224.293526586,217.204066203,313.443007685,1170.28252759,144.860662799,188.401926162,3966.71726963,139.664300845,155.002261413,433.384313926,360.055726644
Mix_77,111.84723026,89.3745764715,248.247915589,285.053128611,284.104283235,150.084034539,398.881281705,152.49776403,131.073834066,139.863138657,202.536873157,155.510764279,1264.94406623,103.007986443,194.912817265,121.618673067,372.829649722,230.952295404,115.309683593,1521.01579464,384.898297112,151.249283253,357.814587664,258.169176097,220.331885665,310.954942908,1028.66491968,149.767752754,196.993618532,3707.22214147,127.76119844,135.784768166,420.005576275,302.814848297
Mix_78,124.310169139,83.1717702682,220.997541678,146.972694167,317.80626643,162.809157454,388.842815807,166.768273279,132.683471555,135.216698911,197.864776811,115.512133975,1184.0486726,116.877346328,195.04333798,115.48179593,315.348884192,195.589422925,105.910140447,1654.03060909,349.767404473,159.047238966,336.509675644,221.877345199,206.071219974,307.32446941,1163.96488206,144.955213694,203.416640394,3889.91472231,135.307713073,158.015745203,474.198925817,472.894389593
Mix_79,115.793549703,84.5088934034,212.375142168,266.002593211,343.277354542,148.548750876,391.663024634,178.434017702,134.412545312,140.223569414,195.843371563,143.971087005,1264.62115603,99.1194682974,189.154764226,120.062873537,348.661446257,222.929859416,121.65201073,1577.84721433,378.831334684,146.319215106,345.62548264,244.157886258,242.782215222,314.293389416,1077.45874286,149.710955703,172.124905815,3760.96595622,140.84024953,139.013927661,396.857368631,263.844212815
Mix_80,122.946242759,93.046616057,263.065604406,207.968514543,279.625397655,159.873559473,410.391542731,154.558070289,130.99614224,138.688268432,203.368571976,135.084980081,1235.00791381,108.609755076,200.174167425,118.576297314,357.441092747,222.586109829,109.913072137,1601.31667358,364.826556087,160.895768938,357.108874697,249.725770968,201.528594945,310.598344287,1046.58915514,150.469232448,218.292830091,3679.57072593,127.801737685,148.322592573,460.73535869,380.619692259
Mix_81,114.91036103,94.2568803641,246.689259204,247.029773175,291.191812959,148.870079061,373.439028279,157.055510534,130.312068874,135.170940969,195.743133774,142.96347172,1195.60995767,106.698736182,196.201517943,118.105953457,353.217738415,217.876540448,114.111462913,1508.52917989,371.788845315,150.651228954,346.94442374,232.230513061,218.767115418,306.750681105,1144.69002556,143.762369837,189.692462852,4021.33876735,133.311210954,144.993458727,414.287605448,333.860830074
Mix_82,124.618537536,99.6507785293,251.832966819,130.140707285,299.329919819,155.596179285,358.327460018,160.898091573,127.198696618,134.357064828,190.680049856,109.121850312,1120.89033268,116.972456321,196.375279048,112.394247209,320.506103593,195.730239288,106.195572318,1567.72983558,343.318485808,157.641427345,335.310552987,200.56017125,199.993794868,300.667197402,1212.84783205,140.697333807,200.418577154,4071.22358847,134.970639251,159.828269507,439.287817829,404.50286813
Mix_83,115.802636709,102.904905382,270.219340168,226.303751941,272.421713519,148.086528598,369.787715879,151.897821385,127.157387889,136.507583702,195.444149395,137.562612845,1176.30474707,109.142765216,197.382765455,116.646660029,359.316551626,218.087712461,113.613451223,1490.95400215,369.774528019,156.553137492,349.135520332,229.205082102,209.924424441,305.180368527,1129.184508,145.198386301,199.136751413,4000.7892141,130.480729701,147.071063043,416.077119693,315.453714837
Mix_84,116.108024433,91.6810232553,259.000663354,239.554785044,260.347870946,151.950837465,387.676716661,144.239846518,130.430968499,133.728081873,203.499255011,145.143893736,1207.13347277,110.878731722,202.187500221,117.862939595,356.584583095,221.190218133,109.389712776,1519.89835566,372.538357434,157.800554719,352.560686678,241.98330403,203.05609462,310.566807303,1122.86209138,147.696497632,209.792132674,4003.1565125,126.832506063,147.288790073,449.612813946,412.085991415
Mix_85,126.228976278,95.8868886316,243.536284631,156.297522235,311.248377608,157.47585573,382.348179358,165.029815129,132.015435432,138.475228021,194.44606933,118.148975133,1175.57704213,112.509807668,194.551277673,117.749183418,329.196921814,200.253570148,110.384599036,1611.39210405,352.805675194,155.939813851,342.705673739,218.896489461,205.661279236,306.177335218,1127.91766054,147.060229245,200.316695146,3851.74075547,136.770852787,152.488980014,444.820896591,375.614845077
Mix_86,114.369151645,88.7983802643,234.028807703,261.743145559,300.661798775,148.042908239,374.500821719,162.242135641,131.988963783,136.792985041,197.922635292,146.020962591,1213.53225587,105.779683257,194.62367133,117.789736408,352.411445459,218.187699643,115.554954358,1515.68390944,376.249120579,149.77600451,346.482431887,233.207867373,224.694411984,308.202287822,1145.85028554,143.010848004,182.826454559,4029.35762697,134.892660193,143.132468795,413.024207365,340.629431346
Mix_87,116.547862113,124.089745477,310.083831702,243.86984332,253.168376519,141.281492012,363.532831169,143.225517856,127.837265164,140.040126128,192.552245662,142.757077888,1158.61597569,103.853139191,199.78964304,119.264813887,387.798021081,231.45618436,119.40534587,1411.59697613,378.077891925,155.615754795,360.464549406,234.454200121,208.198140325,303.525672259,1106.68940612,146.574863565,204.47404266,4016.4979078,126.431945275,141.632821982,380.092183759,199.695955051
Mix_88,123.147276093,100.388036636,288.102285537,179.880452685,237.933005519,157.797393553,376.549967542,137.297585841,129.661696064,134.790771065,204.849647278,131.838666812,1157.85156884,118.430506176,203.579747697,116.022644613,355.802776801,215.206750483,102.103225698,1535.011748,362.119290368,166.406323277,355.126596492,230.52800659,185.702200186,304.891347699,1150.51253885,147.225891751,228.219098251,4045.9001026,124.252253667,155.323563173,464.882204158,451.144199461
Mix_89,112.374934065,76.3756730433,221.074183631,301.658655727,310.356840372,150.562770582,406.149106287,163.189167673,134.008161069,137.43131762,209.205370373,161.505648067,1286.12480721,102.329933716,195.007688314,121.353705326,359.375319716,229.716250979,118.491721982,1554.84259582,378.371032691,149.692952108,354.942051412,258.756964278,232.045119766,309.17837666,1048.43989664,152.105996897,186.590090266,3733.3730894,134.40098231,135.607504706,423.854120828,341.109131949
Mix_90,124.834098863,99.0177381479,232.567334756,169.071852511,347.783573715,159.40997498,387.355454856,177.457217765,132.735269785,143.409553623,189.341987378,118.27546673,1204.03720838,106.720829582,190.816579173,119.375908368,335.65670693,205.452452916,118.451537395,1634.39792227,360.526687845,154.017810974,346.08889363,227.241197247,225.524508327,311.028823185,1117.30039886,147.679267162,184.698123698,3802.35597519,140.944564366,150.694477238,421.93133097,291.771094619
Mix_91,125.707659844,123.604531155,312.566072563,154.122757371,263.896931329,153.619835284,369.624868549,150.648022992,128.15368997,140.77246214,192.299115231,118.506730072,1123.93940784,113.317488613,201.694614079,119.146812717,363.90984492,217.353778851,113.043167475,1522.73375714,360.435110546,165.964286327,359.840748084,223.16024286,194.287943453,304.01639721,1130.93459682,149.299277409,220.23415075,3987.25768975,129.182394211,152.956892547,423.208930129,281.476344039
Mix_92,118.64443369,97.7459633923,246.994466566,225.682013339,307.773289898,151.287752282,388.53062154,161.177343866,130.113293377,140.570194877,192.747373467,133.563150926,1208.84541171,103.327066241,191.674084459,119.104414682,354.047378938,218.72096749,117.08049826,1545.38284712,365.669565629,150.858436665,347.208994664,239.35878188,219.610264082,306.43934499,1050.78060599,146.91793274,190.018152832,3708.01420377,133.210498818,143.130755794,408.677789534,275.313963709
Mix_93,115.450447244,86.4454680574,263.322690573,264.044018606,234.545499187,161.615440286,416.661840889,135.381879269,135.647631695,138.684802294,215.221501274,156.831896589,1284.53333854,111.919736424,202.275561625,120.461778725,383.708540029,237.240988104,107.02229884,1555.79063732,382.379777905,163.247919477,365.219764033,273.8768584,199.42821418,314.612908997,1026.14605017,154.174372323,231.166646897,3715.40875349,120.461778714,146.391622663,475.27923347,444.983456784
Mix_94,123.097796784,106.779687036,293.562303299,184.573042715,243.986020032,154.86655407,377.035081338,139.137663936,129.219133839,137.124496933,201.136660626,131.445074591,1156.19617913,116.272669643,205.146627432,116.436341754,357.296224408,214.115859258,105.683083878,1528.17379213,365.414361275,163.410238419,355.708604913,230.761313239,187.2572654,308.832911514,1143.08604266,146.453807422,226.767713666,4028.37990116,125.700183404,154.031826298,453.649997809,400.178318221
Mix_95,122.771692159,92.2721236064,245.476130578,189.571463849,304.777110892,162.047873058,405.556831811,160.70279836,133.095140381,143.805297593,199.928538958,128.673207348,1235.65286222,108.816542263,196.666732831,119.07273676,344.490441043,216.876480038,110.61557966,1624.26175305,365.33909875,159.458604271,349.736232319,248.334414289,208.251188579,309.686633472,1043.94609234,151.035074038,209.32724833,3628.55754491,132.136774662,147.605133573,452.634445972,362.76664341
Mix_96,123.002963756,84.5842552153,239.591124929,201.347684205,289.332135335,162.350591806,403.238698716,154.586226898,133.992256757,136.568693885,207.394424365,137.129550936,1231.78231583,114.222045429,198.999095269,118.954276866,342.070225663,211.811173711,108.56089449,1623.36570372,364.784936561,163.314564856,353.567795384,244.796579494,204.817987252,316.796604452,1107.35968253,150.607647135,216.701146177,3840.57387244,130.7322751,152.62322719,476.32538414,463.5483593
Mix_97,113.024647586,97.6992716422,256.74325769,262.821555321,282.482399464,143.675399467,370.603311128,153.052109753,129.070200977,135.638219231,195.441753924,146.383266655,1193.76612623,104.180868613,194.707172951,117.014430609,362.854201853,222.448407956,115.343618945,1472.11470703,377.185732922,151.266069693,348.594688543,235.59884804,217.70964039,303.943687192,1108.77078475,145.576667923,186.381921735,3941.660766,131.216329753,140.722671974,398.459774523,282.655242032
Mix_98,113.161543604,106.529720726,319.07155646,389.20712723,201.122160262,142.956221032,398.265226759,124.548868737,132.507056182,144.153184181,214.482857077,192.258162835,1291.45854259,103.456436944,207.624581717,125.648780837,440.708893226,263.267193199,119.825716835,1377.47813798,416.252024442,160.166610168,387.39550732,280.283480134,212.153631472,315.124813091,1017.87158607,154.893502216,219.853016095,3964.14786444,119.793366474,128.948517087,400.562102025,235.187084604
Mix_99,128.264253415,76.5562941749,228.803264299,159.350131446,306.428851578,175.287690523,428.735614922,160.317587105,137.862431971,142.546954125,210.930793881,127.245879043,1281.82783471,122.612275606,203.802173219,121.339307639,333.21209782,210.141553744,104.357914805,1755.34646298,362.286686417,172.028892514,353.274073142,254.84818912,203.063851796,322.111817065,1083.06661476,154.385556325,229.108776618,3669.35565475,130.682892583,158.204460257,520.287471836,542.131602299
Mix_100,113.458203826,92.8145154423,259.05161242,293.731367239,278.977081017,146.783601369,398.755618849,150.682508715,133.342631292,141.017322604,200.424358257,158.91125528,1261.624856,98.1909034681,197.141067843,123.739006879,380.040863582,234.037043702,118.567824506,1498.71946391,385.889224609,149.594918769,358.391667527,264.571644394,218.297770338,307.541707469,1002.73740816,148.568890515,197.100026709,3672.31926935,126.8376122,134.779070856,405.096473437,258.005063599
