CD38.negative.naive.B.cell,memory.B.cell,CD14.positive..CD16.negative.classical.monocyte,cytotoxic.CD56.dim.natural.killer.cell,mature.neutrophil,memory.CD4.positive.alpha.beta.T.cell,CD4.positive..alpha.beta.T.cell,memory.CD8.positive.alpha.beta.T.cell
Mix_1,0.680479469655568,0,0,0,0,0,0.319520530344423,0
Mix_2,0.690834046345669,0,0,0,0,0,0.309165953654344,0
Mix_3,0.582139271012663,0,0,0,0,0,0.417860728987326,0
Mix_4,0.601379070396436,0,0,0,0,0,0.398620929603633,0
Mix_5,0.641193039532228,0,0,0,0,0,0.358806960467836,0
Mix_6,0.707583765425455,0,0,0,0,0,0.292416234574551,0
Mix_7,0.625441667764171,0,0,0,0,0,0.374558332235797,0
Mix_8,0.742625099944714,0,0,0,0,0,0.257374900055269,0
Mix_9,0.653544203870165,0,0,0,0,0,0.346455796129852,0
Mix_10,0.68353820501026,0,0,0,0,0,0.316461794989762,0
Mix_11,0.667447385658974,0,0,0,0,0,0.332552614340998,0
Mix_12,0.6375611152965,0,0,0,0,0,0.362438884703501,0
Mix_13,0.669309564709026,0,0,0,0,0,0.330690435290958,0
Mix_14,0.564896119389441,0,0,0,0,0,0.435103880610524,0
Mix_15,0.662323111087891,0,0,0,0,0,0.337676888912121,0
Mix_16,0.695070373516706,0,0,0,0,0,0.304929626483305,0
Mix_17,0.651001667059695,0,0,0,0,0,0.348998332940276,0
Mix_18,0.703356988435222,0,0,0,0,0,0.296643011564783,0
Mix_19,0.637523241178203,0,0,0,0,0,0.362476758821772,0
Mix_20,0.703950963998549,0,0,0,0,0,0.296049036001399,0
Mix_21,0.725470249065493,0,0,0,0,0,0.274529750934587,0
Mix_22,0.670468006264715,0,0,0,0,0,0.32953199373528,0
Mix_23,0.716975340892311,0,0,0,0,0,0.283024659107687,0
Mix_24,0.676494125413143,0,0,0,0,0,0.32350587458679,0
Mix_25,0.659213885609284,0,0,0,0,0,0.340786114390657,0
Mix_26,0.669938979495779,0,0,0,0,0,0.330061020504219,0
Mix_27,0.71900719387735,0,0,0,0,0,0.280992806122702,0
Mix_28,0.697147879997839,0,0,0,0,0,0.30285212000218,0
Mix_29,0.67994367700668,0,0,0,0,0,0.320056322993333,0
Mix_30,0.570779178106094,0,0,0,0,0,0.429220821893951,0
Mix_31,0.686186003515618,0,0,0,0,0,0.313813996484402,0
Mix_32,0.712563812352361,0,0,0,0,0,0.287436187647598,0
Mix_33,0.666289549522628,0,0,0,0,0,0.333710450477409,0
Mix_34,0.70684422625532,0,0,0,0,0,0.293155773744718,0
Mix_35,0.632615728466391,0,0,0,0,0,0.367384271533613,0
Mix_36,0.655540073177849,0,0,0,0,0,0.34445992682215,0
Mix_37,0.585408178496179,0,0,0,0,0,0.414591821503825,0
Mix_38,0.648980443236933,0,0,0,0,0,0.351019556763062,0
Mix_39,0.777994245838858,0,0,0,0,0,0.222005754161107,0
Mix_40,0.595796647065896,0,0,0,0,0,0.40420335293411,0
Mix_41,0.609056928700924,0,0,0,0,0,0.390943071299035,0
Mix_42,0.684015946436973,0,0,0,0,0,0.315984053562956,0
Mix_43,0.670108700923568,0,0,0,0,0,0.329891299076407,0
Mix_44,0.636057739971908,0,0,0,0,0,0.363942260028064,0
Mix_45,0.648002291478794,0,0,0,0,0,0.351997708521164,0
Mix_46,0.701695599322978,0,0,0,0,0,0.298304400677029,0
Mix_47,0.683260151706768,0,0,0,0,0,0.316739848293239,0
Mix_48,0.665967419381895,0,0,0,0,0,0.334032580618042,0
Mix_49,0.568459766721419,0,0,0,0,0,0.431540233278606,0
Mix_50,0.667523921925762,0,0,0,0,0,0.33247607807422,0
Mix_51,0.69037238508407,0,0,0,0,0,0.309627614915948,0
Mix_52,0.595074986830511,0,0,0,0,0,0.404925013169485,0
Mix_53,0.702447819730669,0,0,0,0,0,0.297552180269328,0
Mix_54,0.595336430683857,0,0,0,0,0,0.404663569316101,0
Mix_55,0.565567030374669,0,0,0,0,0,0.434432969625332,0
Mix_56,0.66679357980851,0,0,0,0,0,0.333206420191514,0
Mix_57,0.555341102789193,0,0,0,0,0,0.444658897210872,0
Mix_58,0.654267640637206,0,0,0,0,0,0.345732359362795,0
Mix_59,0.539733089164051,0,0,0,0,0,0.460266910835962,0
Mix_60,0.661989467134616,0,0,0,0,0,0.338010532865322,0
