naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
mix_1	0	0	0.000872638367931326	0.000912684260535412	0.000518533592901491	0	0.000324536417774936	1.13175107616812e-05	0	0.000206025058590193	0.000287881322621722	0.000617471125745917	0	0.000848057130888001	0.000160699842796255	0	0.000400097838245691	0.000523281182994178	0.000165612543006468	0
mix_2	0	0	0.00176079482231976	0.00169067071552481	0.000260836155918757	0	0.000811441770547816	0	0	0.000261358404234205	0.000872469286480356	0.000655513786292915	0	0.000463370644768932	8.35107190538911e-06	0	0.000301576091098905	0.000453421317638544	0	0
mix_3	0	0	0	0	4.31319476727177e-05	0	0	0.000383692847134027	0.000316602997671604	0	0	0	0	0	0	0	0	0	0	0
mix_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_5	0	0	0	0	0.00020495122317148	0	0	3.49303302407256e-05	0	0	0	0	0	0	0	0	0	0	0	0
mix_6	0	0	0	0	0.000171007694388048	0	0	0	0	0	0	0	0	0	0	0	3.17550004638235e-05	3.83095766421342e-05	0	0
mix_7	0.000600059088648988	0.000289418755746791	0	0	0.000102567262166901	0	0	4.23500694069759e-05	0	0	0	0	0	0	0	0	0	0	0	0
mix_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_9	0	0	0	0	0.000388946339091126	0	0	6.52015999189555e-05	0	0	0	0	0	0.000171303658712202	0	0	0.000120607021781233	0.000169043125162293	0	0
mix_10	0.000713940764970618	0.000304757846651704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_11	0	0	0.00114311455187262	0.000939543514203286	0.000283427329523799	0	0.000507867529537058	0	0	0.000222855897374141	0.000510213337323233	0.000630436233484372	0	0.000571469340361368	4.51170279870687e-06	0	0.00028916032086118	0.000440101553527698	0	0
mix_12	0	0	3.70918570386054e-05	0	6.37579002060972e-05	0	0	0	0	0	0	0	0	0	0	0	5.42628765527402e-05	9.74424928567885e-05	0	0
mix_13	0.00121712003027602	0.000722150706629725	0	0	2.75609585485678e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_14	0.00110522277643425	0.000613604420757396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_15	0.000817241317152193	0.00045359104858899	0	0	0.000432891570663641	0.000311299263582007	0	3.71969371490465e-05	0	0	0	0	2.70292594101781e-08	0	0	0	0	0	0	0
mix_16	0	0	0	0	0	0	0	3.93243676361084e-05	0	0	0	0	0	0	0	0	0	0	0	0
mix_17	0.00242996942853683	0.00167456878491822	-0.0014873675420818	-0.000444842943178928	0	0	-0.00084567493489905	0.000167827345193631	0.000238208746526512	0	0	0	2.59832000458909e-05	0	0	0	0	0	0.000172568833751695	0.00070567118793745
mix_18	0	0	0.00192701349859884	0.00166095896903009	0.000136502152222651	0	0.000943319838533204	0	0	0.000191547219980721	0.000929112261388708	0.000564511707749124	0	0.000256216389634581	0	0	0.000222359760398763	0.000396441620838962	0	0
mix_19	0	0	0	0	8.15401324937781e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_20	0	0	-0.00109995741169556	0	0.00047993942968994	0.000421373617748784	-0.000462281204829934	0.000749538583885253	0.00165468558762162	0	0	0	0.000297578864915471	0.000125968642348623	0	0.00151009712680836	0.000166197212490718	0	1.3781399404029e-05	0
mix_21	0.000200738229802341	0	0	0	0	0	0	1.71387831217097e-06	0	0	0	0	0	0	0	0	0	0	0	0
mix_22	0.000189249213798561	2.75911574375928e-05	0	0	0.000213087494633913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_23	0.000242667048043172	8.71168229766605e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_24	0	0	0.00306604837889605	0.00346486148071128	0.000360250180868745	0	0.00147765801681254	0	0	0.000947531429998648	0.00243460309668981	0.00140723449926797	0	0.000884558108358349	0.000197497616013616	0	0.000359891598287118	0.000628157663267229	4.58418266957255e-05	-7.40190288084665e-05
mix_25	0	0	0	0	9.33429026789103e-05	0	0	0.000155685596702958	0	0	0	0	0	0	0	0	0.000133054387930257	4.48086179442329e-05	0	0
mix_26	0	0	-0.00080625536802896	0	0.000780469074971344	0.00078528960333053	-0.000233255020018699	0.000696179296239585	0.00113644691569867	0	0	0	0.000291436708014875	0.000516460220262254	0	0.000863637546781444	0.000136725918559603	0	0	0
mix_27	0.000249763614748092	0.00023000378340782	0.00100064685041082	0.00104866653682481	0.00044582148943667	0	0.000434407172099878	0	0	0.00025592819120399	0.000158354382493865	0.000549358495931294	0	0.000874579319499925	0.000370855649201933	-6.00685623629947e-05	0.000232826874483414	0.00049856845844996	0.000556650781285223	0
mix_28	0	0	-0.0010817090744301	0	0.000285118522867104	0.000122630784175402	-0.000558778717932122	0.000544882128005998	0.00104216113809015	0	0	0	0.000198682723180371	0	0	0.000735415595951244	0	0	0	0
mix_29	0	0	0	0	0.000304091179221191	0	0	6.13378153190621e-05	0	0	0	0	0	2.11649435540163e-05	0	0	0.000105038503075945	8.7999494386261e-05	0	0
mix_30	0	0	0	0	0.000245521906185082	0	0	4.57636005659191e-05	0	0	0	0	0	7.63628209133636e-06	0	0	9.0920522249475e-05	6.77813872632218e-05	0	0
mix_31	0	0	0	0	0.000117089193214908	0	0	4.85796218045337e-05	0	0	0	0	0	0	0	0	3.19339092994244e-05	1.52362757456755e-05	0	0
mix_32	0	0	0	0	0.000125878236339026	0	0	6.21797194816113e-05	0	0	0	0	0	0	0	0	0	0	0	0
mix_33	0	0	0	0	0.000164057066924177	0	0	0	0	0	0	0	0	0	0	0	2.39042906209147e-05	8.4495094255578e-05	0	0
mix_34	0	0	0.00100946877024819	0.000776183352186349	0.00028742591853649	0	0.000402894721527188	0	0	0	7.70128954917447e-05	0.000314009503864606	0	0.000354273864190285	0	0	0.000223338024328559	0.000362827531822611	0	0
mix_35	0	0	0	0	0.00018510641511482	0	0	0	0	0	0	0	0	0	0	0	3.05867289020361e-05	8.62173886879254e-05	0	0
mix_36	0.000556211354629623	0.000191426124807973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_37	0.000296557894850123	4.83789273084941e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_38	0	0	-7.10373765101354e-05	0	0.000474556483658464	0.000306023387091887	0	0.000580763168016138	0.000702078181697884	0	0	0	0.000192952202588873	9.67686668807304e-05	0	0.000319059555257085	6.92095484659177e-05	0	0	0
mix_39	0.00100218440395985	0.000575888951858441	0	0	0.000259000104046224	5.7338773047377e-05	0	9.16108662207488e-05	3.57028597682118e-05	0	0	0	0	0	0	0	0	0	0	0
mix_40	0	0	0	0	0.000149509148090364	0	0	8.64015069915515e-06	0	0	0	0	0	1.65789079440525e-05	0	0	7.2706123040787e-05	0.000113566187311173	0	0
mix_41	0	0	0.000423288770267206	0.000326639012259366	0.000363571654514484	0	0	0	0	0	0	1.09920394308806e-05	0	0.000329083831276126	0	0	0.000223758190256865	0.000328118077441149	0	0
mix_42	0.000976389622558311	0.000528960574638995	-0.000852812129333099	0	1.84929440657814e-05	0	-0.000463835248125015	0.000244346019835435	0.000339802285248666	0	0	0	2.27783740506741e-05	0	0	0	0	0	0	0
mix_43	0	0	0	0	0.000518522192167076	0.000188050422222673	0	0.000328698495118028	0.000391854998947034	0	0	0	9.43607898826952e-05	0.000208616461593753	0	0	0.000108324643759802	2.4119530426049e-05	0	0
mix_44	0	0	0	0	0.000138064393184447	0	0	0.000201961613685847	0	0	0	0	0	0	0	0	0	0	0	0
mix_45	0	0	0	0	0.000129682968810763	0	0	0.000286568940698725	0	0	0	0	1.50770873943101e-05	0	0	0	0.000205545502461071	4.39282398041804e-05	0	0
mix_46	0	0	0	0	0.000257619553368047	9.51415785832279e-05	0	0.000354829859675584	0.000806232805079851	0	0	0	5.18164993894839e-05	0	0	0	0	0	0	0
mix_47	0	0	0	0	6.0009917351486e-05	0	0	0	0	0	0	0	0	0	0	0	0	9.43877461781184e-06	0	0
mix_48	0.000131646627995891	0.00018447031130727	0.00149085069193784	0.0017558750393555	0.000522002421235344	0	0.000618553038019762	0	0	0.000565810619124236	0.00086080509686305	0.000922144955841993	0	0.00103952448348177	0.000478801237423743	-0.000306665427521203	0.000295058895815778	0.000593054106729723	0.000698656715152801	0
mix_49	0	0	0	0	0.000412909376350647	0	0	0	0	0	0	0	0	0.000435847613519216	6.57102234901854e-06	0	0.000183293587677771	0.000285161085209276	0.000326022118750148	0
mix_50	0.000271897091860696	0	0	0	0	0	0	0.000227940523251278	0.000142166038771579	0	0	0	0	0	0	0	0	0	0	0
mix_51	4.18675600988456e-05	7.8876730079917e-05	0.000721089658378615	0.000801676538597828	0.00044711327559097	0	0.000209904372689089	0	0	7.25256233086069e-05	0	0.000370635510635698	0	0.000797289792123903	0.000263821193026532	0	0.000247332908819392	0.000449434291069746	0.000467766137589647	0
mix_52	0.00139603994973333	0.00089695584439743	-0.000452726205080601	0	0.000236218428653731	0	-0.000154761048696811	0.000141559643066873	0	0	0	0	0	0	0	0	0	0	0	7.92615442216295e-05
mix_53	0	0	0	0	0.000285674526759236	0	0	0	0	0	0	0	0	0.000331775487046687	0	0	0.000100094949396376	0.000267957466651237	0.000141428695895441	0
mix_54	0.000925916237173807	0.000479502724378667	-0.000566438218334891	0	0	0	-0.000370588412347108	0.000236883029899014	0.000661488647940631	0	0	0	0	0	0	0	0	0	0	0
mix_55	0	0	0	0	0.000178222707109526	0	0	0	0	0	0	0	0	0	0	0	0	0.000120280251361144	0	0
mix_56	0	0	0	0	0	0	0	0.000119640067268833	0	0	0	0	0	0	0	0	0	0	0	0
mix_57	0	0	0	0	0.000388292794304868	0	0	0.000136400653501816	0	0	0	0	0	0.000362390309395577	0	0	0.000258720226255841	0.000251398318448801	0	0
mix_58	0	0	0	0	0.000191056325741607	0	0	7.78782072309537e-05	0	0	0	0	0	0	0	0	0	0	0	0
mix_59	0	0	0	0	0.000210782784590036	0	0	0	0	0	0	0	0	0	0	0	8.70717066153502e-05	0.000147275762598951	0	0
mix_60	0.000322233219508818	7.70225635904655e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_61	0.000337976708397697	3.95125013975446e-05	-0.00109245598768605	-0.000129359041048304	0	0	-0.000648070924413726	0.000474465565486946	0.000532982671961971	0	0	0	7.58123757388594e-05	0	0	0.000413281314391873	0	0	0	0
mix_62	0.000128621611601004	0	-8.77446428627646e-05	0	0.000261653357789975	0	-7.30603036749474e-06	0.000397844682396095	0.000269481177169264	0	0	0	8.87020002573988e-05	0	0	0	0	0	0	0
mix_63	0	0	0	0	0.000135634164599873	0	0	0	0	0	0	0	0	0	0	0	5.51166597105853e-05	9.84103538530564e-05	0	0
mix_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix_65	0	0	0	0	0.000531924037035762	3.25096891573261e-05	0	7.4764381141727e-05	0	0	0	0	4.4343084866185e-05	0.000205778406499338	0	0	7.12196565417146e-05	4.15404019828951e-05	0	0
mix_66	3.7209018850529e-06	3.87559065317748e-05	0.000720597502553554	0.000827324529064061	0.000481031892932478	0	0.000180981968990269	0	0	0.000109365774686318	0	0.000423585360257936	0	0.000830471559608875	0.000258950562660584	0	0.000238157413449546	0.000461443427729525	0.000463956207013069	0
mix_67	0.00106442246186883	0.000651327455509707	-0.000372531211860958	0	0.000403988829232662	9.73217703614447e-05	-0.000108365882453563	0.000351486708903986	0.000410501766823622	0	0	0	7.85190024979357e-05	0	0	0	0	0	0.000214283634628268	4.35269995151508e-07
