Mixture	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	P-value	Correlation	RMSE	Absolute score (sig.score)
A	0.0656957881939874	0	1.22070244476591	0	0	1.30580547939228	0.0643804902732845	0.141737413534635	9999	0.0474962789816695	1.33316195227822	2.79832161616009
B	0.0155500251459627	0	1.1107897367343	0	0	1.31127981020597	0.0803123897238699	0.284251051964731	9999	0.0466799186358954	1.33869592737185	2.80218301377484
C	0	0	0.573706349211178	0	0.200535223443899	1.0944307293007	0.244608072104247	0.651745087703472	9999	0.0509184973912781	1.35003464208283	2.7650254617635
D	0	0	0.686191608233847	0	0	1.01657080111836	0.36461699448812	0.702379129070941	9999	0.0501126731537117	1.35020471652501	2.76975853291126
E	0	0	0.613086924186267	0	0.114078892771835	1.15252926413267	0.269663779549651	0.644985645978616	9999	0.0512427437765982	1.34896300659674	2.79434450661904
F	0	0	0.445134748670408	0	0	1.3917687502362	0.210615916803075	0.777286709791179	9999	0.0472109524289223	1.35487983279718	2.82480612550086
G	0.0477591160041387	0	0.774563667065314	0	1.07313543183092	0.928741699596526	0	0	9999	0.0542660457879591	1.33927078277305	2.82419991449689
H	0.205587764050304	0	1.47491405993797	0	0.123868485719273	0.978812034317113	0	0	9999	0.0450438007799876	1.32654247417916	2.78318234402466
I	0.232433053033215	0	1.55783227167803	0	0.0801659845911863	0.924437290579191	0	0	9999	0.0415862233407889	1.32726293680161	2.79486859988162
J	0	0	0.216672351708918	0	0	0.721886729655738	0.617300389366805	1.17844506201336	9999	0.0518899586869607	1.36622003470342	2.73430453274482
K	0	0	0.0390878598602343	0	0	1.36797749359943	0.27936193907812	1.05824431623448	9999	0.0478889344613332	1.36500403986815	2.74467160877227
L	0	0	0.678177624207789	0	0.135208104517034	1.18162202723682	0.140202888210575	0.643080124053358	9999	0.0493387334849507	1.34849311062014	2.77829076822558
