ID,CD14,CD19B,CD4HelperT,CD4MemoryT,CD4NaiveT,CD4RegulatoryT,CD56NK,CD8CytotoxicT,CD8NaiveT
S5997,6.329318,6.12056,6.797862,5.876362,5.627138,5.538912,6.458746,5.786888,5.637018
S6001,6.261302,6.182574,6.776076,5.888202,5.61746,5.494866,6.430594,5.72953,5.624382
S6011,6.347752,6.173082,6.954898,5.902908,5.729112,5.590936,6.495556,5.850358,5.80933
S6014,6.340956,6.10044,6.901578,5.993188,5.750938,5.569302,6.371532,5.708958,5.82473
S6019,6.336342,6.062898,6.888392,5.992284,5.664602,5.502976,6.404012,5.734498,5.719044
S6021,6.397154,6.166724,6.955592,5.975198,5.684462,5.56471,6.491832,5.782594,5.758146
S6022,6.228456,6.1347,6.884034,5.926642,5.689826,5.504178,6.501978,5.920734,5.731826
S6028,6.302626,6.08028,6.893522,5.919698,5.631672,5.501238,6.501182,5.814746,5.652952
S603,6.25578,6.071624,6.711072,5.96791,5.726928,5.598906,6.32058,5.78069,5.702392
S6033,6.292048,6.174388,6.942094,5.95831,5.698132,5.598656,6.529988,5.874766,5.742596
S6034,6.430158,6.220524,7.170314,6.024098,5.71225,5.593034,6.63762,5.843518,5.771524
S6041,6.25603,6.022368,6.627788,5.930888,5.668564,5.51712,6.29665,5.682026,5.654376
S6047,6.288904,5.966564,6.603624,5.957176,5.629074,5.52667,6.233594,5.587724,5.637138
S6049,6.205546,6.143224,6.96055,5.939074,5.803562,5.536554,6.598092,6.004614,5.803444
S6051,6.249134,6.002504,6.71771,5.92189,5.655886,5.445564,6.445576,5.783374,5.670626
S6058,6.260194,6.05882,6.881864,5.893564,5.868452,5.556524,6.57428,5.975952,5.706072
S6063,6.165962,6.11842,6.918256,5.907092,5.828856,5.551812,6.61283,5.94641,5.802774
S6065,6.22133,6.177058,6.889516,5.89353,5.693044,5.523028,6.595166,5.871044,5.638298
S6068,6.338288,6.102534,6.945016,5.917958,5.727932,5.537824,6.562502,5.82789,5.717468
S6099,6.188562,6.303618,6.641366,5.853522,5.63128,5.412702,6.282268,5.89815,5.716284
S6104,6.538206,6.194352,7.122726,6.038424,5.713352,5.687862,6.55495,5.80679,5.864942
S6105,6.252084,6.163396,6.936448,5.84791,5.693632,5.50785,6.62384,5.918036,5.616966
S6106,6.378732,6.087424,6.87474,5.945786,5.789784,5.585682,6.435512,5.760342,5.838338
S6107,6.271838,6.197166,6.923062,5.859148,5.715928,5.547822,6.528756,5.81795,5.61099
S6114,6.390494,6.092062,6.956448,5.950592,5.751816,5.587458,6.567126,5.911992,5.791634
S613,6.284614,6.087778,6.831144,5.877636,5.72865,5.476686,6.45546,5.769488,5.646658
S6131,6.327378,6.173506,7.054632,5.937858,5.831316,5.52618,6.640644,5.89283,5.777274
S6134,6.362984,6.00202,6.624474,5.915838,5.628538,5.577224,6.27667,5.633156,5.758736
S6140,6.41079,6.120166,6.966152,6.038984,5.72652,5.551206,6.512978,5.78079,5.759406
S6156,6.480192,6.146406,6.96628,6.055654,5.817162,5.687176,6.484094,5.70728,5.865228
S6164,6.324932,6.136058,6.874126,5.935032,5.68167,5.533784,6.489006,5.808908,5.766812
S6173,6.304432,5.969338,6.7068,5.907602,5.683816,5.474408,6.315174,5.721776,5.68656
S618,6.382692,6.120266,7.001996,5.95017,5.689974,5.610176,6.540974,5.797948,5.80217
S6195,6.449656,6.02178,6.728404,5.984902,5.560954,5.633194,6.307646,5.54096,5.74195
S6198,6.263182,6.223832,6.924102,5.900728,5.588868,5.56208,6.563652,5.868204,5.684314
S620,6.430404,5.953962,6.937168,6.017972,5.662462,5.554652,6.479822,5.656466,5.723042
S6200,6.165362,6.04191,6.641922,5.850152,5.616526,5.436208,6.4698,5.879984,5.68431
S6203,6.435544,6.155136,6.951276,5.965416,5.704398,5.561134,6.589756,5.74952,5.783596
S6205,6.27337,6.555706,7.005796,5.87408,5.720108,5.469242,6.627664,5.964342,5.838882
S6210,6.28563,5.945828,6.679172,5.85773,5.63628,5.554562,6.361076,5.722176,5.696016
S6214,6.387946,6.010002,6.792716,5.945684,5.613326,5.645178,6.383064,5.664916,5.743226
S6216,6.271366,6.056946,6.714612,5.876618,5.581374,5.477924,6.417378,5.693226,5.599508
S6219,6.254298,6.19853,7.01768,5.926182,5.766096,5.548666,6.695408,5.99265,5.768844
S6225,6.123358,6.174292,6.850486,5.85531,5.700238,5.453396,6.589742,6.02362,5.696858
S6227,6.256326,6.084464,6.913868,5.912158,5.686486,5.54541,6.517544,5.82446,5.733096
S6234,6.365166,6.139564,6.908508,6.002346,5.721964,5.60915,6.43382,5.735002,5.76683
S624,6.302726,6.148358,6.961628,5.986144,5.702144,5.524272,6.500606,5.797482,5.743866
S6240,6.399156,6.177618,7.03378,5.96515,5.755048,5.489108,6.594634,5.839596,5.710496
S6244,6.299276,6.057658,6.802542,5.91216,5.676114,5.434442,6.495422,5.812508,5.655108
S6250,6.505282,6.119684,6.938226,5.966292,5.584656,5.540188,6.474302,5.659386,5.726878
S6255,6.344948,6.155464,6.936126,5.903922,5.707256,5.444106,6.671202,5.883994,5.660624
S6256,6.32824,6.151588,6.934252,5.965932,5.663142,5.590668,6.540318,5.887394,5.726684
S626,6.369288,6.061048,6.767584,6.006608,5.673326,5.593414,6.279794,5.646444,5.748136
S6260,6.179934,6.05536,6.846004,5.899012,5.800358,5.532958,6.518958,5.889128,5.77274
S6263,6.435144,6.037762,6.897226,6.057308,5.730828,5.622556,6.378656,5.614252,5.72242
S6284,6.336956,6.024648,6.769162,5.951978,5.645212,5.543678,6.287894,5.647394,5.725008
S6302,6.334842,6.002488,6.709708,5.90438,5.628328,5.456462,6.356378,5.789558,5.697602
S6310,6.359662,6.106894,6.923882,5.973114,5.692722,5.545826,6.47028,5.754206,5.81295
S6321,6.42967,6.08062,6.860598,5.928656,5.67038,5.580962,6.396756,5.677906,5.688164
S6324,6.233184,6.072592,6.905616,5.95754,5.675256,5.54622,6.450026,5.79116,5.732958
S6330,6.31876,6.241048,7.26512,6.01337,5.923542,5.666856,6.818014,6.07568,5.93908
S6331,6.35862,6.137844,6.927102,5.900714,5.640306,5.547866,6.579486,5.82377,5.680392
S6333,6.36838,6.055882,6.896072,6.027968,5.684292,5.6231,6.4384,5.70616,5.754298
S6336,6.315894,6.067958,6.909412,5.928284,5.702078,5.54456,6.56507,5.887908,5.72432
S6337,6.310942,6.259764,6.928672,5.88787,5.626038,5.545454,6.604254,5.868926,5.677716
S6351,6.407068,6.037534,6.808924,5.989286,5.637708,5.574552,6.374932,5.737168,5.777286
S6355,6.251126,6.071012,6.841166,5.91257,5.726984,5.495602,6.49668,5.722694,5.64932
S6356,6.417734,6.239316,7.056756,6.02561,5.67218,5.594324,6.56128,5.769548,5.696426
S6358,6.307982,6.110744,6.886964,5.973364,5.64026,5.470864,6.501068,5.828582,5.67783
S6360,6.33294,6.137,6.867516,5.879858,5.67174,5.476452,6.515522,5.826398,5.618838
S6364,6.51589,6.077446,7.028376,6.029648,5.59596,5.669082,6.496988,5.674888,5.867012
S6367,6.442686,6.033566,6.823444,5.977346,5.669318,5.65787,6.35902,5.583504,5.804516
S6370,6.250932,6.050708,6.776514,5.941488,5.677646,5.4974,6.397778,5.77368,5.692226
S6388,6.513926,6.19446,7.048064,6.045482,5.76087,5.631538,6.52712,5.752646,5.782334
S6391,6.27999,6.094524,6.889356,5.966828,5.694612,5.56372,6.501756,5.845906,5.728334
S6395,6.2421,6.098948,6.879082,5.869094,5.69052,5.547166,6.551046,5.894904,5.740044
S6399,6.236302,6.126804,6.85514,5.889276,5.796598,5.517662,6.510382,5.88836,5.785712
S64,6.354564,5.98651,6.704436,5.954712,5.656916,5.554866,6.24255,5.654912,5.717044
S6410,6.357852,6.182818,6.952764,5.90015,5.648558,5.503024,6.648218,5.779118,5.703602
S6415,6.378778,6.145742,6.877024,5.947512,5.676758,5.603516,6.551188,5.759202,5.73645
S6416,6.377038,6.089406,7.004702,5.947986,5.619882,5.479746,6.620466,5.828158,5.72764
S6432,6.484102,6.109394,6.823798,5.952984,5.628834,5.624022,6.46134,5.72297,5.716836
S6440,6.313674,6.078262,6.679992,5.909918,5.6331,5.519916,6.298856,5.68259,5.722646
S6452,6.347942,6.152282,6.839086,5.885242,5.603744,5.50497,6.475442,5.782084,5.630862
S6458,6.351828,6.12509,6.939016,5.954224,5.677612,5.532838,6.517004,5.784658,5.682084
S6470,6.372996,5.957828,6.728314,5.937106,5.612714,5.65255,6.23102,5.625698,5.760982
S6471,6.270582,6.083068,6.70764,5.8878,5.741636,5.507464,6.40176,5.763962,5.681748
S6474,6.279366,6.11604,6.929424,5.934896,5.732002,5.458486,6.52773,5.936014,5.783506
S6480,6.31194,6.11513,6.837168,5.867062,5.692046,5.571392,6.461588,5.79322,5.754702
S6492,6.268618,6.090112,7.037256,5.971388,5.841822,5.50233,6.595414,5.863674,5.81389
S6495,6.250106,6.07419,6.724066,5.833016,5.572868,5.555254,6.365274,5.668636,5.636308
S6498,6.339264,6.07268,6.89077,5.93121,5.671726,5.577822,6.66176,5.86592,5.704138
S65,6.340544,6.031266,6.810586,6.015872,5.685858,5.619902,6.423182,5.74695,5.755906
S6512,6.344814,6.155846,7.101966,5.970476,5.745582,5.530976,6.719392,6.026638,5.725158
S6516,6.344,6.154038,6.976612,5.938108,5.737176,5.526064,6.598802,5.897146,5.733736
S6521,6.396142,6.014928,6.80839,5.877782,5.574904,5.494272,6.400596,5.677984,5.635318
S6548,6.483052,6.192104,7.261548,6.046946,5.739446,5.615476,6.800076,5.914162,5.878878
S6554,6.212538,5.960228,6.547086,5.824874,5.67893,5.449228,6.280942,5.663102,5.605926
S6560,6.373984,6.140714,6.903796,5.998574,5.731826,5.505772,6.451324,5.793088,5.758064
S6562,6.354162,6.178006,7.053682,5.978864,5.730012,5.55812,6.627856,5.94729,5.793422
S6566,6.456194,6.14104,7.030012,6.013162,5.659416,5.542746,6.606828,5.804088,5.776638
S6569,6.3568,6.17348,7.008532,5.91232,5.675738,5.497958,6.665554,5.884332,5.69696
S6581,6.381878,6.088668,6.903604,5.923662,5.71676,5.57717,6.530078,5.71196,5.743968
S6586,6.440126,6.082206,7.0096,6.015112,5.793506,5.627914,6.576282,5.735994,5.792826
S6588,6.202284,6.044622,6.765016,5.793182,5.669776,5.431598,6.429856,5.777762,5.681216
S6590,6.34102,6.07197,6.766584,5.906324,5.61917,5.55827,6.438318,5.74231,5.643708
S66,6.275426,6.05657,6.801052,5.941902,5.56055,5.450208,6.445926,5.72831,5.632948
S6600,6.446182,6.12075,7.127574,5.957922,5.648164,5.661784,6.664108,5.825666,5.760562
S6601,6.334328,6.061492,6.958614,5.972924,5.795312,5.599898,6.46519,5.823566,5.695876
S6609,6.534618,6.173,7.178104,6.08915,5.767858,5.67118,6.543844,5.761272,5.87037
S6614,6.263726,6.088752,6.7343,5.858632,5.628866,5.476852,6.389372,5.804622,5.69878
S6615,6.253662,5.990662,6.8256,5.899252,5.664898,5.663482,6.46647,5.767252,5.707466
S6616,6.2999,6.191032,7.047852,5.988498,5.811072,5.571576,6.530986,5.909792,5.782036
S662,6.228724,6.075018,6.760866,5.889112,5.69086,5.447706,6.444082,5.821566,5.68275
S6634,6.346624,6.061638,6.75971,5.916364,5.680704,5.572434,6.386112,5.72999,5.750466
S6636,6.344208,6.131908,6.869928,5.873626,5.691816,5.451748,6.536442,5.75244,5.632732
S6643,6.342136,6.019788,6.956172,5.907762,5.626678,5.60651,6.448578,5.830152,5.74611
S6662,6.26084,5.9934,6.786892,5.89596,5.703384,5.54052,6.393044,5.794668,5.701762
S6665,6.252162,5.969422,6.712128,5.870442,5.66127,5.545498,6.313332,5.794442,5.745978
S6666,6.362112,6.125944,7.053648,6.040572,5.804814,5.60355,6.605336,5.910132,5.812506
S6670,6.144926,5.988574,6.682926,5.815396,5.657738,5.39009,6.429694,5.897178,5.699858
S6675,6.394686,6.109282,7.036348,6.04144,5.7579,5.585866,6.54648,5.834806,5.781168
S6682,6.227652,6.06716,6.843124,5.86673,5.691458,5.44339,6.518732,5.90474,5.723276
S6687,6.370464,6.040184,6.859624,5.995018,5.761664,5.577764,6.397578,5.723112,5.76337
S6694,6.319178,6.037346,6.700528,5.942156,5.669342,5.557,6.287822,5.742862,5.795356
S6695,6.36743,6.20097,7.10122,5.973598,5.729776,5.507094,6.665676,5.890254,5.74525
S6696,6.246516,6.111308,6.860498,5.92654,5.719206,5.477812,6.469806,5.848924,5.741474
S6700,6.297502,6.062898,6.846794,5.881232,5.649668,5.5136,6.450646,5.735196,5.684798
S6709,6.250606,6.104458,6.818616,5.876626,5.693534,5.49645,6.454286,5.89674,5.698018
S671,6.2857,5.983916,6.739986,5.875432,5.58413,5.42799,6.466834,5.78487,5.613244
S6714,6.213204,6.110692,6.949434,5.913124,5.739284,5.567322,6.58167,5.922126,5.792746
S6716,6.37065,6.052702,6.920812,5.98151,5.62614,5.506478,6.522846,5.724406,5.703656
S6717,6.41559,6.0567,6.696982,5.951986,5.639664,5.60292,6.280512,5.558124,5.710488
S6723,6.257066,6.133422,6.839994,5.889326,5.723562,5.47681,6.54647,5.881522,5.72921
S6724,6.385278,6.220398,6.979228,5.953034,5.650448,5.489206,6.586836,5.85867,5.707946
S6725,6.274254,6.037212,6.730236,5.85264,5.737236,5.53464,6.512528,5.818018,5.698864
S6731,6.327782,6.1209,6.89199,5.922014,5.624976,5.605138,6.4832,5.73652,5.694352
S6735,6.421546,6.127846,7.1007,6.011976,5.701702,5.55577,6.636806,5.868652,5.69275
S6736,6.190926,6.04709,6.704688,5.89165,5.679464,5.518468,6.352638,5.750968,5.70086
S6737,6.310864,6.20596,7.043624,5.997558,5.751368,5.590036,6.535958,5.803964,5.721146
S6741,6.404826,6.185492,7.219582,5.98499,5.750834,5.633638,6.742242,5.924356,5.845894
S6742,6.35539,6.158792,6.879234,5.941406,5.675614,5.447244,6.512866,5.816098,5.693804
S6746,6.253612,6.049258,6.88698,5.900468,5.742752,5.57431,6.535212,5.863922,5.787258
S6750,6.289846,6.108124,6.80874,5.944866,5.737472,5.488698,6.534812,5.885284,5.646076
S6757,6.304456,6.05738,6.756844,5.975416,5.664896,5.508372,6.444552,5.741512,5.748858
S6762,6.342878,6.044576,6.771168,5.903216,5.664162,5.58771,6.458436,5.702146,5.684928
S6766,6.272582,6.213812,6.8894,5.92306,5.63602,5.506518,6.517078,5.805536,5.698028
S6770,6.34706,6.057906,6.791046,5.922066,5.67132,5.540564,6.40174,5.73934,5.687708
S6776,6.26841,6.086616,6.857618,5.852088,5.675904,5.436888,6.570996,5.9077,5.711878
S6777,6.262588,6.018856,6.785172,5.913896,5.653166,5.537758,6.401218,5.729658,5.697662
S6778,6.428772,6.225262,7.055996,5.988792,5.728934,5.59632,6.613918,5.90497,5.7749
S6784,6.294026,6.253696,7.172292,5.98575,5.830462,5.549328,6.790942,6.07885,5.819574
S6785,6.43862,6.228308,7.150298,6.038134,5.747334,5.55563,6.641238,5.896532,5.848598
S6789,6.25567,5.942656,6.578686,5.879488,5.54481,5.52608,6.182874,5.673914,5.62926
S6790,6.344068,6.07261,6.918568,5.965432,5.638766,5.530956,6.554646,5.762022,5.726254
S6792,6.413192,6.096132,7.15186,6.016076,5.793436,5.54759,6.750516,5.935614,5.832966
S6793,6.428106,6.173864,7.076422,6.034954,5.65687,5.658424,6.592026,5.847814,5.79339
S68,6.277916,6.20095,6.965664,5.981262,5.728574,5.556802,6.593268,5.881462,5.742752
S6803,6.240054,6.186816,6.912804,5.898522,5.613938,5.479954,6.576682,5.952206,5.710182
S6805,6.33974,6.081626,6.9275,5.977872,5.664354,5.545246,6.475704,5.849956,5.733002
S6813,6.288944,6.147108,6.935052,6.0041,5.776956,5.559406,6.558768,5.898964,5.839808
S6819,6.352066,5.968228,6.649912,5.905818,5.575712,5.518238,6.26069,5.623374,5.590194
S6821,6.181122,6.134562,6.793134,5.92965,5.698562,5.539294,6.548456,5.907926,5.65604
S6822,6.14571,6.163668,6.922078,5.877976,5.716406,5.550334,6.684558,5.996156,5.769282
S6825,6.267358,6.146152,7.02575,5.960574,5.671314,5.48281,6.645848,5.985858,5.755342
S6828,6.272928,6.06047,6.87691,5.923896,5.728122,5.548404,6.480192,5.814654,5.738136
S6831,6.35303,6.135074,6.885846,5.939108,5.63967,5.564776,6.549666,5.809486,5.690296
S6832,6.314428,6.147722,6.973814,5.874102,5.69009,5.53896,6.653032,5.98142,5.683126
S6836,6.171552,6.089148,6.919852,5.922528,5.720578,5.501176,6.549538,5.946508,5.749852
S684,6.491312,6.075912,7.03451,6.034438,5.7591,5.665422,6.518004,5.750602,5.75469
S6841,6.326834,6.047046,6.834148,5.990612,5.682126,5.528576,6.43267,5.73963,5.716826
S6843,6.39948,6.084528,6.927842,5.964756,5.631866,5.569934,6.413144,5.658666,5.690252
S6844,6.367924,6.114688,6.984046,5.943498,5.680032,5.515958,6.60012,5.77088,5.668992
S6845,6.33771,5.942728,6.61851,5.942938,5.664416,5.60419,6.229458,5.621732,5.64646
S6861,6.313296,6.121234,6.937072,5.951232,5.703726,5.515594,6.510274,5.841282,5.730216
S6871,6.28503,6.089062,6.839778,5.914592,5.763388,5.600304,6.469816,5.829024,5.766398
S6886,6.289532,5.985102,6.865174,5.944184,5.709064,5.495998,6.457686,5.753418,5.717686
S6889,6.3709,6.056298,6.798412,6.012754,5.702968,5.604778,6.328576,5.60018,5.727194
S6893,6.307862,6.127926,6.965856,5.920322,5.71721,5.507654,6.63517,5.86068,5.728442
S6907,6.291066,6.000768,6.690684,5.960874,5.663356,5.554846,6.250598,5.642944,5.689826
S6909,6.407064,6.08161,6.707818,5.949812,5.657692,5.569852,6.2388,5.583396,5.700174
S6916,6.252082,6.180404,6.97435,5.871322,5.712834,5.583712,6.616604,5.980362,5.71346
S692,6.307874,6.1004,6.84194,5.893308,5.753062,5.553092,6.514568,5.855852,5.706704
S6922,6.200292,6.155044,6.827844,5.936074,5.772166,5.569258,6.567894,5.980444,5.747222
S6926,6.170334,6.121444,6.827032,5.83944,5.754568,5.428906,6.518938,5.961846,5.666178
S6929,6.347806,6.084008,6.891692,5.896866,5.694026,5.501826,6.517234,5.793032,5.757554
S6938,6.43078,6.077354,6.76276,5.966166,5.600304,5.583,6.356048,5.663612,5.717172
S6941,6.323556,6.035252,6.68903,5.870744,5.664932,5.48783,6.345808,5.675764,5.684352
S6943,6.322844,6.03885,6.784326,5.884222,5.545724,5.517664,6.413792,5.7283,5.653052
S6950,6.306534,6.0331,6.797148,5.91608,5.704524,5.549948,6.38922,5.76304,5.732648
S6952,6.25563,6.046814,6.89295,5.880498,5.65753,5.499558,6.592832,5.926906,5.677336
S6960,6.361206,6.081882,6.993722,5.979904,5.827554,5.623034,6.547756,5.85929,5.881742
S6969,6.27707,6.07741,6.72796,5.884148,5.590542,5.568058,6.419788,5.776532,5.653486
S6973,6.225644,6.146888,6.846078,5.928572,5.69301,5.515892,6.518612,5.877462,5.710756
S6979,6.24601,6.203646,6.96121,5.86937,5.749342,5.524076,6.573762,5.95564,5.688772
S6983,6.293246,6.078806,6.754564,5.891744,5.738914,5.525342,6.406972,5.800284,5.677508
S6991,6.356278,6.273128,6.9036,5.928776,5.551392,5.531134,6.520838,5.797214,5.657736
S700,6.201046,6.07566,6.826942,5.877604,5.690838,5.522444,6.550286,5.917174,5.73259
S7001,6.4661,6.02865,7.022038,6.050942,5.7756,5.568254,6.49725,5.703654,5.758406
S7009,6.306608,5.939376,6.508808,5.935812,5.662482,5.56121,6.162144,5.530408,5.66558
S7018,6.35701,6.107292,6.919542,6.021844,5.751292,5.529808,6.419054,5.747606,5.77163
S7027,6.280048,6.067836,6.78779,5.882198,5.594602,5.475712,6.460166,5.764236,5.670512
S7031,6.2696,6.02428,6.660584,5.87114,5.604396,5.527136,6.34174,5.704008,5.6681
S7048,6.187526,6.159538,6.855054,5.878156,5.722712,5.5209,6.573806,5.991646,5.731606
S7050,6.501028,6.041048,7.029918,6.07804,5.79585,5.615766,6.467226,5.727428,5.8153
S7059,6.270728,6.108756,6.893826,5.929478,5.63556,5.429186,6.542982,5.931034,5.647446
S7061,6.268928,6.112876,6.996914,5.9456,5.710874,5.50715,6.65371,5.944698,5.725726
S7066,6.370412,6.156292,6.985958,5.974424,5.715732,5.548102,6.511798,5.865062,5.755378
S7067,6.408384,6.123156,6.95451,5.996164,5.70274,5.52991,6.538938,5.809422,5.76758
S7071,6.206928,6.1442,6.92388,5.857824,5.678016,5.485648,6.554318,5.928238,5.763744
S7089,6.257798,6.060522,6.96079,5.920816,5.701978,5.514606,6.570842,5.862508,5.794278
S7092,6.375468,6.096794,7.077188,6.021846,5.834398,5.674592,6.608308,5.874566,5.918728
S7093,6.361294,6.13368,6.865708,5.903752,5.664652,5.4658,6.506282,5.835278,5.67073
S7098,6.361272,6.11993,6.959172,5.936536,5.662614,5.489086,6.558524,5.778532,5.685718
S7104,6.374856,6.05743,6.754012,5.98081,5.624222,5.592628,6.343856,5.629886,5.776646
S7115,6.266912,6.154836,6.958538,5.89895,5.662916,5.50377,6.603538,5.868726,5.68671
S7120,6.476248,6.148978,7.050366,6.031942,5.726768,5.676556,6.522146,5.773544,5.83302
S7123,6.288792,6.056924,6.88833,5.889304,5.723794,5.51503,6.564016,5.803512,5.710992
S7126,6.190434,6.087656,6.925574,5.959118,5.841856,5.515348,6.569298,5.97071,5.824774
S7128,6.255358,6.117546,6.849518,5.854844,5.69149,5.471714,6.547998,5.894598,5.645802
S7132,6.313262,6.08981,6.809696,5.909012,5.683424,5.549454,6.546806,5.799932,5.67455
S7136,6.27831,6.026142,6.717038,5.877596,5.59144,5.457994,6.431964,5.728084,5.609192
S7153,6.30959,6.019574,6.809298,5.936792,5.66375,5.524554,6.470698,5.705444,5.709466
S7155,6.496812,6.027284,6.928002,6.029206,5.649012,5.480498,6.447542,5.594892,5.689422
S7158,6.28479,6.093908,6.853282,5.892392,5.744452,5.513388,6.381384,5.72008,5.651424
S7167,6.339472,6.05628,6.793462,5.924114,5.65703,5.545782,6.425042,5.726604,5.691132
S7171,6.361054,6.100572,6.743712,5.955214,5.61861,5.52121,6.375714,5.73096,5.718966
S7174,6.355444,6.07477,6.90373,5.969986,5.697364,5.555168,6.542192,5.876654,5.744976
S7175,6.298196,5.998404,6.870278,6.015022,5.707716,5.585546,6.379148,5.718466,5.775028
S7178,6.317956,6.061866,7.011238,5.960482,5.719554,5.466934,6.525604,5.785758,5.706858
S7179,6.240476,6.017122,6.811862,5.915548,5.66741,5.527044,6.43593,5.753832,5.755998
S7181,6.293918,6.068292,6.739362,5.937162,5.63516,5.503092,6.395642,5.772842,5.707918
S7189,6.430182,6.09573,7.08419,6.031524,5.753476,5.567018,6.656326,5.918196,5.792764
S7197,6.301812,6.099368,6.956444,5.986458,5.690778,5.521722,6.642268,5.843904,5.715156
S7198,6.329562,6.072622,6.842112,5.910064,5.703484,5.520436,6.525218,5.84481,5.72976
S7201,6.288624,6.17928,6.926308,5.88619,5.687596,5.49897,6.560756,5.861102,5.730072
S7204,6.262722,5.92311,6.778762,5.83826,5.66197,5.509816,6.429946,5.769068,5.657136
S7206,6.274402,6.08086,6.897604,5.91119,5.739756,5.55027,6.491366,5.913278,5.772332
S7207,6.176024,6.199042,6.93788,5.93048,5.74861,5.500186,6.636136,5.92506,5.762548
S7212,6.34473,6.144432,6.952758,5.969372,5.713294,5.544354,6.502914,5.874972,5.752714
S7219,6.3216,6.12123,6.87042,5.930986,5.68549,5.51025,6.495232,5.851262,5.698064
S7221,6.184176,6.003784,6.804882,5.818912,5.746578,5.396454,6.511042,5.959188,5.737516
S7226,6.384584,6.082726,6.953146,6.066846,5.717838,5.659784,6.44062,5.716894,5.839744
S7231,6.274184,6.132292,6.829998,5.903442,5.689096,5.532652,6.381382,5.766108,5.716248
S7247,6.327304,6.111324,6.872838,5.937016,5.62769,5.53281,6.47998,5.800398,5.717476
S7249,6.23276,6.01526,6.999388,5.941624,5.753592,5.538596,6.531178,5.907816,5.790804
S7251,6.185594,6.127406,6.793182,5.904748,5.783964,5.475684,6.498794,5.907144,5.671052
S726,6.41927,6.106114,7.027204,6.038948,5.764524,5.528086,6.518822,5.734512,5.78929
S7260,6.356004,6.010722,6.839122,5.98526,5.678492,5.548752,6.412838,5.681216,5.73903
S7261,6.396172,6.140762,6.757012,5.95399,5.612146,5.528014,6.327324,5.698008,5.680674
S7270,6.246088,5.925536,6.798044,5.891296,5.712064,5.503116,6.403524,5.703042,5.62016
S7277,6.352412,6.131506,6.933886,6.013832,5.683386,5.564144,6.537506,5.756692,5.764854
S7280,6.416432,6.155516,7.059444,6.08637,5.667588,5.648864,6.54366,5.83245,5.832334
S7284,6.442868,6.148292,7.035702,5.94893,5.726818,5.719836,6.603622,5.768344,5.89116
S7288,6.235262,6.135814,6.813728,5.924478,5.71796,5.51973,6.513156,5.856752,5.77926
S7300,6.398894,6.15955,6.96468,5.960408,5.700368,5.550406,6.612946,5.83169,5.768036
S7309,6.35553,6.14335,6.912068,5.958864,5.701298,5.495742,6.561446,5.872156,5.737422
S7312,6.490986,5.964052,6.74344,5.913512,5.627652,5.705726,6.411602,5.538258,5.712924
S7315,6.149254,5.98114,6.679096,5.873122,5.607926,5.482058,6.39441,5.788092,5.627102
S7326,6.353954,6.197856,6.91032,5.82816,5.641422,5.55092,6.62178,5.84634,5.667158
S7327,6.423446,6.07493,7.054018,6.070044,5.78633,5.60105,6.520404,5.778142,5.78555
S7344,6.448812,6.18181,7.15154,6.0348,5.760118,5.631336,6.63004,5.86262,5.836382
S7360,6.290862,6.217662,6.981588,5.988936,5.775762,5.509106,6.665164,5.907266,5.762224
S7376,6.386284,6.058538,6.958142,6.028944,5.71188,5.628032,6.440478,5.699378,5.801382
S7378,6.575218,6.179638,7.158472,6.079824,5.658236,5.617754,6.594596,5.714924,5.815498
S7379,6.486164,6.059666,6.93222,5.98202,5.701772,5.585952,6.44217,5.675814,5.732594
S7383,6.295008,6.194736,6.992294,5.981428,5.555936,5.583986,6.538384,5.860014,5.71189
S7389,6.30286,6.085616,6.972608,5.974656,5.744356,5.48012,6.490892,5.800982,5.717598
S7390,6.387478,6.079124,6.84239,5.989646,5.663318,5.509736,6.479008,5.784064,5.72296
S7395,6.487474,6.126434,6.924574,5.974868,5.565336,5.68722,6.517078,5.65036,5.713432
S7396,6.235458,5.97626,6.65443,5.890016,5.65224,5.462888,6.353094,5.733882,5.66462
S7408,6.362594,6.165736,7.084508,5.988112,5.789396,5.624174,6.65023,5.911644,5.822194
S7433,6.327124,6.108568,6.85023,5.971042,5.62467,5.542174,6.46591,5.73873,5.680234
S7439,6.299232,6.027938,7.097382,6.005902,5.82833,5.560708,6.569074,5.951542,5.757082
S744,6.221508,6.127142,7.003858,5.93986,5.814706,5.545956,6.656884,6.037646,5.86311
S7468,6.312568,5.944994,6.817382,5.949206,5.730864,5.515218,6.416846,5.72528,5.747826
S7469,6.391188,6.002238,6.905748,5.959756,5.69276,5.580872,6.420782,5.63518,5.729482
S747,6.263474,6.031416,6.802522,5.940874,5.653988,5.543508,6.327116,5.718188,5.64013
S7470,6.467148,6.03975,6.934528,6.003848,5.623094,5.651662,6.419136,5.56011,5.686666
S7474,6.293008,6.227854,6.956694,5.956166,5.747746,5.513912,6.579862,5.874624,5.69351
S7475,6.29303,6.102022,6.89751,5.913482,5.712308,5.543218,6.619534,5.900114,5.74108
S75,6.273074,6.067076,6.686962,5.842614,5.627076,5.56402,6.22992,5.682218,5.672242
S7502,6.334688,6.198924,6.927922,5.931034,5.690034,5.601492,6.574146,5.846442,5.737252
S7505,6.164388,6.109272,6.865626,5.913508,5.8752,5.473126,6.547722,5.966712,5.780578
