Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells
mix_1	0.0675011532315922	0.139468443078333	0.206625002331987	0.0287763094692944	0.182422814619131	0.375206277269662
mix_2	0.0995123474602886	0.0930251101337505	0.219312235724173	0.0254291553072248	0.214797432946633	0.34792371842793
mix_3	0.088501387484452	0.185237654448548	0.191304997760714	0.0337897914514225	0.190294994589476	0.310871174265388
mix_4	0.0720769794283172	0.081162415207122	0.190830509414294	0.0210935787020755	0.252389123135254	0.382447394112937
mix_5	0.0728819362182646	0.122190980669042	0.192242650678114	0.0245007520619857	0.209038108374341	0.379145571998253
mix_6	0.0732987717220516	0.0748517775864624	0.189818243203688	0.0203286501375261	0.241924984557105	0.399777572793167
mix_7	0.0813629143685245	0.134069970310376	0.197347339510776	0.0270062877205694	0.199308974715492	0.360904513374262
mix_8	0.0770997505904761	0.113750512469818	0.209236933149	0.0253896373371075	0.205181843555031	0.369341322898567
mix_9	0.0697078390709751	0.0796523553669247	0.183101851964384	0.0207058574698566	0.24077867279232	0.40605342333554
mix_10	0.0871841308928578	0.148646086966946	0.176158354464554	0.0302305052113904	0.247387591920219	0.310393330544033
mix_11	0.0934980372897053	0.124231681273423	0.201883936016893	0.0290759312450824	0.198304830146161	0.353005584028735
mix_12	0.0591598677211605	0.113730393071779	0.186730333096324	0.0241228953502389	0.236256486970058	0.380000023790439
mix_13	0.0628313322263597	0.10379033516216	0.178347357325095	0.0245026679491194	0.286085545874226	0.34444276146304
mix_14	0.0781054770757163	0.121000706259706	0.17897943641219	0.0267530793450901	0.242212630630917	0.352948670276381
mix_15	0.0763423361635937	0.108856810325853	0.193759697966768	0.0242651289652064	0.217375248305332	0.379400778273246
mix_16	0.0998187388992318	0.157443372012521	0.193893287868478	0.0314270736323364	0.208059339752957	0.309358187834476
mix_17	0.0951049914714231	0.131587366833874	0.194399374052301	0.0296985530462493	0.23726594336333	0.311943771232823
mix_18	0.0915420126997787	0.139252532380535	0.174326626932201	0.0319767222406696	0.295264041892394	0.267638063854422
mix_19	0.0696020037302301	0.175780328605111	0.192647441287832	0.0323041574056341	0.202571230879469	0.327094838091723
mix_20	0.0836988543860401	0.073336457173513	0.187588576302222	0.0210614838856922	0.259735195558533	0.374579432694
mix_21	0.0740061897812646	0.118292508386938	0.176708856913364	0.0265571010774893	0.278887942876037	0.325547400964907
mix_22	0.0679193299932034	0.14132434245703	0.187770595111091	0.0277834101032867	0.21093733672412	0.364264985611269
mix_23	0.0854630108140676	0.108115907956499	0.188237261999037	0.025888209937705	0.239122636225196	0.353172973067495
mix_24	0.0710013510151293	0.0965545098145839	0.187112223047921	0.0226611125025525	0.241659532308413	0.381011271311401
mix_25	0.0768307732634233	0.0804481482029208	0.183407386093453	0.0216154379046375	0.260546308377048	0.377151946158517
mix_26	0.072840974780504	0.162294092232296	0.17161273009917	0.0320746274087433	0.265547621208787	0.2956299542705
mix_27	0.0783024804850924	0.116527492214524	0.191598306766642	0.0258424567238421	0.212536857609317	0.375192406200582
