naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell	otherCells
Mix_1	0.0502699188360122	0.0501591289905581	0.049842145451601	0.0495756002890532	0.0504027289001871	0.0500512003707474	0.0496966747804388	0.0501530833572197	0.0501376133072886	0.0499677162600646	0.0499705808960767	0.050150202781983	0.0500716561301548	0.0501956024270215	0.0499225927626163	0.0495471084528888	0.0500872544852311	0.050179907165637	0.0499660422655868	0.0496523620576746	8.80031958971905e-07
Mix_2	0.217952731195747	0.152343668418741	4.68823266202583e-06	3.69900042698e-05	0.205932579985988	0.000213099822041463	5.53026555815871e-05	0.119072019780935	0.124992396683796	0.000126030666449411	0.000524965538687158	0.00170303842978533	0.000132812122114953	0.109051842579287	0.00356192674865169	0.000571333579421295	0.000568133065980239	0.0436402831801299	0.0193108524656134	0.000205141296590996	1.63547526188523e-07
Mix_3	0.103631676930604	0.0832076327914098	0.0329077617977369	0.0663191103529246	0.107899701544352	0.00779885863097393	0.00597078819140103	0.0908119650052604	0.110270923646131	0.00326637644839912	0.000276608989216686	0.0792275731567275	0.0128580416456233	0.111104391420912	0.0382040694721733	0.00297816526619518	0.0377778759680932	0.0732864935425788	0.0287658663874557	0.00343604699990758	7.18119239628834e-08
Mix_4	0.193019041588786	0.0549208232895669	2.27425755542874e-05	0.023063393973675	0.145673986546664	0.00228654923843342	0.00477871141091508	0.117877649181708	0.00339711344826432	0.000721900603942947	0.00155959547610097	0.0699267249964048	0.00173981334160282	0.134058228761051	0.120861793728076	0.0467914954599304	0.0307130976256949	0.0463978090369786	0.000163638808240571	0.0020244501286813	1.44077972841217e-06
Mix_5	0.160732164540928	0.133732225036968	3.61335588032497e-06	0.0254490602644525	0.14874762379981	0.000363903571873067	1.34399788455985e-06	0.115637736020719	0.0972965592260226	0.00164825524469407	0.00115233342251732	0.0224744436961197	0.0165942571238219	0.116617531810639	0.00842145262173637	0.000118755370131218	0.0137850001050321	0.134387584630733	0.00272105384314182	0.000114975606037687	1.26710858916468e-07
Mix_6	0.204774915383935	0.0442176308081285	6.2538371098348e-06	0.026284860380477	0.213757384355482	0.00019948955314561	0.000350535389232575	0.141530752099929	0.0886312490603006	0.000691145890343987	9.77684385262435e-05	0.083230652178042	0.000287166026589415	0.0931790950904262	0.000509444623834915	1.72606226682491e-06	0.00610773369891189	0.0789423721881512	0.0158421074417919	0.00135597441252012	1.74308085532093e-06
Mix_7	0.171363456139968	0.0705573540317535	0.00131059976041815	0.00366188249234861	0.188734816426508	1.48366710092805e-05	0.00089666483398376	0.11162526964692	0.122935181080371	0.000271885905296723	0.0122286325880437	0.0166433774276519	0.059944828055622	0.14064945346867	0.000485100443120622	0.010651193742608	0.00144614313634329	0.0603637230847212	0.0261554125336003	5.92594373881477e-05	9.29093653345703e-07
Mix_8	0.147172709302561	0.0713860279331897	0.00253480780971045	0.0409443037510382	0.0948688547448168	0.0186328626788883	0.00287896727072364	0.0829384457665038	0.128346676714197	0.0272693995723137	0.0150342732168206	0.0313380028313694	0.00988151694801291	0.102900132638752	0.00480786343580087	0.0871164430758728	0.0319639407946675	0.0959949823978816	0.00210351794002994	0.00139918172869914	0.000487089448150901
Mix_9	0.119912597961273	0.087237710604053	0.0464070452637775	0.0442969829077773	0.0852065219557342	0.0146533988449294	0.0387014467946026	0.0726397546158817	0.0775699145747111	0.0226820990131982	0.0131323803695334	0.063088662175431	0.0486542480301777	0.0838170004329582	0.0449295425197572	0.0360532130015495	0.0340565423024951	0.0543316237927041	0.00326487753100751	0.00936436872876564	6.85796829325014e-08
Mix_10	0.194762726670888	0.11312825968627	0.00124006078297333	0.0229236748738334	0.1405693716689	0.000918236667548287	0.00974416603317239	0.0663151283770531	0.0976653135191253	0.0242998057910411	0.0132602049369701	0.0413878241106535	0.0281787070177956	0.123436625638964	0.00672220753086837	0.0170418560391756	0.0103298309195292	0.0814087898910304	0.00597658901057214	0.000686935431058004	3.68540257800198e-06
