B_cells	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	NK_cells	Neutrophils	T_cells_.CD4..	T_cells_.CD8..
Mix_1	0.1277	0.1726	0.0766	0.312	0	0.0769	0.2343
Mix_2	0.2943	0.048	0.0561	0.2413	0.0104	0.134	0.2158
Mix_3	0.0861	0.0468	0.0462	0.3313	0.0023	0.1008	0.3865
Mix_4	0.1376	0.0116	0.0397	0.3153	0.0079	0.1442	0.3437
Mix_5	0.3971	0	0.0188	0.3134	0.0078	0.0392	0.2237
Mix_6	0.2273	0.1923	0.0848	0.2595	0	0	0.2362
Mix_7	0.1916	0	0.0269	0.2247	0.0082	0.2075	0.3411
Mix_8	0.2911	0.1047	0.068	0.0641	0.0127	0.2168	0.2426
Mix_9	0.2516	0.0387	0.0505	0.2658	0.006	0.1064	0.281
Mix_10	0.3183	0.0939	0.0658	0.2231	0.0038	0.0361	0.2591
Mix_11	0.2296	0.0081	0.0452	0.2417	0.0127	0.2135	0.2491
Mix_12	0.0562	0.1353	0.0704	0.311	2e-04	0.1091	0.3178
Mix_13	0.3567	0.01	0.0485	0.2076	0.0108	0.1052	0.2612
Mix_14	0.0905	0	0.0022	0.327	0.0063	0.1726	0.4014
Mix_15	0.1462	0.0316	0.0478	0.1803	0.0113	0.2501	0.3328
Mix_16	0.256	0.0639	0.0581	0.1365	0.0085	0.1937	0.2833
Mix_17	0.1712	0.0198	0.0469	0.1865	0.0091	0.2313	0.3352
Mix_18	0.1674	0.0465	0.0512	0.1124	0.0149	0.3322	0.2755
Mix_19	0.107	0.1445	0.0706	0.3052	0	0.0592	0.3135
Mix_20	0.2848	0.0959	0.0632	0.1716	0.0081	0.123	0.2532
Mix_21	0.2729	0.1479	0.078	0.1407	0.0021	0.1178	0.2405
Mix_22	0.1142	0.1802	0.0761	0.2648	0	0.0752	0.2894
Mix_23	0.3839	0.0327	0.0562	0.1672	0.0136	0.1484	0.198
Mix_24	0	0.0997	0.0656	0.0732	0.0082	0.3693	0.384
Mix_25	0.3414	0	0.0223	0.1953	0.0086	0.1485	0.2838
Mix_26	0.2459	0.0128	0.0403	0.14	0.0127	0.2309	0.3175
Mix_27	0.3127	0.1195	0.0715	0.0468	0.007	0.1485	0.2942
Mix_28	0.2174	0.1244	0.0717	0.2166	0.0018	0.1211	0.2471
Mix_29	0.2882	0.0059	0.0469	0.1211	0.0126	0.224	0.3012
Mix_30	0.1788	0	0.0082	0.3355	0.0063	0.1094	0.3618
Mix_31	0.2769	0.0481	0.0565	0.1674	0.0098	0.1759	0.2655
Mix_32	0.156	0.0843	0.0618	0.0842	0.0129	0.3097	0.291
Mix_33	0.0946	0.0896	0.0625	0.1766	0.0056	0.2367	0.3344
Mix_34	0.2604	0.1666	0.0763	0.2269	0.0032	0.0198	0.2467
Mix_35	0.1984	0.0177	0.0409	0.301	0.0078	0.1404	0.2938
Mix_36	0.248	0.034	0.0501	0.2275	0.008	0.1361	0.2964
Mix_37	0.1042	0.052	0.048	0.3478	0.0033	0.0845	0.3602
Mix_38	0.0646	0.1209	0.0671	0.2766	7e-04	0.1532	0.317
Mix_39	0.3647	0.1646	0.0883	0.0805	0.0105	0.1216	0.1698
Mix_40	0.2188	0.0157	0.0395	0.343	0.0018	0.0644	0.3166
Mix_41	0.1776	0.0518	0.0496	0.3726	0.0023	0.0561	0.2901
Mix_42	0.261	0.0149	0.0487	0.0856	0.0121	0.2587	0.3189
Mix_43	0.2915	0.0913	0.062	0.2567	0.0045	0.039	0.2549
Mix_44	0.1037	0.1138	0.0619	0.343	5e-04	0.0905	0.2866
Mix_45	0.1321	0.0895	0.0625	0.1873	0.001	0.1576	0.37
Mix_46	0.2832	0.0661	0.063	0.0479	0.0083	0.2122	0.3193
Mix_47	0.2167	0.1364	0.0751	0.2503	0	0.0513	0.2703
Mix_48	0.2561	0.0336	0.0471	0.224	0.0083	0.1506	0.2803
Mix_49	0.1064	0	0.0164	0.3849	0.0043	0.1346	0.3534
Mix_50	0.1116	0.0773	0.0596	0.0911	0.0104	0.2695	0.3805
Mix_51	0.2552	0.0507	0.054	0.1768	0.0106	0.191	0.2617
Mix_52	0.0446	0.0433	0.0493	0.2763	0.0052	0.1723	0.4091
Mix_53	0.2267	0.123	0.074	0.1551	0.0031	0.1343	0.2838
Mix_54	0.0981	0.1338	0.0646	0.4436	0	0	0.2599
Mix_55	0.0575	0.0398	0.0438	0.3979	0.0024	0.0876	0.371
Mix_56	0.1265	0.1035	0.0596	0.1316	0.0058	0.2024	0.3706
