ID,T_cells_(CD4+),B_cells,T_cells_(CD8+),Endothelial_cells,Fibroblasts,Macrophage
S15828,6.355694,5.141322,5.487304,6.055734,5.60773,5.972652
S15833,6.50659,4.938502,5.456584,6.2057,5.64751,6.108234
S15834,6.3688,5.05646,5.50109,6.043448,5.604792,6.010698
S15840,6.507828,5.001868,5.522428,6.126642,5.600946,6.05622
S15844,6.307114,5.004506,5.417216,6.039212,5.611874,6.010752
S15851,6.481086,4.987456,5.61566,6.120754,5.636916,6.0704
S15862,6.48419,5.035922,5.571886,6.210482,5.625642,6.111986
S15863,6.208332,5.137622,5.32981,5.949966,5.552076,5.885024
S15878,6.475582,5.019526,5.584602,6.082452,5.601346,6.08095
S1588,6.51916,5.011658,5.651698,6.182532,5.665026,6.061398
S15886,6.47193,4.96704,5.449518,6.082186,5.607042,6.059084
S15887,6.504496,5.012646,5.52597,6.139326,5.614752,6.068142
S15895,6.448028,5.011406,5.500484,6.187214,5.636072,6.121994
S15898,6.462082,4.911204,5.420216,6.172098,5.631886,6.02975
S15903,6.345924,5.112758,5.46302,6.048602,5.549936,5.968428
S15908,6.523696,4.875202,5.600918,6.133478,5.624976,6.06485
S15910,6.498864,4.994758,5.483734,6.190946,5.70456,6.175454
S15925,6.343598,5.077334,5.413546,6.107602,5.590238,6.092854
S1593,6.502076,5.014702,5.388854,6.065054,5.574124,6.023986
S15931,6.360996,4.998778,5.61545,6.14188,5.601768,6.029916
S15941,6.452626,4.988298,5.514782,6.151054,5.626418,6.042122
S15946,6.45079,5.066702,5.656834,6.122162,5.562904,6.067628
S15955,6.385442,4.996904,5.455546,6.046342,5.547802,5.99472
S15956,6.616072,5.089966,5.672252,6.421718,5.753342,6.144806
S15960,6.46805,4.931804,5.575364,6.22655,5.648662,6.151168
S15966,6.581402,4.96127,5.621166,6.172724,5.654752,6.120852
S15973,6.446922,4.879796,5.435332,6.112154,5.573534,6.077234
S15974,6.486244,4.959034,5.63135,6.106154,5.63001,6.069894
S15976,6.323622,5.00077,5.60827,6.080126,5.53739,5.97405
S15978,6.59152,5.051226,5.654998,6.176658,5.65614,6.11714
S15979,6.48702,5.06441,5.499482,6.1229,5.61965,6.041882
S15981,6.554032,4.92362,5.587246,6.18037,5.638242,6.088222
S15984,6.395632,5.041724,5.365576,6.091754,5.5924,6.042976
S15994,6.455478,5.00901,5.691338,6.156438,5.619804,6.094588
S15996,6.537828,4.965992,5.606696,6.203862,5.691344,6.115026
S15998,6.674396,5.045032,5.973374,6.295742,5.696724,6.173342
S160,6.621352,4.865974,5.43132,6.208396,5.703364,6.099912
S1600,6.577048,5.068228,5.565492,6.164324,5.644082,6.081344
S16012,6.576446,5.005634,5.58484,6.231606,5.670562,6.133728
S16013,6.448058,4.980186,5.603002,6.142148,5.568486,6.050708
S16022,6.389292,4.973542,5.605564,6.07401,5.5746,6.025058
S16037,6.494628,4.937726,5.470038,6.12915,5.587876,6.072348
S16038,6.334294,5.087384,5.408412,6.101622,5.580706,6.024128
S16040,6.463806,5.001992,5.480916,6.080842,5.572072,6.018168
S16048,6.300156,4.999866,5.395342,5.999078,5.527672,5.94423
S16054,6.522756,4.983192,5.673004,6.171698,5.645908,6.086888
S16056,6.526078,4.92551,5.543528,6.14273,5.639176,6.052418
S16069,6.586396,5.024556,5.543892,6.203016,5.667868,6.110446
S1609,6.277074,4.99041,5.298728,6.018214,5.56426,5.979152
S16093,6.388386,5.021096,5.394178,6.056258,5.595854,6.032016
S16097,6.268274,5.053852,5.444094,6.012712,5.500428,5.950902
S16099,6.631248,5.04678,5.707074,6.542214,5.764258,6.278282
S16108,6.629674,4.867272,5.59013,6.260796,5.768502,6.18619
S16109,6.583024,4.977476,5.489826,6.087422,5.57152,5.989282
S1611,6.597108,4.870928,5.81641,6.308388,5.70373,6.197716
S16112,6.4933,5.055454,5.528316,6.164098,5.651872,6.081038
S16116,6.24138,4.989556,5.627282,5.982498,5.455036,5.891314
S16118,6.459264,4.916872,5.505602,6.140848,5.593844,6.15062
S16122,6.292708,5.014078,5.474192,6.041306,5.536614,6.02002
S16126,6.445528,5.005438,5.5731,6.14651,5.56453,6.043918
S16130,6.444652,5.040074,5.383384,6.103164,5.685632,6.014054
S16138,6.431866,5.103154,5.575048,6.036858,5.58752,5.973222
S16146,6.557266,4.955448,5.542086,6.239262,5.64713,6.126464
S16147,6.476202,4.922488,5.57678,6.20397,5.680476,6.079638
S16151,6.566112,4.983966,5.63117,6.134686,5.602256,6.101196
S16154,6.457944,4.925012,5.418184,6.195118,5.630092,6.126918
S16155,6.597184,5.032548,5.49051,6.185294,5.649578,6.112588
S16160,6.366622,5.084522,5.578994,6.098052,5.583234,5.979842
S16163,6.489894,4.894538,5.529812,6.231124,5.65644,6.139806
S16167,6.308354,5.109906,5.358826,5.939118,5.502124,5.895532
S16168,6.397102,5.0172,5.61237,6.183472,5.64272,6.04668
S16169,6.329296,5.190964,5.458768,6.079736,5.608784,6.070432
S16170,6.588382,5.007652,5.429746,6.213892,5.677862,6.134968
S16171,6.446608,5.027154,5.709378,6.144458,5.61264,6.075768
S16178,6.43697,4.998314,5.645786,6.154892,5.597682,5.998438
S16180,6.331146,5.07548,5.572512,6.1303,5.621418,5.992186
S16187,6.387374,5.000652,5.599558,6.152936,5.649024,6.03861
S16195,6.604882,4.92837,5.703358,6.20421,5.616174,6.115014
S16199,6.439584,4.990912,5.425918,6.118248,5.635822,6.07081
S1620,6.506268,4.90298,5.484782,6.11955,5.657932,6.016258
S16203,6.455916,4.908812,5.446266,6.02661,5.52905,5.936418
S16208,6.419104,4.993614,5.78772,6.195316,5.544436,6.022358
S16211,6.457584,4.900568,5.608588,6.11077,5.58588,6.093778
S16213,6.634712,4.891276,5.530148,6.268696,5.705272,6.116282
S16229,6.391474,4.961844,5.424098,6.199938,5.592564,6.053542
S16232,6.65844,4.978486,5.579076,6.28941,5.69885,6.173744
S16237,6.355746,4.999286,5.40452,6.078528,5.645084,6.056254
S16239,6.497096,4.976048,5.520136,6.031986,5.5817,6.032428
S16249,6.369456,5.075934,5.43547,6.10226,5.595622,6.017096
S16253,6.438878,4.990646,5.700666,6.166784,5.630376,6.054412
S16255,6.657618,4.90743,5.639334,6.232394,5.685068,6.144628
S16257,6.385432,5.077146,5.321116,6.050236,5.638904,6.000234
S16272,6.302242,5.101112,5.371488,6.05171,5.589292,6.027596
S16274,6.53256,4.937746,5.514538,6.178534,5.62993,6.000468
S16275,6.37244,5.011156,5.513436,6.09497,5.585524,6.022322
S1628,6.404374,4.913616,5.45969,6.088778,5.601372,6.029378
S16282,6.603012,4.986666,5.69709,6.192976,5.668076,6.090554
S16288,6.535798,4.920266,5.544406,6.186244,5.610216,6.068018
S16294,6.516092,4.942076,5.737636,6.206422,5.624228,6.117566
S16297,6.331802,5.052278,5.373524,5.993112,5.530402,5.953066
S16305,6.50975,4.876164,5.58371,6.191216,5.620216,6.101872
S16306,6.450064,5.098246,5.404356,6.049254,5.62957,5.991298
S16308,6.468796,4.972466,5.667534,6.09338,5.58479,6.004262
S16311,6.668074,4.944674,5.443138,6.230738,5.699168,6.229922
S16318,6.423968,5.070046,5.61982,6.137808,5.601412,6.032292
S16322,6.476304,4.908774,5.440184,6.163584,5.576406,6.052044
S16327,6.50866,5.00116,5.710018,6.233336,5.65498,6.202604
S16352,6.559814,5.022944,5.62824,6.266924,5.6762,6.118788
S16354,6.201872,5.052458,5.330498,5.973186,5.508392,5.882352
S16358,6.45787,4.983414,5.56602,6.160738,5.578994,6.05191
S1636,6.479574,5.082158,5.665334,6.189528,5.666262,6.046456
S16367,6.446296,4.97673,5.49039,6.086126,5.626578,5.962808
S16368,6.424992,5.057192,5.415554,6.079152,5.635476,6.073082
S16372,6.543646,5.04479,5.718502,6.177002,5.592116,6.027186
S16373,6.278922,5.064338,5.450476,5.968746,5.544784,5.963162
S16379,6.495866,4.962304,5.440418,6.168394,5.64804,6.107994
S16386,6.465076,4.967488,5.546388,6.151496,5.618248,6.045926
S16389,6.47609,5.056118,5.460162,6.14565,5.605984,6.083602
S1639,6.686326,4.902086,5.684554,6.218948,5.661128,6.111256
S16391,6.550656,4.986278,5.631486,6.200008,5.641024,6.057104
S16401,6.484444,5.008654,5.70255,6.196714,5.62425,6.016806
S16407,6.483688,5.017722,5.45934,6.060718,5.537992,5.993622
S16408,6.54606,5.046758,5.659376,6.250152,5.686844,6.132326
S16412,6.509984,4.95613,5.51465,6.147806,5.662316,6.11327
S16414,6.465904,4.95448,5.509524,6.063674,5.572958,5.987212
S16419,6.45266,5.008098,5.665328,6.12781,5.621192,6.090512
S16420,6.477368,4.94563,5.600074,6.184446,5.653028,6.111854
S16422,6.32413,5.022884,5.565676,6.131618,5.562778,5.992912
S16423,6.326332,5.04774,5.414128,6.00285,5.512444,5.975522
S16428,6.50614,5.03143,5.665794,6.24633,5.654954,6.096124
S16439,6.533038,5.005104,5.762646,6.209658,5.640936,6.084698
S16441,6.46684,4.901314,5.605776,6.120384,5.604656,6.064284
S16450,6.635524,5.038786,5.530464,6.3216,5.761626,6.197816
S16455,6.62132,4.99314,5.684812,6.263662,5.668262,6.122698
S16460,6.610734,4.923466,5.8217,6.261362,5.65165,6.127132
S16473,6.47548,4.97196,5.368282,6.08755,5.579648,6.035274
S16475,6.669946,4.938612,5.549892,6.248122,5.727212,6.207448
S16476,6.483646,4.969132,5.57159,6.252534,5.686918,6.156016
S16478,6.571048,4.986554,5.541468,6.204616,5.691198,6.112014
S16480,6.425778,5.044506,5.532432,6.138658,5.643868,6.093836
S16488,6.741672,4.886126,5.728736,6.302428,5.702096,6.185756
S1649,6.219018,4.96382,5.354704,5.949266,5.465624,5.90311
S16498,6.658398,5.018056,5.632704,6.257912,5.673508,6.13421
S16503,6.57768,4.99287,5.417692,6.237322,5.675388,6.0897
S16504,6.479464,4.992244,5.483802,6.089118,5.589808,6.08135
S16505,6.32653,5.051574,5.589894,6.035338,5.550724,6.002046
S16506,6.443664,4.982672,5.598998,6.110352,5.592834,5.996018
S16515,6.303044,4.81804,5.40485,6.06401,5.547892,6.06639
S16518,6.57644,4.91207,5.55524,6.218666,5.65229,6.128062
S16526,6.564978,4.898034,5.520454,6.261522,5.69996,6.047736
S16529,6.557096,5.024886,5.48503,6.222226,5.62951,6.130488
S1653,6.647212,4.997904,5.623332,6.291274,5.70597,6.139998
S16532,6.66442,4.8869,5.586836,6.266396,5.655792,6.099712
S16535,6.24689,5.170444,5.33372,5.92134,5.505902,5.948276
S1655,6.52529,5.134304,5.731292,6.32443,5.590098,6.062956
S16551,6.56659,4.939084,5.640238,6.214942,5.61617,6.09195
S16561,6.461936,4.971556,5.648244,6.163496,5.641574,6.12864
S16571,6.34921,5.064868,5.40187,6.059774,5.599298,5.976406
S16575,6.728072,5.06892,5.525316,6.267964,5.733878,6.121334
S16584,6.367958,5.0831,5.577696,6.046278,5.554382,5.98101
S1659,6.50929,4.956496,5.575048,6.05766,5.643882,6.093084
S16591,6.629246,4.8468,5.67622,6.160072,5.619134,6.085134
S166,6.53553,4.963736,5.515898,6.083272,5.571802,6.044234
S1660,6.419748,4.89142,5.4809,6.135294,5.556242,6.024384
S16604,6.393622,4.985946,5.435864,6.139288,5.598336,6.112268
S16606,6.629266,4.962146,5.67639,6.223604,5.709208,6.110462
S16609,6.437872,5.075994,5.52289,6.084646,5.620858,6.01976
S16612,6.364828,4.981796,5.521948,6.073916,5.595302,5.983292
S16619,6.450282,4.991906,5.53474,6.11764,5.624354,6.086216
S16623,6.596094,4.887812,5.479202,6.16769,5.570158,6.065948
S16632,6.34008,5.027982,5.515648,5.995934,5.533686,5.98637
S16640,6.627284,4.979884,5.583746,6.133942,5.647474,6.040262
S16641,6.445108,4.995402,5.55252,6.1341,5.569786,6.079628
S16644,6.359254,5.059236,5.85049,6.122732,5.566126,5.952096
S16646,6.396024,5.081816,5.363388,6.018402,5.56135,5.945018
S16649,6.538822,5.0304,5.575856,6.180544,5.646726,6.067676
S16652,6.44199,4.994812,5.573448,6.148612,5.562612,6.034746
S16654,6.482978,4.991672,5.548374,6.077272,5.593118,6.064734
S16655,6.566964,4.876988,5.6534,6.124574,5.60239,6.014428
S16656,6.579232,5.092878,5.735996,6.222376,5.681722,6.057642
S16669,6.253976,5.122108,5.21926,6.010432,5.583826,5.949512
S16671,6.502064,5.028708,5.626948,6.206834,5.645408,6.07354
S16675,6.534488,5.047428,5.63034,6.154196,5.646772,6.036798
S16676,6.406366,5.089262,5.504078,6.24638,5.690284,6.075578
S16696,6.46376,5.01917,5.422564,6.070934,5.623016,5.99307
S16698,6.214008,5.024466,5.358182,5.982492,5.491338,5.921938
S1670,6.448612,5.014948,5.464496,6.136664,5.61497,6.053644
S16700,6.441112,4.949994,5.544558,6.120946,5.591352,6.091094
S16706,6.279404,5.1147,5.28967,5.966496,5.563076,5.9794
S1671,6.486246,4.870796,5.475584,6.14736,5.632802,6.095914
S16712,6.35684,5.082858,5.701148,6.1753,5.590574,6.082366
S16715,6.492936,5.045722,5.80056,6.13692,5.618826,5.991812
S16717,6.525652,5.062614,5.495058,6.234286,5.642878,6.129078
S16721,6.355896,5.109886,5.57764,6.127156,5.59358,6.026192
S16725,6.503276,4.909184,5.547398,6.163712,5.574916,6.034914
S1673,6.23293,5.150098,5.325598,5.98719,5.517754,5.886274
S16747,6.574122,5.028214,5.546344,6.181994,5.623804,6.030122
S1675,6.560256,4.932282,5.530194,6.132014,5.587476,6.040852
S16757,6.36149,4.971998,5.450904,6.110166,5.600534,6.036204
S16758,6.491508,4.941638,5.439136,6.062004,5.517204,5.98454
S16762,6.654278,4.895282,5.73134,6.17734,5.615088,6.088286
S16770,6.667256,5.018134,5.876092,6.374086,5.707754,6.221938
S16773,6.468344,4.962034,5.514992,6.141224,5.591594,6.138354
S16775,6.456188,5.063,5.631112,6.12585,5.600284,6.010174
S1678,6.433798,4.971188,5.65786,6.067292,5.533286,5.967192
S16780,6.505944,4.985888,5.425952,6.113322,5.606092,6.038136
S16785,6.354272,5.161888,5.540134,6.076602,5.610598,6.013606
S16791,6.525954,4.910744,5.57426,6.190058,5.646596,6.124704
S16792,6.525358,5.108696,5.642162,6.170476,5.620316,6.059008
S16797,6.405388,5.022862,5.505222,5.9495,5.574526,5.946588
S16799,6.339348,5.061312,5.352124,6.095358,5.56424,6.03119
S1680,6.41036,5.080892,5.515982,6.06699,5.579808,6.00587
S16801,6.549496,4.975426,5.8273,6.224764,5.695182,6.100722
S16806,6.565382,4.963886,5.615296,6.134908,5.623284,6.093174
S16811,6.16752,5.126396,5.420346,5.998866,5.506634,5.83715
S16815,6.591626,5.101422,5.630954,6.272762,5.672372,6.144448
S16816,6.191982,5.07299,5.379798,5.963948,5.516542,5.881222
S16825,6.57268,4.888264,5.52904,6.180746,5.652902,6.098774
S16827,6.282024,5.079878,5.598222,5.934772,5.546472,5.893818
S16829,6.662316,4.863356,5.638694,6.245132,5.681712,6.142236
S16830,6.288554,5.050858,5.442176,6.019966,5.536948,5.942312
S16835,6.247378,4.992966,5.526142,6.053206,5.558104,5.975536
S16841,6.745698,4.92279,5.769632,6.299386,5.724172,6.182264
S16843,6.425222,4.935688,5.38959,6.176072,5.644522,6.128876
S16853,6.486208,5.034062,5.428492,6.183366,5.653382,6.099792
S16859,6.487006,4.958582,5.667262,6.216528,5.631374,6.101638
S16860,6.484544,5.012412,5.444658,6.055398,5.543796,5.95512
S16880,6.274746,5.012572,5.420436,6.009374,5.543584,5.966166
S16893,6.438066,4.983202,5.447868,6.156228,5.628294,6.11304
S16896,6.409518,4.956278,5.547876,6.16469,5.55081,6.109976
S16905,6.269628,5.115878,5.487352,6.022498,5.559232,5.946714
S16909,6.549718,4.956094,5.701384,6.194832,5.648422,6.060278
S16910,6.394928,5.11042,5.517842,6.04502,5.54198,6.02695
S16915,6.51277,5.080336,5.529148,6.161392,5.64528,6.111416
S16928,6.604694,4.950376,5.675666,6.223682,5.646248,6.123588
S16929,6.399534,5.117196,5.444722,6.100192,5.638788,5.965376
S16932,6.510172,5.05907,5.711582,6.232496,5.649858,6.111606
S16933,6.450684,5.010746,5.575766,6.115936,5.669758,6.032512
S16939,6.666702,4.938402,5.60538,6.244846,5.712272,6.151506
S16947,6.264454,5.011284,5.476056,6.032414,5.544038,5.965424
S16949,6.4778,4.990424,5.553512,6.146978,5.575504,6.04807
S16951,6.512376,5.004964,5.44331,6.082878,5.588548,6.04505
S16961,6.582088,4.918378,5.469032,6.21239,5.687606,6.18358
S16963,6.557308,5.013922,5.475096,6.10577,5.605632,6.000194
S1697,6.570476,4.912776,5.49345,6.132862,5.659204,6.09038
S16976,6.38385,4.980204,5.442794,6.070296,5.607532,5.990014
S16977,6.330914,5.031716,5.595402,6.099896,5.629904,6.08105
S16992,6.303808,5.122934,5.402092,6.082246,5.543972,5.966918
S16994,6.37507,5.020666,5.460356,6.062282,5.562642,5.961566
S16995,6.474644,5.134526,5.63273,6.20773,5.675226,6.110512
S17000,6.439918,5.038964,5.476346,6.168804,5.672004,6.166262
S17002,6.377674,5.004976,5.583516,6.046164,5.598686,6.04771
S17012,6.63616,4.888304,5.692024,6.277096,5.701562,6.187974
S17015,6.378464,5.133752,5.343268,6.057494,5.518662,5.929616
S1702,6.373168,5.01818,5.737552,6.117844,5.517898,6.00086
S17021,6.40743,5.028156,5.466166,6.089602,5.650906,6.033492
S17025,6.53398,4.901044,5.566978,6.174144,5.602632,6.04509
S17027,6.610758,4.940314,5.636046,6.16718,5.633004,6.074196
S17030,6.491176,4.967952,5.489684,6.153108,5.655106,6.144408
S17037,6.627704,4.940804,5.666764,6.172738,5.685198,6.163444
S17040,6.314268,5.087622,5.55287,6.14951,5.580908,6.003212
S17046,6.374934,5.052894,5.547884,6.079558,5.60308,6.044584
S17047,6.506332,4.949678,5.539748,6.123702,5.631538,6.05301
S17055,6.403564,4.914324,5.607292,6.04615,5.55808,5.989422
S17056,6.5932,4.97194,5.7142,6.260918,5.704002,6.220482
S17057,6.419776,5.01896,5.370238,6.076052,5.601482,6.048566
S1706,6.582534,5.08221,5.737862,6.265744,5.63367,6.107686
S17068,6.472346,5.08408,5.77057,6.20615,5.641196,6.085002
S17070,6.529816,4.953378,5.845934,6.226208,5.628706,6.052326
S17077,6.419676,4.941094,5.54187,6.093628,5.591502,6.07961
S17078,6.174652,5.005746,5.276434,5.917174,5.447448,5.93348
S17079,6.690316,4.960608,5.582866,6.231178,5.694444,6.099558
S17080,6.437304,4.953452,5.448546,6.130264,5.60859,6.118404
S17091,6.341254,5.150204,5.50176,6.023012,5.54241,5.987666
S17095,6.439534,4.948652,5.550414,6.185482,5.631864,6.09109
S17097,6.54245,4.989616,5.750016,6.177784,5.587346,6.116904
S17099,6.61061,4.917292,5.613922,6.211076,5.650266,6.121796
S17102,6.484586,4.95343,5.748226,6.142406,5.549102,6.038206
S17110,6.374706,5.023376,5.806754,6.212354,5.623774,6.00723
S17114,6.24279,5.122764,5.599974,6.069634,5.5655,6.040608
S17117,6.659516,4.926968,5.585996,6.165602,5.721432,6.162604
S17131,6.281376,5.14988,5.389438,6.015246,5.548766,5.90179
S17132,6.57186,4.906308,5.61272,6.08819,5.549618,6.030182
S17133,6.469158,4.956496,5.54366,6.086804,5.653094,6.05458
S17134,6.525938,4.965226,5.526502,6.147642,5.631312,6.111918
S17142,6.458728,4.945992,5.49031,6.206802,5.622384,6.043812
S17148,6.589128,4.94531,5.4357,6.24743,5.706522,6.11686
S17150,6.535964,4.942424,5.478164,6.11426,5.605252,6.084116
S17151,6.50141,5.012242,5.52171,6.163312,5.69051,6.07078
S17180,6.44156,5.105876,5.776824,6.17369,5.562534,5.957738
S17187,6.251134,4.984302,5.393118,6.021218,5.522324,6.071528
S17197,6.500452,5.012228,5.44848,6.091322,5.569504,6.038524
S17198,6.379026,5.00761,5.525126,6.180144,5.632518,6.063914
S17205,6.418984,4.951414,5.495984,6.10687,5.634582,6.081962
S1721,6.582458,5.012044,5.61743,6.233434,5.659238,6.131116
S17210,6.388228,5.025568,5.52658,6.122526,5.555932,5.93735
S17211,6.693374,4.947344,5.575436,6.263588,5.736522,6.191354
S17212,6.466702,4.942914,5.51861,6.155894,5.638768,6.109166
S17219,6.26795,5.05979,5.347626,6.098002,5.613654,6.004988
S17223,6.340646,5.153078,5.525912,5.998512,5.598644,5.958108
S17229,6.419936,5.088944,5.241318,6.107086,5.653448,6.070646
S17230,6.521654,4.97816,5.451496,6.150938,5.649106,6.056474
S17233,6.434288,5.12638,5.681496,6.202798,5.600182,5.988606
S17240,6.487948,5.052236,5.546132,6.170388,5.639322,6.03026
S1725,6.512804,4.970594,5.643356,6.157134,5.635112,6.05539
S17251,6.462922,5.025868,5.459442,6.207132,5.66057,6.078148
S17252,6.232994,5.095952,5.45485,5.937596,5.46623,5.89334
S17254,6.432012,4.946664,5.499632,6.18861,5.673428,6.233458
S17256,6.567656,5.049692,5.63463,6.202414,5.655324,6.115286
S17259,6.318916,5.035204,5.46448,6.071108,5.522436,5.936284
S1726,6.457828,5.107576,5.691678,6.1122,5.587464,6.035776
S17275,6.482156,5.085118,5.605152,6.129732,5.618572,5.981268
S17281,6.501572,4.9486,5.544776,6.135624,5.622144,6.113934
S17283,6.482176,4.959564,5.591962,6.159582,5.632006,6.108016
S17284,6.500214,4.968946,5.565284,6.180694,5.669498,6.119734
S17290,6.358256,5.045,5.618732,6.093324,5.574606,6.02406
S17291,6.516014,5.005488,5.590722,6.166776,5.666826,6.089688
S17295,6.57468,5.016724,5.622944,6.131466,5.557974,6.078126
S17301,6.423408,5.034648,5.626202,6.112198,5.58335,6.058276
S1731,6.439658,5.030976,5.485642,6.146626,5.631252,6.030062
S17311,6.535156,4.97924,5.519102,6.09616,5.622786,6.0812
S17316,6.55877,5.043646,5.700282,6.247666,5.71089,6.130702
S17320,6.62677,4.893406,5.635784,6.236836,5.661698,6.144522
S17322,6.456262,5.050016,5.459362,6.090208,5.637914,6.128052
S17323,6.512488,5.007026,5.700736,6.487186,5.748574,6.136986
S17332,6.432764,5.04115,5.424862,6.154902,5.642628,6.120946
S17333,6.427814,4.969782,5.669354,6.217858,5.701884,6.057722
S17334,6.22697,5.111538,5.626386,6.100634,5.536042,5.923626
S17346,6.520094,4.969984,5.52156,6.139222,5.66476,6.041416
S17351,6.46827,5.203096,5.895392,6.376992,5.66609,6.144024
S17353,6.458956,5.069966,5.468494,6.036132,5.53537,5.978908
S17362,6.407034,5.031168,5.451912,6.177988,5.581416,6.100516
S17365,6.46597,4.970442,5.48946,6.050696,5.604806,6.002572
S17367,6.472772,4.977624,5.719438,6.201816,5.653518,6.127646
S17369,6.558736,4.931378,5.58095,6.214382,5.703894,6.135924
S17370,6.263976,5.062038,5.369402,5.97681,5.517062,5.941038
S17373,6.286218,5.20473,5.601274,6.111178,5.679476,6.084392
S17378,6.410366,5.14558,5.551554,6.172536,5.673802,6.024826
S1738,6.461228,5.12431,5.46195,6.087256,5.652434,5.986672
S17381,6.618344,5.009836,5.826794,6.237032,5.693708,6.099732
S17393,6.26825,4.990578,5.655574,6.10894,5.592746,6.023042
S17396,6.301798,4.94933,5.588294,5.984646,5.534572,5.80696
S17411,6.517158,5.031742,5.587214,6.116378,5.619978,6.063098
S17412,6.68416,4.914312,5.945216,6.272004,5.65041,6.112994
S17413,6.538902,5.026776,5.77094,6.2005,5.677876,6.056914
