naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell	otherCells
mix_1	0.137584046338075	0.0661925659080759	0.0583934670811251	0.0901760412981302	0.175997741691014	2.64018140367186e-05	0.0494992896951926	0.0668727610800046	0.05441065850635	0.0316669311817685	0.0140203456468853	0.0313467943366837	0.000100481837218689	0.128921336392857	1.57901488359831e-05	0.000630389684222757	0.00337771600375062	0.0673453099196769	0.0234107965939033	2.74211778572119e-06	8.39272440755767e-06
mix_2	0.0862744485366235	0.0278722506887431	0.0952845316772478	0.120065064773768	0.236104260924442	4.74338376592711e-05	0.0309684738747118	0.0439238876697228	0.0919469766756197	1.93032310940274e-06	0.000135587313635222	0.0529420381261502	0.00321539528313033	0.0617783516319957	0.0296255517958984	0.00182860097669956	9.54111594183891e-05	0.11180201203063	0.00562477796181283	0.00046210071341137	9.14025570564192e-07
mix_3	0.146463522275678	0.0544819442017852	0.00498414414584222	0.115041532457241	0.158641116884706	1.63135263554725e-06	0.00287611265232597	0.154597749039171	0.119933221387228	0.0119170333750931	0.00291828230598819	0.00116690258397662	0.000251196167228133	0.0117759979755346	0.110184927249138	0.000553105314134553	0.0392195503433259	0.0623305822491399	2.99144455853049e-05	0.00263132317540141	2.10418841350979e-07
mix_4	0.26731575892511	0.0193777311224602	0.0152939857399487	0.0444627802746362	0.241816978528098	3.29711454430064e-06	0.00190803052308956	0.130028143882351	0.0987923929491864	9.0049426763408e-05	0.00229837367536985	0.00246411111168947	0.000249143078104045	0.139827096418343	3.64728442244911e-06	1.92124397354423e-05	0.0214467006032303	0.01459534759294	4.95512831147184e-07	2.21219523119573e-06	4.51160191605737e-06
mix_5	0.171656038958315	0.0701833119893438	0.00290236058433929	0.112361574894577	0.182152550442274	0.000620103441269751	0.010118708241039	0.115304598207254	0.0768486517413343	3.73943967321018e-05	0.0127914641015649	0.00149672787890961	0.00457933128559579	0.0943714800604487	0.000885414955183765	0.00518193133287494	0.0541896015679207	0.0241352214610304	8.9918666722929e-05	0.0600883755174895	5.24027578041597e-06
mix_6	0.246364054554248	0.0101215046412432	0.0384721610958045	0.032288891775887	0.283490891213528	2.71125837937181e-05	0.000603389660145436	0.096629952941986	0.0786655679424719	0.000325456500551788	0.0586701642498576	0.0126984855082704	9.64282396471301e-07	0.100910252504856	9.7424099735153e-05	0.000633817553276206	0.00356988031961436	0.0353411844319712	0.0010857974362505	8.77350853459233e-07	2.16935325891843e-06
mix_7	0.354228269620924	0.0291678783524372	0.0126346955306652	0.062634685908651	0.245366037851469	0.000552040190159069	0.000706541745259568	0.0983788536815069	0.0973992767818882	3.20929132647694e-06	6.8401709422875e-06	0.00087565861408782	1.71139666965441e-06	0.0601361837978387	0.000313710171652077	0.0157938038320125	0.000147241830111819	0.0214866993269357	5.06463163225541e-05	0.000115492542155223	5.23046984834963e-07
mix_8	0.209052792336779	0.121347883327671	0.0649128357970403	0.0830103998324365	0.21004117340816	0.000195787064193237	0.00148189487507161	0.0898956602217812	0.0101194947098994	0.00426225237057862	0.00904478834351049	0.000202509171077988	0.0017281478238807	0.104539733680003	0.000457888145165032	0.0228334918974322	0.00214716046696903	0.0623903380420114	0.00171092335889543	0.00062460233342659	2.42794017557557e-07
mix_9	0.249591433715011	0.00857580676818957	0.0469040091556176	0.0469620867088324	0.241778935820469	3.11537992703167e-05	9.90057071840337e-05	0.0448341672669557	0.168067557846026	0.000116531750089714	8.13355709319618e-05	0.000497679943769294	0.0537476893200347	0.0825322416391509	0.0490686655728265	6.17512519743197e-06	0.00272697038923245	0.0043574084767212	2.06997438997129e-05	2.0711049982602e-07	2.38570089461376e-07
mix_10	0.14033538705611	0.0754781388120621	0.0449988212642192	0.0998906772504291	0.088330546548846	0.0453478303819994	0.00840345785047762	0.0263452783837638	0.114732627241459	7.79406828602152e-06	0.00592865431260073	0.0555383364432476	0.000417094064499324	0.0933586696931124	5.72058032984655e-05	0.0548918404933436	0.0337927007313119	0.0813110950461157	0.000418597353116161	0.030410681548096	4.56565360595906e-06
