Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells	otherCells
mix_1	0.00701589174694573	0.0167413154035294	0.383659431101697	0.324065977647595	0.18188368557546	0.00518945897276162	8.29580690703409e-09	0.0814442312562046
mix_2	0.0345940365033578	0.0137866896645708	0.324014531448377	0.233175253724073	0.263790800107707	0.000776834994674426	3.9471377079143e-10	0.129861853162525
mix_3	0.0212184561662871	0.0377546694077546	0.306133314333861	0.129039705603217	0.153782677247106	0.00539738452553151	8.75150448599868e-09	0.346673783964739
mix_4	0.0275305630979245	0.0246537009935666	0.538125302053893	0.235393462615919	0.0488556875237921	0.000608261714582598	1.16621284032063e-09	0.124833020834109
mix_5	0.0237938130378135	0.0360632310456923	0.422572642625849	0.22728300392059	0.0412540018072924	0.00233667612108893	6.83295659555279e-10	0.246696630758378
mix_6	0.0264378976464972	0.0261035660298807	0.500453718840825	0.252249164518754	0.0828945408265213	0.000452322876205193	8.66397170632458e-10	0.111408788394919
mix_7	0.0248850248194191	0.0392283533627063	0.356730359858862	0.199060937510272	0.0759068103992604	0.00247643210737545	5.2087061770802e-10	0.301712081421234
mix_8	0.0174360597500491	0.0301238531967103	0.323425794572173	0.231989864219657	0.186060716420073	0.00123711370755948	1.15637525372417e-09	0.209726596977403
mix_9	0.0256915317280909	0.0183221666855503	0.567603019021484	0.285607147351591	0.063562840972692	0.00112651609923353	5.9597762824255e-10	0.0380867775453806
mix_10	0.036641473474425	0.0198913305319563	0.505994431517976	0.130821565392943	0.111296122164724	0.00585939939932545	1.93927406913313e-11	0.189495677499257
mix_11	0.0293838942415445	0.00305115816909813	0.414924094480197	0.312714651690863	0.194858716177989	0.00533634261963504	1.90776020642492e-09	0.0397311407129139
mix_12	0.011136123200795	0.0346817681274332	0.497056767023208	0.211441178452337	0.0571955253490685	0.00213689852959366	1.91935212743673e-10	0.186351739125629
mix_13	0.0135689211320141	0.0134339450424688	0.597259605085779	0.16250736329895	0.211238354817345	0.00199176629146571	1.68496287043114e-10	4.41634805782496e-08
mix_14	0.030986139722693	0.0130500846636993	0.583234051255102	0.228371414181403	0.0776159778675534	0.00505213568706082	9.21736428945771e-10	0.0616901957007523
mix_15	0.022299967062144	0.0302214328862835	0.407329165235954	0.221754462968417	0.139509139193296	0.00146026948767138	1.40953446675259e-10	0.177425563025281
mix_16	0.0371725098777638	0.0424722283793587	0.263920845108679	0.116949933326782	0.168397807427988	0.00241671303429402	1.17937241348135e-09	0.368669961665762
mix_17	0.0302782556438393	0.04131811318108	0.318947499503148	0.105505657033752	0.16990729134062	0.00141249966979442	8.06274901154341e-10	0.332630682821492
mix_18	0.0271800096651371	0.00920587661256436	0.540250304242809	0.0784229962123182	0.226719283921239	0.00460458970658997	1.56883079590725e-12	0.113616939637773
mix_19	0.0117182980439818	0.0352071988380389	0.299388405545237	0.158598655307942	0.199508675181527	0.00494575402868764	1.17561335063354e-09	0.290633011878973
mix_20	0.0328808822469758	0.0128222435748368	0.481039314482502	0.210411413137954	0.208666733438403	0.000544359857584411	2.14631363591623e-10	0.0536350530471134
mix_21	0.0179516412309989	0.0359978240273444	0.447018546435383	0.0987728347579933	0.159631425492601	0.0016444311214242	2.02646105818796e-10	0.238983296731609
mix_22	0.0161617750310001	0.0186633713905288	0.484292106752072	0.273978013160699	0.0526175333298419	0.00627457229003158	5.75981259955141e-09	0.148012622286014
mix_23	0.0283308164135793	0.00694358666508271	0.504246766267873	0.246327434430132	0.195373041157819	0.00363348263962478	1.79479674157432e-10	0.0151448722464091
mix_24	0.0236070271001731	0.0360343002637114	0.443211863454985	0.189869610702738	0.0822334933812278	0.000821431268727861	9.03836628814517e-10	0.2242222729246
mix_25	0.0303978688695467	0.0137972844089654	0.574227299754068	0.245338436155279	0.120086417163012	0.00126774389873448	1.11975211734769e-10	0.0148849496384197
mix_26	0.0153202856991505	0.0340070605162421	0.432029037572738	0.0917762402981236	0.164699700713582	0.00476126682059991	3.70034770388192e-10	0.257406408009529
mix_27	0.0245393818396282	0.0129778689397082	0.476690715201015	0.29911169909625	0.159099698146252	0.00346266119934407	5.2056039898439e-09	0.0241179703721982
mix_28	0.0269770691404728	0.0237854534695245	0.473849598679608	0.228744159413514	0.120520647497128	0.001154074145814	3.28813624878956e-10	0.124968997325126
mix_29	0.018757649067213	0.0149943254187472	0.415898900567347	0.29281031288199	0.15603608617349	0.00401606659452472	6.63370378368836e-11	0.0974866592303509
mix_30	0.0226312958368238	0.0209458052495382	0.553601001066933	0.237408739666271	0.086492092636433	0.00156459260826723	8.71247131742667e-12	0.0773564729270216
mix_31	0.0157009507749432	0.0181517999357321	0.50864978453191	0.201657035084915	0.150588868127763	0.00388418334233223	3.46516242899833e-10	0.101367377855887
mix_32	0.0308788379042696	0.00753149092397363	0.616725554016032	0.23480472551983	0.0495598445290306	0.00693623121908805	9.28982253263182e-09	0.0535633065979532
mix_33	0.0159819254023826	0.0194794671074193	0.523656026226635	0.135323585030817	0.174617958168859	0.00558247512071771	1.55537762629549e-10	0.125358562787632
mix_34	0.0235229068634987	0.0216606857234424	0.358365199206652	0.0870538632713159	0.226667566174255	0.00583110999038313	7.60600678580289e-11	0.276898668694393
mix_35	0.012260691438586	0.0268629622741757	0.508822427305968	0.240149787538639	0.0694961716790309	0.00271670626348197	1.00084920966824e-10	0.139691253400033
mix_36	0.0212051798620133	0.0273284171691022	0.458895408369093	0.21525841187261	0.0628243461508991	0.00464719725872949	1.22489387192176e-09	0.209841038092659
mix_37	0.0203624530995388	0.0386811496458957	0.345843205897782	0.150832204404091	0.151580738930094	0.00244356178610216	3.51693481097493e-11	0.290256686201326
mix_38	0.0207447503973104	0.0347352394430951	0.348392179637821	0.200059452980601	0.135630534578304	0.00390099517378649	2.05032897507194e-09	0.256536845738754
mix_39	0.0255116085656522	0.0216083897389589	0.478593828718487	0.236112307587699	0.130905718263462	0.000790818581754152	1.52448580935235e-09	0.106477327019501
mix_40	0.016350638222665	0.0273526436166975	0.520681630643242	0.185395743654673	0.0487238502021051	0.00538459603354317	2.90600021352622e-10	0.196110897336475
mix_41	0.0198021514801933	0.0288083555166899	0.403119574165999	0.114212424290502	0.163992453572465	0.00597080139212033	4.14724152007259e-10	0.264094239167307
mix_42	0.0402255592040756	0.00550352931332199	0.657186660956266	0.143894200883431	0.0989164949598919	0.00137469961820593	2.02359399956808e-08	0.0528988348288679
mix_43	0.0306537594639223	0.0243287468405199	0.437986481427964	0.0882827455017022	0.158787728233279	0.00540922854884884	1.72244433189328e-10	0.254551309811519
mix_44	0.0353755138864213	0.00607199102488766	0.465230354802838	0.225247721908534	0.216166328754496	0.00312200338328299	7.99095802587848e-11	0.0487860861596307
mix_45	0.0263038753799927	0.0282307078650117	0.40333482538444	0.225146987123829	0.0826635708553274	0.00212035790809186	2.03738081890164e-10	0.232199675279569
mix_46	0.0107902008308338	0.0277234525872389	0.447006609161766	0.156514474924556	0.107581065997911	0.00814792972193042	9.94301592909916e-11	0.242236266676333
mix_47	0.033539530204943	0.0425364535317847	0.170639650517151	0.0722290742132416	0.284780875790886	0.00135739983939723	9.84607459906267e-10	0.394917014917989
mix_48	0.0373611331656577	0.00937497245853053	0.567049872492462	0.131375988791317	0.150731562500434	0.00512295615734942	1.3157086652716e-10	0.0989835143026779
mix_49	0.0188613871259479	0.0140988611264668	0.515483416844112	0.24957867748053	0.026031288071121	0.011205770843293	3.10120159928314e-09	0.164740595407327
mix_50	0.0186378005746828	0.0240364223469923	0.491297425554478	0.249232040731601	0.0849182034462264	0.00139015571879564	7.99365004227964e-11	0.130487951547287
mix_51	0.0263981355039135	0.0382829775142118	0.373656298292782	0.0810403802906741	0.146919555727123	0.00422436424401813	3.7362829774512e-10	0.329478288053649
mix_52	0.0260461832673819	0.0284714596270939	0.399169268710921	0.121623997320717	0.167489634902429	0.0050381417203569	1.68917123211667e-10	0.252161314282184
mix_53	0.0494943670059381	0.0129693956157404	0.378425111745369	0.12366356877886	0.213205652105802	0.00511586284410642	8.3720929022385e-11	0.217126041820462
mix_54	0.0264047323720293	0.0262069648630057	0.501123853952656	0.182739151545395	0.107273957179594	0.00313553111931274	3.61577730977186e-11	0.153115808931849
mix_55	0.0181442732760374	0.0244970627365523	0.502175287234938	0.0915434093586026	0.197709463632	0.00281354606158039	1.30571505077523e-10	0.163116957569718
mix_56	0.0118856483048194	0.0191479086563382	0.579426319045115	0.214582295028106	0.0938730616630006	0.00476939406184823	1.12457788183491e-08	0.0763153619949935
mix_57	0.0252725721005109	0.0208781016179572	0.528972376528851	0.283270599941518	0.0458335883164327	0.00201073611936636	1.65517518412647e-09	0.0937620237201886
mix_58	0.0142611352325568	0.0310697508747989	0.446039571180974	0.21657492509417	0.126759996280029	0.00178274717973076	5.54804133206465e-11	0.163511874102259
mix_59	0.035479994345139	0.0286947549742949	0.350518777140718	0.120527819695079	0.135400774372197	0.00592869090101129	1.41392019744737e-10	0.323449188430169
mix_60	0.0233699907358822	0.0215771647909973	0.488803476107711	0.141134840736562	0.172886900251368	0.00427292117048305	5.05361223966885e-11	0.147954706156461
mix_61	0.0255303522790909	0.0337294220753513	0.454545436410069	0.195101903962564	0.0479669583204352	0.00348318252251535	2.89129593550445e-09	0.239642741538678
mix_62	0.0170386145740476	0.0353426943175726	0.365671051336594	0.162858935681872	0.131964574579041	0.00542096107785175	7.52172240597635e-10	0.28170316768085
mix_63	0.0141008622114256	0.0315615334078075	0.487716366445261	0.217261567540876	0.0963696158956178	0.00224894744315219	2.95892777913384e-11	0.150741107026271
mix_64	0.0462261252653509	0.0371231882732246	0.183747452046523	0.0772040967496036	0.252541240853838	0.00146602424836864	1.68164720741051e-09	0.401691870881445
mix_65	0.065704943310923	0.0285457306630146	0.502884194823297	0.0829001383036348	0.31186842680234	0.00809652069433691	2.75496106938606e-10	4.51269581795042e-08
mix_66	0.0373847194693768	0.0166055381583066	0.334906484549961	0.183861712933351	0.189400479226325	0.0053660313754397	6.08982204569717e-11	0.232475034226341
mix_67	0.0292704688639921	0.0234225027480327	0.379693495682902	0.279525432282665	0.119787770867418	0.00513694708636006	1.52127673876685e-09	0.163163380947354
mix_68	0.0239389982099795	0.0311931040824345	0.410573613043741	0.149879612738889	0.147818390982373	0.00190981852001283	2.12616186909129e-09	0.234686460296408
mix_69	0.037297170237206	0.0234715244021921	0.51276450357033	0.189999588912609	0.102772132845677	0.00049437534799732	2.63773326620722e-10	0.133200704420216
mix_70	0.0138982645765001	0.0395499216060897	0.412303401396346	0.0992912209676288	0.149231380882933	0.00334648746384615	6.19267368669e-10	0.282379322487389
mix_71	0.0203295623337065	0.0308014387462714	0.370037340938596	0.1745253106588	0.172613315772875	0.00352528114035089	7.13515685396528e-09	0.228167743274244
mix_72	0.0214108409883315	0.0379684650621702	0.34228060402801	0.165585497710426	0.11953721026007	0.00493894965676576	2.66356051473645e-10	0.30827843202787
mix_73	0.0233692699375353	0.0465824529810624	0.408606223794043	0.106798247168373	0.0681647344230888	0.00201907396184754	5.52178420629906e-10	0.344459997181871
mix_74	0.0200558151889617	0.00362600647020754	0.597221421538652	0.217515546454629	0.157846168720004	0.00239158572382278	1.39084958934075e-05	0.00132954740783036
mix_75	0.0306556783415433	0.0210586980218744	0.513155824406072	0.131788960997876	0.134022090053216	0.00363710699284817	1.17117657322018e-10	0.165681641069453
mix_76	0.0158115742239807	0.0375469605531704	0.350904798705983	0.257077622860622	0.0544161358532261	0.00527637682842847	2.17613713893476e-10	0.278966530756976
mix_77	0.0305840301612743	0.0214455590409088	0.504094073713691	0.206053356097758	0.094969703408663	0.00272860202318977	3.92335157505671e-09	0.140124671631163
mix_78	0.0231519692521392	0.0303588486533862	0.441918133053224	0.145050709576537	0.167217068091627	0.00255959115772255	3.57109523902187e-09	0.189743676644269
mix_79	0.0468387380693626	0.0387831198177094	0.304443869652799	0.0968180621169535	0.103591616648479	0.0064176876230753	1.62555523788843e-10	0.403106905909066
mix_80	0.0437061116863112	0.0155315042552866	0.442509830291995	0.113414563399037	0.146421081819258	0.00684333110926566	2.65255409708333e-10	0.231573577173591
mix_81	0.036081959729362	0.0130114278002102	0.302127692963664	0.109506097486063	0.293772424319906	0.00906774241194201	5.37421385276551e-10	0.23643265475143
mix_82	0.0157718516068417	0.0514502949730918	0.209751106665313	0.092790337918493	0.160461479188398	0.00336378903156289	1.70329579974919e-09	0.466411138913004
