CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
Mix_1	0	0	0.00531544538830864	0	0	0	0	0
Mix_2	0	0	0	0	0	0	0	0
Mix_3	0.000115760951765245	0.000120236681891047	0	0	0	0.00103858220242148	0.00405479732734784	0.00052099614113263
Mix_4	0	2.15090760089469e-06	0	0	0	0.000791277919192974	0.000138015774170225	3.19212597344119e-05
Mix_5	0.00134198646669891	0.00131633542167184	0	0	0	0	0.00218686646180863	0
Mix_6	4.41609639522516e-05	0	0.00211945152244722	0	0	0	0	0
Mix_7	2.44612211942467e-05	0.000222301425020547	0	0	0	0.00094636267030979	0	0
Mix_8	0	0	0	0	0	0	0	0
Mix_9	0.000272300928964339	0.000290490414831267	0	0	0	0	0	0
Mix_10	0.000710074473553447	0.000618383236666054	0	0	0	0	0	0
Mix_11	0	0	0	0	0	0	0	0
Mix_12	0	0	0	0	0	0	0	0
Mix_13	0.000669411090637627	0.0006567645542769	0	0	0	0	0	0
Mix_14	4.01360762349585e-05	7.5113159982459e-05	0	0	0	0.00269004562462689	0.00592332022683769	0.00182512279876861
Mix_15	0	0	0	0	0	0.000106462141369893	0	0
Mix_16	0	0	0	0	0	0	0	0
Mix_17	0	0	0	0	0	6.91207404506426e-05	0	0
Mix_18	0	0	0	0	0	0	0	0
Mix_19	1.54793086124297e-07	0	0	0	0	0	0	0
Mix_20	0.000104086766546991	0.000116275101795932	0	0	0	0	0	0
Mix_21	0	0	0	0	0	0	0	0
Mix_22	0	0	0	0	0	0	0	0
Mix_23	0.000159186037668906	0.000175519524898601	0	0	0	0	0	0
Mix_24	0	0	0	0	0	0	0	0
Mix_25	0.000597178643952383	0.000870840311386392	0	0	0	0	0	0
Mix_26	0	0.000158551542616252	0	0	0	0	0	0
Mix_27	0.000225731251306513	0.000312117241106215	0	0	0	0	0	0
Mix_28	0	0	0	0	0	0	0	0
Mix_29	7.78404913735039e-05	0.000260959762976521	0	0	0	0	0	0
Mix_30	0.000614409968336385	0.000586438446760751	0	0	0	0.00130444069107774	0.00919115514190612	0.000942389860604495
Mix_31	0	5.5776560378574e-05	0	0	0	0	0	0
Mix_32	0	0	0	0	0	0	0	0
Mix_33	0	0	0	0	0	0	0	0
Mix_34	0.00014225680320483	0	0	0	0	0	0	0
Mix_35	2.81236799403408e-05	5.72010267809353e-05	0	0	0	0	0	0
Mix_36	0.000271171101800683	0.000324136896616097	0	0	0	0	0	0
Mix_37	0.000172203826417853	8.48297719063636e-05	0	0	0	0.000357386460746855	0.00382600078954424	0.000148802787910062
Mix_38	0	0	0	0	0	0	0	0
Mix_39	0	0	0	0	0	0	0	0
Mix_40	0.000772796178391562	0.000631089690776416	0	0	0	2.14043291404025e-05	0.00574563311444143	0
Mix_41	0.000261873480537252	4.84751444132546e-05	0	0	0	0	0.000103919871351054	0
Mix_42	0	0	0	0	0	0	0	0
Mix_43	0.000708412105909804	0.000701184309270216	0	0	0	0	0	0
Mix_44	0	0	0	0	0	0	0	0
Mix_45	4.45926688851903e-06	4.81394765955993e-05	0	0	0	0	0	0
Mix_46	4.63512616846642e-06	6.94663293128664e-05	0	0	0	0	0	0
Mix_47	9.8907593080992e-05	0	0	0	0	0	0	0
Mix_48	4.30758536387919e-05	9.33796142206697e-05	0	0	0	0	0	0
Mix_49	0	0	0	0.000152017283508259	0	0.00215091075005784	0.00503553223106806	0.00238568241227824
Mix_50	0	0	0	0	0	0	0	0
Mix_51	0	0	0	0	0	0	0	0
Mix_52	0	0	0	0	0	0.00126597224588721	6.37602732463989e-06	0
