B_cells,T_cells_.CD4..,T_cells_.CD8..,Endothelial_cells,Fibroblasts,Macrophage
A,0,0.416070302908067,0,0,0.153015759058468,0.430913938033466
B,0,0.414901106571159,0,0,0.156933565049788,0.428165328379053
C,0,0.494435098842828,0,0.00296327776718126,0.159008004778842,0.343593618611149
D,0,0.495924295439174,0,0.00442368331494918,0.15355131647786,0.346100704768017
E,0,0.468216443776542,0,0,0.165596022378383,0.366187533845075
F,0,0.427005709472546,0,0.00500545583610118,0.162256754897097,0.405732079794256
G,0,0.375832107062748,0,0,0.153460668044858,0.470707224892394
H,0,0.343635122671309,0,0.00317324797169007,0.164607476043498,0.488584153313503
I,0,0.344915069477979,0,0.00856092713385086,0.154786487548636,0.491737515839534
J,0,0.509680670207588,0,0.0149118201022194,0.155119013450728,0.320288496239465
K,0,0.499750690838379,0,0.0159198746638588,0.163946519226939,0.320382915270823
L,0,0.48412245150636,0,0.0168652677896921,0.156508223006695,0.342504057697253
