Mixture	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell	P-value	Correlation	RMSE
mix_1	0	0	0.0181221997893013	0	0.176535627568829	0	0	0.391046471114779	0.180534698377325	0.0558964723921776	0.0126427581381961	0	0.111123879246478	0	0.0332271862594752	0	0	0.0173233433028514	0.00354736381058676	0	9999	0.784516072561501	0.686125429995872
mix_2	0.00577326137083766	0	0	0	0.221165406572659	0	0	0.395998776617208	0.117650161231679	0.0413228609354691	0.0156830350454359	0	0.127739424750606	0.00728646975858906	0.00249890328126754	0	0	0.029881884796892	0.0349998156393571	0	9999	0.7670100324932	0.696381250850226
mix_3	0	0	0	0	0.286163494878714	0	0	0.332066504869971	0.052020215714447	0.119815768354821	0.0190370372101566	0	0.0746589535796591	0.00306743506862414	0.013301929194647	0	0.0347823106211362	0.0419147226106183	0.0231716278972051	0	9999	0.701923604461398	0.738257316729799
mix_4	0	0.00417213223297283	0	0	0.230629596112928	0	0	0.460973706758389	0.134782840304993	0.0505079630133254	0.0267689579957113	0	0.0339140693389392	0.00153919109546817	0.0460470065359949	0	0	0	0.0106645366112782	0	9999	0.775182691432788	0.680192165725302
mix_5	0	0.00822089871542461	0.00151536505458695	0	0.20470997261313	0	0	0.467553495412091	0.114628640907275	0.0535373807017865	0.00932722615269785	0	0.107186153022342	0	0	0	0	0.00183168843173452	0.0314891789889319	0	9999	0.759850654622986	0.701999597702396
mix_6	0.000186355722858921	0.00308170057825646	0	0	0.245257393869803	0	0	0.427601652284774	0.157474218822552	0.0582637621802879	0.0202504637857946	0	0.0239354328639906	0	0.0513077741720215	0	0	0	0.0126412457196609	0	9999	0.773819883878884	0.678384950212717
mix_7	0	0.0105595797304442	0.00325646962430885	0	0.263712468385038	0	0	0.392086524628237	0.0988451845794895	0.0783896126607352	0.00631769062279476	0	0.0913947530041687	0.005643825715447	0.0005409683619354	0	0	0.0142507595659298	0.0350021631214708	0	9999	0.731684995149962	0.717598419591294
mix_8	0	0	0	0	0.222915332602969	0	0	0.422415873387413	0.120049760004616	0.0768419215757274	0.00435377506269251	0	0.109080807976079	0.00188880663383371	0.013507634326298	0	0	0.0134690235934774	0.0154770648368946	0	9999	0.738098833409115	0.717947474770402
mix_9	0.000920056841282453	0	0	0	0.212830104929613	0	0	0.478180426338898	0.172279867772279	0.0354554533675259	0.0220361170805438	0	0.013035960913817	2.72354724121537e-05	0.0366779327175093	0	0	0	0.0285568445661192	0	9999	0.797151961231718	0.656748969309181
mix_10	0.00338396832502128	0	0.0142112001361642	0	0.193560619113447	0	0	0.496367694696542	0.0520765795534391	0.0637927932480134	0.00150308086252842	0	0.121426744049109	0	0.00608295573763819	0	0	0.0155143692037591	0.0320799950743379	0	9999	0.780508252043038	0.697127015950281
mix_11	0.00852948120169471	0	0.0273407655095888	0	0.160871215551172	0	0	0.417558093062633	0.172800857958333	0.0236499025471215	0.00682613373537517	0	0.092933832470109	0	0.0300000954836952	0	0	0.0241368269939636	0.0353527954863142	0	9999	0.799196248847889	0.672943406884994
mix_12	0	0.00614646322869108	0	0	0.203011009179832	0	0	0.474638032882063	0.115156703802196	0.0528084418511378	0.00584465995578947	0	0.121395971546858	0	0.0006970095390085	0	0	0.0127681408660901	0.00753356714833413	0	9999	0.758442452679606	0.704811322726172
mix_13	0.00296715086078982	0	0	0	0.190526127878952	0	0	0.534813356255495	0.0865400745055377	0.0343376153884503	0.0223582311436765	0	0.0244855529294521	0	0.0604441940400929	0	0	0.0435276969975538	0	0	9999	0.767072339856853	0.692221852705412
mix_14	0.00198959680641986	0	0.0163783124132287	0	0.193006642682842	0	0	0.496345153687824	0.121894423082247	0.0439188237910229	0.00201291094234189	0	0.0743463511206512	0	0.0141209571832724	0.00305368727659614	0	0.0131246456526515	0.0198084953609022	0	9999	0.801932030825741	0.66848963098288
mix_15	0	0.0110695509752891	0	0	0.212842688180389	0	0	0.468828240641863	0.113914417809435	0.0589512501875214	0.00245254119210415	0	0.0883814792088752	0	0.00292269133708684	0	0	0.00969349577909789	0.0309436446883387	0	9999	0.759574276792535	0.700231554771166
mix_16	0.00471614460574891	0	0.00823988374242222	0	0.269921143021321	0	0	0.299232806553154	0.0522531830156216	0.094232172731938	0.00340634773327302	0	0.0997059138759834	0	0.0175661774987435	0	0.0468601560281785	0.0449254133601499	0.0589406578334662	0	9999	0.681545483696829	0.755515074298116
mix_17	0.00420441855024552	0	0	0	0.247744036686444	0	0	0.363927696586278	0.0330065764478762	0.0927684583391699	0.00507674287480929	0	0.15954810761458	0	0.00376583644460776	0	0.0147584389435654	0.0386380758137502	0.0365616116986735	0	9999	0.680320051314887	0.762751560385267
mix_18	0.00214270361365395	0	0	0	0.197340224176401	0	0	0.548255544946597	0.0281354639034411	0.0558306898954433	0.0230445024766562	0	0.0428447619660305	0	0.0696686861858261	0	0.00304670150593116	0.0193749039903218	0.0103158173396977	0	9999	0.759360103065111	0.70513641734533
