B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	otherCells
mix_1	0.0461909352560626	0.0462042849572534	0.046234179989347	0.046224923558326	0.0461265168534376	0.0462033170256351	0.0462894699576552	0.0130210027660698	0.0130356940929784	0.0462117790275238	0.142319675290135	0.0462196077854957	0.0461731938318569	0.0459982433077989	0.046299211741277	0.0461391966473628	0.0462510970233291	0.0462712077621891	0.0461955989006148	0.0462098376509887	0.0461763187543849	4.70782027811645e-06
mix_2	0.0461883121863784	0.046162248266453	0.0462219394143246	0.0463305634785313	0.0462214416703219	0.0462154441228836	0.0462734061249801	0.0130148901330295	0.0130296279014182	0.0461817029656569	0.142351417614752	0.0462853843207988	0.0462107293550938	0.0459179890399623	0.0462343826854345	0.0461065602686577	0.0462077434830287	0.0462304961039782	0.0462032339113509	0.0462077906102855	0.0462015111222983	3.1852203816942e-06
mix_3	0.0461328720530059	0.0462140455832216	0.046210393273966	0.0462600016202792	0.046238952226512	0.046293308139946	0.0462007124891956	0.0130173414388812	0.0130301775873972	0.0461715206369642	0.142106902201707	0.0463254209559918	0.0461277284888897	0.0459686842030237	0.0462419292133254	0.0462277377750169	0.0462611105099122	0.0462936626700499	0.046207975757454	0.0462460895343495	0.0462177582129414	5.67542796981511e-06
mix_4	0.0462417237974406	0.0462317923394039	0.0462818743456682	0.0461455728636545	0.0461400609359736	0.0462201102664167	0.0462091090373654	0.013020705703072	0.0130291619002437	0.0462112305637155	0.142242139944615	0.0462400512900749	0.0461737989390811	0.0459884109617351	0.0462428222292503	0.0462389393339825	0.0462905136227773	0.046256732737449	0.046222072155619	0.0461849038093183	0.0461846008001378	3.67242300511713e-06
mix_5	0.0463016232209049	0.0461967326099741	0.0462399965272136	0.0461537525281928	0.046213114538194	0.0462311353811951	0.0462897369822899	0.0130251484061576	0.0130201139971253	0.0461646646800981	0.142224954075852	0.0462316423579576	0.0461377369385311	0.045967440977355	0.0462324596227433	0.0462389622104678	0.046222343931949	0.0462526478193908	0.0462096934919093	0.0462317468022228	0.0462112488505953	3.10404968090827e-06
mix_6	0.0462367026772147	0.0461831155263612	0.0461994738532904	0.0462423214320424	0.0462177110917145	0.0462139959116268	0.0462791229472994	0.0130243836017496	0.0129942237082783	0.0462305657441524	0.142165528441668	0.0462479294414801	0.0461442989668156	0.0459562700125844	0.0462172095167092	0.0462349099615809	0.0463209794047302	0.0462580912120997	0.0462050545005089	0.0462159721635794	0.0462081473141911	3.99257032322959e-06
mix_7	0.0461101480000112	0.0462007810246688	0.0462027657049367	0.046264661451242	0.0462191386109241	0.0462825571493327	0.0461999699491056	0.0130245714221483	0.0130295546258819	0.0462459673810037	0.142058910820802	0.0462457439913827	0.0462057688706343	0.0459529962552926	0.0462281539286797	0.0462874655343197	0.0462353483663251	0.0462865611539515	0.046234424182799	0.0462963996759924	0.0461826334898019	5.47841076444558e-06
mix_8	0.046301993452648	0.0462466553148596	0.0462037349154492	0.0462739250105864	0.0462110442079002	0.0462023125814206	0.0462259799625465	0.0130434084350468	0.0130259629459038	0.0461858435480827	0.142202621107505	0.0462390786995886	0.0461315683538355	0.0460000932153483	0.0462563879660089	0.0461043161268021	0.0462570174109742	0.0462686663641166	0.0462003842568224	0.0462124966874261	0.0462027437495162	3.76568761267846e-06
mix_9	0.0462493097178896	0.0461803339047854	0.0462013778362029	0.0462676004615105	0.0462173836853168	0.0462219786972587	0.0462099287140937	0.0130439248554449	0.012991487045346	0.0462403191222413	0.142181414060192	0.0462320155610579	0.0461450688656612	0.0459545291058813	0.0462474921079127	0.0462267304745581	0.0462941563393694	0.0462570517350179	0.0462105513782252	0.0462112679203951	0.0462119021490506	4.1762625883768e-06
mix_10	0.0462610903980301	0.0461781183071116	0.0462076773233099	0.0462528793924214	0.0462054446073217	0.0462090799361609	0.0462295842304459	0.0130406778603499	0.0130024437505994	0.0462126642850394	0.142159085749287	0.0463027928402499	0.0461232733212849	0.0460065876622588	0.0462232430347265	0.0462304421574689	0.0462434645001073	0.0462748968819441	0.0461910793479229	0.0462435807114459	0.046198333403084	3.56029942981766e-06
