B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils	otherCells
S10111	0.0247680175568167	0.0172036075609073	0.00488509956955045	0.0342842743460504	3.50372005409066e-06	0.187210584983458	1.31420018645505e-05	0.00963757726857705	0.0148297536959343	0.0345409155800421	5.80982895339465e-06	0.0106650541253539	0.0342144080234342	0.0264898415430427	1.12703236459339e-07	0.0330542977291591	0.0278885015694506	0.0093397648362104	2.32992186190906e-06	0.0181068026395284	0.0296527802007191	0.0182317551739397	0.464972065421855
S10116	0.0298591393396955	0.0126823483315046	0.00513941542003748	0.0351504748435419	4.09875560542527e-08	0.171650250702518	7.23644245748444e-06	4.64437222085071e-06	0.0135835118072677	0.0481037022433281	0.000227415653238812	0.0107276641124572	0.0350177021978077	0.024624538496939	8.84396055365614e-06	0.0340344396657406	0.031114186617695	0.0116456912873338	1.56796722960211e-05	0.0197367679289367	0.026713023760366	0.0130560081210034	0.476897274035505
S10119	0.040681766313308	0.00191903631464049	0.00465951648840709	0.0270937551889444	8.67752219101962e-07	0.189305224099717	3.01140667433473e-06	0.000500274819160929	0.0148139719414457	0.0453284668400775	1.42570918631372e-07	0.0109241249097039	0.0345856214369031	0.0244688889502759	2.84185747993686e-06	0.0345329172216941	0.0264611372209023	0.0117415317043021	1.07298679486454e-05	0.0183438668132327	0.0268420984330809	0.0186868107218237	0.469093397127139
S10121	0.0319180539673462	0.00974921523014115	0.00470095612857774	0.0322021869544022	1.31175742154245e-07	0.196193222377873	1.2054610752242e-05	8.97779274635838e-05	0.0150250811830198	0.0423546765848008	6.10450712931659e-05	0.00993500055506082	0.0346836376271103	0.024355458677391	2.1538389683627e-06	0.0334535135971532	0.0295159638751204	0.00816831796942232	1.6387355116954e-05	0.0179440682450746	0.0287145073763009	0.0156865280576133	0.465218061614256
S10130	0.0296452299011723	0.0116080152937677	0.00501640307697018	0.0340637556741412	5.880684094609e-07	0.20150199989805	5.02872894285607e-08	0.00559436381089353	0.0124760882863061	0.0305955224974105	1.59922101813704e-05	0.0107144965568202	0.0338357768127308	0.0233167998933149	1.23458612921486e-07	0.0327918125817457	0.0239844870641883	0.014761638972588	5.50724937927972e-06	0.0197774712203236	0.0269820940085934	0.0142247185992974	0.469087064577813
S10140	0.0403891082894579	0.00353429521547178	0.00461958999102267	0.0316386684234196	2.23982014509444e-06	0.202897620647372	4.55622762122745e-07	0.00013320697941261	0.0147522993783191	0.0362542218662862	9.25859486856028e-05	0.00928588145467124	0.0373390821181584	0.0242646225000885	5.55665317557003e-06	0.0374172304081646	0.0250445317501742	0.0107898711156527	1.75965940003228e-05	0.0169481899527777	0.0273376032438266	0.0171039782046404	0.460131563822315
S10142	0.0369412903686012	0.00854437974642389	0.00535385905147418	0.0373630638468428	9.94860015534871e-07	0.174051695322752	9.17261759495587e-08	0.00281119225885026	0.0154422758214534	0.0396961530829669	1.4132018693412e-05	0.0101062424531991	0.0337672629444912	0.0247662808459281	2.39651421905222e-06	0.0346286628894968	0.0251667213757549	0.00913880413616014	1.46793542118207e-06	0.0207128907167619	0.0275685042960925	0.0191756587853685	0.474745979002857
S10150	0.0337886847903393	0.00630095846834008	0.00505004983226223	0.0367946113769148	1.36116262091298e-07	0.209082568235121	1.45363084523798e-06	2.26249408250829e-05	0.0132582973987013	0.034764787591912	0.00144192870841038	0.011118221406338	0.0339390524437121	0.0241782092430807	2.98585911220086e-06	0.0337283593256801	0.0262566884474372	0.00965133587047951	2.88610506839564e-06	0.0193291542142634	0.0261154718116895	0.0136330957431577	0.461538438440047
S10155	0.0402664262193248	0.00177747561277937	0.00482405809311162	0.0298854098390231	2.11264894091873e-06	0.189487162973144	8.00291020834342e-07	0.000785135251158668	0.0158432481805862	0.0423801257500844	2.10146619345559e-06	0.0110386349238559	0.0343147500742094	0.0251312145201082	5.21916192282396e-06	0.0341359638755099	0.0288918231769417	0.00869423307997395	1.60071017192879e-05	0.0184811241442917	0.0274377511270677	0.0203677925336993	0.466231429955332
S1016	0.0329244748894334	0.00761195512039969	0.0053996745740988	0.032454450761642	2.45891079818844e-06	0.190919827819188	4.09360388065614e-06	0.000946532221145518	0.0146564043924383	0.039790360700109	4.73070783398438e-06	0.0104899337663774	0.0339139113362896	0.0247633302302595	1.63763349690895e-07	0.0335679484931288	0.0273319651430326	0.00911617469144103	1.74106847588672e-05	0.0197730779211687	0.0277729062127186	0.0175616662686751	0.470976547787833
S10163	0.0372425935173019	0.00493541367010045	0.00507193299306334	0.0349380200092369	5.16713762556024e-07	0.195139413757244	3.73591128205777e-06	1.93153591382464e-07	0.0123165116026022	0.0393808376793833	0.000249887287465956	0.0105839398777343	0.0338133595564588	0.0234599529788918	1.53603668877336e-06	0.0346492633038136	0.0319218544897517	0.0104607455285298	2.0864118162665e-06	0.0181542918746251	0.0256486512815593	0.0147582478936438	0.467267014471453
S10167	0.0314114487822199	0.00816662243471601	0.00438383505407615	0.0328263767564095	1.91311565517786e-06	0.186951272459552	8.32095839500317e-06	1.87713503601026e-05	0.0176605476424764	0.0438755576757782	9.97992424776919e-06	0.0106341008431048	0.0334503812667358	0.0267653783306318	1.17345054554985e-06	0.0343168005031155	0.0256415495137143	0.00778672222583121	4.46900880744718e-06	0.0181067385898479	0.0276693190352485	0.0203976809558455	0.469911040122685
S10168	0.0328564042842078	0.0103163920377036	0.00487548402471749	0.0378970804008149	7.48685446226788e-08	0.181196917794741	6.33434123842293e-06	0.000688927580523873	0.0153358296024864	0.0412860563974882	3.66468703332416e-06	0.0112736445782949	0.0331042630380461	0.0239950690875017	1.479263179564e-06	0.0335704719470617	0.0273078840502549	0.0104133532466804	1.64152443857495e-06	0.0195193871240696	0.0264470396636476	0.0202072278213945	0.46969537263593
S10173	0.0373593082878637	0.00962113330747351	0.00553031514033678	0.0297933769042001	9.27065001658672e-08	0.182926209316761	1.57755825246997e-05	0.00351257831081679	0.0167056964818003	0.0405009966381489	1.52837309986818e-05	0.0110332911542503	0.0320593453840593	0.0232267070117073	3.31536116570454e-06	0.0345413647982332	0.0293195067891594	0.0102247617908598	1.27090963632098e-06	0.0189805617211104	0.0273797045045582	0.0165113909365119	0.470738013231323
S10175	0.0343607606746877	0.00733822821296112	0.00440024127978683	0.0319082241131495	9.30482056955221e-08	0.194410060164749	3.75205496028312e-06	0.00208088735706956	0.014624717828813	0.0366270432012271	4.45818174038864e-06	0.0109059915892629	0.0347569497382514	0.0242307800164139	3.97460598792894e-06	0.035405106702306	0.0270101843194531	0.010484504303306	1.75128746167474e-05	0.0173704713525166	0.0286230348092297	0.0195465111070645	0.465886512464242
S10179	0.0276100998053523	0.0126649613285781	0.0053280272345219	0.0362871617039499	1.36748963832765e-06	0.180870535979179	8.82717708532932e-06	0.000643691505757173	0.0177651056935637	0.0425593176096375	2.28956459673381e-07	0.0117404630541656	0.0332027296138135	0.0233436363288835	2.12917864072963e-06	0.0345844562297836	0.0286862623397518	0.00983553892896311	3.49092851539412e-06	0.0209255496898081	0.0277970398364542	0.0188998721611072	0.467239507226391
S10186	0.0405477939113659	0.0061637512223497	0.00551658869967226	0.0323031314955751	2.26110465650375e-07	0.163623267802092	3.56231207209252e-06	0.00637176080589034	0.0175320290450023	0.0396565416064538	9.42786667357726e-08	0.0100902424560292	0.0346859187189125	0.0235940274138949	5.83930163541876e-08	0.0346142990018551	0.0279957809826223	0.0095667694357524	1.31483270357671e-05	0.018608699394053	0.0289025452939294	0.019406314978475	0.480803448314818
S1019	0.0314528049697976	0.0120295034904919	0.00499543501272655	0.0343166349583263	2.35765448230523e-07	0.181887966629797	3.27115891300277e-06	0.00713834814343229	0.0152118056503959	0.0331536801122849	1.82392124099999e-06	0.0113346032753863	0.0344303831056738	0.0253127417804548	3.46495851890797e-06	0.0336379429043	0.0286576454611872	0.00885544392838455	6.11355649814731e-06	0.0172547496063785	0.0271064801227578	0.0212950513985789	0.471913870089026
S10190	0.0423176403695479	0.00114698225824618	0.00516643859227134	0.0279616648485481	3.08583014109221e-07	0.189360515164561	9.99944419503735e-06	0.0106219540346057	0.0173925918444842	0.0369928714054327	9.11905842369767e-06	0.0111259857572639	0.0341033769290156	0.0247955377399146	6.06270287378901e-07	0.0354169345823231	0.0247995372022169	0.00858193267307033	6.70052254641741e-06	0.0179531074619246	0.0308493810222256	0.0189202571846055	0.462466557051277
S10195	0.0336453281221568	0.00795498332232988	0.00439138304954305	0.0306445259046588	9.26271213192724e-07	0.205522567445723	5.56825982077359e-06	0.000110717460998272	0.0132940208719969	0.0383970383267435	5.65260071750662e-05	0.00910251692259098	0.0354555256017524	0.0245646159140139	4.71449961207353e-06	0.0340489472141777	0.0280926575434997	0.00906797162739291	3.95006400189276e-05	0.0171323021244791	0.0292222466769953	0.0139469394523834	0.465298476740725
S10196	0.0291140894244695	0.0106535618662281	0.00465290798323941	0.0334374479463041	1.88700238739843e-07	0.193105970721929	1.01666016401293e-05	0.0098773421560415	0.0149254133526431	0.0327762980033203	4.0615600013552e-06	0.0110783326045062	0.0339458208637141	0.0268446425781418	1.7263154924247e-06	0.0333971880211092	0.026042606574756	0.00862212155789376	3.53385627928762e-06	0.0185320469980934	0.0268029650602737	0.0208338719404734	0.465337695313211
S10200	0.0204449698807565	0.0193716103284571	0.00506698230123005	0.0364457751505661	1.47602573415186e-06	0.197637875583599	6.29138238690403e-06	0.00103695622615231	0.0153389130549465	0.0373843200435657	3.76632989580011e-07	0.0118081599831719	0.0347825446489148	0.0238035551014763	3.98793217911673e-07	0.0332305073807389	0.0282716280187632	0.00723144171979834	2.76974681278017e-05	0.0187694079221008	0.0271174589887787	0.0166544217449532	0.465567231619575
S10201	0.0335590447940053	0.00832496422136768	0.00381775243406025	0.0335399219314998	3.09275369125699e-07	0.219043475741554	8.81284246123341e-06	1.48698899606385e-05	0.0121620466287829	0.0327660869613519	0.000738672065892719	0.0126270915569439	0.0369336949344857	0.0241051665993668	1.67508194936162e-06	0.032305716167565	0.0234977186448325	0.011544434252425	4.11351525613053e-06	0.0176567225750057	0.0241736932628028	0.0128855235201187	0.460288493102942
S10202	0.0365298835997508	0.00388768835218128	0.00547800350894706	0.0381287353360158	2.10570633161912e-07	0.18961012648669	2.32657488163875e-06	0.00497094620593486	0.015564141445861	0.0381125343387801	2.28096714877181e-05	0.0125250442192007	0.0328526722808239	0.0235388591765517	6.71561761961113e-07	0.033450200074726	0.0244413624428273	0.0114342394891818	5.3937855357193e-07	0.0211927951436426	0.0257521710551601	0.0163090372462958	0.466195001840111
S10205	0.0344140453497411	0.0100885041990684	0.00420790304699243	0.0320509728938147	6.9163872700911e-07	0.196751247515095	1.30265619123665e-05	0.00181359312081426	0.0154432677354885	0.0379862072899389	3.50456421005529e-06	0.00955883171062013	0.0351345367436519	0.0245179025220796	6.0307239731126e-07	0.0344878674357491	0.0272198797913249	0.0101301639611058	1.1837569608469e-05	0.0161466516629864	0.0288817876918736	0.0182552733283963	0.462881700594404
S10211	0.0326095008437731	0.00608474104046631	0.00443244792173146	0.0326446257809831	7.301951098411e-07	0.186294275898139	1.44090087580714e-08	0.00790098179665143	0.0152683313630817	0.0362849109159371	1.35334918320993e-06	0.0119778214138901	0.0346181012465479	0.0248504883454193	4.12380051000908e-06	0.0332372958347745	0.025851078938808	0.00743951739409881	0.000297931091662011	0.0190603232779809	0.0265370470795666	0.0218740113620288	0.472730346700648
S10221	0.0293441579360612	0.0125255801167815	0.00501873605861903	0.0336695853412817	9.12294736242413e-07	0.191514888950213	6.83744069230039e-06	0.00723007128359871	0.013792719823471	0.0333012971177786	1.22340861719517e-05	0.00822285708359485	0.0344767467080117	0.0252670582835064	1.68028390377174e-06	0.0338007279728397	0.0297158126243247	0.0074684915206485	8.89448389660597e-07	0.0168522865958466	0.029756377675306	0.0203574884751668	0.467662562879056
S10222	0.0265095575359391	0.0174145737931908	0.00435430167371104	0.0286648201972645	3.29134443156238e-08	0.201531681080168	8.1320908712454e-07	4.6589454893189e-05	0.0157273335027945	0.0367014761421239	2.99046297808924e-05	0.0118227165488229	0.0345872996991862	0.024278305608158	3.70450666552806e-06	0.0333051076933915	0.0302421462101645	0.00739502481072137	8.70998142552744e-06	0.0182236754354478	0.0268107930131192	0.0147909303784694	0.467550501982031
S10226	0.0293184489532269	0.014942342505884	0.0046732821354518	0.0298284799335197	1.51052885860962e-06	0.201240199333996	6.50276452442564e-08	0.00100669549553807	0.0146279829921669	0.0396668080011426	3.28844639883087e-05	0.00890904206482863	0.0353722088926936	0.0258893798417556	8.46626042751919e-06	0.0337220474172671	0.0274004685151453	0.00763438437700156	1.99781856807202e-05	0.0177053513794109	0.0290107602318066	0.0160865199805246	0.46290269348204
S10227	0.0306282717839916	0.00988673459272817	0.00452917867413828	0.0300420055245032	1.40441987154682e-06	0.199049158791993	1.68912552765707e-05	0.00101469302311147	0.0137998067606968	0.0368815232637753	1.21390746298271e-05	0.0101614524652421	0.0349273070898378	0.0254341495165783	5.91817765146257e-07	0.0334025027142376	0.0284035114567833	0.0108006589634619	9.93400950970574e-09	0.0185957300052112	0.027873143316263	0.0199136483169399	0.464625487238954
S10228	0.0239894615281694	0.0163508971877564	0.00494919247235014	0.0315783807415498	3.51539382707148e-08	0.194780167296013	1.04522562323592e-05	0.00035763905082316	0.0147786382762178	0.0393835762164146	2.16374048905262e-05	0.0117596385090743	0.0336204330631827	0.0268734941329518	3.06558054332016e-06	0.0323353562154985	0.0284168108230685	0.0127134518228685	2.73233749222114e-06	0.0177334105975918	0.027599826131467	0.017135985927993	0.465605717273913
S10232	0.0305019128066066	0.0142606227626846	0.00487890006733542	0.0326707049188743	3.15767984915641e-07	0.173663483553855	4.73960431609466e-06	0.00820628015574233	0.016067925313436	0.0402379812339893	7.72754551459287e-06	0.0129200650867582	0.0329297422329188	0.0244733290378242	5.37036967358908e-07	0.0342573659869202	0.0309911487250286	0.00493631349507329	9.99952753188105e-06	0.0207288896301263	0.0273402613514396	0.0156832265802391	0.475228527578833
S10248	0.0360587739102996	0.00518798735840983	0.00408781071044754	0.0282134710107118	4.86870286757155e-08	0.19998175961151	9.16814531850585e-06	0.00780153503111373	0.0151087651625873	0.0371294081443728	1.37211449517066e-06	0.0105675445488453	0.0333078511152127	0.025704345910966	1.40348021587502e-06	0.0335013899238423	0.0269675056975028	0.00716516668680645	0.000244508788083029	0.0169974843953866	0.0286860004080436	0.0202825261817678	0.462994172977033
