Mixture	B_cells	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	T_cells_(CD8+)	P-value	Correlation	RMSE	Absolute score (sig.score)
A	0.0554355335681384	0.745474275148407	0.0801427067323473	0.244662411408977	0.0270462163230627	0.534189159578927	0	9999	0.670130695272745	0.793002612521328	1.68695030275986
B	0.072344233930682	0.694585609782819	0.104260759628885	0.255680041265113	0.0218175552088066	0.555833625252766	0	9999	0.672788300751361	0.78960911409571	1.70452182506907
C	0	0.15472243803244	0.0551934107477248	0.111393139986033	0	1.11591711675616	0.219382057999247	9999	0.664674872955658	0.804703992526292	1.65660816352161
D	0.00232203065012927	0.171056629560952	0.0521726676064535	0.106558112495006	0	1.09476057011683	0.23899960306215	9999	0.682386461840604	0.78275833636546	1.66586961349152
E	0	0.302779610405279	0.057940095235657	0.25905218029256	0	0.797413014047338	0.261385151087483	9999	0.662324059496175	0.805038474244677	1.67857005106832
F	0.0120561920656822	0.42498764090415	0.145092776390815	0.624209409350659	0.0303385290590983	0.465081142306609	0	9999	0.632827702254652	0.840009014454117	1.70176569007701
G	0.0173720085047931	0.928225605273565	0.135396855171267	0.168123103101234	0.231491851279149	0.225819369996344	0	9999	0.660786529923598	0.799158189182653	1.70642879332635
H	0	1.20521581640861	0.201715083808343	0.124635122222835	0	0.143759863522729	0	9999	0.690592277545963	0.781240118300114	1.67532588596251
I	0	1.2117478328123	0.187092526754982	0.11950343507859	0	0.153356310953664	0	9999	0.688130646764507	0.784194716088208	1.67170010559954
J	0.0185483113376676	0.0224570600108173	0.072006877912137	0.113443105836767	0	1.15804592739378	0.241720470996846	9999	0.670385574522709	0.799787196475099	1.62622175348801
K	0	0	0.0793768048884162	0.246725845886873	0	0.866972759480776	0.448529691650713	9999	0.673728735717299	0.795583506874292	1.64160510190678
L	0	0.226834582389989	0.00828401765951559	0.136407675815664	0	1.05441094888712	0.236903106337635	9999	0.676697732907701	0.78947159189395	1.66284033108993
