Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils	P-value	Correlation	RMSE	Absolute score (sig.score)
Mix_1	0.0525174496315359	0.124902032336018	0.242140603199808	0.309582594306803	0.0777564043941166	0	0	0.17847526278871	0	0.44224261366991	0	0.00168036110829894	0.0817898064083888	0	0	0.00404831755918098	0	0	0.00498355321696491	0.00789263280005801	0	0	9999	0.544720947127086	0.847758012295334	1.52801163141979
Mix_2	0.0587322687079777	0.179281042391471	0.124614529334983	0.07991777101577	0.186197850313496	0	0	0.131517588309666	0	0.363688047437142	0	0	0.027084185909689	0.0734781907121429	0	0.0423274659295471	0.0134854779769092	0.100370462360184	0	0.013149872392629	0.0382889155144302	0	9999	0.596748152706016	0.802402650422775	1.43213366830604
Mix_3	0.00471234339771556	0.0784622514338728	0.10027926945044	0.0840090030799237	0.201914726267791	0	0	0.0143462251953594	0	0.620983200628384	0	0	0.023529247929657	0.0605699477847974	0	0.0206468661556755	0.0349314863304401	0.0186560219712238	0	0.0105117526486026	0.0208099124901502	0	9999	0.569021452478948	0.840540077030843	1.29436225476403
Mix_4	0.0308178601105854	0.0811392571324648	0.0683898378461627	0.101409774563535	0.180976897921175	0	0	0.0651060120435541	0	0.543002899328027	0	0	0.0225409774017753	0.0493459924674693	0	0.00519532279043503	0.0262132285656673	0.0405735676856498	0	0.00813176437473509	0.0219292957922937	0	9999	0.592904041292975	0.819829010059349	1.24477268802353
Mix_5	0.018219147132711	0.415510761980287	0.03570945543262	0.243828773866942	0.0893244594525826	0	0	0.106231679922232	0	0.366733508682538	0.00451210782272234	0	0.0102935691836899	0	0	0	0	0	0	0.00185803828257619	0	0	9999	0.607827554141739	0.80094805369151	1.2922215017589
Mix_6	0.0634043927123617	0.126960447766611	0.312321219164311	0.0726355199085195	0.22193769014251	0	0	0.0572799479711926	0	0.448801762155165	0	0	0.0394212285644753	0.0906159430633223	0	0.0507721037519571	0.0167313301139827	0	0	0.0075587947009481	0.0713367635307909	0	9999	0.546514474193706	0.837793678665766	1.57977714354615
Mix_7	0.0363658877850386	0.103310051850606	0.080142687226231	0.00116668392758655	0.197331594424946	0	0	0.0017028300404261	0	0.610456778101551	0	0	0.00576907720875383	0.0664516442797565	0	0.0109855935432713	0.0312090085749315	0.0908817392247085	0	0.00455243126107135	0.0194990175133124	0	9999	0.630053331805276	0.781691023165224	1.25982502496219
Mix_8	0	0.377841664007614	0.190157151051778	0	0.138756452682019	0	0	0.126777784676195	0	0.448156393440276	0	0	0.0505067254548508	0.0132023499121846	0	0.0168772796283664	0	0.0921614568003856	0	0.016431134200426	0.0119555452165121	0	9999	0.624475563669457	0.782547344419577	1.48282393707061
Mix_9	0.0601576942916617	0.15569429114892	0.102746428847228	0.103016911628176	0.184417436738251	0	0	0.0937676590887199	0	0.432479769279377	0	0	0.0326025002007564	0.0630022795298858	0	0.0315599883577418	0.0253339950899764	0.0735562685291809	0	0.00773925245470977	0.0373377946612496	0	9999	0.605732022268201	0.796865118310708	1.40341226984583
Mix_10	0	0.361598910808196	0.140595450005151	0.112845278460484	0.134957115658813	0	0	0.0407508887384768	0	0.569591221059913	0	0	0.0432746840815076	0.032955180536979	0	0.0174845292028749	0	0.014512421584056	0	0.0153437587814766	0.014719581973636	0	9999	0.60466497245962	0.797359856626752	1.49862902089156
Mix_11	0.0490201014457359	0.132438991133509	0.0918132343455338	0.0850096246785835	0.17661517741325	0	0	0.0946371729291968	0	0.426928133897109	0	0	0.0192846323107954	0.0776652287612927	0	0.0109374060512855	0.0277689409238264	0.103620276941001	0	0.00997898518064966	0.00850906580912941	0	9999	0.610253302044619	0.794319960314273	1.3142269718209
