CD38.negative.naive.B.cell,memory.B.cell,CD14.positive..CD16.negative.classical.monocyte,cytotoxic.CD56.dim.natural.killer.cell,mature.neutrophil,memory.CD4.positive.alpha.beta.T.cell,CD4.positive..alpha.beta.T.cell,memory.CD8.positive.alpha.beta.T.cell
A,0.417880208114668,0,0.050996364439222,0,0,0.105817256769151,0.425306170676955,0
B,0.417236749967497,0,0.0430258528527091,0,0,0.109628595197897,0.430108801981902,0
C,0.409964249414679,0.0105464134712566,0,0,0,0.146961519472955,0.432527817641113,0
D,0.413186992620723,0.00914288878953878,0,0,0,0.146822155752622,0.430847962837116,0
E,0.411697376998015,0.00859884707727032,0,0,0,0.147405834100235,0.432297941824482,0
F,0.416160598134962,0.00243459288007736,0.0214240487072584,0,0,0.131706947876301,0.428273812401403,0
G,0.420197452148368,0,0.0853289084082846,0,0,0.0823886180676811,0.412085021375665,0
H,0.419458744394665,0,0.0953824388413302,0,0,0.0715765721792737,0.413582244584731,0
I,0.421045595641555,0,0.0948356342386801,0,0,0.066092249901567,0.418026520218203,0
J,0.410253973556349,0.0127972229177702,0,0,0,0.147010434625934,0.429938368899949,0
K,0.412442676948836,0.0106582621385341,0,0,0,0.149097084523817,0.427801976388813,0
L,0.408053034169334,0.0139199482265402,0,0,0,0.150556797135834,0.427470220468294,0
