Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory	otherCells
Mix_1	0.0294108779177531	0.0294249508847303	0.0294242200036576	0.0294187448258195	0.0294104794866058	0.0294028533563081	0.0294116026890854	0.0294038367874415	0.0294146528194099	0.0294052534339531	0.0294040796432699	0.0294126714419879	0.0294178979496215	0.029385502875848	0.0294041717766498	0.0294135391476525	0.0294130345320793	0.0294176488824575	0.0294256411612987	0.029404450810065	0.029446600259148	0.0294110044596138	0.0294031315381715	0.0294100866200334	0.0294063267534848	0.0294048573803113	0.0294125086811734	0.0293786278091277	0.029409953641325	0.0294117841332872	0.0294141680040293	0.0294198045309223	0.0294197798834389	0.0294234461295807	1.80975065788846e-06
Mix_2	0.0294116296077366	0.0294254818201737	0.0294247915447899	0.0294174895555497	0.0294221722234951	0.0294054064600473	0.0294114465808838	0.029403686201685	0.0294144973088053	0.029405100682905	0.0294039281175067	0.0294133841011228	0.0294175464231159	0.0293853521337065	0.0294042986294191	0.0294125166485262	0.0294128782431519	0.0294196452014416	0.0294232867922228	0.0294042984461464	0.0294464444921068	0.0294108533666481	0.0294029814664453	0.0294099307031888	0.0294061736361866	0.0294047868115847	0.0294123566937938	0.0293784832133849	0.0294097996996558	0.0294107236758258	0.0294140127187552	0.0294185854970024	0.0294103201800167	0.0294240606649713	1.65045800248897e-06
Mix_3	0.029412045621597	0.0294198905641541	0.029418307762881	0.0294166516690574	0.0294114608188449	0.029406548028994	0.0294134844668489	0.0294068618271963	0.0294135948151511	0.0294080633423035	0.0294076432569678	0.0294125521646387	0.0294149763382718	0.0294110189442163	0.0294073120145647	0.0294130527542662	0.029436973775613	0.0294162492768702	0.0294193928170727	0.0294088450555373	0.0294140241942623	0.0294072404102172	0.0294065117563956	0.0294126098905135	0.0294086590013891	0.0294073342462721	0.0294092962959654	0.0293908416245922	0.0293931047925277	0.0294115341568806	0.0294135464885629	0.0294152141893553	0.0294159440824215	0.0294188657907512	3.47764846142518e-07
Mix_4	0.0294112920302071	0.0294223271728262	0.0294217746192054	0.0294180257088957	0.0294099688560702	0.0294047161884061	0.02941267785451	0.0294056221159911	0.0294136311915817	0.0294059953616626	0.0294067317512098	0.0294120158193418	0.0294158772201819	0.029409794052781	0.0294063274292337	0.0294127222385544	0.0294260510484537	0.0294174116433608	0.0294205700905528	0.029412909586208	0.0294142341915743	0.0294061669253748	0.0294051016323516	0.0294242643592781	0.0294068774017205	0.0294062491023677	0.0294137440390889	0.0293855703315739	0.0293904958696443	0.0294105512719867	0.0294134109839193	0.0294166376122414	0.0294174755551378	0.0294211895624312	1.58918207526781e-06
Mix_5	0.0294112940315886	0.029422336308663	0.0294217837551051	0.0294180348453291	0.0294099779938831	0.0294047094789764	0.0294126677503111	0.0294056182644392	0.0294137763670917	0.029405994739334	0.0294067293026943	0.0294120182170547	0.0294157274780249	0.0294097951901815	0.0294063188001935	0.0294127250105789	0.0294260420129406	0.0294174207799136	0.0294205792265882	0.0294129083877156	0.0294142217569939	0.0294061637953867	0.0294050970167828	0.0294242531214805	0.0294068773214941	0.029406241460433	0.0294137422325837	0.0293855576283405	0.0293904923031952	0.0294105528537215	0.029413414109458	0.0294166467487469	0.0294174846915474	0.0294211986983959	1.59832083279632e-06
Mix_6	0.0294108916333386	0.0294249571663749	0.0294242262854915	0.0294187612097886	0.0294104989215333	0.0294028185010634	0.0294115926059105	0.029403816536991	0.0294146396738509	0.0294052693191659	0.0294040622595692	0.0294126843544299	0.0294178896330684	0.0294099677942404	0.0294043854019388	0.0294135516916569	0.0294130253578812	0.0294176658608716	0.0294256474427637	0.0294041777280294	0.0294465881854131	0.0294109856811482	0.0294031097268698	0.0294100755744106	0.0294063421051563	0.0294048156879409	0.0294124926093152	0.0293785894758654	0.029385521662796	0.0294117974358314	0.0294143988858197	0.029419822137961	0.0294197957059888	0.0294234524116155	1.68333591010761e-06
Mix_7	0.0294116980786438	0.0294218904444941	0.029421436732405	0.0294164492373037	0.029410300548705	0.0294051806934092	0.029412184529953	0.0294058362421199	0.0294242552155455	0.0294069296224785	0.0294045241152328	0.0294129957773702	0.0294161570853818	0.0294103296441293	0.0294062159352418	0.0294123558383106	0.0294131522532895	0.029417464513027	0.029420447671449	0.0294060986449136	0.0294227763074398	0.0294192079686986	0.0294052713710278	0.0294111598817143	0.0294077408152074	0.0294070568104037	0.0294052483617788	0.0293877643277179	0.0293937460222447	0.0294110226161506	0.0294136178457684	0.0294171800324535	0.0294199090903578	0.0294209563313697	1.43939426366924e-06
Mix_8	0.0294075342382177	0.029424720748843	0.0294243294815839	0.0294183251427898	0.029410243492272	0.0294024475917483	0.0294111391355642	0.0294014142567162	0.0294135082672253	0.0294035272083665	0.0294126908743267	0.0294113940634463	0.0294176774790804	0.0293836002221738	0.0294012941253757	0.0294119392684741	0.0294137421602392	0.0294208030039057	0.0294243781375057	0.0294035089048844	0.029447701978405	0.0294094169241027	0.0294019206588072	0.0294107480407896	0.0294056000396543	0.0294024017723127	0.0294125557093576	0.0293789986444081	0.02941053235879	0.0294117043177927	0.0294152222078865	0.0294206560657705	0.0294253979526501	0.0294274184578756	1.50706865797989e-06
Mix_9	0.0294117877990822	0.0294256555047816	0.02942496522838	0.0294176632279141	0.0294104938347169	0.0294028439844709	0.0294115888050968	0.0294038316932691	0.0294146336543237	0.0294052531731525	0.029404076649661	0.0294135439667937	0.029417692051643	0.0294099560140681	0.0294043661544125	0.0294126757009349	0.0294130222161257	0.0294198188760112	0.0294234604735917	0.0294044496901135	0.0294465829494776	0.0294110004423662	0.0294031253004687	0.0294100710757704	0.0294063273040161	0.0294046150627718	0.029412506647051	0.0293786094681051	0.0293854982102705	0.0294108809554976	0.0294143920379976	0.0294187591710083	0.0294197942283771	0.0294242343474833	1.82410079563322e-06
Mix_10	0.0294117636209614	0.0294256569815378	0.029424967876456	0.0294176420568273	0.0294104720379572	0.0294025544487009	0.029411566516017	0.0294038370455517	0.0294146106485859	0.0294054087724882	0.0294040830573399	0.0294135204084662	0.0294176701805633	0.0294100587868768	0.0294043866300775	0.0294126518415574	0.0294130001411227	0.0294197975457598	0.029423465675068	0.0294043416364919	0.0294465602137393	0.0294110063871009	0.029403129901007	0.0294100485600221	0.0294064592826692	0.0294046330264301	0.0294125068893068	0.0293788964022314	0.0293855090762193	0.0294109652409822	0.0294143687640105	0.0294187381518872	0.0294197733527778	0.0294242382357809	1.71060742837348e-06
Mix_11	0.0294116296077366	0.0294254818201737	0.0294247915447899	0.0294174895555497	0.0294221722234951	0.0294054064600473	0.0294114465808838	0.029403686201685	0.0294144973088053	0.029405100682905	0.0294039281175067	0.0294133841011228	0.0294175464231159	0.0293853521337065	0.0294042986294191	0.0294125166485262	0.0294128782431519	0.0294196452014416	0.0294232867922228	0.0294042984461464	0.0294464444921068	0.0294108533666481	0.0294029814664453	0.0294099307031888	0.0294061736361866	0.0294047868115847	0.0294123566937938	0.0293784832133849	0.0294097996996558	0.0294107236758258	0.0294140127187552	0.0294185854970024	0.0294103201800167	0.0294240606649713	1.65045800248897e-06
Mix_12	0.0294117877990819	0.0294249652283798	0.0294242343474835	0.029417663227914	0.0294104938347167	0.0294028439844706	0.029411588805096	0.0294038316932698	0.0294146336543236	0.0294052531731525	0.0294040766496618	0.0294126757009349	0.0294176920516434	0.0294099560140687	0.0294043661544129	0.0294135439667942	0.0294130222161259	0.0294198188760098	0.029425655504782	0.029404449690114	0.0294465829494787	0.0294110004423669	0.0294031253004693	0.0294100710757716	0.0294063273040161	0.0294046150627725	0.0294125066470503	0.0293786094681047	0.0293854982102707	0.0294108809554971	0.0294143920379978	0.0294187591710085	0.0294197942283763	0.0294234604735918	1.82410079141437e-06
Mix_13	0.0294120456215964	0.0294198905641547	0.029419392817073	0.0294166516690572	0.0294159440824219	0.0294065480289938	0.0294134844668488	0.0294068618271965	0.0294135948151509	0.0294080633423039	0.0294076432569673	0.0294130527542657	0.0294149763382718	0.0294110189442162	0.0294073120145648	0.0294125521646388	0.0294369737756135	0.02941624927687	0.029418307762881	0.0294088450555374	0.0294140241942623	0.0294072404102172	0.0294065117563949	0.0294126098905137	0.0294086590013892	0.0294073342462718	0.0294092962959658	0.0293908416245931	0.0293931047925279	0.0294115341568811	0.0294135464885627	0.0294152141893552	0.0294114608188452	0.0294188657907512	3.47764845365361e-07
Mix_14	0.0294117356858317	0.0294214743452229	0.0294209939439939	0.0294164868479804	0.0294193764399998	0.0294046144896684	0.0294122221386639	0.0294058738466078	0.0294242928299579	0.0294069672268681	0.0294045617179573	0.0294130333853532	0.0294161946954396	0.0294103672504491	0.0294061804142832	0.0294123934459055	0.0294131898624107	0.0294175021236993	0.0294204852838687	0.0294061362487455	0.0294228139152557	0.0294192455859656	0.0294053089751674	0.0294111974899903	0.0294077784201291	0.0294070253523647	0.0294052859650291	0.0293878019224687	0.0293937836214332	0.0294110602229137	0.0294136554541225	0.0294172176434315	0.0294103381544191	0.0294219280574936	1.47699690888903e-06
Mix_15	0.0294116296077358	0.0294254818201738	0.0294247915447905	0.0294174895555486	0.029410320180016	0.0294054064600471	0.0294114465808841	0.029403686201685	0.0294144973088061	0.0294051006829048	0.0294039281175069	0.0294133841011231	0.0294175464231158	0.0293853521337065	0.0294042986294189	0.0294125166485261	0.0294128782431519	0.0294196452014418	0.0294232867922229	0.0294042984461473	0.0294464444921069	0.0294108533666485	0.0294029814664447	0.0294099307031888	0.0294061736361875	0.0294047868115851	0.0294123566937942	0.029378483213385	0.0294097996996563	0.0294107236758258	0.0294140127187554	0.0294185854970018	0.0294221722234949	0.0294240606649715	1.6504580006016e-06
Mix_16	0.0294116530773736	0.0294254828086229	0.0294247925331314	0.0294175012375198	0.0294103343139035	0.0294053993156671	0.0294114626370169	0.0294036888022497	0.0294145161838734	0.0294051324203531	0.0294039305431588	0.0294134051423336	0.0294175608521009	0.0293853931496861	0.0294042857071193	0.0294125388692577	0.0294128934622927	0.0294196575126703	0.0294232877803288	0.0294040424607707	0.0294464623766839	0.0294108558807375	0.0294029841619304	0.0294099476455478	0.0294062036653881	0.0294047760333362	0.0294123590430909	0.0293784869105689	0.0294098258918354	0.0294107484678397	0.0294140326459556	0.0294185965849904	0.0294221814905308	0.029424061653198	1.51873893605714e-06
Mix_17	0.0294119287069359	0.0294197736368862	0.0294192758905197	0.0294165347460246	0.0294113439036851	0.029408308233555	0.0294133675486269	0.0294067449209451	0.0294134778975149	0.0294079464347813	0.0294075263493451	0.0294129358378124	0.0294148594178942	0.0294109020314456	0.0294074224405353	0.029412435249069	0.0294368568297179	0.0294161323546361	0.0294181908378867	0.0294087281459702	0.0294139072758725	0.0294071235032941	0.0294063948507822	0.0294124929735396	0.0294085420927154	0.0294074320426793	0.0294091793876205	0.0293907247453691	0.0293929879086649	0.0294114172431538	0.0294134295712497	0.0294150972678535	0.0294175999856967	0.0294187488649556	2.30872765794032e-07
Mix_18	0.0294075476750148	0.0294240439091442	0.0294250331988829	0.0294172432281451	0.0294102569290539	0.029402461028034	0.0294111525732518	0.0294014276930616	0.0294135217048452	0.0294035406448266	0.0294127043124491	0.0294114075007514	0.029417690917237	0.0293836136571381	0.029401065687023	0.029411952705878	0.0294137555982277	0.0294205880052845	0.0294243915764786	0.0294035223413567	0.0294477154181486	0.0294094303615046	0.0294019340952593	0.0294107614785377	0.029405613476409	0.0294024152087106	0.0294125691478859	0.0293790120787004	0.0294105457961154	0.0294117177552686	0.0294152356457885	0.0294217648574716	0.0294254113918587	0.029427431897235	1.5205050220013e-06
Mix_19	0.0294107661268872	0.0294238715744018	0.0294231245584986	0.0294291380829467	0.0294091627289334	0.0294037252302524	0.0294121558416633	0.0294045363203991	0.0294142014778547	0.0294054290341421	0.0294056049373716	0.0294123610413893	0.0294181743710644	0.0294099082499163	0.0294039751021078	0.0294131913669847	0.0294135122307239	0.0294200769099071	0.0294245770894211	0.0294044267645622	0.029435712453668	0.0294063901465665	0.0294039475583312	0.0294107196650116	0.0294064191505605	0.0294043413326139	0.0294190948808511	0.0293805256778186	0.0293855683176676	0.0294115139282766	0.0294140041557968	0.0294175459561734	0.0294186028944276	0.0294223336004835	1.36124232541501e-06
Mix_20	0.0294118111856706	0.0294256564101281	0.0294249661336181	0.0294176748268058	0.0294198046722991	0.0294028380910787	0.0294116047781612	0.0294038342107523	0.0294146524463274	0.0294052848275727	0.0294040789922321	0.0294135649249483	0.0294177063975525	0.0293855391432509	0.0294043533105967	0.0294126978386132	0.0294130373521958	0.0294198311041612	0.0294234613785946	0.0294041936211962	0.0294466007509731	0.0294110028733573	0.0294031279128733	0.0294100879350631	0.0294063572501836	0.0294046043540078	0.0294125089132486	0.0293786130822318	0.0294099821232036	0.029410905664464	0.0294144118821607	0.029418770175916	0.029410507885541	0.0294242352526074	1.69229841295859e-06
Mix_21	0.0294109166578576	0.0294256510340091	0.0294249607572127	0.0294176694472864	0.029419799293674	0.0294028670529438	0.0294116308344129	0.0294038569786971	0.0294146843839049	0.0294053005967982	0.0294040987185125	0.0294135733391082	0.0294177290599818	0.0293855612893052	0.0294041268414261	0.0294127070638604	0.0294130616624771	0.0294198257252768	0.0294234560015639	0.029404210634247	0.0294466306262189	0.029411024082826	0.0294031523365915	0.0294101158399926	0.0294063718446971	0.0294046353375679	0.0294125272513137	0.0293786550296387	0.0294099940794378	0.0294118212697264	0.0294142008444911	0.0294187647968571	0.0294105025014427	0.0294242298758978	1.6869107450912e-06
Mix_22	0.0294109056644637	0.0294249661336184	0.0294242352526073	0.029418770175917	0.0294105078855409	0.0294028380910792	0.0294116047781603	0.0294038342107515	0.0294146524463274	0.0294052848275723	0.0294040789922329	0.0294126978386132	0.0294177063975525	0.0294099821232035	0.0294043533105969	0.0294135649249482	0.0294130373521968	0.0294198311041615	0.0294256564101273	0.0294041936211966	0.029446600750973	0.0294110028733585	0.0294031279128731	0.0294100879350638	0.0294063572501832	0.0294046043540079	0.0294125089132488	0.0293786130822321	0.0293855391432518	0.0294118111856699	0.0294144118821605	0.0294176748268051	0.0294198046722988	0.0294234613785952	1.69229841073815e-06
Mix_23	0.0294116296077358	0.0294254818201738	0.0294247915447905	0.0294174895555486	0.029410320180016	0.0294054064600471	0.0294114465808841	0.029403686201685	0.0294144973088061	0.0294051006829048	0.0294039281175069	0.0294133841011231	0.0294175464231158	0.0293853521337065	0.0294042986294189	0.0294125166485261	0.0294128782431519	0.0294196452014418	0.0294232867922229	0.0294042984461473	0.0294464444921069	0.0294108533666485	0.0294029814664447	0.0294099307031888	0.0294061736361875	0.0294047868115851	0.0294123566937942	0.029378483213385	0.0294097996996563	0.0294107236758258	0.0294140127187554	0.0294185854970018	0.0294221722234949	0.0294240606649715	1.6504580006016e-06
Mix_24	0.0294113363109335	0.0294247828113222	0.0294254719151295	0.029417457005621	0.0294102870071984	0.0294054512776094	0.0294114129152528	0.0294036835466154	0.0294144629255611	0.0294052474374326	0.0294039261541908	0.0294133491657465	0.0294175131732927	0.0293853549259005	0.0294037810128163	0.0294127724425412	0.0294128447910645	0.0294193832249846	0.0294224626087587	0.0294041816973993	0.0294464103676807	0.0294108511139257	0.0294029782579159	0.029409896811451	0.0294062966291363	0.0294052093786959	0.0294123483939896	0.0293787644437576	0.0294098931697817	0.0294107985431229	0.0294139780673422	0.0294185530986333	0.0294232806127093	0.0294240531719955	1.52559049149126e-06
