Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory	otherCells
Mix_25	0.0294116980786438	0.0294218904444941	0.029421436732405	0.0294164492373037	0.029410300548705	0.0294051806934092	0.029412184529953	0.0294058362421199	0.0294242552155455	0.0294069296224785	0.0294045241152328	0.0294129957773702	0.0294161570853818	0.0294103296441293	0.0294062159352418	0.0294123558383106	0.0294131522532895	0.029417464513027	0.029420447671449	0.0294060986449136	0.0294227763074398	0.0294192079686986	0.0294052713710278	0.0294111598817143	0.0294077408152074	0.0294070568104037	0.0294052483617788	0.0293877643277179	0.0293937460222447	0.0294110226161506	0.0294136178457684	0.0294171800324535	0.0294199090903578	0.0294209563313697	1.43939426366924e-06
Mix_26	0.0294119471437884	0.029419792075536	0.0294192943290702	0.0294165531840864	0.0294113623406535	0.0294083266692453	0.0294133859860113	0.0294067633565902	0.0294134963348002	0.0294079648706036	0.0294075447851907	0.0294129542749227	0.0294148778555793	0.0293930063411198	0.0294071090159262	0.0294124536860535	0.0294368752708167	0.0294158373690869	0.0294176184239131	0.0294087465820515	0.0294139257132666	0.0294071419390367	0.0294064132863336	0.02941251141075	0.0294085605287053	0.0294074504782434	0.0294091978235705	0.0293907431771514	0.0294109204680249	0.0294114356798711	0.0294134480084847	0.0294151157057145	0.029418209276221	0.0294187673034004	2.4930618036656e-07
Mix_27	0.029411527641912	0.0294198840488856	0.0294193863018196	0.02941664515388	0.029415937567254	0.0294065415142493	0.0294134779517769	0.0294068553124166	0.0294135883000943	0.0294080568274917	0.0294076367421556	0.0294130462392359	0.0294149698231527	0.0294110124292689	0.0294073181677581	0.0294125456496287	0.029436967259963	0.0294163473627563	0.029411454303837	0.0294092897811358	0.0294140176791889	0.0294072338954215	0.0294065052416317	0.0294126033754678	0.0294086524865496	0.0294074384855641	0.0294088385406853	0.0293908351104291	0.0293930982784079	0.0294120391066062	0.0294135399735144	0.0294152076742092	0.0294183012476617	0.0294188592755142	3.41250476765254e-07
Mix_28	0.0294115611591024	0.0294256486655242	0.0294249583887499	0.0294176670790718	0.0294105001335899	0.0294028687923045	0.0294116284664114	0.0294038579773122	0.0294146820158556	0.0294053007586235	0.0294040993535098	0.0294135709711156	0.0294177266917978	0.029385562215171	0.0294041290780912	0.0294129957264126	0.0294130592944273	0.0294198233570119	0.0294242275074595	0.0294042109449173	0.0294466282572999	0.0294110248939767	0.0294031535332526	0.0294101134720423	0.029406371865949	0.0294046373184226	0.0294125277189464	0.0293786583238904	0.0294099937848902	0.0294109162480866	0.0294141984764665	0.0294187624286057	0.0294197969253877	0.0294234536331514	1.68454317250877e-06
Mix_29	0.029411928706936	0.0294197736368862	0.0294192758905197	0.0294165347460251	0.0294113439036851	0.029408308233555	0.0294133675486269	0.0294067449209451	0.0294134778975149	0.0294079464347813	0.029407526349345	0.0294129358378125	0.0294148594178945	0.0294109020314456	0.0294074224405353	0.029412435249069	0.029436856829718	0.0294161323546361	0.0294175999856967	0.0294087281459707	0.0294139072758729	0.0294071235032943	0.0294063948507825	0.0294124929735396	0.0294085420927154	0.0294074320426793	0.0294091793876205	0.0293907247453688	0.0293929879086649	0.0294114172431538	0.0294134295712497	0.0294150972678535	0.0294181908378867	0.0294187488649556	2.30872763684609e-07
Mix_30	0.0294115904099652	0.0294212650548621	0.0294208113378204	0.0294158237675405	0.0294187134105461	0.0294051013956964	0.0294129556192248	0.0294061533563023	0.0294137553707673	0.0294070123320314	0.0294047392627107	0.0294122194119736	0.0294270637150119	0.0294102846651677	0.0294068066852254	0.029412832191026	0.0294138457650773	0.0294168390238041	0.0294198222660713	0.0294062230024967	0.0294237165102608	0.0294194734561407	0.0294056439307531	0.0294120131118528	0.0294077841905132	0.0294075799715305	0.0294054168172806	0.0293887237490818	0.0293940424108839	0.0294109453967601	0.0294134286083086	0.0294165545718196	0.0294096747908559	0.0294203309315425	8.13509094643727e-07
Mix_31	0.0294116429934123	0.0294254881848129	0.029424797909608	0.0294175066171099	0.029410339698074	0.0294053703526498	0.0294114365808838	0.0294036660344187	0.0294144842464245	0.0294051166512325	0.0294039108169888	0.0294133967282644	0.0294175381897858	0.0293853710037462	0.0294045121758698	0.0294125296441029	0.0294128691521284	0.0294196628916257	0.029423293157431	0.0294040254478252	0.0294464325015627	0.0294108346713816	0.0294029597383302	0.0294099197407411	0.0294061890709767	0.0294047450497563	0.0294123407051331	0.0293784449633063	0.029409813935699	0.0294107374745411	0.0294142436833824	0.0294186019641201	0.0294221868680196	0.0294240670299793	1.52412667586699e-06
Mix_32	0.0294075476750148	0.0294240439091442	0.0294250331988829	0.0294172432281451	0.0294102569290539	0.029402461028034	0.0294111525732518	0.0294014276930616	0.0294135217048452	0.0294035406448266	0.0294127043124491	0.0294114075007514	0.029417690917237	0.0293836136571381	0.029401065687023	0.029411952705878	0.0294137555982277	0.0294205880052845	0.0294243915764786	0.0294035223413567	0.0294477154181486	0.0294094303615046	0.0294019340952593	0.0294107614785377	0.029405613476409	0.0294024152087106	0.0294125691478859	0.0293790120787004	0.0294105457961154	0.0294117177552686	0.0294152356457885	0.0294217648574716	0.0294254113918587	0.029427431897235	1.5205050220013e-06
Mix_33	0.0294116296077358	0.0294254818201738	0.0294247915447905	0.0294174895555486	0.029410320180016	0.0294054064600471	0.0294114465808841	0.029403686201685	0.0294144973088061	0.0294051006829048	0.0294039281175069	0.0294133841011231	0.0294175464231158	0.0293853521337065	0.0294042986294189	0.0294125166485261	0.0294128782431519	0.0294196452014418	0.0294232867922229	0.0294042984461473	0.0294464444921069	0.0294108533666485	0.0294029814664447	0.0294099307031888	0.0294061736361875	0.0294047868115851	0.0294123566937942	0.029378483213385	0.0294097996996563	0.0294107236758258	0.0294140127187554	0.0294185854970018	0.0294221722234949	0.0294240606649715	1.6504580006016e-06
Mix_34	0.0294109056644633	0.0294256564101276	0.0294242352526073	0.029418770175917	0.0294105078855411	0.0294028380910798	0.0294116047781605	0.0294038342107516	0.0294146524463269	0.0294052848275726	0.0294040789922324	0.029412697838613	0.0294177063975528	0.0294099821232038	0.0294043533105962	0.0294135649249487	0.0294130373521959	0.0294198311041614	0.0294249661336176	0.0294041936211964	0.0294466007509729	0.0294110028733585	0.0294031279128727	0.0294100879350638	0.0294063572501831	0.0294046043540078	0.0294125089132488	0.0293786130822318	0.0293855391432516	0.0294118111856701	0.0294144118821608	0.0294176748268052	0.0294198046722987	0.0294234613785958	1.69229841273655e-06
Mix_35	0.0294107893679297	0.0294237462013657	0.0294230404417548	0.0294283025041202	0.0294203701757124	0.0294160047508734	0.0294113168325252	0.0294037422830686	0.0294133601376929	0.0294046092897865	0.0294048066116418	0.0294116197083823	0.0294173366664269	0.0294090872532432	0.0294047656930612	0.029412348246397	0.0294126739037601	0.0294190904520871	0.029421501934645	0.0294037398560282	0.0294348718620341	0.0294055938923265	0.0294031558932718	0.029409879933571	0.0294055990230085	0.0294048988214084	0.0294182957720716	0.0293797486642056	0.0293847507508072	0.0294099448158204	0.0294131619489526	0.0294167110214448	0.029417768415517	0.0294222931668728	1.07370818513974e-06
Mix_36	0.0294117636209619	0.0294256569815375	0.0294249678764561	0.0294176420568271	0.0294197733527778	0.0294025544487012	0.0294115665160167	0.0294038370455512	0.0294146106485848	0.0294054087724888	0.0294040830573402	0.0294135204084658	0.029417670180563	0.0294100587868768	0.0294043866300772	0.0294126518415576	0.0294130001411232	0.0294197975457598	0.0294234656750677	0.0294043416364903	0.0294465602137392	0.0294110063871005	0.0294031299010072	0.029410048560022	0.0294064592826691	0.0294046330264308	0.0294125068893071	0.0293788964022316	0.0293855090762209	0.0294109652409827	0.02941436876401	0.0294187381518878	0.0294104720379566	0.0294242382357813	1.71060742815143e-06
Mix_37	0.0294112920302073	0.0294217746192062	0.0294211895624319	0.0294180257088956	0.0294099688560706	0.0294047161884067	0.0294126778545096	0.0294056221159915	0.0294136311915812	0.0294059953616625	0.0294067317512105	0.0294120158193413	0.0294158772201819	0.0294097940527805	0.0294063274292338	0.0294127222385546	0.0294260510484537	0.0294174116433616	0.029422327172826	0.029412909586208	0.0294142341915744	0.0294061669253744	0.0294051016323516	0.0294242643592782	0.02940687740172	0.0294062491023674	0.0294137440390888	0.0293855703315739	0.0293904958696446	0.0294105512719871	0.0294134109839195	0.0294166376122421	0.0294174755551373	0.0294205700905532	1.58918207260328e-06
Mix_38	0.0294117978831253	0.0294249598519745	0.0294242289707734	0.02941765784839	0.0294104884506123	0.0294028729463349	0.0294116148613383	0.0294038544612113	0.029414665591889	0.0294052689423588	0.0294040963759376	0.0294126849261713	0.0294177147140632	0.0293855203563011	0.0294041396852712	0.0294135523809439	0.0294130465263971	0.0294198134971215	0.0294256501286636	0.0294044667032932	0.0294466128247113	0.0294110216518308	0.0294031497241834	0.029410098980688	0.0294063418985122	0.029404646046336	0.0294125249851125	0.0293786514155052	0.0294099679702882	0.0294108919488772	0.0294141810003393	0.0294187537919449	0.0294197888497478	0.029423455096561	1.8187131903824e-06
Mix_39	0.0294099468751568	0.0294237245979542	0.029423019088404	0.0294167018280294	0.0294177582964881	0.0294159896567929	0.0294113446222139	0.0294037409214621	0.0294133979627902	0.0294046194947213	0.029404803377911	0.0294123651916896	0.0294175575493224	0.0293847718361571	0.0294044903743584	0.0294118331535359	0.0294126987132183	0.0294282942975245	0.0294214811264106	0.029403619751901	0.0294349061504229	0.0294055915796168	0.0294031555132028	0.0294099108787964	0.0294056072244767	0.0294053567187092	0.0294182902751667	0.0293797692942684	0.0294090909547181	0.0294104281472556	0.0294129535423157	0.0294192337669843	0.0294203579778017	0.0294222720782926	9.17181930515376e-07
Mix_40	0.0294117356858324	0.0294219280574938	0.0294214743452225	0.0294164868479799	0.0294193764399995	0.0294046144896685	0.029412222138664	0.0294058738466081	0.0294242928299583	0.0294069672268679	0.0294045617179569	0.0294123934459046	0.0294161946954398	0.0294103672504491	0.0294061804142825	0.0294130333853532	0.0294131898624107	0.0294175021236991	0.0294204852838696	0.0294061362487455	0.029422813915256	0.0294192455859657	0.0294053089751682	0.0294111974899903	0.0294077784201289	0.0294070253523647	0.0294052859650291	0.0293878019224686	0.0293937836214336	0.0294110602229139	0.0294136554541225	0.0294172176434315	0.0294103381544191	0.0294209939439937	1.47699690822289e-06
