Mixture	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell	P-value	Correlation	RMSE
S10001	0.0511820269908146	0	0.128982653315011	0.0469560662637044	0	0	0.331790158162743	0.330054381371936	0.0171120164470761	0.00707921158863549	0	0.0129767373058689	0	0	0	0.0246818785050259	0	0	0	0.0491848700491844	9999	0.614986132617932	0.799098939852532
S10006	0.0602974193508023	0.0261501608163032	0.00951358917390226	0.0285958617424057	0.109874668716092	0	0.325970572698756	0.316072315371251	0.0232381861914847	0.00527804617443216	0	0.0111859802658634	0.00260320075175666	0	0.0109648890457731	0.0244324371722974	0	0	0	0.0458226725288801	9999	0.549177488665566	0.842924721950888
S1001	0.00641780689883636	0.0428842646159754	0.170744677841743	0	0.119844340842998	0	0.215501442105444	0.287670237373088	0.0398434456218314	0.0167132995840967	0	0	0.00862192423374103	0	0.013334412181123	0.0191771959737704	0.00487465571547942	0	0	0.0543722970118738	9999	0.548972773480133	0.840341732242858
S10010	0	0.0546693230835015	0.117094986757043	0.0231802755668436	0.00611099709741463	0	0.499815529451652	0.181829132833009	0.0158245620131265	0.007467029250933	0	0.0188621502032575	0	0	0	0.0540304642770431	0	0	0.00312774728576611	0.0179878021804099	9999	0.609024621627579	0.798349313039375
S10011	0.0243561064121578	0.0301208535912897	0.117874714661636	0.0354298053651305	0	0	0.305699121340005	0.399707993058021	0.0191331395862079	0.00447879646932002	0	0.0160189602207927	0	0	0	0	0	0	0.00160477314570093	0.0455757361497386	9999	0.642235778660397	0.786811570976632
S10014	0.00269859813353041	0.0428188071204982	0.124543862078799	0.0038033826287071	0.124019126632701	0	0.318820137774722	0.264297086900673	0.0251723362832862	0.00543447931889055	0	0	0	0	0.0272015471087738	0.0377644513856191	0	0	0	0.0234261846337991	9999	0.582309172739479	0.820549186190783
S10026	0	0.0873640780998949	0.0995292756043651	0	0.132180845818432	0	0.317564268240201	0.264922395746856	0.0300006083044833	0.0212610353300538	0	0.00165769790272547	0	0	0	0.0177139456762038	0.00707778503289077	0	0	0.0207280642438943	9999	0.535321050121672	0.847887410764446
S10032	0.0278080794653731	0.0168566793290446	0.187461228860142	0.0119981204547858	0.104619512298444	0	0.286113295006232	0.245025737788206	0.026142586744318	0.00218491223740427	0	0.000387126086063235	0	0	0	0.0543369392285143	0	0	0	0.0370657825014718	9999	0.645355659133809	0.778907739561851
S10036	0	0.0710856261643873	0.0498694224932609	0	0.142494605007566	0	0.282062039632406	0.362764616549883	0.02466796028153	0.0131936265196546	0	0	0.0102322576219211	0	0	0	0	0	0	0.0436298457293904	9999	0.489314878651335	0.873633300473009
S10042	0.0247839105167297	0.026749284755605	0.0990164001152651	0	0.107974603337944	0	0.328833895496786	0.2936458439307	0.018357650138597	0.0193012280405329	0	0	0.00221933631711892	0	0	0.0527948691729796	0.00322910733054868	0	0	0.0230938708471932	9999	0.60424813496933	0.81076835790902
S10044	2.05040338545532e-05	0.0497100900804975	0.155299866076091	0	0.13116572026263	0	0.326213240123306	0.267765035603624	0.0174938266915924	0.0127320820617247	0	0	0.00238280032055926	0	0	0.0100429516940621	0.00550101373091914	0	0	0.0216728693211402	9999	0.606251792855352	0.805059378721812
S10049	0.0221784501784115	0.0464611570659625	0.107807969956374	0	0.139036244541771	0	0.262237283737894	0.271633516266137	0.0313336695160607	0.0115897082166219	0	0.00133307795777868	0	0	0	0.0902955680962648	0.00334441323193022	0	0	0.0127489412347928	9999	0.593983303091615	0.814589434840362
S10057	0	0.0976490558750793	0.0496261284312319	0.041524215289077	0.0477270151333317	0	0.212765050979243	0.406117632697109	0.0399038317957973	0.00397735350306984	0	0.025459282688604	0	0	0	0.0137135474867519	0.00375705904085183	0	0	0.0577798270798534	9999	0.587905995402888	0.823085609935258
