B_cells	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	NK_cells	Neutrophils	T_cells_.CD4..	T_cells_.CD8..
Mix_1	0.166212430721496	0.144480599388486	0.120212243159958	0.134433001001709	0.0357546063744786	0.172311792175574	0.226595327178297
Mix_2	0.267063405339575	0.0793999686910559	0.0878080702215481	0.123444181338631	0.0282102133013743	0.200701657595863	0.213372503511953
Mix_3	0.150498667504024	0.0729691350445159	0.0821724020321093	0.157494729248882	0.0279940140318625	0.202841153313922	0.306029898824684
Mix_4	0.182705985959315	0.0549871784897108	0.0706859288822998	0.151549393876787	0.0247958753890079	0.225394073836474	0.289881563566405
Mix_5	0.34289030453573	0.0364068327891246	0.0581320075202048	0.140933664392553	0.0211815280891161	0.161932230470246	0.238523432203025
Mix_6	0.220619358354089	0.156330244423257	0.126689014258024	0.121269485094806	0.0350015762537121	0.122724225036157	0.217366096579955
Mix_7	0.208000665410274	0.0421383979026875	0.0567019834408397	0.13281028994728	0.0219037555703475	0.244374340596115	0.294070567132456
Mix_8	0.249108636642967	0.108694606635793	0.0968848915009038	0.0846615871633501	0.0287155160609215	0.218248414074707	0.213686347921357
Mix_9	0.242074757912268	0.0727314332741319	0.0804475640828422	0.131817441842881	0.0264253992564106	0.19530227991678	0.251201123714686
Mix_10	0.27664083948528	0.106899029857966	0.0974402057284474	0.119449350636128	0.0294931233523457	0.141456909862159	0.228620541077673
Mix_11	0.232961083890544	0.0606094165774812	0.0696276035561957	0.130918021523491	0.0243651210440476	0.245727651911626	0.235791101496615
Mix_12	0.11849637837497	0.124856025738604	0.114056489591871	0.145369097481224	0.0333480374042732	0.196775552507935	0.267098418901123
Mix_13	0.30085373964022	0.0611705304929603	0.0706693328673549	0.121233277192214	0.0236007370576572	0.180838465251891	0.241633917497703
Mix_14	0.154629623850324	0.027725582618498	0.047492652360922	0.161172939604653	0.0201608715733762	0.251867551122025	0.336950778870201
Mix_15	0.182569605762657	0.0672944851784709	0.0728176602163344	0.119704332918263	0.024999456093567	0.258167981440448	0.27444647839026
Mix_16	0.236719266706877	0.0873906242864672	0.0852135862065377	0.103402667990975	0.0269292552192814	0.215244328136942	0.245100271452919
Mix_17	0.194708388724827	0.0620389377435433	0.0689820770044622	0.122650533166961	0.0243169111762582	0.247281013511862	0.280022138672086
Mix_18	0.187598233707407	0.0758302813813927	0.0771556526694436	0.10270259977579	0.0251524354421148	0.285129666688401	0.246431130335451
Mix_19	0.155383096148182	0.130398143944563	0.112765711611992	0.142525113413693	0.0343858707437489	0.163102275514327	0.261439788623493
Mix_20	0.254134987146218	0.103987867729948	0.0953507237021024	0.109453807129867	0.0289245616708354	0.180217078298668	0.227930974322361
Mix_21	0.241379665875321	0.129145615883373	0.107877665643818	0.0991350016099097	0.031261468028497	0.171793756313181	0.2194068266459
Mix_22	0.156925807773471	0.145097515750028	0.11923658708763	0.129198578996906	0.0348809628199993	0.164092058970159	0.250568488601806
Mix_23	0.310533752753937	0.0720415331639936	0.0785399010523258	0.106972238777021	0.0251600895307309	0.196739687560741	0.210012797161251
Mix_24	0.0681491677053433	0.106830324539642	0.093734340791069	0.105064585438134	0.0294800286841432	0.303807471328761	0.292934081512908
Mix_25	0.294318275445596	0.0388818036148017	0.0556260549928382	0.119217354313773	0.0204633458037938	0.211071832635922	0.260421333193276
Mix_26	0.237996472462783	0.0583675143253182	0.067002266120342	0.107161448574775	0.0223036136515168	0.240573514655726	0.26659517020954
Mix_27	0.268367555246298	0.117708216228811	0.0949039338405988	0.081343937025857	0.0284420548489922	0.178268573474159	0.230965729335284
Mix_28	0.215474744848582	0.1171986951826	0.104185090081231	0.118290029287139	0.0312704012928463	0.185097977135821	0.22848306217178
Mix_29	0.259361974261966	0.0539334491371576	0.0654334466820615	0.106609774237021	0.0225421445772638	0.232123639070442	0.259995572034087
Mix_30	0.212934615443048	0.0339156346670494	0.0503406660082622	0.159342785842472	0.0208790790726465	0.207780453676381	0.314806765290141
Mix_31	0.252350954498985	0.0800275869950321	0.0816764200233311	0.111629131704317	0.0270357953606837	0.209054708625953	0.238225402791698
Mix_32	0.18337538917299	0.0944661072968826	0.0875938728579349	0.0949875763148702	0.0275568895785928	0.268758450391645	0.243261714387085
Mix_33	0.145916270697417	0.0974441970961697	0.0915972144799209	0.120923710853929	0.0294832900214651	0.244352509930045	0.270282806921053
Mix_34	0.234744164059349	0.142811151245021	0.116274756656398	0.115410009442514	0.034175328103827	0.134178244818	0.22240634567489
Mix_35	0.217728176685163	0.0604314716740469	0.0710066860536879	0.142932350244575	0.0252744867533945	0.219900766572478	0.262726062016655
Mix_36	0.238941625277955	0.0700348912096533	0.0775347164086947	0.127031671821475	0.0261958081875145	0.202477540635486	0.257783746459221
Mix_37	0.159128277088911	0.0813091923785152	0.0826538845740742	0.159379847073436	0.0281452301550093	0.192429037841794	0.29695453088826
Mix_38	0.124955702507383	0.116599416821083	0.104625397573516	0.138470880189292	0.0323809196300132	0.216176424562786	0.266791258715926
Mix_39	0.286247246811452	0.14293739321528	0.115518225761201	0.0794938825140796	0.0320973793594833	0.166014045384757	0.177691826953747
Mix_40	0.23088080381457	0.0611423507930093	0.0700704055836484	0.152379809364984	0.0248228319438433	0.17616388723594	0.284539911264005
Mix_41	0.206433502924761	0.080638598519967	0.0832280428311235	0.155527294376912	0.0285126874757856	0.179611587650169	0.266048286221283
Mix_42	0.241516979182797	0.0613692053187845	0.0665368359373555	0.0963155672673872	0.0230535971601093	0.248789882896176	0.26241793223739
Mix_43	0.261809624530716	0.103758029155151	0.0966464416946329	0.125859923378557	0.0299174179296742	0.147137273519573	0.234871289791696
Mix_44	0.153932978051033	0.113131464676455	0.104603970643391	0.147070379221368	0.032452649921609	0.191874625795152	0.256933931690992
Mix_45	0.172160362277546	0.097208646810767	0.0918353788680426	0.122324401670653	0.028821063390033	0.207461732214939	0.28018841476802
Mix_46	0.252776042962213	0.0876290307167665	0.0820684611504982	0.0825076484417925	0.0261381764899629	0.213112591890434	0.255768048348333
Mix_47	0.212495372556256	0.125700969074199	0.110541330633193	0.125744038745369	0.0327198904412581	0.156588938245679	0.236209460304045
Mix_48	0.24328366455119	0.0698732483235926	0.0753847034437111	0.125495862719535	0.0255013957121802	0.211333606971345	0.249127518278447
Mix_49	0.164825394291016	0.0391049284264001	0.0584155022404368	0.169977095879057	0.022278380606458	0.234343878103596	0.311054820453036
Mix_50	0.155919044811525	0.0898680532988698	0.0829254224013792	0.102449894620489	0.028496698182354	0.255545013122372	0.284795873563011
Mix_51	0.236892253553357	0.0813566162366854	0.0815763956166843	0.113253985101321	0.0265314235912979	0.221171331627081	0.239217994273573
Mix_52	0.116684098058323	0.0732772868721795	0.0785691336585583	0.148862016272013	0.0275471207496861	0.232684741374206	0.322375603015034
Mix_53	0.221189810666564	0.11640706998048	0.101276236680726	0.106610513671591	0.0311005802627215	0.185800816637686	0.237614972100231
Mix_54	0.156277076211898	0.132556446595501	0.119813301582014	0.170812850009655	0.0357451035792966	0.134667701480332	0.250127520541303
Mix_55	0.132271103218093	0.0655906985061585	0.0809413189523288	0.177693983297333	0.0280823540352034	0.201689673010789	0.313730868980094
Mix_56	0.162802016203335	0.106117439019303	0.0905199699738913	0.111012005509131	0.0283611124580069	0.224400502232058	0.276786954604275
Mix_57	0.0825840949826969	0.0881841268204835	0.0918301637598262	0.192860808162775	0.0317237756720897	0.224341099043599	0.28847593155853
Mix_58	0.184619306183367	0.0614032383464963	0.0726643909178355	0.123620818848206	0.0248721366476771	0.254699739126272	0.278120369930146
Mix_59	0.159346334702047	0.0672535433864047	0.077740437670633	0.185166718852482	0.0280049887924422	0.179668530174575	0.302819446421416
Mix_60	0.322150748268615	0.0264040034756093	0.0427573363575392	0.101789238949253	0.0173357445179471	0.213324245785811	0.276238682645226
Mix_61	0.29129429529909	0.0857072342056476	0.0911613064475089	0.13020629203043	0.0284116790805199	0.145642914499142	0.227576278437662
Mix_62	0.333074386952048	0.0270304083563552	0.0498436867661158	0.149181535051216	0.0201405766276292	0.164175344377608	0.256554061869028
Mix_63	0.129686831187593	0.125007337214929	0.113705686231854	0.167993368896885	0.0351908338772405	0.161602148556228	0.266813794035271
Mix_64	0.225621065538559	0.140828439161588	0.11574841596553	0.111656967255237	0.0332036469783617	0.14927359857622	0.223667866524504
Mix_65	0.224627375672593	0.119692208081568	0.104104566344852	0.110429025616036	0.0307432486661023	0.176956665371908	0.233446910246941
Mix_66	0.256006462925984	0.0442585883830861	0.0588575900158348	0.131765689005612	0.021978549959511	0.220262154808692	0.266870964901279
Mix_67	0.32321568142017	0.11706620850964	0.107151253340519	0.107616215906013	0.0313324769305932	0.134529612351609	0.179088551541455
Mix_68	0.186446978747308	0.1000979399736	0.0889383259536273	0.0999317449396769	0.0277590495957029	0.231123562645769	0.265702398144315
Mix_69	0.305004236487558	0.0650213719702593	0.07383221613915	0.122223307248667	0.0249350736874926	0.166306533486061	0.242677260980812
Mix_70	0.17905034768804	0.0873106575639072	0.0814155477047671	0.106199613615889	0.0264744276399401	0.242128015405798	0.277421390381659
Mix_71	0.202497784294776	0.0707688340573332	0.0775367060547043	0.149898182894001	0.026571831375388	0.177881938312846	0.294844723010951
Mix_72	0.168993100844559	0.136446964429315	0.109826405025499	0.0852232600084021	0.0320195566760539	0.234399415346927	0.233091297669244
Mix_73	0.114115446363977	0.0660997055433893	0.0720456071067551	0.176416670885894	0.0264541014434782	0.224706828712752	0.320161639943754
Mix_74	0.277067822795513	0.0971422610702471	0.0968659792956639	0.132324802584446	0.0295296969827329	0.134934919426406	0.232134517844991
Mix_75	0.207889557481631	0.0525898174937978	0.0639725209116351	0.165360999892341	0.024193402381648	0.209060914874307	0.27693278696464
Mix_76	0.200975188188344	0.0453507597571735	0.0612930274057768	0.166671482441976	0.0237284200937039	0.203157100476932	0.298824021636093
Mix_77	0.191204984970632	0.126942452759186	0.111355792704847	0.129722112047607	0.0331214355931807	0.181553436967264	0.226099784957283
Mix_78	0.139318732064231	0.0322711209435277	0.0493463336714817	0.158105116129996	0.0202961112472804	0.271348777654537	0.329313808288945
Mix_79	0.142636028122272	0.109211587548864	0.104679198672315	0.185692569294794	0.0340677063603257	0.157412496986119	0.266300413015311
Mix_80	0.215594573132385	0.0830154877027129	0.087030975018701	0.118825180825703	0.0275297240047948	0.230680416036227	0.237323643279476
Mix_81	0.209365045194895	0.0988128797311097	0.0939840492114083	0.139887849984903	0.0300275956873849	0.166755519109311	0.261167061080987
Mix_82	0.252191796852059	0.013452372298543	0.0363596327371038	0.152127706219436	0.0157374992689517	0.219811519237143	0.310319473386763
Mix_83	0.262983439856004	0.0898980502300488	0.0892549081807563	0.125518017838477	0.028425036229634	0.167510980647438	0.236409567017642
Mix_84	0.205153897345409	0.103395185199679	0.0940719933586341	0.108116933391045	0.0290479062928264	0.210274416532007	0.2499396678804
Mix_85	0.216383570365119	0.0419016601655587	0.0586162774021734	0.151533235750914	0.0220050099534389	0.223318974536569	0.286241271826227
Mix_86	0.177596813123899	0.106055825657592	0.0984427767688969	0.147810971443224	0.0313701465245813	0.162209241563588	0.276514224918219
Mix_87	0.367498518413753	0.10151170224859	0.0996961063342138	0.113648728660986	0.0290028803512776	0.107249286309303	0.181392777681877
Mix_88	0.269387916410206	0.0743718090460499	0.0753066059262106	0.0795549666701803	0.0245225856101511	0.237510828041884	0.239345288295318
Mix_89	0.0928319193711167	0.138911241003176	0.117525048563018	0.150197994213187	0.0342928545636847	0.19707027632557	0.269170665960247
Mix_90	0.233276330421083	0.0401359243378607	0.0608749111099564	0.18443438295898	0.0227660836762736	0.189728964371517	0.26878340312433
Mix_91	0.373306229651771	0.0442493133437605	0.0643099458206204	0.117269723928797	0.0217266577745261	0.176084534924143	0.203053594556382
Mix_92	0.233157055209168	0.08560234097344	0.0919256380728951	0.152320997386464	0.0295816546526865	0.178841109838427	0.22857120386692
Mix_93	0.180498152830941	0.135922908756176	0.101851613646513	0.0691301767501469	0.030820563621413	0.251935197038436	0.229841387356374
Mix_94	0.28774971773195	0.0726145793130709	0.0777093302353724	0.0912844162382912	0.0245868451411204	0.217575007705286	0.228480103634909
Mix_95	0.200167020746943	0.0699715458348013	0.0773879399418423	0.142266445003326	0.0269230628038739	0.234109774803654	0.24917421086556
Mix_96	0.144054702882995	0.081768293058809	0.0822081270836139	0.124030324222389	0.0270073167674187	0.257071614242266	0.283859621742507
Mix_97	0.238129858100797	0.109268922321089	0.101620303567456	0.133987491713776	0.0311103194065737	0.148078127840859	0.23780497704945
Mix_98	0.29898633379522	0.191373474142055	0.135464440272618	0.0557679663075662	0.0351431294943718	0.134044591933173	0.149220064054997
Mix_99	0.0713665121126461	0.0498504196497093	0.0617279527496789	0.135495059032475	0.023463055454681	0.337002447142209	0.321094553858601
Mix_100	0.222216099072841	0.134333130137407	0.116107468171652	0.127785320040362	0.0339132493377254	0.161864712805127	0.203780020434886
