CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
mix_1	0	0	0.0012011376301659	3.17422545223294e-06	0.00193968904230718	0	0	0
mix_2	0	0	0.00202916581523935	0	0.00339129409890011	0	0	0
mix_3	0.000248480328363957	0.000257412413459527	0	0.000235138629782566	0	0.000369768645442519	0.00180600019759269	0.000331870479176344
mix_4	0.000101483838256208	4.03425355624887e-05	0	0.000125209570370874	0	7.27040664887854e-05	0	0.000123085303882841
mix_5	0.00010137764898448	4.98680828038135e-05	0	0.000207050227509686	0	0.000117792354772846	0	0.000174108079592447
mix_6	0	0	0	5.51677151034767e-05	0	0	0	7.29023960662974e-06
mix_7	0.000245367540247895	0.000222558838876856	0	0.000191985482188977	0	0.000240719257601851	0.0013182356630138	0.000247991260690706
mix_8	0	0	0	0	0	0	0	0
mix_9	0	0	0	0.00015678856889868	0	0	0	2.95472928215763e-05
mix_10	0.000236831266704207	0.000200719147201553	0	6.67510733049976e-05	0	0.000175841687159581	0.00116131154555586	0.000176156445488933
mix_11	0	0	0.0019140837276857	0	0.00311787441395029	0	0	0
mix_12	0	0	0.000535101282476156	1.90180181359002e-05	0.000774334356122343	0	0	0
mix_13	0.000268418820231174	0.000225536780692411	0	0.000171769321331769	0	0.00018073622146629	0.00102382414825348	0.000207638512085023
mix_14	0.00025577208183465	0.000214884517532963	0	8.23856450798599e-05	0	0.000175800304097029	0.00107512659264922	0.000180413125210973
mix_15	0.000288768016709058	0.000287564890157909	0	0.000413611638501261	0	0.000341777581698435	0.00180778933430445	0.000380735325561218
mix_16	0.000187203681192227	0.00016750147541124	0	0.000144063638019139	0	0.000237186384714038	0.0013592273890021	0.000225242500917503
mix_17	0.000466691261299695	0.000460084788317975	0	9.4756402707832e-05	0	0.000392134142605882	0.00309481166512492	0.000284075672674807
