ID,B cells naive,B cells memory,Monocytes,NK cells resting,NK cells activated,Neutrophils,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells CD8,Macrophages M0,Macrophages M1,Macrophages M2,Mast cells resting,Mast cells activated,Plasma cells,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,Dendritic cells resting,Dendritic cells activated,Eosinophils
S23321,6.36343225806,6.17436923077,7.57236923077,6.77127,6.760265,8.65389761905,6.40633181818,7.08563076923,5.02426923077,6.4969,6.60354666667,5.86462941176,6.23274782609,5.95439,5.17138571429,5.90507931034,5.94881666667,5.91610606061,6.00295,5.451755,5.699145,6.14040606061
S23323,6.21653548387,6.41223076923,7.33966923077,6.781475,6.74454,8.34442857143,6.30631818182,7.01751538462,4.93566923077,6.22055,6.5267,5.82257058824,6.0001,5.759095,5.17358571429,6.13132068966,5.90422916667,5.98864242424,6.0664,5.326885,5.77015,6.32644545455
S23326,6.34013870968,6.22036153846,7.17521538462,6.79547,6.892705,7.95441190476,6.41523636364,7.40403076923,4.97216153846,6.36565,6.36345333333,5.83108823529,5.91293043478,5.79936,4.96864761905,5.99197241379,6.126275,6.06073333333,6.10820714286,5.45824,5.704775,6.12402727273
S23328,6.47409032258,6.24407692308,7.40728461538,6.993815,7.29347,8.27489047619,6.39162272727,7.23776153846,4.97696923077,6.57578333333,6.30392666667,5.7891,6.07015652174,5.72681,5.08228095238,6.0549137931,6.087,6.02577272727,6.19030714286,5.485845,5.76342,6.3477030303
S23330,6.40888064516,6.30422307692,7.30233076923,7.12244,7.22009,8.53274047619,6.42885,7.29397692308,4.93283846154,6.4213,6.62962,5.85395882353,6.17331304348,5.965935,5.17623333333,5.91189655172,6.06272083333,5.92414545455,6.18156428571,5.63289,5.75585,6.52253636364
S23337,6.33907419355,6.39486153846,7.62573076923,7.053035,6.781425,8.71705714286,6.15589090909,6.97878461538,4.81377692308,6.14385,6.57363333333,6.25590294118,6.2088173913,5.702385,5.1019047619,5.88064827586,5.83690833333,6.00341212121,5.96112857143,5.50991,6.12045,6.48244242424
S23338,6.6021,6.46004615385,7.28748461538,6.969665,7.23312,8.50415238095,6.41106363636,7.46413076923,5.08661538462,6.43665,6.5279,5.85761764706,6.1055,5.715655,5.03170952381,6.06528275862,6.1741375,5.98726363636,6.39572857143,5.50822,5.8415,6.31116363636
S23343,6.52764516129,6.36142307692,7.44213076923,7.011895,7.13111,8.44992619048,6.34361363636,7.4095,4.93646923077,6.46835,6.52722666667,6.02072647059,6.26753478261,5.697095,5.16016190476,6.00016206897,6.06397083333,5.85611515152,6.22192857143,5.58547,5.96365,6.44997878788
S23351,6.3574483871,6.35843076923,7.39536153846,6.876565,7.078115,8.37190952381,6.51531363636,7.48106153846,4.85856923077,6.854,6.64431333333,5.97594411765,6.16423913043,5.782915,5.07842380952,6.16225862069,6.23264583333,6.14035151515,6.28237142857,5.679825,5.89676,6.46058787879
S23363,6.63222903226,6.29598461538,7.50072307692,6.919695,6.90839,8.4384047619,6.33484545455,7.43153076923,4.92587692308,6.2757,6.45549333333,5.91158529412,6.08379565217,5.97343,5.05917142857,6.04704827586,6.11645,5.95044545455,6.05068571429,5.46351,5.76491,6.4965030303
S23364,6.23979354839,5.98092307692,7.58443846154,6.81706,6.948115,8.46051904762,6.17446818182,7.0862,4.81454615385,6.32906666667,6.50768,5.82941470588,6.15967391304,5.79696,5.1819,6.04167241379,5.97112083333,5.92643030303,6.07765,5.422895,5.778135,6.51892424242
S2337,6.36811612903,6.13795384615,7.56417692308,7.0528,7.29442,8.64247142857,6.41867727273,7.35463076923,4.95475384615,6.6526,6.42914,5.86934117647,6.15783913043,5.835745,5.08608571429,6.09378275862,6.06219166667,6.01496969697,6.06324285714,5.520755,5.8207,6.38286969697
S23371,6.50078387097,6.4006,7.16726923077,6.87015,7.12607,8.15899761905,6.46949545455,7.67560769231,4.97306153846,6.84623333333,6.3441,5.83921176471,6.04875652174,5.58917,4.97557142857,6.06558275862,6.12222916667,6.01990909091,6.25827857143,5.464665,5.82894,6.34625454545
S23374,6.10831935484,6.21705384615,7.38713846154,7.108345,7.14069,8.60777619048,6.23466363636,7.02890769231,5.03147692308,6.32991666667,6.47806,5.94298235294,6.10888695652,5.85596,5.09232857143,5.8548137931,6.021925,6.04266969697,6.20988571429,5.463855,5.894,6.33306060606
S23382,6.32397741935,6.21798461538,7.30438461538,6.873345,7.05276,8.29694047619,6.55615909091,7.49653846154,4.83096153846,6.63235,6.47932,5.79237647059,6.10453913043,5.7433,4.86942380952,6.01142413793,6.14827916667,6.10706969697,6.19985,5.475645,5.81952,6.16678787879
S23385,6.33140645161,6.15776153846,7.36303076923,6.895775,7.25771,8.60862857143,6.41038181818,7.29262307692,4.91829230769,6.38125,6.47641333333,5.98044705882,6.0813,5.762595,5.06413333333,5.99586551724,5.96056666667,6.08076666667,6.15927142857,5.538885,5.7518,6.28961818182
S23388,6.53077741935,6.17817692308,7.27279230769,7.07372,7.137735,8.47125714286,6.59164545455,7.26082307692,4.7644,6.6588,6.42846,5.99044117647,6.04860434783,6.06714,5.01462380952,5.93437241379,6.225175,6.16416969697,6.13588571429,5.614005,5.732725,6.17096969697
S23390,6.26153870968,6.15946923077,7.55023076923,7.06079,7.096025,8.36519761905,6.16118181818,6.98609230769,4.8198,6.30946666667,6.49522666667,6.00059117647,6.19416956522,6.06902,5.07678571429,5.92764137931,5.963175,5.91583333333,6.00337857143,5.499315,5.93859,6.44837878788
S23398,6.26964193548,6.21689230769,7.22698461538,6.770545,6.88963,8.03263333333,6.51281363636,7.40321538462,5.03653846154,6.51311666667,6.37378666667,5.91235882353,5.94917391304,5.84198,5.0973,6.00766896552,6.17605,6.09275757576,6.1528,5.37946,5.871835,6.30025151515
S2340,6.71007096774,6.60315384615,7.51916923077,7.198985,7.212955,8.47614761905,6.33700909091,7.22138461538,5.10716153846,6.74758333333,6.50434666667,5.92762058824,6.23098695652,6.02363,5.2295952381,6.3082862069,6.288775,6.09857272727,6.34295714286,5.665825,6.115055,6.69372424242
S23406,6.31728387097,6.29086153846,7.01863846154,6.69336,6.830225,7.59852142857,6.48502272727,7.17653846154,5.16606923077,6.47105,6.21539333333,5.82433823529,5.97556086957,5.796815,5.21656666667,5.90346551724,6.10437083333,6.08486363636,6.15563571429,5.39402,5.7831,6.22790909091
S23412,6.15883870968,6.02974615385,7.02872307692,6.887,7.142875,8.05298095238,6.41877727273,7.18044615385,4.89985384615,6.46893333333,6.34195333333,5.73140294118,6.01923043478,5.65578,4.95583333333,5.84095517241,6.02062083333,6.07275454545,6.24364285714,5.315085,5.65333,6.02149090909
S23417,6.13060645161,6.13964615385,7.06632307692,6.890605,6.878005,8.10477619048,6.41113636364,7.31649230769,4.9614,6.29418333333,6.25716,5.87904117647,5.8656826087,5.916825,5.09427619048,5.99576896552,5.9936625,6.20958787879,6.14699285714,5.28595,5.92862,6.10267272727
S23423,6.38447419355,6.07808461538,7.13823076923,6.864965,6.880205,8.53219285714,6.53455909091,7.39183846154,5.03855384615,6.52613333333,6.46428,5.84708823529,5.92279565217,5.70877,5.05385238095,6.02059310345,6.04985416667,6.08228484848,6.03786428571,5.314565,5.752675,6.22211818182
S23428,6.44014516129,6.25491538462,6.99650769231,6.74298,7.05458,8.22899047619,6.66641363636,7.33031538462,5.1509,7.03781666667,6.33833333333,5.98708529412,5.93633043478,5.76816,5.07003809524,5.90896551724,6.30525833333,6.05846363636,6.29203571429,5.53631,5.69551,6.26706969697
S2343,6.23305806452,6.27474615385,7.57693846154,7.212725,7.24366,8.65326904762,6.48482272727,7.34973076923,4.94324615385,6.73571666667,6.42783333333,5.88622941176,6.1461,6.06997,5.20317142857,6.04023448276,6.14031666667,6.01081212121,6.21967857143,5.485775,5.84005,6.46811212121
S23430,6.42889032258,6.19446153846,6.73743846154,6.700955,7.10376,7.59770952381,7.09979545455,8.10866923077,5.1052,7.16223333333,6.1101,5.78244705882,5.84963043478,5.51524,4.82514761905,6.17724482759,6.5823875,6.15958181818,6.30225,5.42858,5.66209,6.06544242424
S23433,6.32228064516,6.16895384615,7.45326153846,6.864585,6.88544,8.28133571429,6.39225909091,7.06141538462,4.9406,6.59605,6.54868666667,5.92812058824,6.10390869565,5.93491,5.21052857143,6.16400689655,6.19490833333,6.07524848485,6.26765714286,5.43929,5.79578,6.44372121212
S23437,6.42539677419,6.34031538462,7.56963076923,6.92284,6.993845,8.69572857143,6.38175454545,7.18743846154,4.76111538462,6.30363333333,6.46492,6.00880294118,6.15309565217,5.62962,5.08808095238,5.96372758621,6.00367916667,5.94186666667,5.96225714286,5.590775,5.80322,6.4881030303
S23439,6.16023548387,6.34781538462,7.79554615385,7.27884,7.3481,8.76105952381,6.39229545455,7.04059230769,4.88086153846,6.6051,6.38380666667,6.11175,6.2976173913,5.902895,5.08532380952,6.02300689655,6.1106625,6.08832424242,6.16042857143,5.548495,5.960925,6.38532121212
S2344,6.43700322581,6.33916153846,7.37842307692,6.95345,7.106075,8.46217142857,6.29926818182,7.30471538462,4.98559230769,6.43406666667,6.50474666667,5.80359117647,6.07272173913,6.093575,5.22959047619,6.00994482759,6.1371,5.90454848485,6.15255714286,5.520125,5.820065,6.63013333333
S23443,6.35741612903,6.24133076923,7.19165384615,6.84259,7.235245,8.31397142857,6.52723636364,7.51467692308,4.95979230769,6.56826666667,6.4762,5.89377941176,5.98784347826,5.697455,5.06332857143,6.01346206897,6.16032083333,5.9912,6.08858571429,5.372105,5.802615,6.19316060606
S23446,6.26024193548,6.18116153846,7.49365384615,7.055385,7.143825,8.47489047619,6.46331363636,7.23957692308,5.02374615385,6.62408333333,6.42817333333,5.92538529412,6.15476956522,5.94359,5.10632857143,5.92970689655,6.17473333333,6.05490606061,6.08243571429,5.51081,5.736195,6.2903030303
S23447,6.50338709677,6.25951538462,7.28591538462,6.759445,6.817775,8.38735714286,6.44689545455,7.28043846154,4.95756153846,6.43241666667,6.4118,5.90461176471,6.11641304348,5.69857,5.12597142857,5.96304482759,6.10049166667,6.0438969697,6.04136428571,5.47546,5.820735,6.31358181818
S23448,6.43381935484,6.11537692308,7.33906153846,6.958155,6.94673,8.26020714286,6.33130454545,7.09868461538,5.04630769231,6.20896666667,6.43125333333,5.78928823529,6.0639,5.7623,5.18551904762,6.0889137931,5.97567916667,6.09103333333,6.1049,5.47734,5.85464,6.30582727273
S23449,6.16222258065,6.14896153846,7.19069230769,6.76733,6.81047,8.20472142857,6.34516818182,6.95980769231,4.85249230769,6.28066666667,6.32719333333,5.97366764706,6.08564347826,5.747925,5.07817142857,5.88376551724,5.9207,6.03314545455,5.93498571429,5.390825,5.93325,6.11749090909
S2345,6.50231935484,6.10617692308,7.24175384615,6.81214,6.831535,8.57915714286,6.46113181818,7.34769230769,5.0221,6.47556666667,6.49604666667,5.91482647059,6.07885652174,5.83207,5.08732380952,6.06830344828,6.05574166667,6.04965757576,6.10882142857,5.439765,5.760275,6.22014242424
S23450,6.56651612903,6.48890769231,7.60145384615,7.126975,7.02957,8.6519952381,6.36298181818,7.2139,4.99960769231,6.58283333333,6.501,6.14171470588,6.22824782609,6.02824,5.15254285714,6.2022,6.1846,6.13036969697,6.37323571429,5.61144,6.173735,6.53902424242
S23466,6.53731612903,6.31101538462,7.36334615385,6.990315,7.30246,8.31147857143,6.61180454545,7.30582307692,4.84508461538,6.49051666667,6.27448666667,5.927,6.07116086957,5.82911,5.0358,6.04616206897,6.25982083333,6.1281030303,6.10913571429,5.4202,5.65078,6.20807272727
S23469,6.44071290323,6.20540769231,7.02383076923,6.887625,7.188855,8.07230714286,6.42085454545,7.30110769231,4.89079230769,6.3644,6.25507333333,5.83849705882,5.94093478261,5.64144,4.98085238095,5.96523793103,5.9774625,6.02075151515,6.04587142857,5.34129,5.67647,6.23470909091
S23471,6.43330322581,6.39890769231,7.47586923077,6.671825,6.92157,8.398,6.37745454545,7.37273846154,4.80046153846,6.2391,6.48253333333,5.93150882353,6.20444347826,5.638385,5.00073333333,6.03754137931,6.0620625,5.86773030303,5.8596,5.604375,5.9661,6.42857575758
S23472,6.38186129032,6.1216,7.50422307692,6.778765,6.859335,8.55384285714,6.17774090909,7.02396153846,4.79850769231,6.17623333333,6.41932,5.87535294118,6.06022608696,5.748755,5.09555714286,5.85846896552,5.78551666667,5.88090606061,5.90567857143,5.46459,5.81279,6.42289393939
S23474,6.02423548387,6.14126923077,7.22283846154,7.151895,7.537115,7.95030714286,6.49531363636,7.23009230769,4.86962307692,7.05906666667,6.40606666667,5.87460588235,5.88765652174,5.659525,5.09467619048,5.92036206897,6.17633333333,6.10152121212,6.32080714286,5.48281,5.732435,6.15853636364
S23476,6.24747741935,6.13373846154,7.02556153846,6.61632,6.740665,8.02627142857,6.36094090909,7.07538461538,4.99264615385,6.23633333333,6.50226666667,5.73046470588,5.95138695652,5.79943,5.08334285714,5.95176896552,5.94409583333,6.05845454545,5.96845714286,5.32739,5.712925,6.05227878788
S23478,6.8130483871,6.59674615385,7.37976923077,6.899875,7.311065,8.45790238095,6.46015,7.51476923077,4.98213846154,6.89943333333,6.47910666667,5.95341470588,6.06103043478,5.674675,5.13342857143,6.14322413793,6.313375,5.97027272727,6.50319285714,5.455395,5.97049,6.50736969697
S2348,6.18766774194,5.99638461538,7.12981538462,6.71582,6.65484,8.11399285714,6.3316,6.83386153846,5.07001538462,6.26923333333,6.33518666667,5.78070882353,5.99690434783,5.698205,5.27791428571,6.06436551724,5.96592916667,6.07456969697,5.98502142857,5.47777,5.734205,6.27036666667
S23486,6.33361935484,6.23625384615,7.45311538462,6.932565,7.114705,8.86220952381,6.32389090909,7.40201538462,4.9336,6.40821666667,6.67930666667,6.00081764706,6.11467391304,6.05389,5.46595714286,6.03965172414,5.98532083333,5.91790909091,6.04473571429,5.466765,6.04718,6.65529090909
S23487,6.20000967742,6.15207692308,7.17184615385,7.08042,7.43365,8.13578333333,6.54453636364,7.47556923077,4.97548461538,6.70001666667,6.33033333333,5.87691176471,5.97675217391,5.636605,5.02407142857,5.96472758621,6.20900416667,6.12717272727,6.22105714286,5.517485,5.69796,6.17197272727
S23495,6.7394516129,6.46023846154,6.95717692308,6.85788,7.509585,7.12642142857,6.85436818182,7.90339230769,5.31020769231,7.31983333333,5.98505333333,5.82749117647,5.89303043478,5.481175,4.86474761905,6.03729310345,6.43802916667,6.18236363636,6.44865,5.565665,5.88774,6.00144242424
S23497,6.36289677419,6.32522307692,7.46395384615,6.72215,6.61709,8.49117142857,6.25983181818,7.04465384615,4.85053076923,6.16298333333,6.54756,5.89211764706,6.05473913043,5.855275,5.0563,6.05193793103,5.8861125,5.97605757576,5.75952857143,5.48322,5.790545,6.39881212121
S23498,6.70466129032,6.41004615385,7.15603846154,7.02066,7.32627,8.1856,6.65332272727,7.77857692308,5.02627692308,6.97106666667,6.22245333333,5.94589117647,6.01366956522,5.47149,4.94355714286,6.08533448276,6.337175,6.11766060606,6.40802142857,5.473405,5.853895,6.18432727273
S235,6.48587419355,6.34166923077,6.98722307692,6.792285,6.905235,8.36593095238,6.39201363636,7.35053846154,5.06383846154,6.65986666667,6.48889333333,5.80592058824,6.05186521739,5.737415,5.17271904762,5.85956896552,6.05155,5.97637878788,6.11729285714,5.397145,5.755165,6.40963636364
S23502,7.03194193548,6.68673846154,7.19993076923,6.85226,7.099775,8.18687619048,6.53756818182,7.71517692308,4.89440769231,6.81048333333,6.28046666667,5.82576764706,6.06967826087,5.557595,4.86609047619,6.1715,6.30599166667,5.98832727273,6.09608571429,5.429005,5.894405,6.22300606061
S23503,6.21092903226,6.19942307692,7.57060769231,6.708685,6.838275,8.84686428571,6.38348636364,7.02225384615,4.88573846154,6.36646666667,6.48633333333,5.85634411765,6.11350434783,5.67962,5.1388,6.02196206897,5.88010833333,5.92737272727,5.91553571429,5.541225,5.634355,6.28902424242
S23523,6.22317741935,6.26412307692,7.46914615385,7.003325,7.17674,8.32764761905,6.34973636364,7.37914615385,4.92238461538,6.66553333333,6.50614,5.90677941176,6.21525652174,5.956575,4.9745047619,6.04236551724,6.06237083333,6.03065757576,6.31236428571,5.571405,5.867685,6.40103333333
S23537,6.47296451613,6.32656153846,7.34547692308,7.04737,7.21968,8.35605238095,6.42602727273,7.49683846154,5.05586923077,6.60428333333,6.41336,5.79419117647,6.07061304348,5.953875,5.12258571429,6.04360689655,6.0636875,5.98141818182,6.34972142857,5.496645,5.859765,6.45063333333
S23538,6.31019354839,6.21933076923,7.19288461538,6.708805,6.71543,8.26987380952,6.33755,7.09820769231,4.88848461538,6.3404,6.55191333333,5.81196470588,6.06302608696,5.831305,5.11133333333,5.97682068966,5.88064166667,6.05036666667,5.91773571429,5.52606,5.879315,6.13338787879
S23545,6.49656129032,6.51286923077,7.73691538462,7.142615,7.174355,8.92465238095,6.44101818182,7.45105384615,5.00139230769,7.01846666667,6.6239,5.97335588235,6.24829130435,6.062205,5.21158571429,6.26555862069,6.352975,6.02738484848,6.48610714286,5.613645,6.05364,6.77345454545
S23546,6.06689032258,6.30997692308,7.61918461538,7.16504,6.99239,8.77657142857,6.35436363636,6.99295384615,4.97558461538,6.22621666667,6.62838,6.08670588235,6.31112173913,5.95309,5.13251428571,6.12655517241,5.9580375,6.00197575758,6.18295714286,5.510545,5.944485,6.49625454545
S23548,6.28741612903,6.21040769231,7.30503846154,7.186105,7.08352,8.06557380952,6.2794,6.97046923077,4.92696153846,6.53088333333,6.27896,5.76004117647,6.12693478261,5.834435,5.12933809524,6.0900862069,5.94967083333,6.06402424242,6.2103,5.62159,5.796015,6.39290909091
S23553,6.51803870968,6.17650769231,7.21966153846,6.829585,6.90427,8.21913333333,6.4594,7.34755384615,4.88308461538,6.3074,6.42656666667,5.83701470588,6.05484782609,5.74924,4.89916190476,5.93634827586,5.96452083333,6.08609393939,6.00208571429,5.37866,5.71792,6.10428484848
S2356,6.22382580645,6.20731538462,7.25686153846,6.67272,6.847805,7.97929285714,6.36590454545,7.18930769231,4.99453076923,6.34156666667,6.43933333333,5.90902352941,6.00626086957,5.714215,5.15332380952,5.92988965517,5.97198333333,5.96364545455,6.11154285714,5.505575,5.83159,6.37693333333
S23561,6.15049677419,6.11556153846,7.5904,7.03786,7.19396,8.8039,6.34306818182,7.02063846154,4.81659230769,6.36265,6.61343333333,5.95525588235,6.05225217391,5.74557,5.10656190476,5.92297241379,5.90864583333,5.89744848485,6.25758571429,5.494395,5.788705,6.28830909091
S23562,6.36542580645,6.36947692308,7.40485384615,6.92309,7.04829,8.90068095238,6.36585909091,7.33891538462,4.96880769231,6.64568333333,6.54411333333,5.94418823529,6.15557391304,5.777755,5.10887142857,5.94703793103,6.13980833333,6.00324545455,6.11799285714,5.403435,5.8953,6.53313030303
S23564,6.57968387097,6.19928461538,7.45970769231,7.032585,6.921155,8.63305952381,6.46669090909,7.08003846154,4.99397692308,6.4514,6.43086666667,5.99852352941,6.13228695652,5.79229,5.08727619048,6.12655172414,6.19372083333,6.21891818182,6.10792857143,5.289565,5.713655,6.44937878788
S23574,6.31926774194,6.11779230769,7.15451538462,6.815255,6.9065,8.48806904762,6.36523181818,7.06032307692,4.92217692308,6.56473333333,6.44226666667,5.74783529412,6.10150869565,5.780865,4.94906190476,5.82142068966,5.98069583333,5.90793333333,6.09164285714,5.455595,5.717015,6.26811515152
S23576,6.55090645161,6.15763076923,7.19573846154,6.836215,7.060565,8.13669047619,6.52891818182,7.42546923077,4.95556923077,6.44841666667,6.29536,5.91018823529,6.11944347826,5.68457,5.08922857143,6.01903103448,6.15237083333,6.01086666667,5.99582142857,5.424305,5.77148,6.35658787879
S23578,6.36351612903,6.35603076923,7.49546153846,6.961765,7.012865,8.66032619048,6.64775,7.60011538462,4.91367692308,6.8842,6.33554666667,5.81723529412,6.13267826087,5.64806,5.00054285714,6.03207931034,6.1644875,6.0310030303,6.29883571429,5.45719,5.750365,6.29891515152
S23579,6.37664193548,6.18363846154,7.49966923077,7.17851,7.20019,8.3587547619,6.50666363636,7.38006153846,4.89971538462,6.67198333333,6.36600666667,5.86043235294,6.06125652174,5.723775,4.90989047619,6.02387931034,6.1532875,6.03419090909,6.12078571429,5.47363,5.68156,6.18513939394
S23582,6.5082483871,6.49939230769,7.36073076923,7.030265,7.22882,8.41676428571,6.45116818182,7.32419230769,5.04531538462,6.74541666667,6.31807333333,5.86401470588,6.13003043478,5.960985,5.20482857143,6.25468965517,6.2083625,6.05375757576,6.33041428571,5.596015,5.830365,6.59722727273
S23590,6.42469677419,6.10886153846,7.16326153846,6.877495,7.18685,8.20321428571,6.63054090909,7.34155384615,5.06863846154,6.79898333333,6.15498,5.85259411765,5.93821304348,5.66261,5.07116190476,5.90369310345,6.23599583333,6.13743939394,6.18491428571,5.47938,5.482055,6.01206363636
S2360,6.37257096774,6.26255384615,7.40966923077,7.25383,7.336095,8.61973571429,6.50283636364,7.33966153846,4.94644615385,6.79161666667,6.53690666667,5.98259117647,6.13520869565,5.783445,5.06924761905,5.94321724138,6.20908333333,6.08708787879,6.36192857143,5.411085,5.70369,6.30181212121
S23600,6.22946774194,6.24567692308,7.13111538462,6.68588,6.694805,7.9993,6.42537272727,6.89438461538,4.95658461538,6.16626666667,6.41532,5.76885588235,5.8928173913,5.798275,5.18816190476,5.97682068966,6.0393875,6.17628484848,5.95018571429,5.43254,5.65419,6.05499393939
S23606,6.41489354839,6.13905384615,7.41875384615,6.883985,7.026425,8.60744761905,6.36275454545,7.46855384615,4.95302307692,6.40673333333,6.52433333333,5.92857941176,6.16253913043,5.84296,5.14282380952,5.90063103448,6.06552083333,5.91271212121,6.14653571429,5.57735,5.778075,6.47128787879
S23609,6.29984516129,6.19666153846,7.46841538462,6.908035,7.0193,8.48000238095,6.36892272727,7.24089230769,4.99000769231,6.49061666667,6.40640666667,5.82660882353,6.07173043478,5.814215,4.95505714286,6.01482413793,6.03714166667,5.98032121212,6.11487142857,5.444415,5.800885,6.32968787879
S2361,6.08434193548,6.0514,7.05196153846,6.878985,6.81075,8.09322619048,6.27130909091,7.00954615385,5.01294615385,6.2912,6.42033333333,5.80640294118,6.00740869565,5.82215,5.18777142857,5.89250689655,5.92587083333,6.11104545455,6.30193571429,5.400515,5.73763,6.36997575758
S23612,6.51699677419,6.61443846154,7.4409,7.430785,7.6047,7.86341904762,6.61040454545,7.59126153846,5.03195384615,6.95641666667,6.35518,5.99882941176,6.17449130435,5.86051,4.95161904762,6.1699,6.42999166667,6.17205151515,6.50013571429,5.67147,5.990715,6.34497575758
S23615,6.2164516129,6.14873846154,7.22808461538,6.829615,6.93717,8.2845547619,6.51063181818,7.28709230769,4.73756153846,6.42205,6.40774666667,5.86255,6.04893913043,5.88627,5.08251428571,6.03928965517,6.0796125,5.9923969697,6.1246,5.480675,5.746335,6.36374242424
S23616,6.49715806452,6.4309,7.3903,7.17913,7.27576,8.42162619048,6.3069,7.11656923077,4.84399230769,6.4038,6.31648666667,5.84248529412,5.99143913043,5.90439,5.06341904762,6.01623793103,5.91725,6.01167272727,6.19035714286,5.454815,5.886325,6.45174848485
S23620,6.74971935484,6.3788,7.12279230769,6.873165,6.986155,8.49965,6.51539090909,7.51083846154,4.891,6.49756666667,6.37807333333,5.7977,5.95851304348,5.784935,4.95654761905,6.07781724138,6.110075,5.95390606061,6.17299285714,5.390575,5.710285,6.21827575758
S23624,6.60727419355,6.37702307692,7.51424615385,7.091265,7.096695,8.54121904762,6.49897272727,7.52464615385,4.87909230769,6.67846666667,6.44209333333,5.92362352941,6.23823478261,5.7893,5.07828095238,6.19903793103,6.1453125,6.06095454545,6.17344285714,5.56593,5.839955,6.51967878788
S23632,6.37901612903,6.27189230769,7.5525,6.840365,7.105075,8.49955714286,6.61278181818,7.32556923077,4.95181538462,6.80213333333,6.44546666667,5.98521176471,6.19912173913,5.55891,4.93874285714,5.99862758621,6.15048333333,6.0289030303,5.96853571429,5.43196,5.7734,6.30795757576
S23640,6.21760322581,6.01371538462,7.25290769231,6.91074,7.138965,8.40973095238,6.42515454545,7.21981538462,5.01863076923,6.67881666667,6.44312666667,5.87036470588,6.03143478261,5.831885,5.0919,5.83556551724,6.14486666667,6.10451818182,6.28385714286,5.435675,5.618225,6.05762424242
S23653,6.34808709677,6.41809230769,7.20639230769,6.77522,6.79836,8.22609047619,6.58052272727,7.39368461538,4.88555384615,6.47271666667,6.2259,6.26445,5.98332173913,5.799175,5.09216190476,6.00682068966,6.15670416667,6.00115151515,5.83338571429,5.42027,6.053155,6.14068181818
S23655,6.52078709677,6.22257692308,7.28187692308,7.137515,7.066425,8.38454047619,6.5449,7.30292307692,4.9644,6.5939,6.19793333333,5.77971764706,6.00728695652,6.059375,5.03809047619,6.01275172414,6.07984166667,6.01757272727,6.05115,5.48864,5.696765,6.12856363636
S2366,6.25424516129,6.26895384615,7.20643076923,6.985935,6.93064,7.99256666667,6.31704090909,7.19079230769,4.96638461538,6.40288333333,6.45204666667,5.77906764706,6.0165173913,5.737675,5.24154285714,6.04493793103,5.9759125,6.05894545455,6.36704285714,5.481785,5.94412,6.62044545455
S23662,6.43949677419,6.32363846154,7.4085,6.70579,6.8114,8.48913333333,6.33858636364,7.30838461538,4.91342307692,6.3644,6.56546,5.81010882353,6.09153043478,5.727285,5.11281428571,6.00195862069,5.98852916667,5.99697878788,5.999,5.484045,5.72539,6.18976969697
S23667,6.15199032258,6.14906923077,7.34118461538,6.971355,6.941955,8.14358333333,6.29291818182,6.84325384615,4.86859230769,6.49441666667,6.42244666667,5.91379705882,6.14501304348,5.874125,5.15594761905,5.77707586207,6.00885,6.05895757576,6.12461428571,5.506335,5.836,6.19726363636
S23668,6.56290322581,6.49243076923,7.78734615385,7.2959,7.41607,8.84976428571,6.39471363636,7.12320769231,4.97303076923,6.3463,6.61567333333,6.10433235294,6.32603043478,5.933235,5.00422380952,6.09196551724,6.1407125,6.06034545455,6.12044285714,5.5522,5.981785,6.28378484848
S23669,6.4783,6.24106153846,7.45826923077,7.120315,7.103225,8.4512,6.47490454545,7.37300769231,4.96079230769,6.51533333333,6.40689333333,5.87077058824,6.0823173913,5.987485,5.03611428571,6.0608,6.10326666667,6.04316969697,6.08196428571,5.460865,5.89457,6.31303939394
S2367,6.54777419355,6.27926153846,7.31103846154,6.91603,7.461945,8.54055,6.58403181818,7.67868461538,5.00105384615,6.561,6.39798,5.99747647059,6.04604347826,5.865415,5.26410952381,6.06025862069,6.276,5.97386666667,6.21082142857,5.491885,5.85635,6.38054242424
S23670,6.33740322581,6.31291538462,7.21376923077,6.894105,6.92891,8.40983333333,6.53956818182,7.47600769231,4.93733076923,6.38996666667,6.50288,5.93998823529,6.01878695652,5.87057,5.12191904762,6.04629655172,6.10440416667,5.89819393939,6.15415714286,5.4334,5.851925,6.33557878788
S23671,6.10330645161,6.13103846154,7.27041538462,6.749015,6.6196,8.52037619048,6.14746818182,7.02721538462,4.94956153846,6.12651666667,6.53616666667,5.75192941176,6.09131304348,5.949435,5.1258952381,5.90183448276,5.7558,5.82898181818,5.99384285714,5.487045,5.72477,6.472
S23673,6.53617096774,6.36235384615,7.43573846154,7.221935,7.332445,8.31632857143,6.56558636364,7.44732307692,5.05357692308,6.79058333333,6.36524666667,5.90538823529,6.1295826087,5.995635,5.16702380952,6.16806206897,6.36449166667,6.20462424242,6.3468,5.655985,5.934075,6.48311818182
S23691,6.03333548387,5.9521,7.53659230769,6.687925,6.732175,8.71782380952,6.18056363636,6.73648461538,4.80742307692,6.16343333333,6.61832666667,5.85382941176,6.08085217391,5.72594,5.15691428571,5.87241034483,5.71215416667,5.93546969697,5.82047142857,5.334085,5.663745,6.1837
