B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils	otherCells
Mix_1	0.0253470005598654	0.128313391493791	0.0210992184181943	0.30345838208799	0.300373307440687	2.37409419580685e-05	0.00153189529886121	0.0182266456511619	1.15776560245703e-06	0.152198631283528	2.66078880673092e-06	1.32756876153014e-06	0.0376029329640047	3.51061271107126e-06	2.09594509084035e-07	8.29478952652179e-06	1.27222297081353e-05	0.00539851229887924	6.06783227838599e-06	0.00637779937207942	1.83477048170807e-06	1.83324741043126e-06	8.92298920328181e-06
Mix_2	0.065534901373914	0.206601269608989	0.00203187087339619	0.0976032210318739	0.282703893727503	0.00830174046675778	0.000907334714356225	0.0399453549796223	2.52427331770602e-07	0.162914509917488	5.29910341811264e-07	1.71056950838965e-06	0.000103383690237979	6.83651181774361e-07	5.09635977257499e-09	0.006714521041264	0.00452047695637341	0.116069526580816	5.01379295701523e-05	0.00599267090766518	8.64687925444414e-07	8.28283784291744e-07	3.11573739062758e-07
Mix_3	0.0020483212161433	0.0825015602587869	0.00213074044467131	0.369887168676001	0.291232782515825	0.00156524328047544	0.00281973664413217	0.00383193665552202	6.94968099842457e-06	0.241790960751781	1.17525661678068e-05	3.07740626802346e-06	0.00025823719067106	4.31770807076409e-06	2.51469114269554e-07	0.00018898401028851	6.4120567794633e-05	0.000984753071402984	0.000110867617204988	0.000507705390025961	1.93471698986492e-05	1.92704028991598e-05	1.19153058564158e-05
Mix_4	0.0370817781593739	0.0886526886455814	0.000197994197606543	0.225325336248727	0.327744809846614	0.0273564891187194	0.0362545082121982	0.00239569509361817	7.46437247730006e-05	0.204972931841876	0.0036658952863629	0.000196215171003071	0.000231431508280113	0.000133460767356643	3.64399303018247e-06	0.000697628885548721	3.09868027912271e-05	0.0421382328450487	0.000396710750018873	0.00089420565697106	0.00126891328782961	0.000284322506186486	1.47745048446255e-06
Mix_5	0.14934647888767	0.183756278359859	4.65254843322846e-05	0.231179812213325	0.294107471320152	0.000217905632750341	0.0172713057302814	0.0592301989945324	1.64070583591844e-06	0.024371159583806	2.79868417551933e-06	2.36694460098141e-06	3.46471057045442e-05	2.53568907525261e-06	5.30347320666884e-07	0.000177489938256697	0.000143814887105887	0.0201234406493629	0.0196332992344899	0.00029221042112824	4.22886649161266e-06	4.77965517464167e-05	6.06376799627088e-06
Mix_6	0.00813551048422042	0.21874463877678	0.0244108638999369	0.319993194834721	0.213009740274216	2.35961013958965e-05	0.0157309775823823	0.000428232249920991	1.2066970503653e-06	0.106513072447928	1.66185307025744e-06	7.85412897648904e-07	0.0746245285795333	1.9385559797753e-06	8.3697777653782e-07	5.18160269363707e-06	4.61129516939093e-05	0.00540395512017092	2.76546493555631e-06	0.0129151645648362	2.46087374444704e-06	4.73180516531614e-07	3.10151359888949e-06
Mix_7	0.0351430340734088	0.195565882417864	1.30573196511706e-05	0.170825970347672	0.233216515770685	2.05555732800181e-05	0.0813580983609724	0.0113181668032238	1.40560463470707e-06	0.179586258703784	1.69690444480489e-06	2.825007071126e-06	0.000704543966274016	1.33660191908677e-06	7.89788625535622e-07	3.01329153236597e-06	0.0043241418845156	0.0872951997905711	0.000607965549909317	3.60980724765049e-06	1.11604790735996e-06	1.19577386239594e-06	3.62061094317569e-06
Mix_8	0.135490768975523	0.207760643502087	0.00168288862352171	8.74821331752901e-07	0.0965424709448941	0.0953432294252285	0.075914488161084	0.0768986629401622	0.000173942434786078	0.0724489969859544	3.1823689078601e-07	7.06150690844403e-07	0.0242189053373281	1.08522516511319e-06	4.32719144386131e-07	1.64711676423326e-06	0.0616036606676615	0.146011616508614	2.97768493627905e-06	0.00575950262918049	5.73337293265046e-07	0.000141604009115648	3.56264253233419e-09
Mix_9	0.139823579068099	0.082334797627247	0.000570349755338082	0.212796219482905	0.266197165575249	0.000754090011546647	0.001425433713213	0.0860801178544527	9.76319962330353e-07	0.124539038876199	1.11541512424804e-05	8.3143048126872e-07	0.00655688968801082	1.16668154847459e-06	1.44966446840575e-07	0.00644902712540157	0.000607551871538662	0.0715629058163378	0.000238259934464189	4.25459692135769e-05	1.28000287901391e-06	4.02250735727327e-07	6.07182748802849e-06
Mix_10	0.11107318456498	0.217668812242794	0.005087234148028	0.144474698484672	0.257843583539731	0.000111802880592912	4.80163809931233e-05	0.000388406127135734	3.32866214753077e-06	0.199453926022774	2.93697958537097e-06	3.90327270886729e-06	0.0176731787332744	6.3075511058997e-06	6.54911194914148e-08	0.000128633671411699	1.65144745325004e-05	0.0369604078269935	7.62853829860897e-06	0.00902818048526108	1.02259020418659e-06	1.0584674461337e-06	1.71688642102492e-05
