ID,Bcells,CD4_Tcells,CD8_Tcells,Endothelial,CAFs,Macrophages
S3914,8.332528,8.576888,9.24961,7.917188,7.290082,8.630656
S3925,8.643882,8.737028,9.192112,7.930236,7.314086,8.462268
S3928,8.469736,8.350192,8.81975,7.749044,7.053288,8.411954
S3929,8.560916,8.674092,9.22631,7.897072,7.224694,8.565074
S393,8.625846,8.657086,9.252614,8.102,7.461208,8.754686
S3930,8.29156,8.424316,9.130934,8.002212,7.257356,8.717024
S3933,8.667584,8.768056,9.187014,7.947202,7.290882,8.541958
S3939,8.374518,8.46516,9.039246,7.988988,7.18073,8.399672
S3946,8.394584,8.473876,9.176452,7.898726,7.33289,8.76585
S3947,8.840744,8.87769,9.254476,8.105008,7.32433,8.819906
S3957,8.436782,8.499136,9.084158,7.85591,7.185252,8.503532
S3960,9.058652,9.048116,9.376856,8.237726,7.5267,9.04116
S3963,8.239304,8.407966,9.112062,7.930446,7.160606,8.626684
S3968,8.502846,8.579546,9.045988,7.796478,7.10578,8.449094
S3974,8.630112,8.558154,9.188102,7.859738,7.212006,8.57153
S3982,8.529134,8.714484,9.130392,7.89328,7.185718,8.603722
S3983,8.240664,8.23651,8.898188,7.717844,7.041278,8.346918
S3985,8.585204,8.524562,9.142914,8.034306,7.397744,8.7202
S399,8.586146,8.459122,8.96339,7.686992,7.088348,8.252626
S4001,8.578816,8.61614,9.152598,7.94866,7.377214,8.483634
S4004,8.49421,8.507756,9.087392,8.106036,7.310256,8.738134
S4009,8.173592,8.13227,8.75175,7.748742,6.988026,8.350426
S402,8.615106,8.6676,8.929542,7.819776,7.12994,8.497104
S4031,8.430918,8.62128,9.148044,7.883958,7.186834,8.49415
S4032,8.84812,8.969756,9.436038,8.218216,7.554742,8.868342
S4043,8.519046,8.520892,9.132608,7.986508,7.25272,8.520284
S4048,8.494302,8.497676,9.06381,8.05943,7.447994,8.753882
S4050,8.41863,8.450026,9.060214,7.946026,7.2754,8.659764
S4061,8.424126,8.447564,9.038018,7.807922,7.114588,8.46498
S4064,8.487072,8.486252,8.931206,7.89209,7.076698,8.37197
S4067,8.49428,8.599706,9.207922,7.86399,7.281064,8.542244
S4069,8.706726,8.734176,9.197176,8.007636,7.303936,8.841398
S4070,8.470208,8.504472,9.098794,7.958218,7.23905,8.594044
S4078,8.814502,8.93353,9.46957,8.20706,7.571014,8.848136
S4084,8.500534,8.5298,9.12027,7.949354,7.345658,8.614822
S4088,8.559848,8.602228,9.116426,7.880432,7.216626,8.456474
S4089,8.691774,8.85939,9.02383,7.942762,7.289834,8.56667
S4094,8.37484,8.411016,9.014758,7.944506,7.201474,8.52762
S4097,8.468894,8.537404,9.228576,7.92117,7.277062,8.688424
S4098,8.986538,8.781308,9.047296,7.866712,7.306476,8.563994
S4099,8.732208,8.765064,9.291,7.923458,7.386308,8.696834
S4101,9.065486,9.117706,9.410244,8.111074,7.434136,8.785278
S4104,8.689746,8.865048,9.162714,8.05739,7.360604,8.615272
S412,8.7166,8.756914,9.136622,8.048994,7.439798,8.751916
S4125,8.935764,8.940222,9.211168,8.072984,7.342254,8.647724
S4137,8.730374,8.835866,9.292964,7.956974,7.456714,8.867288
S414,8.775878,8.831818,9.380476,8.09605,7.520924,8.801154
S4140,8.555558,8.613056,9.295168,8.117566,7.419946,8.82665
S4144,8.645826,8.722964,9.017722,8.028482,7.257186,8.466532
S4158,8.642144,8.66652,9.149844,8.04276,7.272544,8.625556
S4164,8.535862,8.68611,9.233846,7.948788,7.21601,8.647544
S4171,8.567402,8.598052,9.210664,7.943132,7.267022,8.636862
S4175,8.631438,8.843846,9.431866,8.01379,7.450286,8.526004
S4180,8.63885,8.689534,9.256124,8.021256,7.485358,8.90767
S4183,8.63912,8.700502,9.37725,8.10081,7.447896,8.812544
S4188,8.535072,8.60368,9.204654,7.861016,7.271588,8.598194
S4190,8.880054,8.888538,9.125582,8.022724,7.4887,8.800482
S4191,8.816116,8.885476,9.335408,8.099616,7.382356,8.713126
S420,8.769438,8.796744,9.252258,8.116154,7.363364,8.80384
S4209,8.685616,8.634812,9.3106,8.058628,7.459908,8.798844
S4218,8.478122,8.70277,9.185958,7.92514,7.263036,8.734428
S422,8.655882,8.684904,9.248234,8.07889,7.301438,8.71921
S4220,8.515936,8.577426,9.129402,7.954624,7.258646,8.48461
S423,8.696912,8.819386,9.386268,8.211254,7.428918,8.832584
S4230,8.670246,8.729378,9.04998,8.185326,7.362934,8.746464
S4236,8.75612,8.92305,9.402464,8.112666,7.560364,8.862904
S4242,8.163986,8.130446,8.819658,7.709386,6.87219,8.236958
S4247,8.680546,8.74228,9.224948,8.119544,7.504706,8.962084
S4249,8.612648,8.692058,9.262114,8.03128,7.412774,8.71201
S425,8.358886,8.392198,9.112062,7.95433,7.130684,8.698284
S4253,8.706312,8.859278,9.327404,8.043812,7.384848,8.682632
S4255,8.755712,8.764868,9.340214,7.994062,7.298822,8.702994
S4257,8.894972,8.942388,9.376522,8.276382,7.59414,9.106084
S4263,8.484402,8.62426,9.131162,8.025878,7.336764,8.702958
S4265,8.279874,8.435878,9.00312,7.79623,7.122768,8.433232
S4276,8.3945,8.355694,8.954728,7.912556,7.11934,8.362146
S4278,8.434112,8.503668,9.077618,7.814458,7.263444,8.745972
S4282,8.559172,8.695132,9.260596,8.07444,7.377,8.862942
S4285,8.662736,8.806854,9.250744,8.014748,7.259546,8.614348
S4286,8.403136,8.469928,9.045062,7.877026,7.238674,8.450522
S4287,8.595798,8.72751,9.253056,7.914638,7.172694,8.574694
S4294,8.373646,8.395184,9.038356,7.806714,7.155856,8.518894
S4299,8.298384,8.333776,8.938288,7.793826,6.977724,8.198042
S4310,8.706478,8.738236,9.344984,7.94654,7.401926,8.577788
S4315,8.721428,8.725586,9.227942,7.9199,7.38949,8.505026
S4317,8.709418,8.800538,9.103558,7.92539,7.16821,8.400774
S4321,8.595836,8.683616,9.150316,7.81525,7.111508,8.44156
S4345,8.623478,8.64718,9.142864,7.91568,7.291688,8.513906
S435,8.780722,8.839484,9.280942,8.083432,7.327252,8.84015
S4354,8.54683,8.501928,9.091914,8.03642,7.191514,8.520754
S4356,8.599176,8.628016,9.043942,8.064836,7.4983,8.774216
S4357,8.678062,8.65161,9.225104,8.09481,7.417584,8.675652
S4358,8.267912,8.270838,8.989334,7.866708,7.11147,8.446612
S4359,8.700712,8.645464,9.163042,8.02088,7.210344,8.807306
S4360,8.490006,8.629972,9.303578,8.143532,7.483656,8.993804
S4361,8.624178,8.690934,9.09283,7.92173,7.226986,8.60817
S4366,8.708646,8.662318,9.118684,7.852718,7.19389,8.305554
S4370,8.739066,8.796952,9.1541,8.053706,7.379268,8.846228
S4377,8.78209,8.849578,9.37322,8.06105,7.394676,8.620318
S4379,8.497276,8.541852,9.156772,7.925014,7.287528,8.598798
S4384,8.633934,8.81501,9.401226,8.171802,7.351602,8.735906
S4390,8.374878,8.31673,9.041254,7.983748,7.244796,8.633158
S4393,8.494082,8.587394,9.218038,7.972056,7.246676,8.667592
S4399,8.415068,8.46605,9.047082,7.71895,7.085348,8.52299
S4400,8.488914,8.515572,9.104742,7.8799,7.153092,8.456872
S4407,8.560286,8.42249,9.063688,7.904394,7.261548,8.662932
S4416,9.120744,9.158388,9.398798,8.414102,7.636504,8.950526
S4418,8.462626,8.45528,9.06273,7.921122,7.17492,8.361342
S4419,8.558262,8.73138,9.252416,7.987484,7.343076,8.710248
S4421,8.533688,8.600358,9.15696,7.973124,7.30934,8.75138
S4423,8.521954,8.695872,9.329842,8.059388,7.446654,8.803464
S4426,8.388738,8.501266,9.156928,7.865806,7.179144,8.564912
S4437,8.57926,8.600908,9.175676,7.860868,7.215602,8.63069
S4438,9.060482,9.08385,9.560256,8.268922,7.635136,9.085288
S4442,8.566652,8.624704,9.168748,7.922146,7.235354,8.6065
S4450,8.71393,8.78758,9.23682,8.05171,7.44935,8.67534
S4451,8.612676,8.754552,9.174768,8.030808,7.436702,8.607312
S4453,8.308876,8.332352,8.924024,7.94314,7.279566,8.544112
S4456,8.723412,8.679044,9.171172,7.883452,7.261462,8.540514
S446,8.698076,8.860928,9.429324,8.053806,7.439002,8.894952
S4460,8.55896,8.578724,9.043618,7.899514,7.169112,8.385514
S4464,8.167212,8.037332,8.7139,7.760448,6.995818,8.423354
S4475,8.513266,8.66552,9.16791,7.927566,7.27764,8.494312
S4480,8.454908,8.51021,9.145484,7.863602,7.276028,8.496754
S4490,8.585166,8.627446,9.09095,7.86479,7.407808,8.7849
S4494,8.576932,8.528228,9.15113,7.87273,7.205704,8.63008
S4499,8.50474,8.524112,9.13787,8.082432,7.325398,8.815642
S451,8.635922,8.683116,9.285176,8.017686,7.421472,8.671134
S4517,8.572784,8.621462,9.225642,7.979618,7.302518,8.64695
S4522,8.216852,8.279402,8.966402,7.787708,7.098384,8.413792
S4523,8.415842,8.367304,8.981134,7.861224,7.245118,8.433848
S4524,8.479666,8.542872,9.20964,7.937174,7.30995,8.575432
S4526,8.802726,8.91187,9.405526,8.091712,7.633976,8.967756
S4530,8.635074,8.610082,9.177986,7.937472,7.187558,8.595836
S4534,8.610658,8.635828,9.115916,7.849274,7.271924,8.650304
S4535,8.672834,8.646588,9.135556,7.879546,7.191556,8.515612
S455,8.525272,8.572456,9.187698,7.895732,7.240422,8.522798
S4551,8.473688,8.504022,9.1352,7.95922,7.270616,8.697006
S4558,8.528374,8.45108,8.997914,7.834498,7.083008,8.599352
S456,8.501736,8.454122,8.960762,7.841096,7.049188,8.374038
S4560,8.182316,8.112872,8.725756,7.68459,6.915728,8.275604
S4566,8.550796,8.537142,9.14485,8.01786,7.474098,8.708892
S4573,8.403532,8.509828,9.179278,7.826866,7.238852,8.649908
S4585,8.46488,8.459782,9.051874,8.013656,7.235266,8.638908
S4590,8.06991,7.9464,8.60966,7.629162,6.986876,8.17288
S4595,8.776766,8.709898,9.190514,7.987742,7.230746,8.517708
S4601,8.331158,8.287108,8.91852,7.679206,6.992454,8.254064
S4602,8.563342,8.646302,9.153698,7.975222,7.283852,8.5287
S4603,8.499266,8.471926,9.05183,7.90032,7.254402,8.720152
S4606,8.543756,8.569214,9.123356,8.035416,7.358068,8.669836
S4607,8.687352,8.708976,9.251426,7.995776,7.22771,8.531192
S4610,8.4563,8.44743,8.993716,7.931708,7.181274,8.471636
S4612,8.626216,8.60963,9.275034,7.891896,7.241056,8.653796
S4618,8.438106,8.455892,8.954038,7.8016,7.029692,8.276102
S4619,8.44536,8.456056,9.02224,8.044236,7.354442,8.66689
S4621,8.533088,8.64136,9.273434,7.935528,7.32757,8.614796
S4629,8.71231,8.704822,9.345078,8.137208,7.50318,9.09524
S4630,8.465124,8.461252,9.00357,7.796042,7.002822,8.25953
S4631,8.519162,8.52464,9.082392,7.82494,7.137814,8.503354
S4635,8.618378,8.671504,9.296514,7.93103,7.286898,8.59848
S4638,8.380132,8.318942,8.992848,7.827144,7.06649,8.481262
S4651,8.697256,8.715382,9.192114,7.921212,7.287152,8.589832
S4652,8.613538,8.65754,9.266398,7.998266,7.21413,8.742254
S4660,8.833408,8.983544,9.249484,8.157792,7.467278,8.766008
S4670,8.476488,8.616862,9.059026,7.929332,7.261684,8.497574
S4686,8.573938,8.561176,9.273464,7.935334,7.295684,8.782996
S4691,8.769132,8.884776,9.187582,8.180958,7.427958,8.788018
S4697,8.516682,8.51999,9.177414,7.871178,7.291382,8.587916
S4703,8.400976,8.295884,9.058622,7.8073,7.147466,8.572858
S4705,8.210602,8.202926,8.8846,7.72226,6.931416,8.226042
S4706,8.515098,8.513262,9.121298,7.859048,7.182954,8.475246
S4708,9.014936,9.011504,9.323884,7.993674,7.342282,8.527912
S4714,8.103686,8.057088,8.599828,7.554818,6.852996,8.169336
S4715,8.762952,8.790994,9.373202,7.914124,7.320986,8.763488
S4717,8.143942,8.142534,9.001148,7.836612,7.110378,8.463194
S4718,8.875912,8.925274,9.374076,8.244258,7.59165,8.875464
S4720,8.759742,8.861178,9.34346,7.986524,7.439626,8.763036
S4722,8.704924,8.76404,9.40418,8.15979,7.479452,8.966766
S4726,8.802418,8.886166,9.29385,8.00825,7.297112,8.52408
S4733,8.974984,9.015992,9.412364,8.196184,7.59894,8.926414
S4744,8.934676,8.997768,9.383194,8.197896,7.565626,8.858304
S4748,8.695486,8.711686,9.21243,7.941048,7.20677,8.573064
S4766,8.831194,8.744252,9.169836,7.963466,7.379646,8.82179
S4767,8.624968,8.686192,9.329234,8.045914,7.487912,8.863864
S4775,8.626722,8.516092,8.91411,7.866246,7.101672,8.535162
S4783,8.548148,8.531672,9.05988,7.944298,7.332978,8.6282
S4790,8.49368,8.613828,9.202386,7.913256,7.321966,8.724982
S4793,8.63356,8.731704,9.173746,8.036526,7.337068,8.561602
S482,8.194614,8.244478,8.83074,7.702324,7.007092,8.253044
S4820,8.261206,8.294306,8.980488,7.834236,7.099182,8.506242
S4827,9.017024,9.112418,9.437944,8.37286,7.781378,9.208302
S4831,8.604636,8.714222,9.217052,8.107314,7.324178,8.714072
S4839,8.792414,8.869042,9.447022,8.193394,7.5594,8.981694
S4847,8.393342,8.450934,9.114768,7.94478,7.12776,8.591606
S4851,8.705016,8.781654,9.25929,7.9375,7.253046,8.62119
S4853,8.236032,8.303248,8.93532,7.768382,6.993018,8.314644
S4854,8.73031,8.919472,9.344932,8.162918,7.369798,8.87115
S4875,8.478152,8.521466,9.193624,7.950678,7.255282,8.612196
S4889,8.663634,8.74329,9.223858,8.020922,7.385696,8.7996
S4892,8.692924,8.774606,9.41715,8.196814,7.516042,8.988114
S4897,8.546646,8.601636,9.188258,7.893276,7.158758,8.62997
S4902,8.61657,8.682006,9.054942,7.87578,7.11953,8.418142
S4908,8.63975,8.631476,9.297126,8.031134,7.40245,8.73269
S4915,8.340938,8.261176,8.864536,7.782358,7.078486,8.326072
S4917,8.650428,8.675494,9.256126,7.95952,7.29497,8.577042
S4918,8.685758,8.894642,9.099504,8.061044,7.292028,8.460908
S4923,8.525964,8.63578,9.135754,7.832876,7.226246,8.41023
S4936,8.721524,8.674908,9.28287,7.93053,7.315692,8.480366
S4944,8.193176,8.134032,8.868288,7.770614,7.068592,8.337626
S4946,8.822198,8.878488,9.288878,8.210682,7.371128,8.7746
S4948,8.638404,8.669556,9.134368,7.867674,7.180126,8.403072
S496,8.879058,9.028028,9.510288,8.177332,7.662908,9.043912
S4960,8.415092,8.441554,8.984838,7.819398,7.171098,8.377022
S4963,8.937368,9.08962,9.603894,8.440062,7.690766,9.339872
S497,8.524744,8.542888,8.981546,7.84529,7.10999,8.479826
S4976,8.674424,8.612994,9.2778,7.882504,7.243388,8.671332
S4980,8.552338,8.514764,9.04764,7.871626,7.195246,8.584122
S4981,8.759506,8.849356,9.35336,8.148478,7.486844,8.763068
S4984,8.66441,8.766566,9.187598,8.091684,7.345516,8.60343
S4995,8.746824,8.913656,9.40148,8.203608,7.45806,8.92348
S5,8.493014,8.366186,8.958396,7.674772,7.054644,8.405172
S5006,8.572002,8.515848,9.161146,7.966214,7.340362,8.655786
S5047,8.48174,8.379106,8.980086,7.805336,7.148072,8.45624
S5048,8.146558,8.229972,8.9021,7.646126,7.013222,8.11348
S5049,8.455034,8.648308,9.332602,7.953522,7.344472,8.67741
S5052,8.605818,8.751208,9.234612,7.995328,7.180748,8.422464
S5055,8.467642,8.5581,9.108172,7.88382,7.22723,8.632474
S5063,8.489344,8.65041,9.198244,8.23769,7.20419,8.869786
S5066,8.584412,8.688638,9.11243,7.871076,7.274046,8.471054
S5075,8.90902,8.902222,9.29196,8.071942,7.306252,8.538648
S5077,8.662376,8.860662,9.427016,8.088682,7.50073,8.882106
S5079,8.458608,8.455646,9.063912,7.9095,7.130182,8.56263
S5080,8.778436,8.785388,9.3844,7.999318,7.42374,8.862048
S5082,8.932704,9.044474,9.392484,8.162038,7.405172,8.723864
S5084,8.654926,8.706058,9.246994,7.973028,7.285148,8.599638
S5085,8.224144,8.135084,8.876494,7.737558,7.015826,8.469476
S5091,8.619084,8.65623,9.208682,7.965152,7.267782,8.662122
S51,8.433326,8.401074,9.139,7.983098,7.23284,8.74468
S5105,8.104834,8.050674,8.74293,7.671388,6.86879,8.229712
S5106,8.550122,8.543248,9.077342,7.891304,7.203348,8.44177
S511,8.897612,8.862164,9.282696,7.999642,7.293834,8.568518
S5114,8.64183,8.514404,9.05601,7.75571,7.142586,8.2346
S5118,8.548438,8.609302,9.06964,8.010098,7.276454,8.710554
S5122,8.820314,8.919132,9.16588,8.127414,7.402324,8.838264
S513,8.682782,8.771146,9.277156,8.12009,7.486594,8.831816
S5133,8.670554,8.758414,9.291266,8.070688,7.53863,8.834022
S5141,9.01072,9.029846,9.289384,8.150156,7.394084,8.79219
S5144,8.58452,8.665308,9.330504,7.956518,7.268202,8.519804
S5153,8.413636,8.478496,9.033116,7.874166,7.128644,8.48361
S5169,8.617454,8.548098,8.936872,7.876418,7.035846,8.392698
S5176,8.748048,8.88349,9.42122,8.14273,7.447444,8.92823
S5181,8.703216,8.82133,9.033196,8.064802,7.294678,8.561808
S5185,8.412222,8.58523,9.1637,7.839976,7.150736,8.36373
S5186,8.707122,8.688504,9.381766,8.115982,7.531674,8.963708
S5187,8.86331,8.909672,9.379798,8.053668,7.515314,8.74163
S5190,8.527278,8.507144,8.941508,8.101836,7.47058,8.910122
S5191,8.727642,8.856998,9.335476,8.164046,7.538526,9.029286
S5197,8.440762,8.354064,9.100202,7.90771,7.193862,8.47165
S5201,8.370316,8.57358,9.146868,8.000802,7.393186,8.69822
S5203,8.50252,8.547792,9.102,7.85779,7.289778,8.510018
S521,8.509272,8.550216,9.291096,7.972168,7.382176,8.692066
S5215,8.73703,8.655684,9.20733,7.809624,7.115374,8.355076
S5218,8.834058,8.90548,9.300714,8.126302,7.441558,8.727006
S5220,8.672096,8.620198,9.141138,7.94909,7.311202,8.706514
S5222,8.568934,8.569932,9.351354,7.953186,7.44585,8.841646
S5226,8.52046,8.665224,9.320384,7.986382,7.357104,8.761754
S5233,8.603674,8.79017,9.31926,8.17153,7.473062,8.975064
S5244,8.42076,8.373512,8.945894,7.788292,7.119646,8.378606
S5251,8.664356,8.819298,9.40166,8.06377,7.376154,8.795336
S5256,8.618268,8.817426,9.416442,8.07126,7.402108,8.870484
S5276,8.670068,8.85005,9.28133,8.172496,7.480676,8.807826
S5286,9.056164,9.145578,9.39267,8.245818,7.517468,8.751246
S5289,8.60835,8.75291,9.154406,7.987528,7.358926,8.560644
S5294,8.720638,8.662822,9.243462,7.813156,7.137158,8.451028
S5297,8.918694,9.026904,9.202028,8.347158,7.608962,9.11781
S5299,8.531884,8.70891,9.21014,7.998914,7.316832,8.845406
S530,8.78924,8.94943,9.50361,8.160892,7.511226,8.741492
S5303,8.420632,8.494568,9.284112,7.853794,7.146196,8.691458
S531,8.656384,8.742684,9.200202,7.919138,7.277166,8.554982
S5310,8.550368,8.527418,9.148154,7.9823,7.316688,8.575918
S5311,8.531736,8.636432,9.144368,8.072226,7.243468,8.638862
S5318,8.507266,8.614836,9.0722,7.943188,7.41074,8.592066
S532,8.515298,8.558198,9.270518,7.893434,7.251208,8.472568
S5335,8.588222,8.54593,9.113862,7.981012,7.249428,8.68845
S5338,8.700054,8.785808,9.313396,8.014914,7.33147,8.685686
S534,8.377998,8.379172,8.991566,7.776812,7.218636,8.522364
S5342,8.4938,8.438858,8.851748,7.774046,7.117978,8.312514
S5346,8.709726,8.8799,9.339408,8.123674,7.458266,8.694534
S5349,8.604614,8.582716,9.11074,8.190078,7.488996,8.867158
S5354,8.757238,8.81912,9.371136,8.13759,7.39735,8.911176
S5360,8.586852,8.514576,9.148674,7.855196,7.242632,8.635194
S5367,8.470666,8.642,9.213736,7.984422,7.327238,8.69669
S5374,8.374642,8.418002,8.970922,7.566124,6.996908,8.286232
S5381,8.786644,8.96418,9.410648,8.141288,7.475696,8.805472
S5398,8.650024,8.632844,9.195504,7.952664,7.410074,8.708888
S5400,8.459012,8.498256,9.075694,7.850818,7.139552,8.464108
S5403,8.338988,8.501182,9.171762,7.93792,7.239222,8.585112
S5405,8.501178,8.547104,9.169762,7.927454,7.203836,8.617392
S5409,8.540218,8.615208,9.09651,8.059086,7.448534,8.865142
S5423,8.84493,8.974038,9.427822,8.183134,7.579038,8.871086
S5428,8.60899,8.588088,9.203774,7.970002,7.196118,8.664276
S5438,8.632928,8.749184,9.31537,8.019412,7.339876,8.575868
S5445,8.497622,8.543514,9.146994,7.84988,7.15715,8.450264
S5455,8.107654,8.054334,8.730406,7.706544,6.889706,8.223742
S5464,8.680662,8.681882,9.239632,7.874662,7.286096,8.525806
S5467,8.7468,8.83565,9.029696,8.097602,7.268088,8.516216
S5473,8.38177,8.368616,8.955042,7.788358,7.114948,8.382862
S5475,8.385294,8.453506,8.880432,7.871462,7.144586,8.352388
S548,8.344908,8.264486,8.895392,7.713096,7.006232,8.262212
S5481,8.513318,8.523038,9.103142,7.863498,7.234886,8.554286
S5486,8.81177,8.860008,9.173676,8.08099,7.357502,8.552316
S549,8.452004,8.508922,9.027874,7.834198,7.193836,8.33663
S5492,8.529712,8.55492,9.098148,7.805932,7.280046,8.48921
S5493,8.914318,9.061408,9.584262,8.292934,7.718162,9.327972
S5495,8.337194,8.451382,9.085294,7.868832,7.227314,8.678482
S5507,8.449992,8.368942,9.07467,7.850356,7.159014,8.57064
S5513,8.38396,8.353754,9.023856,7.782032,7.153694,8.499744
S5517,8.888312,9.008438,9.281606,8.094344,7.294064,8.566402
S5522,8.64746,8.72822,9.313804,8.0424,7.38928,8.754114
S5533,8.902032,9.022794,9.529524,8.209176,7.583134,8.999304
S554,8.652966,8.843028,9.383454,8.06146,7.353684,8.703984
S5543,8.332946,8.381546,9.038174,7.883814,7.07693,8.55537
S5545,8.705476,8.800054,9.32188,8.118858,7.453178,8.802076
S5547,8.520688,8.528688,9.092628,7.803002,7.14877,8.442968
S5548,8.520172,8.635088,9.189766,8.046974,7.369816,8.679518
S5558,8.315882,8.343968,8.94399,7.876926,7.195284,8.724734
S5566,8.900562,8.959382,9.282182,8.0695,7.388874,8.646838
S5571,8.426804,8.385856,8.95114,7.837568,7.133404,8.51414
S5577,8.580324,8.543198,9.256056,7.910992,7.175998,8.694076
S5578,8.56238,8.574464,9.151024,8.112892,7.490662,8.952548
S558,8.935494,9.010086,9.389654,8.305524,7.656186,9.26099
S5583,8.471802,8.506018,9.167282,7.845458,7.225952,8.67596
S5586,8.739988,8.695436,9.284996,7.955068,7.257692,8.590386
S559,8.729046,8.719114,9.14817,8.038766,7.259262,8.584558
S5597,8.463024,8.488866,9.117216,7.92064,7.270484,8.615086
S560,8.557346,8.582982,9.050468,7.947988,7.173774,8.398822
S5602,8.514446,8.387884,9.026106,8.061076,7.349368,8.907474
S5603,8.812216,8.897876,9.452446,8.224436,7.402902,8.822352
S5615,8.663794,8.702942,9.243732,7.972584,7.349164,8.612554
S5622,8.638534,8.537828,8.973754,7.816132,7.11594,8.461306
S5628,9.367752,9.310448,9.611122,8.286888,7.555644,8.924284
S5630,8.574022,8.765242,9.289996,8.06099,7.383622,8.69566
S5635,8.641964,8.794546,9.33273,8.045644,7.515914,8.75546
S564,8.495394,8.597536,9.184478,7.902692,7.261324,8.662824
S5641,8.553268,8.54815,9.205926,7.964964,7.297598,8.683622
S565,8.525866,8.490356,9.217384,8.047178,7.366962,8.888352
S5652,8.535278,8.64509,9.292324,7.97061,7.175148,8.589152
S5657,8.610714,8.774702,9.35797,8.038554,7.37588,8.791882
S5663,8.532634,8.486562,8.94686,7.833886,7.182256,8.359716
S5671,8.457408,8.431408,9.171958,8.022928,7.235752,8.683934
S5676,8.552014,8.650912,9.350308,8.013252,7.391534,8.847616
S569,8.845544,8.899986,9.282168,8.162498,7.42316,8.837062
S5690,8.678642,8.704196,9.344892,8.023408,7.424462,8.753128
S5694,8.479316,8.583036,9.187068,7.859688,7.197834,8.45226
S5697,8.556526,8.58539,9.069572,7.884432,7.332398,8.640114
S5699,8.459666,8.486462,9.196948,7.914848,7.362816,8.67228
S5703,8.681712,8.784862,9.218862,8.141124,7.474798,8.886862
S5706,8.76628,8.846418,9.32418,8.145428,7.47231,8.777488
S5722,8.588572,8.509844,9.162622,7.939952,7.24156,8.537196
S5730,8.493392,8.444206,8.97787,7.7731,7.094358,8.339726
S5733,8.557368,8.704956,9.249646,7.994714,7.364304,8.6999
S5760,8.216536,8.342056,9.223498,7.884838,7.265218,8.83876
S5762,8.425808,8.456138,9.122126,7.794862,7.119386,8.47577
S5763,8.455596,8.373154,9.130412,7.949114,7.256692,8.571008
S5766,8.528726,8.595398,9.249144,7.942326,7.240028,8.70436
S5767,8.570782,8.59461,9.17513,8.012988,7.343024,8.590132
S5768,8.575298,8.63334,8.993888,7.824436,7.286354,8.679028
S5777,8.877204,8.924638,9.353638,8.296726,7.460098,9.048696
S578,8.747198,8.73565,9.03806,7.974142,7.47777,8.68135
S5788,8.795972,8.785748,9.111804,7.898986,7.215188,8.573984
S5793,8.280972,8.29559,8.988258,7.863386,7.156914,8.653882
S5799,8.173504,8.18737,8.734316,7.729734,7.012092,8.087568
S581,8.90327,8.837524,9.08443,8.092772,7.408802,8.740972
S5815,8.43493,8.517072,9.14564,7.800776,7.232028,8.54143
S582,8.692958,8.797464,9.117756,8.1046,7.423064,9.039742
S5821,8.467504,8.51073,9.06606,7.75669,7.082918,8.282976
S5822,8.353038,8.218746,8.884532,7.815546,6.931388,8.321138
S5823,8.758702,8.72047,9.38313,8.220378,7.535892,9.078472
S5827,8.992678,9.057766,9.48513,8.208256,7.607398,9.141376
S5833,8.437864,8.397254,8.951628,7.75411,7.019444,8.307096
S5844,8.766304,8.902882,9.230086,8.089464,7.32953,8.564332
S5846,8.785482,8.815202,9.209814,8.048562,7.31838,8.5553
S5852,8.57856,8.660714,9.248026,7.8853,7.331762,8.396842
S5853,8.418506,8.3867,9.002532,7.846454,7.106804,8.28222
S5863,8.726678,8.719386,9.226782,8.044934,7.33732,8.795702
S5877,8.692596,8.69617,9.198858,7.883052,7.278358,8.71365
S5881,8.636924,8.705464,9.305622,8.150878,7.428968,8.961294
S5883,8.585278,8.676614,9.272004,8.045042,7.39656,8.663676
S5884,8.785462,8.903692,9.176586,8.158526,7.451066,8.727456
S5889,8.77106,8.874454,9.381778,8.063944,7.430848,8.77422
S589,8.757612,8.802132,9.234892,8.01649,7.331436,8.61357
S5903,8.674968,8.945838,9.506818,8.135468,7.56206,8.986882
S5905,8.396238,8.357684,9.152356,7.818678,7.132378,8.45191
S5910,8.524884,8.586106,9.172078,8.052832,7.382664,8.642132
S5911,8.457054,8.699258,9.083056,7.902368,7.232526,8.510468
S5922,8.538974,8.603444,9.073934,7.993192,7.238384,8.599516
S5923,8.491504,8.663872,9.101182,7.81408,7.171328,8.418884
S5925,8.299184,8.317984,8.883492,7.936344,7.16621,8.62579
S5929,8.44287,8.375952,9.121842,7.78152,7.147652,8.458322
S5931,8.697432,8.814884,9.24566,8.072156,7.395666,8.765152
S5938,8.502162,8.523508,8.899024,7.9406,7.090508,8.388486
S5955,8.612506,8.770836,9.117186,8.01889,7.26768,8.712222
S5960,8.578382,8.60704,9.060904,7.858336,7.166834,8.35685
S5961,8.484304,8.444924,9.18979,7.900768,7.144788,8.728888
S5967,8.654744,8.63078,9.207602,7.98665,7.256406,8.640026
S5969,8.758736,8.847912,9.060374,8.040694,7.336622,8.677006
S5978,9.034796,8.936926,9.378956,8.11074,7.542632,8.76868
S5986,8.870296,8.992984,9.382894,8.207706,7.61737,9.003472
S5987,8.547214,8.566804,9.06283,7.8951,7.19414,8.528728
S5988,8.901182,8.953584,9.377158,8.11214,7.394334,8.89553
S599,8.946184,9.089782,9.309032,8.132962,7.537328,8.664294
