ID,Bcells,CD4_Tcells,CD8_Tcells,Endothelial,CAFs,Macrophages
S16700,8.517012,8.557696,9.14224,7.862098,7.179486,8.52472
S16706,8.175428,8.251626,8.924004,7.782756,7.093082,8.433066
S1671,8.655456,8.66205,9.192118,7.88967,7.320978,8.762888
S16712,8.478486,8.524184,8.888158,8.022758,7.198224,8.579932
S16715,8.844872,8.975152,9.194848,8.143644,7.317622,8.583586
S16717,8.843306,8.837166,9.276532,8.08147,7.500304,8.875054
S16721,8.634514,8.745474,9.091934,8.205808,7.364954,8.755318
S16725,8.596716,8.706062,9.193104,7.971432,7.281332,8.729812
S1673,8.281454,8.270172,8.755642,7.7887,7.157548,8.381658
S16747,8.850938,8.740916,9.160628,7.863068,7.373558,8.56821
S1675,8.647212,8.580808,9.022454,7.862494,7.123024,8.346448
S16757,8.593034,8.41686,9.011246,7.687848,7.078614,8.607732
S16758,8.36888,8.312268,8.99325,7.659844,6.946836,8.114826
S16762,8.63603,8.68626,9.281588,7.872826,7.238712,8.52748
S16770,9.29724,9.336448,9.569612,8.373024,7.668282,8.93235
S16773,8.714638,8.82578,9.25403,8.128732,7.435908,8.86668
S16775,8.761664,8.944684,9.290808,8.220276,7.510176,8.946454
S1678,8.733614,8.796066,9.142192,7.982264,7.238956,8.435
S16780,8.719902,8.711952,9.160758,8.002078,7.332916,8.85962
S16785,8.94022,8.836136,9.165126,8.194736,7.492776,9.019856
S16791,8.660618,8.629356,9.241364,7.947506,7.277822,8.592492
S16792,8.78008,8.828684,9.064364,8.155806,7.3438,8.595614
S16797,8.145822,8.192004,8.78763,7.662372,6.87966,8.157098
S16799,8.375146,8.447572,9.072926,7.889184,7.212882,8.585934
S1680,8.468984,8.426694,8.954114,7.851422,7.0923,8.31669
S16801,8.76287,8.885366,9.33031,7.9089,7.282448,8.623496
S16806,8.626546,8.601272,9.14058,7.823428,7.18229,8.49605
S16811,8.321064,8.312796,8.881128,7.95058,7.17894,8.58545
S16815,8.885316,8.970622,9.355744,8.235716,7.454036,8.825314
S16816,8.125436,8.13688,8.873604,7.706446,7.071086,8.32942
S16825,8.834904,8.959526,9.335934,8.143358,7.513786,8.772974
S16827,8.337818,8.43519,8.892646,7.809322,7.134914,8.401164
S16829,8.85849,8.93747,9.468018,8.092874,7.43014,9.004252
S16830,8.22553,8.301446,8.985212,7.870856,7.006698,8.31489
S16835,8.418988,8.526294,9.055416,7.941158,7.249352,8.556566
S16841,8.599348,8.720326,9.154838,7.875952,7.144686,8.450636
S16843,8.542552,8.603474,9.16622,7.88548,7.334974,8.668502
S16853,8.642016,8.74413,9.22521,8.017304,7.411506,8.613944
S16859,8.777824,8.820256,9.288352,8.086048,7.405396,8.781318
S16860,8.4937,8.420044,8.993386,7.7374,7.078286,8.213556
S16880,8.288664,8.288162,8.92188,7.742502,7.068066,8.406018
S16893,8.631076,8.801922,9.335316,8.162532,7.437484,8.870118
S16896,8.617968,8.592282,9.229216,7.924844,7.298294,8.531052
S16905,8.358644,8.312178,8.880888,7.76174,7.054876,8.303468
S16909,8.711846,8.810744,9.21159,8.003468,7.273648,8.468226
S16910,8.462448,8.412204,9.045284,7.831124,7.108744,8.363604
S16915,8.599412,8.571738,9.205602,7.990762,7.29777,8.668556
S16928,8.822174,8.824918,9.30304,8.008792,7.320996,8.673418
S16929,8.516772,8.661752,9.149044,7.997762,7.345104,8.518496
S16932,8.928918,8.974878,9.34138,8.329988,7.599486,8.975804
S16933,8.451796,8.672852,9.136398,7.897194,7.168414,8.592648
S16939,8.64462,8.831936,9.375268,8.024798,7.45563,8.589086
S16947,8.338166,8.308894,9.035966,7.848952,7.1011,8.56037
S16949,8.624766,8.610932,9.183216,8.030318,7.19105,8.613678
S16951,8.547652,8.591178,9.093532,7.943704,7.318882,8.669574
S16961,8.773572,8.929042,9.403454,8.081422,7.510128,8.834012
S16963,8.598068,8.56254,9.0695,7.865072,7.147682,8.418028
S1697,8.720648,8.701576,9.38388,7.990784,7.217464,8.663116
S16976,8.483536,8.556566,9.236556,7.907434,7.236658,8.51572
S16977,8.52053,8.559184,9.165968,7.947034,7.28229,8.644608
S16992,8.386624,8.417546,8.875198,7.998442,7.241866,8.687352
S16994,8.478654,8.480066,9.005202,7.820454,7.15427,8.437458
S16995,8.630422,8.593742,9.035548,7.967254,7.275734,8.532842
S17000,8.561788,8.645862,9.263966,8.016086,7.340034,8.71191
S17002,8.435168,8.453476,9.068612,7.882216,7.08984,8.337586
S17012,8.626214,8.832922,9.255406,8.044458,7.319752,8.646194
S17015,8.44202,8.344884,8.895828,7.734628,7.033052,8.281656
S1702,8.675822,8.641164,8.924108,7.799704,7.01138,8.23695
S17021,8.501692,8.419768,9.106602,7.858722,7.113082,8.637372
S17025,8.70032,8.685128,9.230468,7.910352,7.330412,8.568092
S17027,8.675094,8.70875,9.204908,7.914724,7.28014,8.478504
S17030,8.660592,8.657238,9.21587,7.95382,7.354738,8.85261
S17037,8.782924,8.811246,9.35102,8.029782,7.389114,8.719346
S17040,8.474932,8.585236,9.201846,7.960228,7.4505,8.781844
S17046,8.594276,8.726682,9.241412,8.091086,7.359178,8.853574
S17047,8.623118,8.606068,9.246232,7.826722,7.227892,8.311248
S17055,8.670432,8.67067,9.119438,7.840842,7.184396,8.492354
S17056,8.660032,8.73214,9.273578,7.98448,7.463358,8.698658
S17057,8.44018,8.460148,8.992122,7.833984,7.226992,8.564234
S1706,8.934138,9.02931,9.274342,8.187498,7.426062,8.920244
S17068,8.865308,8.785778,9.191344,7.97261,7.30072,8.561716
S17070,8.931276,8.975032,9.427692,8.034654,7.357778,8.684174
S17077,8.312654,8.412818,9.103132,7.82999,7.178046,8.375066
S17078,7.94059,7.988762,8.89523,7.810702,7.239062,8.80364
S17079,8.635044,8.74519,9.227306,7.933318,7.350446,8.535282
S17080,8.522536,8.635606,9.325758,8.042282,7.313664,8.719592
S17091,8.354274,8.319626,8.956636,7.901762,7.098958,8.442014
S17095,8.688834,8.69203,9.285072,8.101558,7.436602,8.991752
S17097,8.666004,8.819038,9.13069,7.981712,7.137692,8.462962
S17099,8.6645,8.75615,9.128114,7.845804,7.250432,8.45472
S17102,8.810748,8.907768,9.20943,8.092138,7.293504,8.591982
S17110,8.652606,8.854452,9.156738,7.994254,7.358574,8.676836
S17114,8.368698,8.481578,8.82395,7.873398,7.07374,8.495546
S17117,8.786412,8.947934,9.370222,8.13572,7.457458,8.787906
S17131,8.56879,8.368672,8.853472,7.794924,7.101472,8.484882
S17132,8.557308,8.603724,9.087394,7.846838,7.11745,8.461538
S17133,8.392186,8.403794,9.148704,7.86091,7.174586,8.645656
S17134,8.601118,8.779084,9.26883,8.131542,7.408438,8.772508
S17142,8.53634,8.7252,9.260764,7.960446,7.4029,8.738324
S17148,8.756288,8.797906,9.280474,8.024816,7.33524,8.660186
S17150,8.663604,8.706316,9.246294,7.953818,7.330352,8.625844
S17151,8.472866,8.48855,9.215254,7.818784,7.222976,8.437656
S17180,8.954182,8.962714,9.11905,8.063958,7.450548,8.842394
S17187,8.307736,8.35609,9.16683,7.99122,7.292584,8.821398
S17197,8.543608,8.551958,9.048878,7.835644,7.124522,8.508458
S17198,8.618768,8.665088,9.261238,8.106146,7.322038,8.901424
S17205,8.373898,8.510134,9.274094,8.013452,7.324584,8.70766
S1721,8.820544,8.87921,9.268298,8.114826,7.409738,8.731324
S17210,8.741684,8.815396,9.290498,7.951866,7.573466,8.909386
S17211,8.567104,8.728502,9.522022,8.073118,7.533378,9.076628
S17212,8.520342,8.636174,9.172038,7.935816,7.24914,8.742842
S17219,8.366364,8.398764,8.929106,7.890214,7.266728,8.551346
S17223,8.28551,8.23157,8.851288,7.796404,7.103176,8.377838
S17229,8.481604,8.362914,9.091028,7.895282,7.23295,8.511178
S17230,8.620154,8.643936,9.188368,8.065694,7.386196,8.670294
S17233,8.76217,8.966856,9.30074,8.17769,7.449562,8.711102
S17240,8.60112,8.683988,9.16733,8.048484,7.353036,8.610742
S1725,8.656872,8.802096,9.298062,8.063952,7.317542,8.83823
S17251,8.564734,8.688518,9.127236,7.923424,7.31862,8.706028
S17252,8.21963,8.238822,8.787534,7.646078,6.891722,8.228666
S17254,8.414226,8.499004,9.380124,8.177978,7.38571,8.83836
S17256,8.694054,8.837188,9.275844,8.146836,7.39754,8.680958
S17259,8.370426,8.430334,8.99052,7.870908,7.128906,8.582826
S1726,8.795804,8.857276,9.249188,8.116098,7.34899,8.758948
S17275,8.624156,8.51176,9.080514,7.850358,7.128074,8.538532
S17281,8.519956,8.55704,9.197786,7.866706,7.142296,8.45456
S17283,8.545264,8.612004,9.218776,7.96761,7.261694,8.69271
S17284,8.624022,8.609046,9.154294,7.888528,7.25653,8.617646
S17290,8.58248,8.625066,9.097376,8.029344,7.211796,8.431854
S17291,8.477756,8.632116,9.093056,7.990528,7.223084,8.651442
S17295,8.551844,8.540796,9.153044,7.874708,7.07343,8.380484
S17301,8.449644,8.46287,9.061354,7.893792,7.165446,8.444596
S1731,8.480198,8.48234,9.055284,7.763766,7.199884,8.426164
S17311,8.603352,8.603276,9.25014,7.917466,7.349938,8.613432
S17316,8.849068,8.936884,9.389832,8.224226,7.421784,8.807094
S17320,8.6153,8.76185,9.339294,7.93119,7.340904,8.614644
S17322,8.548052,8.53406,9.157758,7.948156,7.318274,8.59932
S17323,8.895334,8.6831,8.853462,7.800878,7.19427,8.234762
S17332,8.495454,8.691646,9.16932,8.011244,7.41527,8.88849
S17333,8.444814,8.539574,9.166188,7.916626,7.33616,8.529302
S17334,8.364068,8.333558,8.834112,7.649104,6.967796,8.143214
S17346,8.641908,8.657726,9.28711,8.027804,7.372826,8.723456
S17351,9.255004,9.255434,9.36423,8.388184,7.638924,8.881194
S17353,8.48633,8.428138,8.888086,7.835914,7.140994,8.34794
S17362,8.65088,8.643646,9.244288,7.95605,7.391272,8.900508
S17365,8.534696,8.57984,9.17144,7.903646,7.165862,8.724426
S17367,8.660212,8.777616,9.294516,7.983506,7.345218,8.82669
S17369,8.802086,8.848564,9.354446,8.138914,7.488286,8.988678
S17370,8.236372,8.202084,8.900522,7.783596,7.097756,8.31333
S17373,8.76233,8.837912,9.03649,8.255666,7.493458,8.893712
S17378,8.756268,8.722526,9.241282,8.214404,7.454602,8.991214
S1738,8.475156,8.578928,8.96495,8.000512,7.212392,8.501368
S17381,9.06857,9.105096,9.35368,8.157774,7.484074,8.682286
S17393,8.652152,8.7643,9.281874,8.03644,7.443772,8.575604
S17396,8.444582,8.53482,8.95091,7.748098,7.186922,8.50355
S17411,8.61637,8.717108,9.149256,8.012098,7.35344,8.694536
S17412,8.81249,8.883496,9.240616,7.918954,7.286542,8.449456
S17413,8.916998,8.945512,9.217142,8.083804,7.41643,8.714304
S17415,8.693746,8.605184,9.162108,7.928256,7.361414,8.659804
S1742,8.661254,8.715784,9.125468,7.906122,7.363052,8.465688
S17421,8.662374,8.710772,9.154462,7.965148,7.207288,8.477306
S17422,8.390972,8.455936,9.186664,8.095786,7.38493,9.03568
S17427,8.579646,8.67644,9.04189,8.00236,7.326808,8.675634
S17428,8.331428,8.312238,9.014058,7.727694,7.126336,8.235892
S17430,8.543208,8.543766,9.194188,7.99362,7.389754,8.812472
S17431,8.247264,8.289152,8.804536,7.741142,7.08765,8.434356
S17435,8.591002,8.572938,9.178502,8.025224,7.306126,8.663128
S17437,8.45705,8.445622,9.043062,7.940974,7.151926,8.540704
S17446,8.663636,8.81082,9.26345,8.082696,7.511796,8.71051
S17448,8.744522,8.92794,9.363936,8.245588,7.65125,8.98604
S17456,8.48245,8.532704,9.246352,8.004782,7.355706,8.891348
S17458,8.905278,8.98874,9.541338,8.272156,7.761208,9.2454
S17460,8.659364,8.660892,9.09383,7.980644,7.20516,8.440044
S17464,8.715648,8.745526,9.330414,7.915888,7.341192,8.476052
S17467,8.450446,8.405372,9.02063,7.879774,7.165482,8.460616
S17468,8.47345,8.407154,9.11116,7.961446,7.220538,8.621736
S17472,8.519944,8.508584,9.2308,7.944334,7.16496,8.615616
S17478,8.793794,8.912866,9.396714,8.2534,7.439688,9.0503
S17479,8.54326,8.60699,8.862328,7.926148,7.109016,8.451732
S17481,8.17491,8.004912,8.591122,7.738476,6.930292,8.145122
S17485,8.583702,8.55854,9.07923,7.800206,7.10127,8.581182
S17493,8.589892,8.791606,9.329692,8.06935,7.444414,8.730152
S17498,8.31565,8.416688,9.009978,7.7955,7.126188,8.405714
S17510,8.452854,8.5159,9.136568,7.80419,7.198448,8.633202
S17516,8.24519,8.180926,8.863148,7.73393,7.057652,8.585092
S1752,8.45839,8.512898,9.148304,7.960206,7.236712,8.74432
S17520,8.545006,8.601508,9.188132,7.905818,7.32946,8.56654
S17521,8.427012,8.48583,9.091004,7.885086,7.288246,8.504638
S17523,8.463446,8.563706,8.929034,7.804172,7.251004,8.380274
S17529,8.808336,8.969866,9.500454,8.260734,7.547436,8.908852
S17530,8.654464,8.732756,9.273718,7.890568,7.381616,8.733298
S17539,8.50018,8.332614,9.011606,7.818652,7.089146,8.51564
S1754,8.322696,8.369356,8.911558,7.931062,7.32709,8.642466
S17542,8.741778,8.848266,9.29915,8.195056,7.530868,8.960312
S17549,8.521358,8.495138,9.07908,7.75709,7.191512,8.395858
S17558,8.506524,8.553386,8.910218,7.827338,7.0652,8.449882
S1756,8.902592,8.986522,9.024694,8.198328,7.46291,8.797288
S17563,8.716696,8.748556,9.16706,8.115242,7.330478,8.68416
S17567,8.58715,8.601986,9.207316,7.898458,7.264252,8.507148
S17576,8.54433,8.533664,9.154834,7.945896,7.254112,8.506402
S17577,8.644718,8.711022,9.343696,8.065412,7.408068,8.70513
S17582,8.62277,8.641926,9.172974,8.001248,7.226054,8.578524
S17583,8.54478,8.590382,9.173664,7.931626,7.29029,8.668502
S17587,8.619126,8.63838,9.129198,7.893934,7.244514,8.429826
S17590,8.703764,8.762648,9.30394,8.10997,7.370074,8.826322
S176,8.414274,8.410682,8.82931,7.906736,7.040572,8.430212
S17600,8.579166,8.622876,9.24857,8.002264,7.350032,8.623024
S17603,8.552,8.674582,9.185972,7.918774,7.303052,8.5468
S17609,8.697582,8.809986,9.218086,8.025846,7.27787,8.495808
S17621,8.917364,9.111466,9.315066,8.27466,7.636332,9.11032
S17641,8.529104,8.51623,8.98908,7.82525,7.094306,8.295308
S17645,8.723016,8.854028,9.495914,8.163538,7.560584,9.041326
S17649,8.697796,8.776792,9.248272,7.952224,7.274266,8.58213
S17650,8.732438,8.85928,9.162374,8.11038,7.316298,8.665792
S17652,8.766126,8.814486,9.386642,8.018028,7.356822,8.63712
S17654,8.581526,8.598474,9.223174,7.956586,7.295382,8.69897
S17658,9.384318,9.409858,9.535596,8.455354,7.78809,9.152632
S17660,8.914394,8.909102,9.416212,8.05101,7.496738,8.667932
S17663,8.841448,8.984826,9.468102,8.16691,7.447554,8.93479
S17664,8.974812,9.014802,9.436308,8.177954,7.440728,8.945782
S17670,8.72996,8.683062,9.127604,7.966908,7.250272,8.510586
S1770,8.64735,8.58832,8.96532,8.137902,7.334258,8.842116
S17704,8.523804,8.712572,9.255782,8.07856,7.34086,8.881426
S17712,8.611748,8.670238,9.20893,7.886042,7.303806,8.600644
S17720,8.981346,8.990134,9.534776,8.228088,7.574942,9.01491
S17726,8.896324,8.91615,9.336488,8.112968,7.27586,8.770182
S1773,8.448616,8.45508,9.118804,8.003318,7.270602,8.747588
S17734,8.691884,8.897246,9.313478,8.16942,7.364836,8.955156
S17735,8.232918,8.256176,9.009374,7.759168,7.024832,8.364038
S17753,8.611994,8.813724,9.365974,8.141686,7.602368,9.111126
S17755,8.817254,8.933746,9.28904,8.179642,7.418898,8.844838
S17759,8.7555,8.8342,9.146396,7.962726,7.24897,8.522928
S17767,8.388812,8.56942,9.119028,7.891142,7.18805,8.590172
S17774,8.191888,8.302704,8.93448,7.844144,7.129682,8.515426
S17783,8.596526,8.580514,9.102284,7.843836,7.289954,8.564232
S17784,8.562012,8.625972,9.220206,7.982486,7.355884,8.701472
S17790,8.576534,8.64205,9.25502,7.917682,7.214108,8.387032
S17791,8.416482,8.619952,9.337608,8.00113,7.353198,8.783966
S17792,8.636148,8.708508,9.280332,7.995266,7.355584,8.681636
S17793,8.908664,8.923306,9.444556,8.166462,7.522952,9.014514
S17799,8.684458,8.838104,9.383888,8.127916,7.427538,8.928512
S1780,8.560906,8.560728,9.078544,7.801706,7.222004,8.597916
S17801,8.90577,8.984428,9.291186,8.163896,7.495464,8.891082
S17806,8.640336,8.619928,9.192462,7.902692,7.278318,8.565122
S17808,8.674308,8.754072,9.200996,7.925116,7.301748,8.537558
S17810,8.702608,8.763998,9.067788,8.076056,7.232118,8.523442
S1782,8.704888,8.728128,9.23718,7.959194,7.29488,8.622868
S17823,8.50197,8.488214,9.190036,7.86453,7.143748,8.565706
S17828,8.159988,8.176082,8.818604,7.554268,6.831326,7.979964
S17839,8.247762,8.256796,8.622122,7.766396,6.929374,8.09783
S17843,8.335468,8.344394,8.97053,7.818514,7.113868,8.491794
S17845,8.707274,8.797012,9.432118,8.306014,7.702804,9.014256
S1785,8.38569,8.481564,9.151476,7.854914,7.26778,8.633236
S17850,8.584508,8.568432,9.113522,7.998384,7.302542,8.66647
S17857,8.66029,8.607464,9.252538,8.123372,7.425576,8.796532
S17859,8.62306,8.568532,8.995,7.85569,7.154612,8.468134
S17865,8.529536,8.55086,9.126786,7.92584,7.084762,8.453004
S17868,8.574418,8.563292,9.100134,7.936804,7.263822,8.501708
S1787,8.882844,8.927604,9.314138,8.04926,7.33921,8.575952
S17879,8.5014,8.55979,9.19044,7.943284,7.23739,8.633076
S17881,8.560478,8.655828,9.238672,7.948378,7.32104,8.47387
S17884,8.391618,8.443696,8.852456,7.740208,7.157968,8.37115
S17893,8.663506,8.796766,9.157666,8.077924,7.37209,8.78889
S17897,8.802904,8.800572,9.171728,7.999472,7.529048,8.508902
S17899,8.481786,8.371854,8.952792,7.816562,7.102324,8.570744
S17913,8.797618,8.863724,9.384826,8.143458,7.380748,8.835878
S17917,9.013214,8.932668,9.389542,8.070638,7.43872,8.660418
S17928,9.016636,9.154566,9.556774,8.23114,7.534914,9.050108
S17936,8.767014,8.824376,9.32579,8.064934,7.437214,8.775412
S17938,8.747242,8.817896,9.125704,8.005164,7.245094,8.604192
S17940,8.59268,8.690024,9.014686,7.821362,7.260638,8.612128
S17946,8.585678,8.504164,9.069938,7.824564,7.1436,8.414958
S17948,8.376524,8.263328,8.776212,7.694438,7.054072,8.454654
S17949,8.709944,8.856012,9.249672,8.151478,7.319092,8.75042
S17959,8.743564,8.742004,9.230032,8.080446,7.299882,8.711424
S17960,8.36195,8.399602,8.9112,7.78498,7.177064,8.409326
S17973,8.449792,8.474356,9.146332,8.03492,7.180156,8.595712
S17985,8.481044,8.488886,9.014242,7.918814,7.15717,8.611458
S17988,8.276652,8.239146,8.891494,7.775342,7.095568,8.52432
S17993,8.585818,8.666062,9.290434,8.197766,7.466368,8.838476
S18000,8.550788,8.61035,9.180092,8.008286,7.282502,8.633008
S18003,8.433876,8.318192,9.05889,7.893494,7.133404,8.590232
S18005,8.482838,8.422058,9.139626,7.843526,7.175002,8.55707
S18007,8.445578,8.399358,8.975346,7.820048,7.146268,8.429058
S18013,8.58984,8.624016,9.132408,7.89224,7.180184,8.454712
S18015,8.269686,8.32767,9.07146,7.850668,7.115842,8.441182
S18016,8.698186,8.760368,9.28238,8.07786,7.32446,8.776654
S18028,8.524194,8.635508,9.183514,7.968796,7.199932,8.749162
S1803,8.244828,8.365186,9.062412,7.798316,7.151812,8.500076
S18037,8.853108,8.835626,9.139916,8.007294,7.581674,8.834638
S18038,8.605132,8.607924,9.254626,7.961532,7.339488,8.813082
S18040,8.89961,8.962112,9.316622,8.071814,7.30332,8.570634
S18046,8.558912,8.483764,9.041276,7.898738,7.27434,8.505424
S18055,8.469674,8.449882,9.08241,7.902084,7.232616,8.753628
S18060,8.819226,8.972638,9.582172,8.1883,7.537298,8.923302
S18063,8.453044,8.454132,9.069132,7.820692,7.171544,8.363556
S18064,8.445218,8.482026,9.071656,7.7768,7.181828,8.411816
S18067,8.65157,8.75967,9.342334,7.930406,7.260428,8.739106
S18071,8.536698,8.434518,9.042882,7.873204,7.143834,8.73034
S18079,8.368628,8.221026,8.89916,7.530914,6.909054,8.239468
S1808,8.548628,8.667938,9.223696,8.090652,7.29863,8.76426
S18080,8.429102,8.65684,9.24813,8.038882,7.449256,8.82657
S18085,8.522078,8.568548,9.014048,8.057482,7.29428,8.74835
S18089,8.754388,8.896938,9.321456,8.151726,7.401748,8.907434
S18103,8.388114,8.390706,9.033636,7.681706,7.016636,8.210688
S18107,8.762356,8.88408,9.391588,8.057008,7.431514,8.887654
S18117,9.11822,9.113578,9.37144,8.174894,7.430378,8.74959
S18127,8.543124,8.65971,9.315686,8.041044,7.340012,8.803142
S18135,8.620798,8.805818,9.416284,8.136418,7.490956,8.840606
S18139,8.795266,8.832856,9.229712,8.028374,7.353216,8.799814
S18142,8.562632,8.524722,9.09317,7.944426,7.221054,8.66919
S1815,8.63424,8.595978,9.054608,7.767994,7.169514,8.515534
S18152,8.45315,8.405534,9.06867,8.007862,7.20125,8.777796
S18155,8.751332,8.77899,9.295462,7.940824,7.305174,8.751918
S1816,8.459984,8.473442,8.85459,7.811312,7.057934,8.200012
S18161,8.361398,8.37003,9.02059,7.795668,7.135052,8.366624
S18173,8.317668,8.378118,9.162068,7.89158,7.127638,8.692954
S18180,8.664424,8.695636,9.258538,8.02361,7.385898,8.653512
S18182,8.49782,8.69052,9.183242,7.917162,7.228638,8.464358
S18189,8.91612,9.102734,9.454104,8.326242,7.615414,9.104918
S18199,8.58871,8.601454,9.246896,7.900048,7.26601,8.542396
S18212,8.514306,8.67303,9.09777,7.861416,7.217598,8.498358
S18222,8.64951,8.737946,9.109434,7.946948,7.261548,8.472994
S18228,8.473636,8.522578,9.03802,7.807326,7.17392,8.3117
S18234,8.357678,8.467062,8.884484,7.879026,7.1275,8.57615
S18244,8.703916,8.803406,9.35617,8.009216,7.400656,8.761496
S18263,8.45655,8.64259,9.113206,7.89648,7.232768,8.535322
S18265,8.672414,8.828992,9.389616,7.986482,7.409654,8.732634
S18270,8.570672,8.659818,9.285736,8.087306,7.358762,8.914858
S18272,8.625742,8.653898,9.192112,7.89897,7.316498,8.555882
S18277,8.53324,8.580876,9.185264,8.006612,7.305028,8.721712
S18278,8.716754,8.760618,9.2577,8.082494,7.31808,8.733842
S18279,8.44193,8.509928,9.13872,7.80178,7.163342,8.43341
S18282,8.859686,8.86999,9.305168,8.001782,7.306184,8.61922
S183,8.737814,8.677848,9.232796,7.951418,7.302524,8.590664
S18308,8.618866,8.623194,9.164328,7.902746,7.304862,8.562106
S18320,8.63325,8.67027,9.40247,8.111078,7.371486,8.79246
S18321,8.618652,8.666458,9.299276,7.974938,7.325216,8.613894
S18324,8.36184,8.389358,8.930774,7.798678,7.142514,8.32246
S18330,8.596128,8.5923,9.368188,8.023872,7.369246,8.72153
S18334,8.91231,8.889074,9.328802,8.14938,7.457898,8.72991
S18337,8.611964,8.68093,9.086498,8.046474,7.269534,8.64825
S18339,8.672244,8.746416,9.166036,7.98655,7.188638,8.581104
S18346,8.492398,8.521398,9.126486,7.807008,7.156134,8.429416
S1835,8.955684,8.962194,9.35188,8.146746,7.370506,8.76407
S18352,8.704168,8.753084,9.25554,8.065682,7.392452,8.667328
S18358,8.59119,8.633784,9.232846,8.014986,7.294638,8.79139
S18365,8.514942,8.478306,9.208606,7.879558,7.082992,8.4421
S18368,8.427258,8.59384,9.165558,7.824418,7.219748,8.707534
S18371,8.469902,8.386392,9.031764,7.773834,7.10772,8.341976
S18378,8.967772,8.993712,9.429014,8.083652,7.361906,8.841288
S18385,8.702934,8.694172,9.08699,8.041408,7.237108,8.581468
S18388,8.5991,8.668596,9.092276,8.017914,7.394036,8.73545
S18393,8.61652,8.811728,9.179852,7.94245,7.366072,8.717788
S18403,8.40136,8.42186,9.109054,8.015746,7.342472,8.791396
S18408,8.42571,8.462642,8.953044,7.95774,7.252168,8.404208
S18412,9.000744,8.772696,9.135708,8.065952,7.332976,8.501896
S18415,8.878982,8.894248,9.23873,8.159494,7.545008,8.776144
S18418,8.872258,8.953462,9.675448,8.21272,7.642788,9.023118
S18422,8.67673,8.684596,9.278806,8.077926,7.336758,8.711172
S18436,8.79183,8.852428,9.223062,8.141434,7.323536,8.60065
S18441,8.42763,8.387372,9.050008,7.953596,7.173584,8.558314
S18446,8.786246,8.870998,9.383274,8.233494,7.62208,9.021142
S18450,8.482926,8.507898,9.136722,7.883488,7.23086,8.451954
S18451,8.434388,8.621312,9.054894,7.979946,7.384142,8.71509
S18452,8.537074,8.508758,9.03569,7.929186,7.29435,8.635544
S18458,8.539194,8.451736,9.081106,7.923262,7.244722,8.496848
S18466,8.814666,8.949224,9.313666,8.232056,7.379654,8.860214
S18473,8.693214,8.692242,9.207758,7.95957,7.178404,8.552194
S18474,8.583972,8.67826,9.038862,7.878722,7.17898,8.523708
S18479,8.543636,8.618542,9.034108,8.152158,7.27907,8.697544
S1848,8.571868,8.55445,9.105228,8.031196,7.224676,8.818498
S1849,8.429902,8.51429,9.016802,7.971068,7.249084,8.669054
S18496,9.055582,9.127024,9.444984,8.202426,7.524988,8.78087
S185,8.50822,8.526422,9.16128,7.967708,7.233568,8.718562
S18500,8.497772,8.522486,9.163776,7.897494,7.205624,8.415854
S18504,8.322742,8.373312,9.010772,7.913078,7.114452,8.443828
S18511,8.517048,8.504386,9.165948,7.856636,7.228906,8.518838
S18514,8.616978,8.625632,9.103162,8.10773,7.40692,8.744236
S18518,8.583304,8.666532,9.223974,8.030246,7.214502,8.632938
S18528,8.579404,8.616188,9.2931,8.176184,7.393596,8.982992
S18529,8.346444,8.332392,8.983858,7.853026,7.142054,8.347156
S18534,8.533242,8.516532,9.133046,7.892396,7.147396,8.417474
S1854,8.207746,7.982852,8.790734,7.753188,7.078036,8.473568
S18543,8.522716,8.536906,9.12371,7.92494,7.343578,8.768054
S18563,8.835,8.87976,9.372774,8.079108,7.499548,8.670366
S18564,8.938578,9.00485,9.171696,8.269844,7.576314,8.874358
S1857,8.847834,8.985602,9.30937,8.174894,7.496756,9.046338
S18570,8.640886,8.748064,9.202246,7.94024,7.331978,8.550446
S18578,8.803948,8.894682,9.33964,8.045228,7.279434,8.690046
S18579,8.58577,8.547804,9.150402,7.892266,7.240894,8.48526
S1858,8.644876,8.706988,9.271408,7.914348,7.175486,8.45333
S18580,8.345632,8.468374,9.412806,7.990256,7.386532,8.91584
S18583,8.51983,8.452566,9.135536,7.85176,7.213552,8.53371
S1859,8.495486,8.596492,9.178688,7.888096,7.223332,8.473518
S18591,8.471966,8.44582,9.084736,8.14095,7.409432,8.667592
S18594,8.274456,8.314196,9.066526,7.907108,7.285868,8.630444
S18595,8.842234,8.832754,9.243992,8.01779,7.405006,8.642164
S18606,8.547692,8.51346,9.133504,7.78299,7.12745,8.255312
S18619,8.673358,8.747746,9.252362,8.038196,7.321254,8.762364
S18620,8.770874,8.794104,9.324806,8.104896,7.401736,8.864506
S18621,8.511214,8.534176,9.149944,8.064642,7.303698,8.812276
S18626,8.270252,8.223288,8.778416,7.808832,7.109642,8.410838
S18628,8.673302,8.590506,9.148964,7.852448,7.150198,8.384616
S18629,8.767214,8.797898,9.030386,7.965028,7.322784,8.670792
S1863,8.667666,8.749772,9.279694,8.09838,7.35988,8.816616
S18630,8.422092,8.464994,9.104634,7.812536,7.20936,8.51105
S18637,8.739646,8.724086,9.192764,8.03336,7.252434,8.499874
S18640,8.745904,8.83605,9.290104,8.044496,7.312472,8.77683
S18645,8.563986,8.70337,9.369932,7.868094,7.274282,8.5607
