CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
A	0.111029311589417	0.162649501069471	0.0842786609465421	0.124554644967667	0.0517696216132555	0.243787986702611	0.0482398850622867	0.17369038804875
B	0.111055501155108	0.162002627908923	0.0845201453671828	0.124658435438722	0.0523357773109678	0.244002266872346	0.0486442944828782	0.172780951463871
C	0.103176703915634	0.155249691102279	0.0708680875689824	0.121331136996504	0.048253934935738	0.26649386544434	0.0525070262913074	0.182119553745215
D	0.103261735058249	0.153587560829907	0.0708770651667183	0.12151664958901	0.0478572456036892	0.268334398399875	0.0523231573074494	0.182242188045102
E	0.10339925055662	0.154652758846384	0.0758254492903086	0.128448154483718	0.0495171590267401	0.249948866346216	0.0505718026603014	0.187636558789712
F	0.106216574920059	0.15853958844047	0.0809898275353494	0.143323719352924	0.0519643027973211	0.233993398914895	0.0480449204659025	0.176927667573079
G	0.112630257430559	0.167829379226922	0.0891205496584928	0.120560378236215	0.0593270022634377	0.236985990768356	0.0474918648650221	0.166054577550996
H	0.112887634066723	0.168441947759552	0.0964758641772452	0.115548557636782	0.0559280615081719	0.239255187699716	0.0478149379445617	0.163647809207249
I	0.112438361856319	0.169757869722792	0.0966900357404444	0.115937389139921	0.0557544838241867	0.237729341481479	0.047582413394724	0.164110104840134
J	0.103414222364699	0.156188623865273	0.0650469423756318	0.116218225685513	0.046548957594431	0.274497611135674	0.0541988877329395	0.183886529245838
K	0.105381304921705	0.152757702024793	0.0636853887669005	0.126280043860085	0.046194198564088	0.257234311902357	0.0524550168731449	0.196012033086926
L	0.101066769961847	0.152447456585871	0.069828921939069	0.116772488809578	0.0486248886232431	0.276985662273999	0.0522551411557341	0.18201867065066
