Mixture	Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages	P-value	Correlation	RMSE	Absolute score (sig.score)
Mix_1	0.258436475362244	0.722274265715347	0	0.00830026183586289	0.0535823659577001	0.0673306741919502	9999	0.766796129657197	0.667434929756914	1.1099240430631
Mix_2	0.347920979102656	0.699521016545015	0	0.00849920067528803	0.037790572948794	0.0216917281821156	9999	0.766605854237071	0.668966277673849	1.11542349745387
Mix_3	0.237712522788702	0.8252379603069	0	0.00827533267102206	0.0355338162858903	0.00980541901782838	9999	0.756166427900718	0.68689514067728	1.11656505107034
Mix_4	0.252478813840861	0.813298654669225	0	0.00945345340291888	0.0344166854519441	0.00306584962517454	9999	0.760284776330607	0.680954237231656	1.11271345699012
Mix_5	0.388837069295917	0.681897520990484	0	0.00722511351361669	0.023424932323433	0.0111855385064934	9999	0.759860263273313	0.679874675265096	1.11257017462994
Mix_6	0.310398198088871	0.66074771186577	0	0.00825598106024692	0.0433010475490987	0.0821311431646069	9999	0.759899272949418	0.677050238890162	1.10483408172859
Mix_7	0.302264235659623	0.773841432792309	0	0.00993564404715302	0.0340303147771771	0	9999	0.755818308705056	0.686205713947011	1.12007162727626
Mix_8	0.355065027639769	0.688260267951573	0	0.00559342483790668	0.0397212264489107	0.0309785095278798	9999	0.758646827909997	0.679953868128729	1.11961845640604
Mix_9	0.342946658303601	0.714611079079152	0	0.0106044672347101	0.0351602474542278	0.0122565131528484	9999	0.764263906469217	0.672765461746305	1.11557896522454
Mix_10	0.371286337558609	0.664141854945196	0	0.00373519616601322	0.040260375142224	0.036725005922716	9999	0.756974984531483	0.682007456174537	1.11614876973476
Mix_11	0.313359473402786	0.748483476475343	0	0.00961033719883705	0.0356123942904618	0	9999	0.763526727549977	0.674809976140329	1.10706568136743
Mix_12	0.232432867557105	0.762320528589649	0	0.00955965051928384	0.0517260197913909	0.051973093476169	9999	0.758916058528479	0.679559530465443	1.1080121599336
Mix_13	0.384673263444878	0.685647109106343	0	0.00656476515980856	0.0304488791942851	0.0108074148056501	9999	0.760017271024241	0.679080929079803	1.11814143171097
Mix_14	0.235255172512377	0.828491450600797	0	0.0148142555663341	0.0361475946873508	0	9999	0.758332557222303	0.683618057287465	1.11470847336686
Mix_15	0.283009960797776	0.784072672704708	0	0.0127323827532269	0.0388243451835036	0.00143226583704836	9999	0.760946476713025	0.678568519028225	1.12007162727626
Mix_16	0.353773385643872	0.698124508257106	0	0.00843186685063688	0.0369078594754094	0.018496812768184	9999	0.757892810696876	0.681390066220163	1.11573443299521
Mix_17	0.293939811957147	0.773075539874033	0	0.00872362925910313	0.036668784241578	0	9999	0.75607740288257	0.685784213257514	1.11240776533186
Mix_18	0.275012194714154	0.77697832513927	0	0.0117995105777891	0.0361259212670476	0.00826876132632724	9999	0.758750837142387	0.681821432937783	1.10818471302459
Mix_19	0.254355136098023	0.74639869325768	0	0.0153050153301499	0.0448964379877765	0.0599408393467235	9999	0.757781136616224	0.68075897224115	1.12089612202035
Mix_20	0.358218688998209	0.672398337917273	0	0.00435598795636581	0.0373374412920051	0.0378424532506057	9999	0.759288523307335	0.679105800903688	1.11015290941446
Mix_21	0.342022983920244	0.683343043257932	0	0.0023350080938956	0.0468800817139123	0.0437498806110213	9999	0.758290872441088	0.679867896375606	1.11833099759701
Mix_22	0.262651824965775	0.730387097883956	0	0.010149858391362	0.0517439279750235	0.0670835788604432	9999	0.760436306818044	0.676498220939146	1.12201628807656
Mix_23	0.394832709457525	0.660552103725367	0	0.0107941265077364	0.027850569239029	0.0185406657002864	9999	0.764228246011824	0.672581493126166	1.11257017462994
Mix_24	0.225575456807249	0.813744842287563	0	0.00848900724062589	0.048187372413164	0.0075203568865866	9999	0.752979783516297	0.690194382960746	1.10351703563519
Mix_25	0.364652122342307	0.705558849136028	0	0.00613229395900926	0.0283033491986244	0.000290860667790811	9999	0.7586748734251	0.681813966635558	1.10493747530376
Mix_26	0.329037737064137	0.739710321283386	0	0.0032794337087959	0.0351951538290091	0	9999	0.757621608258521	0.683512568778331	1.10722264588533
Mix_27	0.372858398134704	0.682998656220089	0	0	0.0346062272024168	0.0296083457190533	9999	0.749227572534333	0.693914044962294	1.12007162727626
Mix_28	0.323782431547055	0.696514103433091	0	0.00753427151329205	0.0397481241619339	0.0451345263347515	9999	0.758740477794122	0.679679013239697	1.11271345699012
Mix_29	0.359448626424135	0.709283199989077	0	0.00369557144030387	0.0326134710254106	0	9999	0.756014358228516	0.685416989565377	1.10504086887893
Mix_30	0.285679716685431	0.780787959420068	0	0.0136995235303793	0.0275442910233985	0	9999	0.755133110470106	0.687774393696687	1.10771149065928
Mix_31	0.358139784717986	0.691330270011644	0	0.00745809906706757	0.0368134859232001	0.0128539994730707	9999	0.759486064858946	0.679285788864674	1.10659563919297
Mix_32	0.303322162266547	0.746909214277426	0	0.00908051989651269	0.0390328926427048	0.0153352670873601	9999	0.758313955047904	0.68152476599252	1.11368005617055
Mix_33	0.27907701350979	0.756981449157908	0	0.0148798501132892	0.045249998452329	0.0122498312450145	9999	0.755884382264445	0.68427004515224	1.10843814247833
Mix_34	0.331855874657237	0.669465153013174	0	0.0115025762173832	0.0439590236598581	0.0685921708266753	9999	0.760921803496053	0.675353966591534	1.12537479837433
Mix_35	0.303931645879113	0.76147123272761	0	0.011910705038267	0.0306060943059316	0.00925352952691049	9999	0.761429128219329	0.678027971620296	1.11717320747783
Mix_36	0.335567733327347	0.725337983436797	0	0.0124884960073328	0.0337129429252404	0.00904161403803977	9999	0.757941139428611	0.681914642845668	1.11614876973476
Mix_37	0.23179432090354	0.813741862861657	0	0.0137539462249877	0.0350465670209047	0.0140205691044879	9999	0.760184978678881	0.680600270782304	1.10835726611558
