B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils
Mix_1	0	0	0.00219551189479936	0.00377481643747178	0.00663346481293105	0	0	0	0	0	8.20688144192272e-05	0	0	0.0089445554351307	0	0	0	0	0	0	0	0
Mix_2	0	0	0	0	0	0	0	0	0	0	0	-0.0516678279391449	0	0	0	0	0	0	0	0	-0.00586385093078299	0
Mix_3	0	0	0	0.0272695164436782	0.0242653292126967	0	0	0	0	0.00155419338262972	0	0	0	0	0	0	0	0	0.0220525340198249	0	0	-0.00382348832463209
Mix_4	0	0	0	0.0124354935315808	0.0261557324393796	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00942870954067449	0	0	0
Mix_5	0	0	-0.0111739972925585	0	0.00693550639750243	-0.00507465479507532	0	0	0	0	-0.00288952481554933	0	-0.000614224119794549	-0.00163890017627617	0	0	0	0	0	0	-0.0104385030682086	0
Mix_6	0	0	0.0476647470476027	0	0	0	0	0	0	0	0.0240207333286295	0.0399750895281076	0.0311075657831837	0.00959348997265508	0.028791521121804	0	0	0	0	0.0276324455744461	0.0311911551643628	0
Mix_7	0	0	-0.0113759721144559	0	0.0122986008083416	0	0	0	0.00320511114184572	0.018158362341344	-0.0088189291571579	0	-0.0111098947527794	0	0	0	0	0	0.00444916521770859	-0.0123089641032718	0	0
Mix_8	0.0357735519707452	0.043201113614258	0	0	0	0	0.0161506463362171	0.00981538804399569	0	0	0	-0.00155050460203771	0	0	0	0	0.00639896228701924	0.0305064672797251	0	0	0	0
Mix_9	0	0	0	0	0.00880744910114724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mix_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mix_11	0	0	0	0	0.00539855758729772	0	0	0	0	0	0	-0.107826152734218	0	0	0	0	0	0	0	0	-0.044867770104175	0
Mix_12	0	0	0	0.0229289162381907	0.022350663010121	0	0	0	0	0	0	0	0	2.9992939223826e-05	0	-0.0175701392880066	0	0	0.0209404625549329	0	0	0
Mix_13	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00154206277960067	0	0	0	0	0	0	0	0
Mix_14	0	0	-0.00642449521756539	0.0238650415135408	0.0318906843405249	-0.00251508135167046	0	0	0.000719313100377489	0.0130877829425899	-0.0029757830784667	0	-0.00709323026183943	0	0	0	0	0	0.0245607864666984	-0.0068627298768701	0	-0.00444488094225492
Mix_15	0	0	0	0	0	0	0	0.00901895289091353	0.0160228640325656	0.019113911150074	0	0	0	0	0	0	0	0.00239822589067428	0	0	0	0
Mix_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mix_17	0	0	0	0	0	0	0	0.00171206327528333	0.00263812063883917	0.0222212598734036	0	0	0	0	0	0	0	0	0	-0.00191724148021383	0	0
Mix_18	0	0	0	0	0	0	0.0512213529209704	0.0444896460663089	0.0264052013446865	0.0148956902478024	0	-0.157887073474399	0	0	0	0	0.045286427353727	0.0579368540218085	0	0	-0.0300028940186212	0
Mix_19	0	0	0	0.0241484605026749	0.0154746733457323	0	0	0	0	0	0	0.0611968899703597	0	0	0	0	0	0	0.0233045498850314	0	0.0138022010304554	0
Mix_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mix_21	0	0	0.00329934672581469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mix_22	0	0	0.0237111809079827	0.00738644301024386	0.00352838186943224	0	0	0	0	0	0.00435588613543312	0.0304299875678905	0.00953123986583641	0.00610586257366075	0.00899877904658665	0	0	0	0.0198078538841443	2.48274468014707e-05	0.0227644073813868	0
Mix_23	0.0280102294964521	0.0265065623544173	0	0	0	0	0	0	0	0	0	-0.076724202920661	0	0	0	0	0	0	0	0	-0.0176581857532282	0
Mix_24	0	0	0	0	0	0	0.10186694672086	0.0913542152398466	0.0573430738187394	0.0884774067907746	0	0	0	0	0	-0.00651986929192657	0.098464146334559	0.0871185979443645	0.0101289036110802	0	0	0
Mix_25	0	0	-0.023570075044527	0	0	0	0	0	0	0	-0.0157197711399721	0	-0.0130279471960515	-0.00992220884059239	0	0	0	0	0	-0.00680434446083377	0	0
Mix_26	0	0	-6.89715590813888e-06	0	0	0	0.00193269360609473	0.0127945082890295	0.00590702838021463	0.0177721513931627	-0.00436701003479459	0	-0.00348035848129884	0	0	0	0	0.0136610646473237	0	-0.00910516247563713	0	0
Mix_27	0.0554134216948351	0.0537575875954979	0	0	0	0	0	0	0	0	0	0.139854847160695	0	0	0	0.0195616833056623	0	0.000549630548670954	0	0	0.0548128209255116	0
Mix_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mix_29	0.00548531148689129	0.0130345264938841	-0.00465462511377017	0	0	0	0	0.00773723723686824	0	0.00368823368897795	-0.00698504538791848	0	-0.00114226467998785	-0.00728013516538577	-0.0063153084996404	0	0	0.0110218803847572	0	-0.000780107706592832	0	0
Mix_30	0	0	-0.00345170942452224	0.0212576788313397	0.0260991096373154	-0.00667747202696494	0	0	0	0.00147659072511924	-0.00100569458451132	0	-0.00158989327387584	0	0	0	0	0	0.0162596277280549	0	0	-0.0111634340833516
Mix_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mix_32	0	0	0	0	0	0	0.0550463818718848	0.0479993702285792	0.0221127992148876	0.0200644100363362	0	0	0	0	0	0	0.0489171133809431	0.060845974907415	0	0	0	0
Mix_33	0	0	0	0	0	0	0	0.00395483811868794	0.0103662111475939	0.0323062950266655	0	0	0	0	0	0	0	0	0.0103021338302164	0	0	0
Mix_34	0	0	0.0202882428074948	0	0	0	0	0	0	0	0.00371194523608052	0	0.00955460102789467	0.00475507776543398	0.00784580247250629	0	0	0	0	0.00814390234815046	0	0
Mix_35	0	0	0	0	0.0223046232140393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mix_36	0	0	0	0	0.000986132331376588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mix_37	0	0	0	0.027954574191264	0.0250577709190874	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0197663992249485	0	0	-4.98971782226746e-06
Mix_38	0	0	0	0.00612875201105395	0.0220571797406939	0	0	0	0	0.000623749108003175	0	0	0	0	0	-0.000298869056406034	0	0	0.0151681292620643	0	0	0
Mix_39	0.0675512425952009	0.0617533363004034	0.0411853410857469	0	0	0.015352873024284	0	0	0	0	0.00936664367648797	0	0.0309713953234298	0.000316231521738133	0	0	0	0	0	0.0233393742918575	0	0
Mix_40	0	0	0	0.0156346609131911	0.0202220001672343	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00560097148040052	0	0	0
Mix_41	0	0	0	0.0199082042625966	0.0231898751939041	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030047565109607	0	0	0
Mix_42	0.00865132802501396	0.0183153874646288	0	0	0	0	0.0288429001090481	0.0291769547411547	0	0.0169095415139307	-0.00916768398523096	0	0	-0.00430047005435037	-0.0155729290190481	0	0.0245999125669498	0.0360104157310148	0	-0.00923117010830369	0	0
Mix_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mix_44	0	0	0	0.0190024605090018	0.0237129789196204	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00600311500553803	0	0	0
Mix_45	0	0	0	0	0	0	0	0	0	0.0303682286585871	0	0.129330554490918	0	0	0	0	0	0	0.0338951366411055	0	0.0200619205319592	0
Mix_46	0.0363656250246672	0.0403973340576393	0	0	0	0	0.0241981592592134	0.0218791301814941	0	0.0129137019006516	0	0.0751826188809876	0	0	0	0	0.0175033397388706	0.0296865672281424	0	0	0.000868429787107338	0
Mix_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00261660397168385	0
Mix_48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mix_49	0	0	0	0.023715118996816	0.0295483784824434	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882086292274194	0	0	0
Mix_50	0	0	0	0	0	0	0.0449150354723721	0.0510599350896943	0.0243993632919914	0.0723523414287766	0	0.057511669323899	0	0	0	0	0.0443033589578787	0.0394682400868007	0.0156812652642679	0	0	0
Mix_51	0	0	0	0	0	0	0	0	0	0	0	-0.0125326647664786	0	0	0	0	0	0	0	0	0	0
Mix_52	0	0	0	0.0224336664315267	0.0293226115713269	0	0	0	0	0.0251534086507266	0	0.0228263035202813	0	0	0	-0.00134594386083613	0	0	0.0400008970921047	0	0	-0.000163307413383503
Mix_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mix_54	0	0	0	0.0341658085227847	0.0200470931044846	0	0	0	0	0	0	0	0	0	0.00980443031864036	0	0	0	0.00807496700219359	0	0	0
Mix_55	0	0	0	0.0327603225759326	0.0262054413222887	0	0	0	0	0	0	0	0	0	0	-0.0025347600253582	0	0	0.019183913484178	0	0	-0.00113904295731721
