	Adipocytes	Astrocytes	B-cells	Basophils	CD4+ T-cells	CD4+ Tcm	CD4+ Tem	CD4+ memory T-cells	CD4+ naive T-cells	CD8+ T-cells	CD8+ Tcm	CD8+ Tem	CD8+ naive T-cells	CLP	CMP	Chondrocytes	Class-switched memory B-cells	DC	Endothelial cells	Eosinophils	Epithelial cells	Erythrocytes	Fibroblasts	GMP	HSC	Hepatocytes	Keratinocytes	MEP	MPP	MSC	Macrophages	Macrophages M1	Macrophages M2	Mast cells	Megakaryocytes	Melanocytes	Memory B-cells	Mesangial cells	Monocytes	Myocytes	NK cells	NKT	Neurons	Neutrophils	Osteoblast	Pericytes	Plasma cells	Platelets	Preadipocytes	Sebocytes	Skeletal muscle	Smooth muscle	Tgd cells	Th1 cells	Th2 cells	Tregs	aDC	cDC	iDC	ly Endothelial cells	mv Endothelial cells	naive B-cells	pDC	pro B-cells	ImmuneScore	StromaScore	MicroenvironmentScore
mix_1	0	0	0.0129	0.0142	0	0.0131	0	0	0	0.0356	0.005	0.0362	0.0039	0	0	0	0.0013	3.00E-04	1.00E-04	0.0032	0	0	0	0.0404	0.0016	0	0	0	0	0.0294	0.0035	0.0138	0.0064	0	0	0.0122	0.013	0	0.1028	0	0.0398	0	0	0.0079	0	0.0055	0.0018	0	0	0	0	0.0028	0.0028	0.001	0.0031	0	0	0.0369	0.0807	0	0	0.0071	0.0058	0.0031	0.1373	0	0.1374
mix_2	0	0	0	0	0.0014	0.0106	0	0	0	0.0231	0.0034	0.0129	0.0043	0	0	0	0	0.0014	0	0.011	0	0	0	0.0547	0.0031	0	0	0	0	0.0393	0.0095	0.0208	0.0103	0	0	0.016	6.00E-04	0	0.1294	0	0.0097	0	0	0.0106	0	0.0022	6.00E-04	6.00E-04	0	0	0	0.007	8.00E-04	0	0	0	0	0.0513	0.1148	0	0	4.00E-04	0.0027	0	0.1307	0	0.1307
mix_3	0	0	0.1544	0	0.0538	0.1043	0	0.0276	0.0339	0.0749	0.0188	0.0327	0.0112	0	0	0	0.024	0	0	0	0	0	0	0.0048	0.0525	0	2.00E-04	0.0345	0	0.0576	0	0.0016	5.00E-04	0	0	0.0018	0.1004	0	0.0113	0	0.0169	0	0.0013	0	0	0	0.0162	0	0	0	0	0	2.00E-04	0	0.0185	0	0	0.0121	0.0284	0	0	0.0421	7.00E-04	0.0288	0.2075	0	0.2075
mix_4	0	0	0.1889	0	0.0225	0.0535	0	0.0111	0.0034	0.0508	0.0093	0.0304	0.0077	0	0	0	0.0388	0	0	0	0	0	0	0.0235	0.0381	0	1.00E-04	0.0158	0	0.0567	0	0.0039	0.0029	0	0	0.0053	0.1244	0	0.045	0	0.0198	0	0.001	7.00E-04	0	0	0.0163	0	0	0	0	0	0	0	0.0123	0	0	0.021	0.0931	0	0	0.0506	0.0121	0.0401	0.2185	0	0.2185
mix_5	0	0	0.1402	0	0.0111	0.0417	0	0	0	0.0814	0.0253	0.0483	0.011	0	0	0	0.0213	0	0	0	0	0	0	0.0093	0.0083	0	1.00E-04	0.0253	0.002	0.039	0	0.004	0.0019	0	0	0.0039	0.0927	0	0.0375	0	0.0477	0	7.00E-04	8.00E-04	0	0	0.0141	0	0	0	0	0.0042	0.0023	6.00E-04	0.0113	0	0	0.0153	0.072	0	0	0.0392	0.0075	0.034	0.2125	0	0.2125
mix_6	0	0	0.102	0	0.0101	0.0332	0	0	0	0.0561	0.0114	0.0265	0.0078	0	0	0	0.0144	0	0	8.00E-04	0	0	0	0.0371	0.0544	0	2.00E-04	0.0081	0	0.06	0	0.0089	0.003	0	0	0.0089	0.0762	0	0.069	0	0.0177	0	5.00E-04	0.0039	0	0	0.0101	0	0	0	0	0	0	0	0.0054	0	0	0.0249	0.1153	0	0	0.031	0.006	0.0205	0.1731	0	0.1731
mix_7	0	0	0.2525	0	0.0197	0.0579	0	0.0107	6.00E-04	0.0589	0.0099	0.0411	0.0073	0	0	0	0.0491	0	0	0	0	0	0	0.0107	0.0391	0	2.00E-04	0.0206	2.00E-04	0.0776	0	0.0017	0.0027	0	0	0.0026	0.1555	0	0.0201	0	0.0315	0	0.0015	0	0	0	0.0252	0	0	0	0	0	0	0	0.0229	0	0	0.0246	0.0782	0	0	0.0664	0.012	0.0535	0.2551	0	0.2551
mix_8	0	0	0.2138	0	0.0143	0.0359	0	0.0064	0	0	0	0	0	0	0	0	0.0469	0	0	0	0	0	0	0.0429	0.0101	0	2.00E-04	0.0013	0.0013	0.0909	0	0.0097	0.0075	0	0	0.011	0.1404	0	0.086	0	0	0	6.00E-04	0.0052	0	0	0.0137	0	0	0	0	0	0	0	0	0	0	0.0463	0.1601	0	0	0.0569	0	0.0466	0.2129	0	0.2129
mix_9	0	0	0.0313	0.0103	0.0124	0.0431	0	0.0042	2.00E-04	0.0524	0.0093	0.0442	0.0051	0	0	0	0.0025	1.00E-04	7.00E-04	7.00E-04	0	0	0	0.0307	0.0052	0	0	0.0059	0	0.0214	0.003	0.0107	0.0046	0	0	0.0086	0.0281	0	0.0783	8.00E-04	0.0488	0	1.00E-04	0.0054	0	0	0.0039	0	0	0	0	0.0069	0.005	0.0014	0.0095	0	0	0.0285	0.0699	1.00E-04	0	0.01	0.0037	0.0075	0.1549	4.00E-04	0.1553
mix_10	0	0	0.2953	0	0.0218	0.0465	0	0.0056	0	0.0364	0.0045	0	0.0105	0	0	0	0.0712	0	0	0	0	0	0	0.0144	0.0067	0	1.00E-04	0.0176	0.0023	0.0906	0	0.0041	0.0035	0	0	0.0053	0.1794	0	0.033	0	0	0	0.0016	0	0	0	0.0258	0	0	1.00E-04	0	0	0	0	0.0103	0	0	0.031	0.0916	0	0	0.0735	0	0.0627	0.2577	0	0.2577
mix_11	0	0	0.0214	0.0278	0.0049	0.035	0	0.0019	0	0.0107	0	0.0089	0.001	0	0	0	0.0026	0.0019	0	0.0066	0	0	0	0.047	0	0	0	0	0	0.0495	0.0066	0.0236	0.0054	0	0	0.0152	0.0203	0	0.118	0	0.0071	0.0051	0	0.0078	0	5.00E-04	0.0011	0	0	0	0	0	0	0	0.0021	0	0	0.0673	0.1039	0	0	0.0089	2.00E-04	0.0056	0.1233	0	0.1233
mix_12	0	0	0	0	0.02	0.0371	0	0.0028	0.0069	0.0517	0.013	0.0177	0.0077	0	0	0	0	2.00E-04	0	7.00E-04	0	0	0	0.0438	0.0013	0	1.00E-04	0.0067	0	0.0277	0.0052	0.014	0.0062	0	0	0.0118	0	0	0.1038	8.00E-04	0.0064	0	1.00E-04	0.0062	0	0	0	4.00E-04	0	0	0	0.0071	0.0024	0	0	0	0	0.0284	0.042	0	0	0	0	0	0.1295	0	0.1295
mix_13	0	0	0.304	0	0.0043	0.0291	0	0.0045	0	0.0416	0.0014	0.0456	0.0068	0	0	0	0.0708	0	0	0	0	0	0	0.0161	0.0533	0	1.00E-04	0.0228	0	0.1159	0	0.001	0.005	0	0	0.0025	0.1861	0	0.0203	0	0.0372	0.001	0.0019	0	0	0	0.0271	0	0	0	0	0	0	0	0.0235	0	0	0.0294	0.0807	0	0	0.0791	0.0157	0.0573	0.2716	0	0.2716
mix_14	0	0	0.3145	0	0.0124	0.0275	0	0	0	0.0474	0.0097	0.0034	0.0112	0	0	0	0.0708	0	0	0	0	0	0	0.0173	0.0132	0	2.00E-04	0.02	0.0012	0.0986	0	0.0024	0.0032	0	0	0.0045	0.1937	0	0.029	0	0	0	0.0022	0	0	0	0.025	0	0	0	0	0	0	0	0.0104	0	0	0.029	0.0951	0	0	0.0798	0.0057	0.0637	0.2689	0	0.2689
mix_15	0	0	0.2581	0.0022	0	0.0053	0	0	0	0.0727	0.0151	0.0693	0.0109	0	0	0	0.0621	0	0	0	0	0	0	0	0.0423	0	1.00E-04	0.0303	0.0073	0.0612	0	1.00E-04	0.0019	0	0	0.0011	0.1609	0	0.0057	0	0.0863	0	0.0023	0	0	0	0.0311	0	0	0	0	0	0	0.0059	0.0393	0	0	0.0292	0.0652	1.00E-04	0	0.0669	0.0142	0.0605	0.2819	0	0.2819
mix_16	0	0	0.1657	0	0.0402	0.0816	0	0.0195	0.0185	0.0597	0.016	0.0228	0.0089	0	0	0	0.0277	0	0	0	0	0	0	0.0166	0.039	0	2.00E-04	0.0246	0	0.0557	0	0.0031	0.002	0	0	0.0039	0.1095	0	0.0347	0	0.0104	0	9.00E-04	0	0	0	0.0138	0	0	0	0	0	0	0	0.0115	0	0	0.0188	0.0794	0	0	0.0446	0.0048	0.0356	0.2071	0	0.2071
mix_17	0	0	0.3949	0	0.0313	0.0781	0	0.0073	0.0018	0.0666	0.0202	0.0066	0.0136	0	0	0	0.1044	0	0	0	0	0	0	0	0.0328	0	0	0.0401	0	0.1563	0	0	0	0	0	0	0.2191	0	0	0	0	0	0.0041	0	0	0	0.0413	0	0	0	0	0	0	0	0.0168	0	0	0	0.0441	0	0	0.1022	0.0019	0.0766	0.3285	0	0.3285
mix_18	0	0	0.0243	0.0014	0.0015	0.005	0	0	0	0.0097	8.00E-04	0	0.0047	0	0	0	0.003	0.001	0	0.0127	0	0	0	0.0573	0.0012	0	0	0	0	0.0685	0.0114	0.0214	0.0121	0	0	0.0169	0.0227	0	0.1365	0	0	0.001	1.00E-04	0.0114	0	3.00E-04	0.0017	1.00E-04	0	0	0	0	0	0	0	0	0	0.0612	0.124	0	0	0.0095	0	0.0036	0.139	0	0.139
mix_19	0	0	0.179	0	0.0074	0.0255	0	0	0	0.0489	0.0112	0.0231	0.008	0	0	0	0.0351	0	0	0	0	0	0	0.0273	0.0044	0	1.00E-04	0.0096	0.0053	0.0657	0	0.0059	0.0054	0	0	0.0089	0.1216	0	0.0689	0	0.0114	0	9.00E-04	0.0038	0	0	0.0168	0	0	0	0	0	0	0	0.006	0	0	0.034	0.1222	0	0	0.0486	0.0107	0.0422	0.2129	0	0.2129
mix_20	0	0	0.0891	0	0.0405	0.0843	0	0.0084	0.0243	0.1468	0.0564	0.0488	0.0195	0	0	0	0.0104	0	0	0	0	0	0	0	0.0279	0	0	0.0518	0	0.0079	0	0	1.00E-04	0	2.00E-04	0	0.054	0	0	0.001	0.0435	0	0.0015	0	0	0	0.0165	0	0.0075	0	0	0.0415	0.0011	0.0041	0.0428	0	0	0	0.0073	4.00E-04	3.00E-04	0.0306	0	0.0216	0.2133	0	0.2133
mix_21	0	0	0.2147	0	0.0237	0.0516	0	0.0043	0.0056	0.0797	0.0258	0.0179	0.0116	0	0	0	0.0402	0	0	0	0	0	0	0.015	0.0514	0	1.00E-04	0.0257	0	0.0532	0	0.0034	0.0015	0	0	0.0031	0.1395	0	0.0232	0	0	0	0.0017	0	0	0	0.022	0	0	0	0	0	0	0	0.0222	0	0	0.022	0.0726	0	0	0.0584	0.0045	0.0472	0.2275	0	0.2275
mix_22	0	0	0.2113	0.0125	0	0.0022	0	0	0	0.0387	0.0032	0.0434	0.0058	0	0	0	0.0403	0	0	0	0	0	0	0.0224	0.0277	0	0	0.0136	0.0035	0.0613	0	0.0054	0.0038	0	0	0.0073	0.145	0	0.0558	0	0.0379	0	9.00E-04	0.0039	0	0	0.0171	0	0	0	0	0	0	0	0.0124	0	0	0.0266	0.1145	0	0	0.0559	0.0167	0.047	0.2317	0	0.2317
mix_23	0	0	0.2357	0	0.021	0.0525	0	0.0106	0	0.0157	0	0	0.0053	0	0	0	0.0564	0	0	0	0	0	0	0.0373	0.0477	0	1.00E-04	0.0134	0	0.0731	0	0.0055	0.0047	0	0	0.0078	0.1536	0	0.0637	0	0	4.00E-04	9.00E-04	0.0033	0	0	0.0156	0	0	0	0	0	0	0	0.0022	0	0	0.0501	0.1423	0	0	0.0584	2.00E-04	0.0513	0.2263	0	0.2263
mix_24	0	0	0	0.0109	0	0	0	0	0	0	0	0.0153	8.00E-04	0	7.00E-04	0	0	0	2.00E-04	0.0103	0	0	0	0.0576	0	0	0	0	0	0.0331	0.0126	0.0218	0.0126	0	0	0.0177	0	0	0.1405	9.00E-04	0.0185	0.0025	0	0.0125	0	0.0083	0	0	0	0	0	0.0129	0	1.00E-04	0.0016	0	0	0.0526	0.0722	0	0	0	0.0044	0	0.1296	1.00E-04	0.1297
mix_25	0	0	0.0255	0	0.0469	0.0818	0	0.0174	0.0229	0.0537	0.0147	0	0.0102	0	0	0	6.00E-04	9.00E-04	0	1.00E-04	0	0	0.0026	0.0357	0.0039	0	2.00E-04	0.011	0	0.0166	0.0012	0.0101	0.0031	0	0	0.0093	0.0211	0	0.0763	5.00E-04	0	0	2.00E-04	0.0026	0	0	0.0023	0	0.0014	0	0	0.0135	0	0	9.00E-04	0	0	0.0227	0.0705	0	0	0.0079	0	0.0059	0.1381	0.0013	0.1394
mix_26	0	0	0.0218	0	0.0398	0.1014	0.0049	0.0224	0.0231	0.1175	0.0393	0.0746	0.0134	0	0	0	0	0	0	0	0	0	8.00E-04	0	0.0373	0	1.00E-04	0.0416	0	0	0	4.00E-04	3.00E-04	0	1.00E-04	0	0.0127	0	0	0.0017	0.1053	0	0.001	0	0.0078	0	0.0131	0	0.0029	0	0	0.0329	0.0141	0.008	0.0339	0	0	0	0	0.0016	0	0.0112	0	0.0019	0.1896	4.00E-04	0.19
mix_27	0	0	0.2224	0.0224	0	0	0	0	0	0	0	0.0179	0	0	4.00E-04	0	0.0488	0	0	0	0	0	0	0.038	0.0036	0	0	0.0028	0.005	0.0925	5.00E-04	0.0121	0.0104	0	0	0.0121	0.1518	0	0.0962	0	0.0118	0	4.00E-04	0.0108	0	0	0.0175	0	0	0	0	0	0	0	0	0	0	0.0561	0.1791	0	0	0.0601	0.0222	0.0532	0.2278	0	0.2278
mix_28	0	0	0.1696	0	0.0448	0.0912	0	0.0208	0.0256	0.1152	0.0413	0.0459	0.0155	0	0	0	0.034	0	0	0	1.00E-04	0	0	0	0.0448	0	0	0.0421	0	0.0543	0	0	0	0	0	0	0.104	0	0	4.00E-04	0.0358	0	0.0017	0	0	0	0.0226	0	0	0	0	0.0186	0	0.0014	0.0365	0	0	0	0.0165	0	0	0.0484	9.00E-04	0.0378	0.2436	0	0.2436
mix_29	0	0	0.0932	0.0025	0.0139	0.0426	0	0.004	0	0.0526	0.012	0.0345	0.0062	0	0	0	0.0127	0	0	0	0	0	0	0.0298	0.0646	0	1.00E-04	0.0124	0	0.0396	0	0.0084	0.0024	0	0	0.008	0.0701	0	0.065	1.00E-04	0.0335	0.0014	6.00E-04	0.0046	0	0	0.0098	0	0	0	0	0	0	0	0.0171	0	0	0.0272	0.1002	0	0	0.0301	0.0031	0.0161	0.1752	0	0.1752
mix_30	0	0	0.1426	1.00E-04	0.0165	0.0436	0	0.0048	2.00E-04	0.053	0.0113	0.0285	0.0075	0	0	0	0.0255	0	0	0	0	0	0	0.0286	0.0118	0	1.00E-04	0.0092	0.0015	0.0484	0	0.0065	0.0037	0	0	0.0076	0.0967	0	0.0636	0	0.0205	0	7.00E-04	0.0037	0	0	0.0107	0	0	0	0	0	0	0	0.0091	0	0	0.027	0.1111	0	0	0.0384	0.0106	0.0329	0.1999	0	0.1999
mix_31	0	0	0.0766	5.00E-04	0.0344	0.071	0	0.0158	0.015	0.0336	0.0049	0.0164	0.0052	0	0	0	0.014	0.0014	0	0.001	0	0	0	0.042	0.0505	0	1.00E-04	0.0111	0	0.0336	0	0.0101	0.0034	0	0	0.0082	0.0562	0	0.075	2.00E-04	0.0063	0	6.00E-04	0.0043	0	0	0.0078	0	0	0	0	0.0038	0	0.0058	0.0059	0	0	0.0315	0.108	0	0	0.0212	0.0013	0.0139	0.1551	0	0.1551
mix_32	0	0	0.1395	0	0.0283	0.0625	0	0.012	0.01	0.0657	0.0176	0.0319	0.0099	0	0	0	0.0254	0	0	0	0	0	0	0.0153	0.0089	0	2.00E-04	0.0216	0.002	0.0265	0	0.0053	0.0023	0	0	0.0047	0.0943	0	0.047	0	0.0246	0	7.00E-04	8.00E-04	0	0	0.0123	0	0	0	0	0.0084	0	0.0065	0.0105	0	0	0.0238	0.0818	0	0	0.0368	0.0056	0.0363	0.2039	0	0.2039
mix_33	0	0	0.1522	0.0079	0.0194	0.0519	0	0.011	0.0012	0.016	0	0.0189	0.0016	0	0	0	0.026	0	0	0.001	0	0	0	0.0324	0.0073	0	0	0.0041	0.0034	0.0586	0	0.0076	0.0058	0	0	0.0083	0.1033	0	0.0748	0	0.0182	0	5.00E-04	0.0051	0	0	0.0113	0	0	0	0	0	0	0.0051	0.0067	0	0	0.031	0.1358	0	0	0.041	0.0102	0.0432	0.1911	0	0.1911
mix_34	0	0	0	0	0.0052	0.024	0	0	0	0.0282	0.0021	0.0248	0.0034	0	0	0	0	4.00E-04	0	0.006	0	0	0	0.0528	0.0066	0	0	0	0	0.0307	0.0062	0.0169	0.007	0	0	0.0132	8.00E-04	0	0.1166	6.00E-04	0.0266	0.0018	0	0.01	4.00E-04	0.0073	0	4.00E-04	0	0	0	0	0.001	0.0064	0	0	0	0.0429	0.0649	0	0	6.00E-04	0.0029	0	0.1328	0	0.1328
mix_35	0	0	0.0715	0.0073	0.0057	0.0164	0	0	0	0.0593	0.0146	0.0299	0.008	0	0	0	0.0093	0	3.00E-04	0	0	0	0	0.0301	0.0011	0	0	0.0045	0.0017	0.0276	5.00E-04	0.0118	0.0039	0	0	0.0097	0.0544	0	0.0804	0	0.0199	0	5.00E-04	0.0061	0	0	0.0064	0	0	0	0	0.0011	0	0.0057	0.0042	0	0	0.0279	0.1104	0	0	0.0238	0.0106	0.0205	0.1623	1.00E-04	0.1624
mix_36	0	0	0.2615	0	0.0439	0.092	0	0.0295	0.0202	0.011	0	0.0161	0.0017	0	0	0	0.0578	0	0	0	0	0	0	0.012	0.0626	0	2.00E-04	0.0288	0	0.079	0	0.0015	0.002	0	0	0.0025	0.1602	0	0.0239	0	0.0097	0	0.0015	0	0	0	0.0232	0	0	0	0	0	0	0.0024	0.0212	0	0	0.0237	0.0674	0	0	0.0658	0.0054	0.0518	0.2333	0	0.2333
mix_37	0	0	0.2493	0	0.0427	0.0844	0	0.027	0.0152	0.0281	0.0036	0.0068	0.0062	0	0	0	0.0528	0	0	0	0	0	0	0.0268	0.048	0	1.00E-04	0.0178	0	0.0599	0	0.0018	0.0026	0	0	0.0041	0.1503	0	0.0339	5.00E-04	0	0	0.0014	0	0	0	0.0224	0	0	0	0	0	0	0	0.0191	0	0	0.0205	0.102	0	0	0.0664	0	0.0569	0.236	0	0.236
mix_38	0	0	0.0872	0	0.0482	0.1108	0	0.0289	0.0294	0.0915	0.0273	0.058	0.0095	0	0	0	0.012	0	3.00E-04	0	0	0	0	0	0.0595	0	1.00E-04	0.0407	0	0.0162	0	8.00E-04	6.00E-04	0	0	4.00E-04	0.0547	0	9.00E-04	0.0013	0.0686	0	8.00E-04	0	0.0032	0.0017	0.0179	0	0	0	0	0.018	0.0044	0.017	0.0284	0	0	0.0022	0.0129	8.00E-04	0	0.0277	0	0.015	0.1976	1.00E-04	0.1978
mix_39	0	0	0.2687	0	0	0.0308	0	0	0	0.0796	0.0203	0.0603	0.0118	0	0	0	0.0583	0	0	0	0	0	0	0	0.0468	0	2.00E-04	0.0307	0.005	0.0528	0	5.00E-04	0.0019	0	0	0.0011	0.1647	0	0.0026	0	0.0601	0	0.0023	0	0	0	0.0267	0	0	0	0	0.0031	0	0.0093	0.0336	0	0	0.0201	0.0521	0	0	0.0712	0.0147	0.0643	0.274	0	0.274
mix_40	0	0	0.1611	0	0.0343	0.0705	0	0.02	0.0118	0	0	0.005	0	0	0	0	0.0278	0	0	4.00E-04	0	0	0	0.0349	0.0091	0	1.00E-04	0.0096	0	0.0672	0	0.0075	0.0048	0	0	0.0093	0.1085	0	0.0759	0	0.0045	0	5.00E-04	0.0046	0	0	0.0117	0	0	0	0	0	0	0.0047	0.0035	0	0	0.0367	0.1178	0	0	0.0433	0.0049	0.0377	0.1872	0	0.1872
mix_41	0	0	0.025	0.0119	0	0.0116	0	0	0	0.0451	0.0093	0.0323	0.006	0	0	0	8.00E-04	5.00E-04	5.00E-04	0.0042	0	0	0	0.0389	0.003	0	0	0.0023	0	0.0288	0.0024	0.013	0.0056	1.00E-04	0	0.0117	0.0252	0	0.0982	0	0.0322	0	3.00E-04	0.0075	0	0	0.0037	0	0	0	0	0.0017	8.00E-04	0.0084	0	0	0	0.037	0.1042	0	0	0.0104	0.0069	0.0077	0.1435	2.00E-04	0.1437
mix_42	0	0	0.2871	0	0.0359	0.082	0	0.0168	0.0111	0.0848	0.0242	0.0344	0.0147	0	0	0	0.0665	0	0	0	0	0	0	0	0.0654	0	1.00E-04	0.038	0	0.0944	0	0	6.00E-04	0	0	0	0.1717	0	0	0	0.017	0	0.0027	0	0	0	0.0287	0	0	0	0	0	0	0.0138	0.0235	0	0	0.0043	0.031	0	0	0.0734	0.0106	0.0667	0.2832	0	0.2832
mix_43	0	0	0	0	0.0216	0.0561	0	0.004	0.0064	0.1002	0.03	0.0602	0.0092	0	0	0	0	0	5.00E-04	0	0	0	0	0.0161	0.0327	0	2.00E-04	0.0279	0	0	0	0.0047	9.00E-04	0	0	0.0048	3.00E-04	2.00E-04	0.043	5.00E-04	0.0734	0	3.00E-04	2.00E-04	0.0051	0	0.0057	0	0	0	0	0.02	0.0058	0.0132	0.0162	0	0	0.0124	0.0099	0	0	0.0018	0	0	0.1589	2.00E-04	0.1592
mix_44	0	0	0.0485	0.0027	0.0469	0.0978	0	0.0269	0.027	0.0674	0.0226	0.0484	0.0062	0	0	0	0.0036	0	4.00E-04	0	0	0	0.0026	0.0068	0.0054	0	1.00E-04	0.0282	0	0	0	0.0047	1.00E-04	0	0	0.0039	0.0326	0	0.0369	0.0018	0.0573	0	9.00E-04	0.0012	0.0013	0.0019	0.0055	0	0.0016	0	0	0.0194	0.0054	0.0099	0.0166	0	0	0.0122	0.0343	5.00E-04	0	0.0155	0.0025	0.0129	0.1721	0.0015	0.1736
mix_45	0	0	0	0	0.0543	0.0959	0.003	0.0196	0.0332	0.0568	0.0186	0	0.0094	0	0	0	0	0	0	0	0	0	0.0094	0.0417	0.0344	0	1.00E-04	0.0205	0	0.002	0.003	0.009	0.0025	0	0	0.0075	0	0	0.0683	4.00E-04	0	0	1.00E-04	0	0.0032	0.0021	0	0	0.0034	0	0	0.018	0	0.0032	6.00E-04	0	0	0.022	0.0199	0	0	0	0	0	0.1216	0.0047	0.1263
mix_46	0	0	0.1358	0	0.0175	0.0396	0	0	0.0058	0.1127	0.043	0.0473	0.0143	0	0	0	0.0177	0	0	0	2.00E-04	0	0	0	0.0374	0	2.00E-04	0.0344	0	0.0373	4.00E-04	0.0016	0.0014	0	0	0.0015	0.092	0	0.0083	0	0.0432	0	0.0015	0	0	0	0.0167	0	0	1.00E-04	0	0.0058	0	0.0101	0.033	0	0	0.0104	0.038	0	0	0.0381	0.0073	0.0336	0.2119	0	0.2119
mix_47	0	0	0.1675	0	0.0235	0.0508	0	0.0094	0.0025	0.028	0.002	0.0076	0.0061	0	0	0	0.0331	0	0	0	0	0	0	0.0349	0.0116	0	2.00E-04	0.0041	7.00E-04	0.0528	0	0.0091	0.0054	0	0	0.009	0.1112	0	0.0736	0	0	0	7.00E-04	0.0039	0	0	0.0097	0	0	0	0	0	0	0	0.009	0	0	0.0308	0.1264	0	0	0.0444	0.0043	0.0423	0.1977	0	0.1977
mix_48	0	0	0.2102	0.0333	0	0	0	0	0	0	0	0.0152	0	0	0	0	0.0464	0	0	4.00E-04	0	0	0	0.0381	0	0	0	0	0.0026	0.092	0.0022	0.0164	0.0108	0	0	0.0125	0.1471	0	0.1007	0	0.0083	0	3.00E-04	0.0123	0	0	0.0142	0	0	0	0	0	0	0.0078	0	0	0	0.0631	0.1884	0	0	0.0562	0.023	0.0538	0.2227	0	0.2227
mix_49	0	0	0.1731	0.0098	0	0	0	0	0	0.0194	0	0.0349	0.0045	0	0	0	0.0361	0	0	0	0	0	0	0.0391	0.0568	0	0	0.0091	0	0.0569	0	0.0095	0.006	0	0	0.0103	0.1203	0	0.073	0	0.0289	0	6.00E-04	0.0069	0	0	0.0145	0	0	0	0	0	0	0.0064	0.0042	0	0	0.0425	0.1415	0	0	0.0509	0.0133	0.0395	0.2009	0	0.2009
mix_50	0	0	0.2279	0	0.0527	0.1028	0	0.0246	0.0291	0.065	0.0228	0	0.0135	0	0	0	0.0479	0	0	0	0	0	0	0.0041	0.0618	0	2.00E-04	0.0373	0	0.0679	0	0.0011	0.0014	0	0	0.0012	0.1383	0	0.0044	0	0	0	0.0019	0	0	0	0.0199	0	0	0	0	0	0	0	0.0237	0	0	0.011	0.0463	0	0	0.0611	0	0.0464	0.2333	0	0.2333
mix_51	0	0	0.2029	0.0247	0	0	0	0	0	0	0	0.0163	0	0	0	0	0.0433	0	0	2.00E-04	0	0	0	0.0386	0.0093	0	0	7.00E-04	0.0028	0.0859	0	0.0104	0.009	8.00E-04	0	0.0116	0.1379	0	0.0898	0	0.0196	0.0011	4.00E-04	0.0094	0	0	0.016	0	0	0	0	0	0	0.0067	0.0043	0	0	0.0524	0.1593	0	0	0.0535	0.0187	0.0503	0.2151	0	0.2151
