Adipocytes	Astrocytes	B-cells	Basophils	CD4+ T-cells	CD4+ Tcm	CD4+ Tem	CD4+ memory T-cells	CD4+ naive T-cells	CD8+ T-cells	CD8+ Tcm	CD8+ Tem	CD8+ naive T-cells	CLP	CMP	Chondrocytes	Class-switched memory B-cells	DC	Endothelial cells	Eosinophils	Epithelial cells	Erythrocytes	Fibroblasts	GMP	HSC	Hepatocytes	Keratinocytes	MEP	MPP	MSC	Macrophages	Macrophages M1	Macrophages M2	Mast cells	Megakaryocytes	Melanocytes	Memory B-cells	Mesangial cells	Monocytes	Myocytes	NK cells	NKT	Neurons	Neutrophils	Osteoblast	Pericytes	Plasma cells	Platelets	Preadipocytes	Sebocytes	Skeletal muscle	Smooth muscle	Tgd cells	Th1 cells	Th2 cells	Tregs	aDC	cDC	iDC	ly Endothelial cells	mv Endothelial cells	naive B-cells	pDC	pro B-cells	ImmuneScore	StromaScore	MicroenvironmentScore
S3212	0.0315	0	0.0332	0	0.2063	0.047	0.0458	0.2892	0.0698	0.0071	0.0375	0.008	0.1748	0.1187	0	0	0.0536	0	0.0468	0.5665	0.1647	0.0869	0	0	0.0073	0	0.0222	0	0.0843	0.1346	0.0462	0.0123	0.0242	0	0.2269	0.0502	0	0.0482	0.1235	0.0123	0.0846	0.6027	0.0048	0.186	0.104	0.0776	0	0.0619	0.0419	0.0028	0.0218	0.2524	0.0096	0.146	0.032	0.104	0	0	0	0.1096	0.139	0	0	0	0.8356	0.0392	0.8748
S3217	0	0	0.1505	0	0.2943	0.0813	0.0148	0.4438	0.095	0.0598	0.1102	0.0476	0.0976	0.1904	0	0	0.0655	0	0.0233	0.435	0.1021	0.1367	0	0.0102	0.0427	0.0063	0.0214	0	0.0588	0.155	0.0349	0.0186	0.0044	0.0143	0.3609	0.0394	0.0493	0.0298	0.0939	0.0157	0.0948	0.3615	0	0.1585	0.1805	0.0467	0	0.1365	0.1019	0.0044	0.0179	0.3743	0.037	0.2226	0.0426	0.1407	0	0	0	0.0859	0.0954	0.0969	8e-04	0.0072	0.8907	0.0116	0.9023
S3226	0.0411	0	0.0616	0	0.3211	0.1238	0.0702	0.4788	0.0617	0.0897	0.1298	0.1033	0.1465	0.1682	0	0	0.1284	0.0491	0.1055	0.3091	0.1848	0.0741	0	0.1086	0.1717	0.0378	0.1164	0	0.0162	0.1797	0.0116	0.0285	0.0283	0	0.3574	0.021	0.0072	0.0928	0.0191	0.0749	0.1308	0.3314	0.0287	0.0784	0.0533	0.0585	0	0.147	0.091	0.0081	0.0652	0.3455	0.0348	0.2313	0.1065	0.0431	0.0574	0.0482	0.0175	0.1727	0.1825	0.0105	0.0524	0.0454	0.7137	0.0733	0.787
S3232	0.015	0	0.0666	0	0.1968	0.0894	0.0287	0.3375	0.0615	0.0315	0.0654	0.0443	0.1469	0.1119	0	0	0.0947	0.0024	0.0483	0.4029	0.1241	0.1437	0	0	0.0306	0.0055	0.046	0	0.1048	0.059	0.0184	0.0094	0.0261	0.0138	0.3524	0.0571	0.0303	0.0473	0.1107	0.0183	0.0993	0.4332	0.006	0.1654	0.1135	0.0585	0.0041	0.1445	0.0882	0.0053	0.0246	0.367	0	0.1297	0.0917	0.0376	0	0.015	0	0.1088	0.1101	0.0177	0	0.0102	0.7385	0.0316	0.7702
S3237	0.0143	0	0	0	0.2388	0.0761	0.0764	0.3734	0.0314	0.0322	0.0704	0.0558	0.1689	0.2347	0	0	0	0.0318	0.0506	0.7145	0.1956	0.0856	0	0.0408	0.0695	0.0085	0.074	0	0.1488	0.3443	0.0278	0.0116	0.0879	0	0.3683	0.0639	0	0.0583	0.0192	0.0251	0.0397	0.3883	0.0168	0.1287	0.1184	0.0514	0	0.1362	0.0309	0.0016	0.051	0.2153	0	0.1621	0.1436	0.0341	0.0227	0	0	0.1567	0.1782	0	0.0186	0	0.8218	0.0324	0.8542
S3238	0	0	0.0683	0	0.3374	0.1029	0.0377	0.4973	0.1662	0.0877	0.1497	0.0773	0.0869	0.1871	0	0	0.0148	0	0.0373	0.3997	0.0674	0.1401	0	0	0.0016	0.0053	0.0107	0	0.0531	0.0438	0.0268	0.0222	0.0323	0.0229	0.2985	0.042	0	0.0061	0.046	0.0152	0.1587	0.2745	0	0.1312	0.2053	0.0577	0.0246	0.12	0.1409	0.0043	0.005	0.4757	0.0728	0.1804	0.0481	0.0749	0	0.0229	0.0115	0.0638	0.0912	0.0364	0	0	0.8525	0.0186	0.8711
S3239	0.0649	0	0.0027	0.0409	0.1804	0.1163	0.037	0.1362	0.1098	0	0.0146	0	0	0.0125	0	0	0.1297	0.0593	0.0346	0.6792	0.1587	0.081	0	0	0.0525	0	0.0913	0	0.3475	0.4586	0	0	0.0873	0	0.2621	0.0678	0	0.1504	0.0586	0.0186	0	0.4784	0.0233	0.1894	0	0.1087	0	0.0823	0	0.0043	0.0596	0	0	0.1238	0	0.0042	0	0	0.0817	0.1911	0.2068	0	0	0.0841	0.7797	0.0498	0.8295
S324	0.0124	0	0.0997	0	0.2831	0.0654	0.0396	0.4291	0.1375	0.0734	0.0904	0	0.1485	0.158	0	0	0.1023	0.0214	0.0593	0.3351	0.1079	0.1766	0	0	0.0672	0.0077	0.0354	0	0.0428	0.1631	0.01	0.0213	0.0201	0	0.3025	0.0301	0.0156	0.0303	0.0618	0.0146	0	0.457	0.0057	0.1474	0.1392	0.0489	0	0.1416	0.1126	0.0032	0.021	0.3687	0.0464	0.1859	0.0293	0.0631	0.0183	0	0.0066	0.092	0.1232	0.0754	0.0314	0	0.6879	0.0358	0.7238
S3244	0	0	0.0731	0	0.3448	0.1026	0.0447	0.5703	0.0743	0.0677	0.1488	0.0178	0.1703	0.2294	0	0	0	0.0164	0	0.3772	0.0792	0.1324	0	0.1216	0.06	0.0069	0.0121	0	0.0824	0	0.0239	0.0014	0.0315	0.0114	0.4163	0.0304	0	0	0.0859	0.0238	0.1362	0.2688	0.0039	0.1174	0.192	0.0032	0.0213	0.1534	0.138	0.007	0	0.5205	0.0555	0.145	0.1761	0.0941	0	0.045	0.0029	0.0553	0.0158	0.0301	0	0	0.836	0	0.836
S3245	0	0	0	0	0.3202	0.1168	0.0038	0.4593	0.1527	0.0759	0.0752	0.0357	0.1828	0.1511	0	0	0.0409	0.0419	0.0512	0.4455	0.1102	0.1395	0	0	0.0472	0	0.0336	0	0.0768	0.2127	6e-04	0.0119	0.0241	0	0.262	0.0456	0	0.0334	0.0345	0.0095	0.0983	0.3704	0.0073	0.1471	0.2057	0.0483	0	0.1106	0.0909	0.0042	0.032	0.3645	0.0292	0.2136	0.0679	0.0278	0	0	0.0459	0.1132	0.1279	0	0	0	0.776	0.0256	0.8016
S3250	0	0	0.1102	0	0.2391	0.0868	0.057	0.3767	0.0831	0.0608	0.071	0.0243	0.1809	0.1833	0	0	0.0818	0.0372	0.0489	0.3679	0.135	0.1066	0	0.0223	0.0066	0.0061	0.0395	0	0.0775	0.0875	0.0264	0.0042	0.0744	0.0133	0.2691	0.0412	0.0474	0.0407	0.1222	0.0129	0.0859	0.4434	0.0016	0.157	0.2822	0.0346	0	0.1359	0.0893	0.0064	0.0272	0.4261	0.0156	0.235	0.0588	0	0	0.0338	0.0457	0.0899	0.1417	0.0533	0	0	0.8133	0.0244	0.8378
S3251	0	0	0.3282	0	0.2772	0.041	0.0311	0.4383	0.1092	0.0421	0.0631	0.0232	0.1542	0.2072	0	0	0.1613	0.0227	0.0055	0.3104	0.0732	0.0846	0	0	0.0609	0	0.0192	0	0.2137	0.0372	0.0137	0	0	0.0247	0.358	0.0402	0.1415	0.0164	0.0737	0.0279	0.1345	0.1852	0	0.1477	0.1663	0.0076	0	0.154	0.1809	0.005	0.0076	0.4284	0.0515	0.1354	0.0815	0.0754	0	0.0633	0.0283	0.0583	0.0687	0.1926	0	0.0755	0.9166	0.0028	0.9194
S3253	0	0	0.0486	0	0.2785	0.0819	0.0859	0.5028	0.0167	0.0673	0.1593	0.0584	0.1437	0.2945	0	0	0	0.033	0.0408	0.3702	0.1266	0.1304	0	0	0.1122	0	0.0377	0	0.1673	0.0885	0.0331	0.0142	0	0	0.4253	0.0172	0.0333	0.0145	0.0304	0.0324	0.1324	0.4168	0.0092	0.0984	0.2194	0.0244	0.0384	0.2021	0.1091	0.0063	0.0193	0.4713	0.0106	0.2057	0.1901	0.0583	0	0.0664	0.017	0.1126	0.0901	0.0316	0.0256	0.0189	0.7279	0.0204	0.7483
S3261	0.014	0	0	0	0.1777	0.045	0.0093	0.3817	0.0105	0	0	0	0.1418	0.1746	0.038	0	0	0.0298	0.002	0.6073	0.1217	0.0946	0	0.1039	0.0852	0.0057	0.0171	0	0.19	0.0457	0.0652	0.0129	0.0442	0.0163	0.3564	0.0456	0	0.0184	0.1312	0.0319	0.0138	0.3954	0.0027	0.1695	0.0726	0.028	0	0.1004	0.0994	0.0042	0.0215	0.4215	0.0208	0.035	0.1199	0.1008	0	0.0147	0.0388	0.0958	0.0614	0	0	0	0.8072	0.008	0.8152
S3262	0	0	0.097	0	0.3825	0.1805	0.0816	0.4945	0.1775	0.0299	0.0685	0.0023	0.0731	0.1561	0	0	0.0693	0.0189	0.0112	0.2871	0.0817	0.1182	0	0	0.0605	0.0055	0.0037	0	0.0543	0.0681	0.0501	0.0237	0.0396	0.0035	0.2825	0.0447	0.0033	0.0406	0.1146	0.0345	0.0893	0.2652	0.0045	0.1795	0.1957	0.0504	0	0.0845	0.1124	0.0039	0.0179	0.4011	0.032	0.1351	0.083	0.0301	0	0.028	0.0137	0.0661	0.0783	0.0685	0	0.0029	0.8349	0.0056	0.8405
S3266	0	0	0.112	0	0.3531	0.044	0.0203	0.6103	0.0155	0.0813	0.1569	0.0916	0.1471	0.27	0.0062	0	0.0301	0.0216	0	0.4514	0.0769	0.1503	0	0.1072	0.1079	0.0102	0.035	0	0.0989	0.0972	0.0841	0.0089	0.0906	0	0.1684	0.0438	0.0287	0	0.0776	0.0359	0.21	0.0498	0.0047	0.1058	0.1839	0.0233	0.0455	0.0891	0.1742	0.0045	0.0089	0.5305	0.088	0.0955	0.1817	0.1417	0	0.0389	0	0.082	0.0327	0.0309	0.0336	0.0265	0.9979	0	0.9979
S327	0	0	0.0286	0	0.2783	0.1153	0.0894	0.3785	0.1196	0.0483	0.063	0.0249	0.1883	0.1744	0	0	0.0376	0.0337	0.0311	0.5358	0.1093	0.0349	0	0	0	0	0.0122	0	0.1663	0.1432	0.0364	0.0196	0.0348	0.0152	0.3334	0.035	0	0.0219	0.1004	0	0.0936	0.4603	0	0.1345	0.3564	0.0489	0	0.1234	0.0935	0.0045	0.0072	0.3617	0.024	0.273	0.0223	0.0861	0	0.0124	0.0418	0.074	0.1602	0.0142	0	0	0.8699	0.0156	0.8854
S3272	0	0	0.0323	0	0.2518	0.0682	0.003	0.4018	0.0998	0.0356	0.0447	0.0061	0.2065	0.2106	0	0	0	0	0.0144	0.3989	0.1064	0.0852	0	0.0316	0	0	0.0016	0	0.0934	0.0269	0.0126	0.0018	0	0.0202	0.4084	0.0522	0	0	0.1336	0	0.1296	0.4387	0	0.1578	0.271	0.037	0	0.1657	0.1161	0.0036	0	0.4539	0.0471	0.2014	0.0711	0.0715	0	0.0083	3e-04	0.0524	0.0704	0.0124	0	0	0.7816	0.0072	0.7888
S3274	0.0114	0	0.034	0	0.3646	0.1655	0.0706	0.4423	0.1956	0.0794	0.0347	0.0474	0.1601	0.1592	0	0	0.0569	0.0163	0.0346	0.3446	0.0693	0.0712	0	0	0.0071	0.0145	0.0256	0	0.0914	0.188	0.0334	0.0218	0.0252	0.0246	0.296	0.0402	9e-04	0.0299	0.1247	0	0.1082	0.3031	0	0.1432	0.2908	0.0493	0.0046	0.1039	0.1341	0.0043	0.0188	0.366	0.0513	0.2334	0	0.1256	0	0.0113	0.0246	0.0562	0.1486	0.0162	0	0	0.8487	0.023	0.8717
S3279	0	0	0.1537	0	0.3284	0.0694	0.0884	0.566	0.0641	0.0937	0.1829	0.0537	0.1935	0.2533	0	0	0.0474	0.0253	0.006	0.2593	0.0897	0.1958	0	0.0206	0.0943	0.0052	0.0162	0	0.0328	0	0.0489	0.0168	0.0196	0.0067	0.1859	0.0387	0.0835	0.0101	0.1015	0.0176	0.122	0.3056	0.0065	0.1416	0.3378	0.0326	0.0544	0.0729	0.1389	0.0036	0.0104	0.5365	0.0747	0.1559	0.1245	0.1087	0	0.0663	0.0245	0.0475	0.0789	0.0832	0.0112	0.0066	0.8541	0.003	0.8571
S3282	0.0032	0	0.1133	0	0.394	0.0907	0.0202	0.6517	0.0991	0.0931	0.2033	0	0.1903	0.2779	0	0	0.0491	0	0.0188	0.3881	0.0745	0.1526	0.0044	0.0719	0.1439	0.0116	0	0	0.0561	0	0.0646	0.016	0.0219	0	0.3572	0.0399	0.0218	0	0.0326	0.0421	0.0784	0.1163	0	0.1207	0.2023	0.012	0.0349	0.1584	0.1915	0.0044	0	0.578	0.0718	0.1	0.19	0.1543	0	0.0128	0	0.0709	0.0019	0.0754	0.0148	0	0.8565	0.0132	0.8697
S3295	0	0	0.0435	0	0.2965	0.093	0.0703	0.4518	0.0401	0	0.0498	0	0.1144	0.1733	0	0	0.0582	0.0141	0.035	0.4196	0.1423	0.0973	0	0.04	0.0883	0.0057	0.0483	0	0.0867	0.0995	0.0227	0.0269	0.0023	0.0193	0.3616	0.0476	0	0.0427	0.0959	0.0397	0.0908	0.4005	0.0066	0.1537	0.0605	0.0143	0	0.1447	0.0883	0.0049	0.0362	0.3835	0.0058	0.1904	0.0593	0.1631	0	0.0122	0.0242	0.13	0.0805	0.0129	0.0318	0	0.7707	0.0175	0.7882
S3299	0	0	0.0637	0	0.3554	0.1309	0.0538	0.5861	0.0943	0.0728	0.1574	0.002	0.1791	0.228	0	0	0	0.0111	0.0164	0.4153	0.1001	0.1088	0	0.0938	0.0532	0	0.0111	0	0.1375	0.0568	0.0514	0.0108	0.0474	0	0.2457	0.038	0.007	0.0025	0.0961	0.0056	0.0938	0.2974	0	0.129	0.296	0.0352	0.0636	0.1143	0.1389	0.005	0	0.4636	0.0682	0.1722	0.1399	0.1458	0	0.0093	0	0.0645	0.0795	0.0209	0	0	0.8591	0.0082	0.8673
S3311	0.0456	0	0.043	0.0893	0.0292	0	0.0247	0.1722	0	0	0	0	0.1203	0.1658	0.006	0	0.0575	0.0131	0.0479	0.4513	0.1918	0.0473	0	0	0.0459	0.0253	0.0642	0	0.1561	0.2235	0.0921	0.0261	0.0845	0.0024	0.3435	0.0669	0.0248	0.0645	0.2077	0.0284	0	0.5798	0.015	0.1879	0.0302	0.0815	0.0088	0.0787	0.026	0.0063	0.0521	0.2301	0	0.1487	0.0023	0.0811	0	0.0036	0.0269	0.1364	0.1683	0	0	0	0.6845	0.0468	0.7312
S332	0	0	0.0415	0	0.3915	0.0951	0	0.5602	0.14	0.118	0.1464	0	0.1857	0.218	0	0	0	0	0	0.6075	0.1049	0.1232	0	0.0563	0.0587	0	0	0.0037	0.1039	0.0482	0.0369	0.0138	0	0.0015	0.227	0.0457	0	0	0.0084	0.0114	0.0241	0.2998	0	0.1453	0.1607	0.0331	0.0058	0.0716	0.1585	9e-04	0	0.4457	0.0628	0.1201	0.1066	0.1996	0	0.0017	0	0.0635	0.0293	0	0	0	0.9165	0	0.9165
S3321	0.0631	0	0.1074	0.0939	0.3019	0.1055	0.0512	0.374	0.1742	0.0791	0.0857	0.0718	0.0375	0.1308	0	0	0.0723	0.0216	0.0461	0.4388	0.1564	0.1543	0	0	0.0597	0.0042	0.0668	0	0.274	0.4026	0	0	0.052	0.003	0.207	0.0318	0.0475	0.0775	0.0502	0.0065	0.0741	0.267	0.02	0.1459	0.1254	0.0768	0.0081	0.0867	0.1029	0.0056	0.0546	0.1467	0	0.2497	0.0263	0.0131	0	0	0.0243	0.1294	0.1852	0.0526	0	0.1165	0.8147	0.0546	0.8693
S3328	0	0	0.0273	0	0.3393	0.1089	0.042	0.4617	0.1727	0.0686	0.1099	0.0079	0.0968	0.1652	0	0	0.0099	0.0308	0.0159	0.4444	0.1191	0.0774	0	0.064	0.0794	0	0.0235	0	0.0797	0.0888	0.0397	0.0216	0.0236	0.0174	0.5824	0.0508	0	0.033	0.0513	0.0154	0.0185	0.3188	0	0.1337	0.1711	0.0578	0.0157	0.2048	0.1275	0.0055	0.0146	0.4188	0.0328	0.2069	0.0711	0.0465	0	0	0.0348	0.0587	0.085	0	0	0	0.7807	0.008	0.7886
S3334	0.0168	0	0.1222	0	0.3008	0.1154	0.0209	0.4782	0.0629	0.0255	0.0869	0	0.1037	0.1798	0	0	0.055	0.032	0.0651	0.3278	0.1008	0.1193	0	0.0025	0.1154	0.0196	0.054	0	0.085	0.0677	0.0387	0.0244	0.0216	0.0121	0.2567	0.0536	0.0173	0.0396	0.1149	0.0486	0.0978	0.3232	0.0129	0.1577	0.0572	0.0371	0.0239	0.118	0.1389	0.0042	0.0436	0.3846	0.0012	0.1391	0.0938	0.1408	0.0089	0.0271	0.0124	0.1142	0.0756	0.0833	0.0145	0.0124	0.8197	0.041	0.8606
S3343	0	0	0.114	0	0.3085	0	0.0391	0.5429	0.0557	0.0797	0.1862	0	0.1633	0.2633	0	0	0.0534	0	0	0.5595	0.0875	0.0611	0	0.1218	0	0	0.0052	0	0.1177	0	0.0465	0.0178	0	0	0.2584	0.0526	0.044	0	0.0436	0	0.0345	0.3392	0	0.1357	0.272	0.0146	0.041	0.1187	0.1407	0.0035	0	0.5073	0.0993	0.1737	0.1057	0.117	0	0.0111	0.0041	0.0529	0.0238	0.0418	0	0	0.8813	0	0.8813
S3346	0	0	0.0112	0	0.317	0.1025	0.072	0.4343	0.1606	0.1063	0.1631	0.1169	0.1293	0.1643	0	0	0.0076	0.0443	0.0388	0.4574	0.0859	0.1286	0	0.04	0.0459	0	0.0137	0	0.0372	0.0523	0.0148	0.0186	0	0	0.2846	0.025	0	0.035	0.0162	0	0.0913	0.3985	0	0.1465	0.2782	0.0751	0	0.1155	0.0871	0.0037	0.004	0.4445	0.0776	0.231	0.0267	0.0393	0	0	0.0598	0.0737	0.1381	0	0	0	0.8033	0.0194	0.8227
S3350	0	0	0.0448	0	0.2185	0.0715	0.053	0.3213	0.0969	0.0289	0.046	0.0133	0.1344	0.1531	0	0	0.0388	0.0471	0.0354	0.4208	0.1316	0.1105	0	0	1e-04	0.005	0.0338	0	0.1063	0.129	0.0201	0.0181	0.0211	0.0098	0.3777	0.0446	0	0.0594	0.1228	0.0052	0.1237	0.4795	0	0.1575	0.1758	0.0561	0.0095	0.1466	0.0552	0.0041	0.023	0.3453	0	0.1936	0.0206	0.0755	0	0	0.0412	0.0948	0.1351	0.0023	0	0	0.796	0.0177	0.8137
S3356	0	0	0.0427	0	0.2112	0.0442	0.0331	0.2648	0.0944	0	0.0174	0.0031	0.073	0.145	0	0	0.0845	0.0289	0.0507	0.5611	0.1646	0.0658	0	0.0145	0.0094	0.0046	0.0523	0	0.1653	0.2141	0.0506	0.0179	0.0626	0.0068	0.3218	0.0557	0.0049	0.0719	0.1187	0.0127	0.0507	0.5775	0.0024	0.1613	0.064	0.0643	0.0038	0.1092	0.0523	0.006	0.0346	0.2541	0	0.2278	0.0255	0.0739	0.002	0.0071	0.0288	0.1225	0.1553	0	0	0	0.8213	0.0254	0.8467
S3359	0.0176	0	0.0146	0	0.309	0.1208	0.0061	0.4966	0.107	0.0371	0.0734	0.0947	0.1493	0.1696	0	0	0.0215	8e-04	0.062	0.3349	0.0868	0.16	0	0	0.0785	0.0068	0.0327	0	0.0643	0.1385	0.0273	0.0178	0.0683	0.0043	0.4403	0.0401	0	0.0416	0.1296	0.0275	0.1685	0.1529	0.0093	0.1244	0.0563	0.0678	0	0.194	0.0624	0.0043	0.0292	0.3727	0.0447	0.0972	0.1212	0.0306	0	9e-04	0	0.1188	0.076	0	0.0128	0.0269	0.767	0.0398	0.8068
S3360	9e-04	0	0.1197	0	0.2496	0.1324	0.1157	0.2725	0.1783	0.0112	0	0	0.1454	0.0576	0	0	0.1203	0	0.0312	0.4544	0.1706	0.0597	0	0	0	0.0022	0.0401	0	0.271	0.3595	0.0286	0.0081	0.0555	0	0.4115	0.0369	0.0937	0.0823	0.1194	0	0	0.5299	0.004	0.1743	0.2562	0.093	4e-04	0.1193	0	0.0052	0.0329	0.0893	0	0.3351	0	0.0344	0	0	0	0.0897	0.2037	0.0513	0	0.049	0.7715	0.016	0.7875
S3364	0	0	0.0517	0	0.3471	0.1773	0.0653	0.4433	0.1436	0.0606	0.1016	0.0107	0.1037	0.1336	0.0046	0	0.0876	0.0365	0.045	0.7079	0.1223	0.0099	0	0	0.0356	8e-04	0.0426	0	0.1131	0.1547	0.013	0.0214	0.0473	8e-04	0.1492	0.0591	0	0.0612	0.0081	0.0042	0.0083	0.4002	0.001	0.1683	0.091	0.0704	0	0.0232	0.0895	0.004	0.0283	0.2691	0.0498	0.0946	0.1004	0.1317	0	0	0.0318	0.1079	0.1552	0	0	0	0.9349	0.0225	0.9574
S337	0	0	0.1036	0	0.2632	0.1063	0.0299	0.3251	0.1835	0.0775	0.0942	0.0307	0.1683	0.139	0	0	0.0755	0.0189	0.0215	0.4661	0.1357	0.1219	0	0	0	0	0.0179	0	0.2555	0.296	0.0237	0.0045	0.0321	0.0171	0.2936	0.0315	0.0516	0.0477	0.0855	0	0.0117	0.5701	0	0.1574	0.3702	0.0817	0.0175	0.0866	0.0282	0.0047	0.0209	0.2129	0.0264	0.3177	0	0.0576	0	0	0.022	0.0605	0.1806	0.0474	0	0	0.8165	0.0107	0.8272
S3373	0	0	0.0691	0	0.2598	0.1245	0.0786	0.3567	0.1193	0.0545	0.0633	0.0707	0.1426	0.1553	0	0	0.1267	0	0.0589	0.3146	0.1508	0.1341	0	0	0.043	0.018	0.05	0	0.0717	0.2267	0.0113	0.0117	0.0448	0.0114	0.3427	0.0387	0	0.0643	0.137	0.0073	0.1092	0.5075	0.0105	0.1756	0.174	0.0595	0	0.1218	0.0625	0.0064	0.0371	0.2709	0.0303	0.1642	0.0658	0.0696	0	0.0174	0	0.1008	0.1576	0.0263	0	0	0.7617	0.0294	0.7911
S3376	0.0034	0	0.225	0	0.2878	0.0972	0.024	0.4259	0.1286	0.0769	0.1004	0.0738	0.1148	0.1537	0	0	0.1046	0.0202	0.0623	0.2275	0.1049	0.1696	0	0	0.058	0.0272	0.0388	0	0.0979	0.2408	0.017	0.0135	0.0554	0.0234	0.2521	0.0428	0.0786	0.0382	0.1636	0.01	0.0948	0.215	0.0104	0.1589	0.081	0.0626	0	0.1214	0.1282	0.0033	0.0244	0.2958	0.0307	0.1663	0.0642	0.0284	0	0	0.0129	0.1237	0.1209	0.1528	0.0095	0.039	0.8634	0.0328	0.8962
S3380	0.0139	0	0.1096	0.0252	0.2195	0.0834	0.0285	0.2151	0.1502	0.0679	0.0235	0.0958	0.1258	0.113	0	0	0.0711	0.024	0.0497	0.3923	0.1628	0.0997	0	0	0	0.0026	0.0536	0	0.2675	0.3522	0.0389	0.019	0.0625	0.0071	0.3057	0.0214	0.0622	0.0694	0.1215	0	0.0994	0.3859	0.0115	0.1526	0.2729	0.1007	0	0.1161	0.0802	0.0051	0.0335	0.1854	0.0097	0.2997	0	0.0469	0	0.0327	0.0481	0.1058	0.1845	0.0671	0	0.066	0.8219	0.0318	0.8537
S3387	0.0049	0	0.0967	0	0.2351	0.0804	0.0295	0.3156	0.1412	0.0522	0.041	0.004	0.1521	0.1155	0	0	0.0751	0.0248	0.0682	0.431	0.1353	0.1489	0	0	0	0.0205	0.0325	0	0.0972	0.1984	0.0072	0.009	0.0171	0.0087	0.2379	0.0552	0.0443	0.0471	0.1468	0	0.1331	0.4631	0.0034	0.1608	0.1411	0.0789	0	0.0924	0.0671	0.0046	0.0189	0.3181	0	0.2534	0.0389	0	0	0	0.0103	0.0959	0.1695	0.0404	0	0.0082	0.8643	0.0366	0.9008
S3390	0	0	0.1139	0	0.296	0.0863	0.1046	0.4174	0.1517	0.0725	0.1399	0.0077	0.1108	0.1059	0	0	0.0892	0.0149	0.0283	0.3931	0.1183	0.1294	0	0	0	0	0.0304	0	0.1515	0.2243	0.011	0.0093	0	0.0222	0.3326	0.0369	0.0466	0.0473	0.0981	0	0.0263	0.3666	0.0023	0.1676	0.2374	0.0849	0	0.1322	0.0627	0.0056	0.0207	0.319	0.0162	0.2326	0.0464	0.0566	0	0	0.035	0.097	0.157	0.0721	0	0.033	0.8104	0.0142	0.8246
S3392	0.0058	0	0	0	0.2276	0.0832	0.0483	0.4042	0.1094	0.023	0.0679	0.0233	0.1013	0.1206	0	0	0	0	0.0257	0.444	0.1544	0.121	0	0	0	0.0141	0.0503	0	0.1306	0.2178	0	0	0.0541	0.0101	0.4162	0.0535	0	0.0567	0.1655	0	0.0399	0.4079	0.0066	0.1447	0.2482	0.0824	0	0.1522	0.0303	0.008	0.0406	0.3313	0.0248	0.2843	0.0214	0.0145	0	0	0	0.0843	0.1617	0	0	0	0.7032	0.0158	0.719
S3397	0	0	0.0453	0	0.3134	0.1521	0.0604	0.5034	0.0666	0.058	0.1358	0	0.1408	0.1806	0	0	0.0433	0.0149	0.0462	0.4757	0.138	0.0928	0	0.0238	0.0615	0.0044	0.0333	0	0.1064	0	0.0351	0.0168	0.0066	0	0.3086	0.0313	0	0.0355	0.0675	0.0313	0	0.3983	0.0067	0.1972	0.0599	0.0558	0.0276	0.0933	0.1525	0.0053	0.0043	0.4253	0.0308	0.1405	0.1178	0.1172	0	0	0	0.0965	0.1054	0	0	0	0.8047	0.0231	0.8278
S3400	0	0	0.1114	0	0.2833	0.0755	0.0772	0.5103	0.0868	0.07	0.1323	0	0.1538	0.2138	0	0	0.0339	0.0224	0	0.3779	0.0853	0.0715	0	0	0	0	0	0	0.1352	0	0.0226	0.003	0	0	0.4834	0.0271	0.0309	0	0.0762	0.0033	0.045	0.4834	0	0.1396	0.2601	0.0123	0.0301	0.1935	0.1478	0.0022	0	0.4849	0.0582	0.1964	0.0646	0.1867	0	0.0352	0.0045	0.0385	0.0479	0.0658	0	0	0.7656	0	0.7656
S3410	0.042	0	0.0881	0.0248	0.2004	0.0842	0.1129	0.174	0.1677	0.0505	0.0185	0.055	0.1506	0.0974	0	0	0.1265	0.0449	0.0634	0.4809	0.1785	0.1116	0	0	0.0079	0	0.054	0	0.2299	0.3664	0.0217	0.0155	0.0501	0.0058	0.2639	0.0376	0.0604	0.0966	0.1307	0	0.0801	0.5899	0.0108	0.1606	0.273	0.1064	0	0.0743	0.0247	0.0058	0.0376	0.0377	0	0.3063	0	0	0	0	0.0637	0.0962	0.2066	0.026	0	0.0205	0.8425	0.0527	0.8952
S3417	0.0099	0	0.0044	0	0.2429	0.1101	0.057	0.329	0.1078	0.0301	0.0795	0.0101	0.1115	0.0909	0	0	0.0517	0.0155	0.0596	0.4729	0.1628	0.0989	0	0	0.0438	0.0128	0.0636	0	0.1588	0.2718	0.0354	0.0197	0.0362	0.005	0.3099	0.0428	0	0.078	0.094	0.0202	0.0429	0.5563	0.0089	0.1821	0.1317	0.0783	0	0.1014	0.0096	0.0069	0.0433	0.2242	0	0.1737	0.0546	0.0449	0	0	0	0.1404	0.1614	0	0	0	0.7501	0.0348	0.7849
S3421	0.0499	0	0	0	0.2932	0.1261	0.055	0.3791	0.1327	0.0485	0.0376	0.0464	0.1047	0.098	0	0	0.0588	0.0513	0.0549	0.6369	0.1685	0.1644	0	0	0.0747	0	0.0561	0	0.1333	0.32	0.0057	0.002	0.051	0.0056	0.2017	0.0438	0	0.0811	0.0412	0.0065	0.0135	0.4133	0.0092	0.1821	0.1509	0.0954	0	0.0571	0.0739	0.0053	0.038	0.1635	0	0.1833	0.065	0.0534	0	0	0.069	0.0914	0.1838	0	0	0	0.852	0.0524	0.9044
