	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	0.0	1.0	6.66750239331e-60	0	0
S10006	0.0	1.0	5.17854680944e-60	0	0
S1001	0.0	1.0	5.12318158257e-60	0	0
S10010	0.0	1.0	6.12229081047e-60	0	0
S10011	0.0	1.0	5.72544739198e-60	0	0
S10014	0.0	1.0	5.85644658619e-60	0	0
S10026	0.0	1.0	4.57169063349e-60	0	0
S10032	0.0	1.0	5.89138174802e-60	0	0
S10036	0.0	1.0	4.79713488801e-60	0	0
S10042	0.0	1.0	5.22149138843e-60	0	0
S10044	0.0	1.0	4.83474082707e-60	0	0
S10049	0.0	1.0	4.96703031471e-60	0	0
S10057	0.0	1.0	5.82486140148e-60	0	0
S10062	0.0	1.0	5.61399268018e-60	0	0
S10066	0.0	1.0	6.76046027175e-60	0	0
S10067	0.0	1.0	4.71537067002e-60	0	0
S1007	0.0	1.0	5.8236835711e-60	0	0
S10073	0.0	1.0	4.97726300678e-60	0	0
S10077	0.0	1.0	6.8228360721e-60	0	0
S10080	0.0	1.0	6.12289433046e-60	0	0
S10082	0.0	1.0	4.99365153647e-60	0	0
S10087	0.0	1.0	4.97781786583e-60	0	0
S10089	0.0	1.0	5.92925588467e-60	0	0
S1009	0.0	1.0	4.80540511856e-60	0	0
S10090	0.0	1.0	6.0506886252e-60	0	0
S10093	0.0	1.0	5.4212374303e-60	0	0
S10094	0.0	1.0	5.99104546296e-60	0	0
S1010	0.0	1.0	6.21654666178e-60	0	0
S10111	0.0	1.0	5.01744665453e-60	0	0
S10116	0.0	1.0	5.55179578315e-60	0	0
S10119	0.0	1.0	4.85414491605e-60	0	0
S10121	0.0	1.0	5.722398384e-60	0	0
S10130	0.0	1.0	6.27863257812e-60	0	0
S10140	0.0	1.0	5.4079022361e-60	0	0
S10142	0.0	1.0	5.10910936356e-60	0	0
S10150	0.0	1.0	6.66581435775e-60	0	0
S10155	0.0	1.0	5.16560376046e-60	0	0
S1016	0.0	1.0	5.66566852442e-60	0	0
S10163	0.0	1.0	6.55636999852e-60	0	0
S10167	0.0	1.0	5.42474095495e-60	0	0
S10168	0.0	1.0	5.16121517628e-60	0	0
S10173	0.0	1.0	4.5728047977e-60	0	0
S10175	0.0	1.0	5.90773511863e-60	0	0
S10179	0.0	1.0	4.7482668761e-60	0	0
S10186	0.0	1.0	4.88737687245e-60	0	0
S1019	0.0	1.0	5.7721447376e-60	0	0
S10190	0.0	1.0	4.74717165796e-60	0	0
S10195	0.0	1.0	5.94494592177e-60	0	0
S10196	0.0	1.0	5.47910338392e-60	0	0
S10200	0.0	1.0	5.818541386e-60	0	0
S10201	0.0	1.0	6.90877571476e-60	0	0
S10202	0.0	1.0	6.01161933555e-60	0	0
S10205	0.0	1.0	4.96251793531e-60	0	0
S10211	0.0	1.0	5.05814874007e-60	0	0
S10221	0.0	1.0	4.89469470932e-60	0	0
S10222	0.0	1.0	5.71836852041e-60	0	0
S10226	0.0	1.0	5.3284434195e-60	0	0
S10227	0.0	1.0	6.18742907917e-60	0	0
S10228	0.0	1.0	5.73193927351e-60	0	0
S10232	0.0	1.0	4.84764858613e-60	0	0
S10248	0.0	1.0	4.33766444284e-60	0	0
S10249	0.0	1.0	6.85644789219e-60	0	0
S1025	0.0	1.0	5.09584418709e-60	0	0
S10266	0.0	1.0	6.8268271314e-60	0	0
S10269	0.0	1.0	5.85734671808e-60	0	0
S10272	0.0	1.0	5.41434244675e-60	0	0
S10273	0.0	1.0	5.44435180376e-60	0	0
S10274	0.0	1.0	5.38815077954e-60	0	0
S1028	0.0	1.0	4.72825189519e-60	0	0
S10280	0.0	1.0	5.70640364204e-60	0	0
S10283	0.0	1.0	4.93086961347e-60	0	0
S1029	0.0	1.0	5.6688695763e-60	0	0
S10292	0.0	1.0	5.15061795207e-60	0	0
S10294	0.0	1.0	4.60110169365e-60	0	0
S10302	0.0	1.0	4.98495343674e-60	0	0
S10303	0.0	1.0	5.65639681455e-60	0	0
S10323	0.0	1.0	5.77468081269e-60	0	0
S10326	0.0	1.0	5.51887895685e-60	0	0
S10328	0.0	1.0	5.618381147e-60	0	0
S10329	0.0	1.0	5.25129446038e-60	0	0
S10336	0.0	1.0	6.26619035982e-60	0	0
S10340	0.0	1.0	5.30363313225e-60	0	0
S10347	0.0	1.0	6.34252817079e-60	0	0
S10353	0.0	1.0	5.60560652361e-60	0	0
S10356	0.0	1.0	5.77382877945e-60	0	0
S10358	0.0	1.0	6.08233606401e-60	0	0
S10365	0.0	1.0	5.98443083533e-60	0	0
S1037	0.0	1.0	4.72274220019e-60	0	0
S10373	0.0	1.0	5.2011119455e-60	0	0
S10374	0.0	1.0	5.01088713901e-60	0	0
S10375	0.0	1.0	5.59859432056e-60	0	0
S10377	0.0	1.0	5.36384346141e-60	0	0
S10378	0.0	1.0	4.61841863248e-60	0	0
S10390	0.0	1.0	6.22353315274e-60	0	0
S10391	0.0	1.0	5.65892876023e-60	0	0
S10393	0.0	1.0	4.15939599503e-60	0	0
S10400	0.0	1.0	6.17287474625e-60	0	0
S10401	0.0	1.0	6.33987696605e-60	0	0
S10406	0.0	1.0	6.08026812226e-60	0	0
S10408	0.0	1.0	6.15988316933e-60	0	0
S10409	0.0	1.0	4.4826814511e-60	0	0
S10418	0.0	1.0	6.66101105377e-60	0	0
S10431	0.0	1.0	5.58011022879e-60	0	0
S10438	0.0	1.0	5.45645448351e-60	0	0
S10439	0.0	1.0	5.42255712265e-60	0	0
S10441	0.0	1.0	6.75680113079e-60	0	0
S10442	0.0	1.0	5.78975553982e-60	0	0
S1046	0.0	1.0	5.96352731012e-60	0	0
S10478	0.0	1.0	7.11208485025e-60	0	0
S10480	0.0	1.0	5.04350488874e-60	0	0
S10484	0.0	1.0	6.32846213777e-60	0	0
S10492	0.0	1.0	4.43637210099e-60	0	0
S10496	0.0	1.0	4.50023766615e-60	0	0
S10510	0.0	1.0	5.11457264815e-60	0	0
S10513	0.0	1.0	5.91633378371e-60	0	0
S10516	0.0	1.0	6.33512405078e-60	0	0
S10534	0.0	1.0	5.26958748753e-60	0	0
S10535	0.0	1.0	4.30535686201e-60	0	0
S10537	0.0	1.0	5.79172954132e-60	0	0
S1054	0.0	1.0	5.57635382902e-60	0	0
S10543	0.0	1.0	5.45644935613e-60	0	0
S10546	0.0	1.0	5.09595101647e-60	0	0
S1055	0.0	1.0	6.46396228032e-60	0	0
S10551	0.0	1.0	6.28261184371e-60	0	0
S10552	0.0	1.0	6.89432652437e-60	0	0
S10555	0.0	1.0	4.80636423267e-60	0	0
S10559	0.0	1.0	6.10888882271e-60	0	0
S1056	0.0	1.0	4.99018538391e-60	0	0
S10563	0.0	1.0	5.77844992782e-60	0	0
S10574	0.0	1.0	5.34409176931e-60	0	0
S10576	0.0	1.0	5.52722129712e-60	0	0
