	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	5.93932494689e-13	8.84300246297e-89	5.65142917644e-26	1.26641905897e-232	3.81350241965e-28	0.999999999999
B	5.74198150303e-13	8.63489549312e-89	5.48983421742e-26	1.24335496602e-232	3.78465483115e-28	0.999999999999
C	3.22510942354e-13	3.48011541311e-89	4.52857200314e-26	6.42860757066e-233	4.58962467029e-28	1.0
D	3.2556322625e-13	3.49279364641e-89	4.48886261848e-26	6.3160886784e-233	4.53959462463e-28	1.0
E	2.95541401984e-13	3.67893648746e-89	4.39802695813e-26	6.4806999419e-233	3.16330333308e-28	1.0
F	4.41907743313e-13	6.70541286228e-89	8.41581216954e-26	1.14805422357e-232	2.80386601614e-28	1.0
G	7.10688228883e-13	1.31820168278e-88	5.99731945672e-26	2.67532113925e-232	3.54769663554e-28	0.999999999999
H	6.94549121358e-13	1.87906736845e-88	6.1160870551e-26	2.0898400481e-232	3.66159737236e-28	0.999999999999
I	6.98992823419e-13	1.89974069114e-88	6.16005693603e-26	2.10336620883e-232	3.5489218534e-28	0.999999999999
J	3.16776755139e-13	2.71719551094e-89	4.28028296103e-26	5.16089365126e-233	4.78294457796e-28	1.0
K	2.45432248479e-13	1.9691565399e-89	3.89227016914e-26	4.09907195433e-233	3.14971724054e-28	1.0
L	2.97640365182e-13	3.36067960072e-89	4.32529132529e-26	5.93131785993e-233	4.5948336815e-28	1.0
