	B Cells	CD4 T Cells	CD8 T Cells	Endo	Fibroblast	Macrophages	Mast Cell
mix_1	0	0.416	0.8782	0	0.1007	0.0203	0.0221
mix_2	0	0.2964	0.6484	0	0.069	0.0011	0.061
mix_3	0	0.1424	0.1968	0	0.308	0.0157	0.0141
mix_4	0	0.7134	0.8136	0	0.227	0.0	0.033
mix_5	0	0.4733	0.7162	0	0.3262	0.0005	0.0261
mix_6	0	0.6493	0.8306	0	0.2138	0.0	0.0044
mix_7	0	0.3317	0.5567	0	0.3402	0.0012	0.0398
mix_8	0	0.2374	0.6205	0	0.2516	0.0004	0.0262
mix_9	0	0.7527	0.966	0	0.1526	0.0	0.0059
mix_10	0	0.6635	0.381	0	0.1517	0.0323	0.045
mix_11	0	0.5001	0.906	0	0.0	0.0277	0.0685
mix_12	0	0.6073	0.6954	0	0.3078	0.0003	0.01
mix_13	0	0.763	0.5702	0	0.0768	0.0034	0.0
mix_14	0	0.7696	0.8363	0	0.0687	0.0218	0.0344
mix_15	0	0.4276	0.6812	0	0.2446	0.0	0.0
mix_16	0	0.0564	0.1459	0	0.3597	0.0	0.0
mix_17	0	0.1952	0.0826	0	0.3765	0.0	0.0
mix_18	0	0.7427	0.118	0	0.0335	0.0224	0.0511
mix_19	0	0.1481	0.2811	0	0.2823	0.0095	0.0025
mix_20	0	0.6497	0.7139	0	0.0631	0.0	0.0
mix_21	0	0.5249	0.1702	0	0.3166	0.0002	0.0
mix_22	0	0.608	0.8698	0	0.1504	0.0363	0.075
mix_23	0	0.6806	0.8137	0	0.0047	0.008	0.0227
mix_24	0	0.5247	0.6245	0	0.3146	0.0	0.0
mix_25	0	0.7767	0.8792	0	0.0908	0.0	0.0022
mix_26	0	0.4652	0.0802	0	0.2826	0.0084	0.0
mix_27	0	0.6002	0.9048	0	0.0724	0.012	0.0092
mix_28	0	0.6161	0.7531	0	0.1955	0.0001	0.001
mix_29	0	0.4874	0.8588	0	0.0782	0.0148	0.0718
mix_30	0	0.746	0.8288	0	0.1744	0.0005	0.0089
mix_31	0	0.6455	0.6625	0	0.1318	0.0126	0.0357
mix_32	0	0.838	0.8492	0	0.0219	0.0462	0.0879
mix_33	0	0.6839	0.4174	0	0.1455	0.0238	0.0
mix_34	0	0.3558	0.0551	0	0.1658	0.0297	0.0681
mix_35	0	0.6209	0.7788	0	0.2324	0.0023	0.0454
mix_36	0	0.5536	0.691	0	0.2464	0.016	0.0503
mix_37	0	0.2779	0.3618	0	0.3346	0.0008	0.0
mix_38	0	0.2969	0.5489	0	0.2893	0.0049	0.0
mix_39	0	0.5918	0.7823	0	0.1761	0.0	0.0286
mix_40	0	0.6593	0.6363	0	0.2542	0.0264	0.0546
mix_41	0	0.4512	0.1806	0	0.2534	0.0239	0.0106
mix_42	0	0.9477	0.5975	0	0.0133	0.0015	0.1251
mix_43	0	0.5385	0.115	0	0.2017	0.0229	0.0213
