	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.999999999897	5.67997185449e-69	0.0	0.0	6.06311045426e-98	1.03229314692e-10
B	0.999999999896	5.63908418771e-69	0.0	0.0	6.1939122281e-98	1.04495452312e-10
C	0.99999999987	4.35905758617e-69	0.0	0.0	9.55579656806e-98	1.2970141598e-10
D	0.999999999864	4.52823879271e-69	0.0	0.0	9.78538006634e-98	1.36301812675e-10
E	0.999999999866	4.83266204105e-69	0.0	0.0	8.15286929447e-98	1.3395865867e-10
F	0.999999999882	5.67887267729e-69	0.0	0.0	5.88897186036e-98	1.17920673108e-10
G	0.999999999901	6.85100844424e-69	0.0	0.0	5.36221083798e-98	9.88319695951e-11
H	0.999999999899	8.32336916027e-69	0.0	0.0	5.2222188517e-98	1.01053379448e-10
I	0.999999999902	8.2280831862e-69	0.0	0.0	5.06641127604e-98	9.81740373961e-11
J	0.999999999863	4.18921722593e-69	0.0	0.0	1.03987914438e-97	1.37498103334e-10
K	0.999999999858	4.0211829165e-69	0.0	0.0	8.6803930835e-98	1.41665343201e-10
L	0.999999999854	4.74337225773e-69	0.0	0.0	1.00189629148e-97	1.45882312456e-10
