	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells
Mix_1	642.084483366	556.88508791	2854.7193866	405.523185834	245.8298675
Mix_2	1085.90126934	664.102933007	2271.20839844	193.949282598	198.382746835
Mix_3	537.231766464	693.86333417	3589.37123365	175.504116646	585.013722095
Mix_4	678.883685902	754.203155832	3274.81606357	115.16591282	458.759156612
Mix_5	1468.37995008	482.052820237	3124.41345499	54.2752247359	258.123852635
Mix_6	933.608023925	421.079494116	2455.49592031	471.217354316	314.357594117
Mix_7	817.27653934	858.57370882	2381.82594368	77.447327999	591.97215835
Mix_8	1078.79798704	793.305915209	732.299517635	286.236445175	382.65452024
Mix_9	996.945147929	664.204626954	2671.7989634	164.199420486	357.623219108
Mix_10	1201.64271399	494.797933199	2228.44169531	277.439589781	428.118638147
Mix_11	919.913006546	832.45034675	2336.20952135	123.377510533	266.193053358
Mix_12	450.398346633	674.939638899	3067.63469192	334.164023349	408.899423012
Mix_13	1315.70768191	624.493720441	2159.37101742	126.486989042	450.78598672
Mix_14	542.223854008	840.341731725	3502.25009311	37.7471776296	626.542510632
Mix_15	713.009383928	949.031563238	1901.93452716	143.442839162	487.319557708
Mix_16	1003.15744862	791.463390412	1446.50958296	213.81413422	499.195234114
Mix_17	790.206878458	893.767025306	1982.67304585	130.927652185	579.091500726
Mix_18	729.978726454	1038.32860789	1197.74797083	183.384943344	393.464283259
Mix_19	575.986335075	564.793639003	3066.96073514	351.985403651	513.721271013
Mix_20	1104.17524029	641.107223896	1722.11029732	278.738293027	399.802435456
Mix_21	1049.95343084	632.430326461	1377.27421421	373.348992517	425.488603981
Mix_22	600.106355948	589.576964949	2592.53662358	417.754127396	450.917822933
Mix_23	1382.99165111	673.710629932	1627.5721128	164.974261079	242.099360852
Mix_24	330.096118585	1119.37432928	1067.85315284	259.163187484	698.056316972
Mix_25	1280.59689804	720.530977604	2052.07848838	69.1975082852	484.115900945
Mix_26	982.579049015	890.525864076	1527.66656475	118.699513587	579.770413281
Mix_27	1183.47901913	699.364813596	651.591165808	314.824961763	698.005219292
Mix_28	882.207745684	647.695603547	2056.07291641	323.314129314	358.38614212
Mix_29	1125.70321034	853.660867924	1377.69873422	116.092765249	571.214677288
Mix_30	807.63433021	694.650314653	3628.52086575	47.7419693612	596.65344447
Mix_31	1045.21928179	751.68032412	1734.45082514	191.755375461	442.325454211
Mix_32	735.10789782	1010.67048771	991.695280694	238.427084027	451.061264502
Mix_33	556.436434458	897.591571946	1861.51076545	248.751367238	554.831190053
Mix_34	1034.69583243	484.684091232	2254.15849042	427.510212132	338.440880958
Mix_35	836.129856871	723.776490601	2982.71833431	120.965391681	323.652821127
Mix_36	985.808755513	706.615798609	2366.27407443	161.845228883	457.688558252
Mix_37	579.265373861	647.599578745	3661.17963725	192.241953063	525.91956334
Mix_38	462.001851533	749.223435397	2707.56442224	302.874721157	398.42745446
Mix_39	1305.40974941	576.421091301	740.787540058	420.780894267	288.264847056
Mix_40	918.426621433	582.778348464	3578.29926086	121.087413855	489.018085907
Mix_41	783.930106682	574.692336411	3766.37206035	193.862755028	303.962411073
Mix_42	1044.65962263	923.067933278	1080.393757	128.566817485	629.008687086
Mix_43	1108.1132566	499.665345881	2552.81195945	272.154852348	390.47330608
Mix_44	555.798339838	627.556961712	3304.34409792	291.014552283	281.735827432
Mix_45	675.971666117	762.984220263	2128.95531203	246.535303427	712.023529087
Mix_46	1097.31692388	821.236454192	741.60981309	212.135754211	714.349161892
Mix_47	881.263943836	549.307910684	2451.13906961	347.411945066	384.872585522
Mix_48	1001.68528564	734.186806157	2293.90117744	154.808180715	376.286078585
Mix_49	594.036184963	734.296070008	3997.52040823	62.6132116221	391.198127085
Mix_50	617.634824415	967.565661153	1225.11678324	230.085164658	784.984954766
Mix_51	995.256440874	790.692946241	1792.27442344	194.669873714	383.730718859
Mix_52	430.533242671	829.343288318	2963.56979209	169.032625492	730.465728727
Mix_53	945.01043154	687.797178465	1572.48108187	330.425355378	495.436505102
Mix_54	547.989861624	401.714450218	4462.64507482	340.22114477	197.217275873
Mix_55	444.717405909	676.127461952	4175.40499293	153.939708843	499.74085961
Mix_56	647.742175098	867.282292371	1589.53711579	277.035268357	727.361031675
Mix_57	280.312749532	660.251816141	4653.12544569	190.613040256	212.919840083
Mix_58	701.937282083	940.759057721	1995.59667149	158.823685337	518.649137639
Mix_59	554.250823681	568.419121926	4786.14151495	143.202348267	412.927471345
Mix_60	1428.62130151	802.174836565	1210.22381183	36.5548585975	811.054022769
Mix_61	1256.13702933	470.060819788	2727.78019905	225.150059624	315.494483542
Mix_62	1385.9128102	496.632158878	3460.94472404	30.2614206919	300.970376708
Mix_63	449.845309629	503.366726484	4197.92533931	324.741470602	276.62174024
Mix_64	961.520713954	531.92224794	1908.54097946	416.33344713	437.631869475
Mix_65	967.971882826	638.622522611	1710.69200085	330.264786917	487.991557604
Mix_66	1029.79257331	744.423647064	2482.96441718	73.9027293399	433.674414552
Mix_67	1495.23277158	425.927568955	1862.41388063	327.568598181	140.566438353
Mix_68	762.99559208	888.905333944	1177.02962606	253.875825323	710.139796129
Mix_69	1360.03492137	561.152552222	2348.97713587	148.776582512	427.607622312
Mix_70	719.335892304	916.113190089	1412.77134288	204.771604967	669.938117238
Mix_71	799.817734724	621.617191121	3376.84643541	154.182904759	575.491643592
Mix_72	674.333266245	905.660625435	727.324183343	371.070153673	462.583798965
Mix_73	405.453103417	720.682894194	4162.7702659	122.774143846	480.548374233
Mix_74	1191.34919348	430.530070313	2872.91408502	248.809830431	294.067177227
Mix_75	749.762563698	649.907488005	3980.96152399	99.3873543942	287.068016675
Mix_76	759.329477247	652.346257245	4000.50541065	77.0278561006	408.88349948
Mix_77	751.708479578	593.556567496	2632.54216353	344.372611425	254.551356267
Mix_78	482.085514545	908.27461079	3190.72671052	48.4144750697	607.266679323
Mix_79	477.984467876	441.500994684	5025.81805442	260.804296093	203.781151408
Mix_80	857.745712493	820.573729214	2018.89890935	203.696530822	317.310853077
Mix_81	825.668872313	564.560541519	3073.10556426	252.60241492	441.031047068
Mix_82	973.224691471	721.54596738	3084.95525298	9.24294796133	551.037025285
Mix_83	1116.02124657	565.419538779	2471.34132395	220.457132129	374.865043663
Mix_84	835.202483392	769.960512117	1577.53328721	271.583464211	553.802778039
Mix_85	834.160792862	733.540929652	3365.88401564	69.1744890096	367.00178829
Mix_86	665.348688986	561.926062432	3453.37893345	268.135838406	472.040696417
Mix_87	1693.43249317	326.534181946	2131.5162875	259.105853028	135.65240517
Mix_88	1149.43558028	884.549766539	597.236799999	177.153741886	594.406465194
Mix_89	360.806462227	658.445024472	3383.57554821	374.583113502	357.046450923
Mix_90	813.676009714	555.388659818	4769.25060407	57.2229649219	189.275960898
Mix_91	1679.78064006	571.537532768	2013.59046225	88.9638679056	180.594746842
Mix_92	898.257169941	541.353412944	3517.04088887	202.902731874	172.109559068
Mix_93	714.633177868	955.993250028	382.229632035	361.929495919	503.980495592
Mix_94	1270.19239839	793.756243688	946.949831811	168.582277186	482.969129128
Mix_95	757.169479565	773.330645141	2855.89654189	147.818103738	267.053370377
Mix_96	554.374033896	945.92048365	2072.16872322	188.632003054	535.589280049
Mix_97	980.844891376	482.225274625	2946.59426732	287.890932012	330.201356668
Mix_98	1404.37067548	460.625514069	201.954594086	599.69471535	207.581447891
Mix_99	319.768187174	1173.95065307	2043.32417028	97.0638082942	569.228847293
Mix_100	888.766631536	527.240401028	2514.58180484	364.496535593	168.268632895
