	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	0.3527	0.4481	0.1992	0	0
S10006	0.3618	0.4707	0.1675	0	0
S1001	0.3447	0.4169	0.2383	0	0
S10010	0.4903	0.313	0.1966	0	0
S10011	0.3062	0.4863	0.2076	0	0
S10014	0.3721	0.42	0.2079	0	0
S10026	0.3457	0.408	0.2464	0	0
S10032	0.2879	0.3677	0.3444	0	0
S10036	0.3784	0.4547	0.1668	0	0
S10042	0.3637	0.4112	0.2251	0	0
S10044	0.418	0.3907	0.1913	0	0
S10049	0.3393	0.4442	0.2164	0	0
S10057	0.2382	0.5533	0.2086	0	0
S10062	0.3337	0.4119	0.2544	0	0
S10066	0.4326	0.3549	0.2125	0	0
S10067	0.2516	0.5667	0.1818	0	0
S1007	0.3241	0.4923	0.1834	0	0
S10073	0.308	0.541	0.151	0	0
S10077	0.2943	0.4346	0.2711	0	0
S10080	0.3535	0.457	0.1894	0	0
S10082	0.3267	0.5037	0.1696	0	0
S10087	0.2491	0.4644	0.2864	0	0
S10089	0.3314	0.4676	0.201	0	0
S1009	0.22	0.6244	0.1557	0	0
S10090	0.3353	0.4875	0.1771	0	0
S10093	0.3172	0.4933	0.1895	0	0
S10094	0.3694	0.393	0.2377	0	0
S1010	0.2525	0.4871	0.2604	0	0
S10111	0.2835	0.5421	0.1744	0	0
S10116	0.1938	0.6241	0.1821	0	0
S10119	0.2913	0.5399	0.1688	0	0
S10121	0.3293	0.4285	0.2422	0	0
S10130	0.3622	0.4426	0.1952	0	0
S10140	0.4676	0.3028	0.2297	0	0
S10142	0.1986	0.5287	0.2728	0	0
S10150	0.4901	0.3389	0.171	0	0
S10155	0.2768	0.4963	0.2269	0	0
S1016	0.3122	0.4628	0.225	0	0
S10163	0.3399	0.4822	0.178	0	0
S10167	0.3385	0.5021	0.1594	0	0
S10168	0.2713	0.5615	0.167	0	0
S10173	0.25	0.6166	0.1334	0	0
S10175	0.3516	0.4472	0.2011	0	0
S10179	0.221	0.5725	0.2064	0	0
S10186	0.101	0.6075	0.2915	0	0
S1019	0.2455	0.5198	0.2347	0	0
S10190	0.2859	0.5175	0.1967	0	0
S10195	0.3779	0.4171	0.205	0	0
S10196	0.3657	0.4202	0.2142	0	0
S10200	0.3356	0.3992	0.2652	0	0
S10201	0.5063	0.3238	0.1699	0	0
S10202	0.2924	0.5126	0.195	0	0
S10205	0.388	0.4441	0.1678	0	0
S10211	0.2738	0.4997	0.2265	0	0
S10221	0.3625	0.4977	0.1399	0	0
S10222	0.3761	0.4166	0.2074	0	0
S10226	0.3705	0.4205	0.209	0	0
S10227	0.3926	0.4095	0.1979	0	0
S10228	0.3136	0.4906	0.1957	0	0
S10232	0.1988	0.6111	0.19	0	0
S10248	0.3576	0.4681	0.1744	0	0
S10249	0.3921	0.3135	0.2945	0	0
S1025	0.2752	0.4754	0.2494	0	0
S10266	0.3731	0.4256	0.2013	0	0
S10269	0.3816	0.4304	0.188	0	0
S10272	0.394	0.4135	0.1925	0	0
S10273	0.3803	0.4379	0.1819	0	0
S10274	0.3567	0.4419	0.2014	0	0
S1028	0.3553	0.4386	0.2062	0	0
S10280	0.2768	0.4795	0.2437	0	0
S10283	0.161	0.5311	0.3079	0	0
S1029	0.293	0.4914	0.2155	0	0
S10292	0.2494	0.5797	0.1709	0	0
S10294	0.2705	0.5296	0.2	0	0
S10302	0.2876	0.5188	0.1936	0	0
S10303	0.3092	0.4654	0.2254	0	0
S10323	0.3215	0.4366	0.2419	0	0
S10326	0.3639	0.384	0.252	0	0
S10328	0.313	0.5236	0.1634	0	0
S10329	0.2739	0.488	0.2381	0	0
S10336	0.3294	0.4369	0.2337	0	0
S10340	0.3721	0.4585	0.1695	0	0
S10347	0.2783	0.5361	0.1856	0	0
S10353	0.3019	0.4422	0.2558	0	0
S10356	0.2643	0.5373	0.1984	0	0
S10358	0.344	0.3753	0.2808	0	0
S10365	0.3669	0.4068	0.2263	0	0
S1037	0.1891	0.6481	0.1627	0	0
S10373	0.2831	0.5258	0.191	0	0
S10374	0.2737	0.5108	0.2155	0	0
S10375	0.3844	0.4587	0.157	0	0
S10377	0.2549	0.5707	0.1745	0	0
S10378	0.3435	0.4596	0.1968	0	0
S10390	0.2818	0.5194	0.1988	0	0
S10391	0.2313	0.5255	0.2432	0	0
S10393	0.2825	0.5369	0.1805	0	0
S10400	0.3147	0.431	0.2544	0	0
S10401	0.2953	0.4765	0.2283	0	0
S10406	0.423	0.3268	0.2502	0	0
S10408	0.3454	0.4691	0.1857	0	0
S10409	0.2835	0.5384	0.1782	0	0
S10418	0.3488	0.4581	0.1931	0	0
S10431	0.3062	0.4757	0.2181	0	0
S10438	0.3182	0.4783	0.2035	0	0
S10439	0.3245	0.3867	0.2888	0	0
S10441	0.3648	0.3264	0.3087	0	0
S10442	0.3372	0.4438	0.2189	0	0
S1046	0.4428	0.3408	0.2164	0	0
S10478	0.4617	0.2829	0.2553	0	0
S10480	0.1677	0.6196	0.2127	0	0
