	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0	0	7.04193524516	0	26.1550110453	13.0278747531
B	0	0	7.06593527559	0	26.1617261478	12.8980496061
C	0	0	7.02994111928	0	26.9406191635	13.3903589572
D	0	0	7.03645197185	0	27.0653644721	13.3712130442
E	0	0	7.10992236326	0	26.4113941297	13.4459899598
F	0	0	7.20429553259	0	25.9344128278	13.0624300433
G	0	0	6.96492	0	26.2165877551	12.8737630028
H	0	0	6.98634898935	0	25.6697062321	12.7647549159
I	0	0	6.99606	0	25.442506107	12.7411960673
J	0	0	7.01054783287	0	27.1122879922	13.4332368057
K	0	0	7.04496	0	26.8842011286	13.54988
L	0	0	7.0579455216	0	27.1724138439	13.212997575
