	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	1.90162657236e-34	1.92891718517e-105	0.819086625109	1.64730069206e-121	4.34474196809e-28	0.0
B	1.95967252522e-34	1.92141589454e-105	0.827290869019	1.61718255427e-121	4.17752690791e-28	0.0
C	1.4836281702e-34	2.41264374094e-106	0.735085281427	8.13942915055e-122	1.32890502602e-27	0.0
D	1.68617053204e-34	2.59230556371e-106	0.763449389042	6.2162671304e-122	1.26826734177e-27	0.0
E	9.30127353542e-35	7.46418891899e-106	0.813578885607	8.41112175623e-122	4.83842232059e-28	0.0
F	4.50358234612e-35	4.07452046744e-106	0.95065838937	4.45351050148e-122	3.26958962701e-29	0.0
G	3.01403368314e-34	4.17059371537e-105	0.732829514374	8.61031187737e-121	3.60683160999e-28	0.0
H	3.22175965701e-34	7.71895801199e-105	0.691932325501	3.45268526333e-121	3.66518343419e-28	0.0
I	3.17242500131e-34	8.19158878867e-105	0.613629621305	3.58993074641e-121	3.69768566543e-28	0.0
J	3.12712280824e-34	5.63072701845e-106	0.411421716332	3.6078364198e-122	2.4131091416e-27	0.0
K	1.77271229059e-34	2.40567831427e-106	0.768337663754	2.41204438881e-122	8.86422768062e-28	0.0
L	1.02375733313e-34	7.18186790389e-106	0.425646525689	7.17098766486e-122	1.9479845319e-27	0.0
